"player","salary","team","pos","opp","ceil","floor","fpts"
"Derrick Favors",5600,"UTA","PF/C","CLE",40.9656,7.5144,24.24
"Thabo Sefolosha",3500,"UTA","SG/SF","CLE",26.892,5.508,16.2
"Donovan Mitchell",6900,"UTA","PG/SG","CLE",47.6208,18.5192,33.07
"Joe Ingles",4700,"UTA","SG/SF","CLE",38.192,11.088,24.64
"Rodney Hood",5700,"UTA","SG/SF","CLE",42.5712,8.1088,25.34
"Tristan Thompson",3500,"CLE","PF/C","UTA",14.1955,5.3845,9.79
"Ricky Rubio",5200,"UTA","PG","CLE",34.8794,12.9006,23.89
"Ekpe Udoh",3600,"UTA","PF/C","CLE",14.9184,5.8016,10.36
"Alec Burks",4200,"UTA","PG/SG","CLE",30.0324,4.4876,17.26
"Tyreke Evans",7700,"MEM","PG/SG","GSW",54.6612,11.9988,33.33
"Dillon Brooks",3700,"MEM","SG/SF","GSW",21.4416,8.3384,14.89
"Mario Chalmers",3500,"MEM","PG","GSW",10.3824,4.0376,7.21
"James Ennis",3200,"MEM","SG/SF","GSW",21.437,3.783,12.61
"Marc Gasol",8000,"MEM","C","GSW",58.8731,23.4669,41.17
"Royce O'Neale",3000,"UTA","SF","CLE",10.5408,4.0992,7.32
"Joe Johnson",3700,"UTA","SG/SF","CLE",14.2749,4.3851,9.33
"Jose Calderon",3700,"CLE","PG","UTA",22.6737,2.9463,12.81
"Channing Frye",3300,"CLE","PF/C","UTA",12.688,3.172,7.93
"Malcolm Delaney",3700,"ATL","PG/SG","POR",21.615,4.585,13.1
"Tyler Cavanaugh",3300,"ATL","PF","POR",17.7696,6.9104,12.34
"Ersan Ilyasova",5100,"ATL","SF/PF","POR",33.408,12.992,23.2
"John Collins",5000,"ATL","PF/C","POR",35.208,13.692,24.45
"Marco Belinelli",3800,"ATL","SG","POR",25.9616,8.1984,17.08
"Taurean Prince",5100,"ATL","SG/SF","POR",47.0289,6.1111,26.57
"Kent Bazemore",6100,"ATL","SG/SF","POR",42.484,13.416,27.95
"Miles Plumlee",3500,"ATL","C","POR",26.3022,3.4178,14.86
"Isaiah Taylor",3700,"ATL","PG","POR",15.3048,2.9152,9.11
"Dwyane Wade",4900,"CLE","PG/SG","UTA",33.3939,9.1461,21.27
"Jeff Green",3800,"CLE","SF/PF","UTA",23.8341,6.1459,14.99
"Kyle Korver",3600,"CLE","SG/SF","UTA",23.616,5.184,14.4
"J.R. Smith",4000,"CLE","SG/SF","UTA",27.307,5.593,16.45
"Kevin Love",8500,"CLE","PF/C","UTA",42.2487,11.5713,26.91
"LeBron James",11500,"CLE","SF/PF","UTA",72.198,34.762,53.48
"Jae Crowder",4000,"CLE","SF/PF","UTA",29.3606,10.8594,20.11
"Wayne Selden",3000,"MEM","PG/SG","GSW",9.7056,3.7744,6.74
"Brandan Wright",3600,"MEM","PF/C","GSW",26.224,6.556,16.39
"Amir Johnson",3700,"PHI","PF/C","DEN",22.32,5.58,13.95
"Richaun Holmes",4200,"PHI","PF/C","DEN",40.222,7.098,23.66
"Jerryd Bayless",3700,"PHI","PG/SG","DEN",19.1388,11.9812,15.56
"Dario Saric",6200,"PHI","PF/C","DEN",46.2648,16.2552,31.26
"T.J. McConnell",4300,"PHI","PG","DEN",33.3476,13.2924,23.32
"J.J. Redick",5300,"PHI","SG/SF","DEN",35.9455,13.6345,24.79
"Robert Covington",5700,"PHI","SF/PF","DEN",39.5012,10.8188,25.16
"Nikola Jokic",8600,"DEN","C","PHI",62.0466,18.5334,40.29
"Will Barton",6000,"DEN","SG/SF","PHI",56.619,13.281,34.95
"Trey Lyles",4900,"DEN","SF/PF","PHI",44.1936,6.0264,25.11
"Gary Harris",6100,"DEN","SG","PHI",50.7051,13.0749,31.89
"Torrey Craig",3700,"DEN","SG/SF","PHI",19.3968,7.5432,13.47
"Malik Beasley",3200,"DEN","SG","PHI",4.3594,1.7806,3.07
"Mason Plumlee",4600,"DEN","PF/C","PHI",30.1458,12.6142,21.38
"Wilson Chandler",5000,"DEN","SF/PF","PHI",35.8176,10.1024,22.96
"Jamal Murray",6200,"DEN","PG/SG","PHI",46.7703,12.8097,29.79
"Ben Simmons",8300,"PHI","PG/SF","DEN",58.0608,22.5792,40.32
"Trevor Booker",3900,"PHI","PF/C","DEN",23.8986,7.3414,15.62
"Kevin Durant",10300,"GSW","SF/PF","MEM",75.1536,23.0864,49.12
"Klay Thompson",6600,"GSW","SG","MEM",38.3364,17.2236,27.78
"Draymond Green",7400,"GSW","PF/C","MEM",47.1488,20.6912,33.92
"Kobi Simmons",3500,"MEM","SG","GSW",13.5792,5.2808,9.43
"JaMychal Green",4700,"MEM","SF/PF","GSW",34.0578,10.4622,22.26
"Andrew Harrison",4600,"MEM","PG/SG","GSW",32.8833,5.5767,19.23
"Jarell Martin",4500,"MEM","PF/C","GSW",23.2401,3.0199,13.13
"Andre Iguodala",4000,"GSW","SG/SF","MEM",25.5045,9.1955,17.35
"Zaza Pachulia",3200,"GSW","C","MEM",16.8318,3.9482,10.39
"Jordan Bell",4700,"GSW","PF/C","MEM",25.0416,9.7384,17.39
"Stephen Curry",8100,"GSW","PG/SG","MEM",52.9764,27.9036,40.44
"Omri Casspi",3800,"GSW","SF/PF","MEM",11.4228,1.9372,6.68
"Patrick McCaw",3700,"GSW","PG/SF","MEM",12.9387,1.6813,7.31
"David West",3400,"GSW","PF/C","MEM",16.9372,4.1028,10.52
"Shaun Livingston",3600,"GSW","PG/SG","MEM",18.352,5.328,11.84
"Nick Young",3400,"GSW","SG","MEM",4.2826,1.0374,2.66
"Dennis Schroder",6700,"ATL","PG","POR",49.3063,22.6737,35.99
"Al-Farouq Aminu",4500,"POR","SF/PF","ATL",37.03,8.97,23
"Kelly Olynyk",6300,"MIA","PF/C","ORL",54.8073,14.1327,34.47
"Wayne Ellington",4800,"MIA","SG/SF","ORL",41.6295,8.8305,25.23
"Bam Adebayo",4700,"MIA","PF/C","ORL",30.6864,11.9336,21.31
"Tyler Johnson",5800,"MIA","PG/SG","ORL",42.2244,14.8356,28.53
"Goran Dragic",5900,"MIA","PG","ORL",39.0819,15.5781,27.33
"Hassan Whiteside",6700,"MIA","C","ORL",39.6038,16.1762,27.89
"Josh Richardson",6500,"MIA","SG/SF","ORL",44.9554,10.2046,27.58
"Jordan Mickey",4000,"MIA","PF/C","ORL",23.8422,6.3378,15.09
"Matt Williams",3000,"MIA","SG","ORL",3.1248,1.2152,2.17
"Mario Hezonja",4300,"ORL","SG","MIA",32.2848,4.1952,18.24
"Marreese Speights",4000,"ORL","PF/C","MIA",21.1904,6.3296,13.76
"Wesley Iwundu",3200,"ORL","SG/SF","MIA",7.8768,3.0632,5.47
"Bismack Biyombo",5300,"ORL","PF/C","MIA",32.24,9.36,20.8
"Jonathon Simmons",5900,"ORL","SG/SF","MIA",43.5344,10.5456,27.04
"Aaron Gordon",7300,"ORL","SF/PF","MIA",50.0536,17.5864,33.82
"Evan Fournier",5400,"ORL","SG/SF","MIA",45.5869,14.7931,30.19
"Rajon Rondo",6400,"NOP","PG","NYK",44.7905,16.9895,30.89
"Darius Miller",3200,"NOP","SF","NYK",15.336,5.964,10.65
"Lance Thomas",3200,"NYK","SF/PF","NOP",24.7092,3.2108,13.96
"Kyle O'Quinn",3800,"NYK","PF/C","NOP",28.3752,5.4048,16.89
"Jarrett Jack",4300,"NYK","PG","NOP",37.8744,6.1656,22.02
"Doug McDermott",3500,"NYK","SF/PF","NOP",27.6404,4.4996,16.07
"Enes Kanter",6200,"NYK","PF/C","NOP",46.1676,12.2724,29.22
"Courtney Lee",5200,"NYK","SG/SF","NOP",40.6014,14.6386,27.62
"Frank Ntilikina",3900,"NYK","PG/SG","NOP",25.776,10.024,17.9
"Michael Beasley",4700,"NYK","SF/PF","NOP",30.4656,4.1544,17.31
"Ron Baker",3200,"NYK","PG/SG","NOP",10.0005,1.2995,5.65
"Jameer Nelson",3300,"NOP","PG/SG","NYK",18.252,5.148,11.7
"Dante Cunningham",3200,"NOP","SF/PF","NYK",19.1896,3.9304,11.56
"Ian Clark",3000,"NOP","PG/SG","NYK",19.7709,2.5691,11.17
"E'Twaun Moore",4800,"NOP","SG/SF","NYK",18.8336,6.4464,12.64
"Jrue Holiday",7100,"NOP","PG/SG","NYK",50.8719,16.5081,33.69
"Anthony Davis",10500,"NOP","PF/C","NYK",69.8232,29.2168,49.52
"DeMarcus Cousins",10700,"NOP","PF/C","NYK",76.5193,30.5007,53.51
"Shelvin Mack",3400,"ORL","PG/SG","MIA",1.1799,0.2001,0.69
"Elfrid Payton",7100,"ORL","PG","MIA",45.9792,17.8808,31.93
"Eric Moreland",3000,"DET","PF/C","SAS",13.392,5.208,9.3
"Stanley Johnson",3900,"DET","SG/SF","SAS",30.0828,4.8972,17.49
"Damian Lillard",8200,"POR","PG","ATL",55.9232,26.3168,41.12
"Reggie Bullock",4500,"DET","SG/SF","SAS",34.7272,7.1128,20.92
"Langston Galloway",3700,"DET","PG/SG","SAS",28.982,4.718,16.85
"Ish Smith",5500,"DET","PG","SAS",45.4608,17.6792,31.57
"Luke Kennard",3600,"DET","SG","SAS",19.6128,7.6272,13.62
"C.J. McCollum",7200,"POR","PG/SG","ATL",39.8772,20.5428,30.21
"Evan Turner",3700,"POR","SG/SF","ATL",24.9159,6.8241,15.87
"Shabazz Napier",5000,"POR","PG/SG","ATL",28.1961,3.6639,15.93
"Zach Collins",3500,"POR","PF/C","ATL",15.5952,6.0648,10.83
"Meyers Leonard",3400,"POR","PF/C","ATL",8.5184,1.1616,4.84
"Ed Davis",3600,"POR","PF/C","ATL",29.4351,3.8249,16.63
"Pat Connaughton",3200,"POR","SG/SF","ATL",17.4075,3.6925,10.55
"Jusuf Nurkic",6800,"POR","C","ATL",47.1351,6.1249,26.63
