"player","salary","team","pos","opp","ceil","floor","fpts"
"DeAndre Liggins",3500,"MIL","PG/SF","POR",16.4079,2.1321,9.27
"Jason Terry",3000,"MIL","PG/SG","POR",7.849,1.551,4.7
"Thon Maker",3800,"MIL","PF/C","POR",26.1429,3.3971,14.77
"Matthew Dellavedova",3200,"MIL","PG/SG","POR",NA,NA,0
"Tony Snell",3800,"MIL","SG/SF","POR",27.3713,9.3687,18.37
"John Henson",4700,"MIL","C","POR",42.891,7.569,25.23
"D.J. Wilson",3000,"MIL","PF/C","POR",NA,NA,0
"Rashad Vaughn",3000,"MIL","PG/SF","POR",NA,NA,0
"Evan Turner",3900,"POR","SG/SF","MIL",25.3398,6.9402,16.14
"Jusuf Nurkic",6700,"POR","C","MIL",58.1445,7.5555,32.85
"C.J. McCollum",6700,"POR","PG/SG","MIL",41.9892,21.6308,31.81
"Damian Lillard",8500,"POR","PG","MIL",60.3432,28.3968,44.37
"Joel Bolomboy",3000,"MIL","PF","POR",NA,NA,0
"Gary Payton",3000,"MIL","SG","POR",NA,NA,0
"Eric Bledsoe",6800,"MIL","PG/SG","POR",53.1088,16.7712,34.94
"Malcolm Brogdon",5000,"MIL","PG/SG","POR",30.653,9.947,20.3
"Mason Plumlee",3500,"DEN","PF/C","CHI",23.2368,9.7232,16.48
"Kenneth Faried",4300,"DEN","PF/C","CHI",37.2476,6.8324,22.04
"Emmanuel Mudiay",3900,"DEN","PG","CHI",31.5153,5.3447,18.43
"Jamal Murray",5000,"DEN","PG/SG","CHI",38.5435,10.5565,24.55
"David Nwaba",4000,"CHI","PG/SG","DEN",23.1264,3.1536,13.14
"Will Barton",6500,"DEN","SG/SF","CHI",51.0462,11.9738,31.51
"Malik Beasley",3000,"DEN","SG","CHI",5.2256,2.1344,3.68
"Darrell Arthur",3000,"DEN","PF","CHI",NA,NA,0
"Giannis Antetokounmpo",11100,"MIL","SF/PF","POR",71.9452,37.8948,54.92
"Khris Middleton",6500,"MIL","SG/SF","POR",49.6,14.4,32
