"player","salary","team","pos","opp","ceil","floor","fpts"
"Skal Labissiere",4200,"SAC","PF/C","LAC",20.085,6.695,13.39
"Zach Randolph",6200,"SAC","PF/C","LAC",35.7,15.3,25.5
"Buddy Hield",4700,"SAC","SG/SF","LAC",31.1857,10.6743,20.93
"George Hill",4700,"SAC","PG/SG","LAC",27.9708,11.1492,19.56
"Garrett Temple",3800,"SAC","SG/SF","LAC",24.418,9.262,16.84
"Kosta Koufos",3600,"SAC","C","LAC",20.6264,6.5136,13.57
"Sindarius Thornwell",3000,"LAC","SG","SAC",7.6475,1.0925,4.37
"Vince Carter",3800,"SAC","SG/SF","LAC",21.366,2.374,11.87
"Malachi Richardson",3000,"SAC","SG/SF","LAC",10.0596,2.0604,6.06
"De'Aaron Fox",5800,"SAC","PG","LAC",30.5868,12.4932,21.54
"Bogdan Bogdanovic",5000,"SAC","SG/SF","LAC",31.8735,15.3465,23.61
"Wesley Johnson",4200,"LAC","SG/SF","SAC",20.325,6.775,13.55
"Sam Dekker",3700,"LAC","SF/PF","SAC",19.1913,4.9487,12.07
"Lou Williams",8300,"LAC","PG/SG","SAC",53.019,24.381,38.7
"DeAndre Jordan",8400,"LAC","C","SAC",47.879,25.781,36.83
"Montrezl Harrell",4000,"LAC","PF/C","SAC",22.064,5.516,13.79
"Jawun Evans",5300,"LAC","PG","SAC",25.4975,3.6425,14.57
"Willie Cauley-Stein",6300,"SAC","PF/C","LAC",40.446,17.334,28.89
"Tyrone Wallace",3800,"LAC","PG/SG","SAC",20.59,14.91,17.75
"Milos Teodosic",5300,"LAC","PG/SG","SAC",31.0716,14.2884,22.68
"LaMarcus Aldridge",8500,"SAS","PF/C","LAL",52.2164,32.0036,42.11
"Kyle Anderson",5400,"SAS","PG/SF","LAL",36.4966,19.2234,27.86
"Julius Randle",6500,"LAL","PF/C","SAS",44.0634,19.7966,31.93
"Jordan Clarkson",4500,"LAL","PG/SG","SAS",25.5152,8.9648,17.24
"Kyle Kuzma",5600,"LAL","SF/PF","SAS",33.8187,14.8413,24.33
"Brook Lopez",4500,"LAL","C","SAS",27.8746,11.3854,19.63
"Josh Hart",3800,"LAL","PG/SG","SAS",18.4384,3.0016,10.72
"Tyler Ennis",3700,"LAL","PG/SG","SAS",12.204,1.356,6.78
"Derrick White",3000,"SAS","PG/SG","LAL",11.2395,1.4605,6.35
"Larry Nance",4300,"LAL","SF/PF","SAS",17.3055,7.5945,12.45
"Corey Brewer",3200,"LAL","SG/SF","SAS",6.93,0.77,3.85
"Brandon Ingram",6600,"LAL","SG/SF","SAS",38.5035,19.3965,28.95
"Kentavious Caldwell-Pope",5200,"LAL","SG","SAS",28.5956,14.0844,21.34
"Patty Mills",4500,"SAS","PG","LAL",29.1885,11.0715,20.13
"Pau Gasol",5700,"SAS","PF/C","LAL",42.6525,17.8475,30.25
"Dejounte Murray",4500,"SAS","PG","LAL",39.6076,8.1124,23.86
"Davis Bertans",4500,"SAS","SF/PF","LAL",35.802,3.978,19.89
"Brandon Paul",3400,"SAS","SG","LAL",16.812,1.868,9.34
"Lonzo Ball",7200,"LAL","PG","SAS",46.4978,21.3822,33.94
"Manu Ginobili",4400,"SAS","SG/SF","LAL",30.9192,8.7208,19.82
"Bryn Forbes",3900,"SAS","PG/SG","LAL",29.0811,7.4989,18.29
"Blake Griffin",8500,"LAC","PF/C","SAC",50.8851,31.8549,41.37
"Isaiah Thomas",5800,"CLE","PG","TOR",38.2382,15.2418,26.74
"Robert Covington",5500,"PHI","SF/PF","BOS",35.711,17.589,26.65
"J.J. Redick",5500,"PHI","SG/SF","BOS",33.735,18.165,25.95
"Ben Simmons",8500,"PHI","PG/SF","BOS",51.0413,29.3387,40.19
"Trevor Booker",3700,"PHI","PF/C","BOS",15.655,4.545,10.1
"Joel Embiid",10100,"PHI","C","BOS",60.2172,33.1428,46.68
"T.J. McConnell",4200,"PHI","PG","BOS",27.784,9.016,18.4
"Richaun Holmes",4000,"PHI","PF/C","BOS",23.9613,6.1787,15.07
"Timothe Luwawu-Cabarrot",3200,"PHI","SG/SF","BOS",4.7583,1.4617,3.11
"Dario Saric",6200,"PHI","PF/C","BOS",37.4744,16.4456,26.96
"Kyrie Irving",8400,"BOS","PG","PHI",47.1,31.4,39.25
"Daniel Theis",3700,"BOS","PF/C","PHI",15.1636,2.9964,9.08
"Al Horford",7900,"BOS","PF/C","PHI",42.7428,26.1972,34.47
"Jayson Tatum",6300,"BOS","SF/PF","PHI",34.884,16.796,25.84
"Marcus Smart",5000,"BOS","SG/SF","PHI",30.9276,15.9324,23.43
"Terry Rozier",5000,"BOS","PG/SG","PHI",25.272,9.828,17.55
"Aron Baynes",3900,"BOS","C","PHI",15.9692,5.6108,10.79
"Marcus Morris",4300,"BOS","SF/PF","PHI",27.079,14.581,20.83
"Shane Larkin",3300,"BOS","PG","PHI",6.462,0.718,3.59
"Semi Ojeleye",3200,"BOS","SG/SF","PHI",6.972,1.428,4.2
"Jerryd Bayless",3700,"PHI","PG/SG","BOS",17.5968,7.3632,12.48
"LeBron James",11100,"CLE","SF/PF","TOR",69.2044,42.4156,55.81
"OG Anunoby",3400,"TOR","SF/PF","CLE",22.0545,8.3655,15.21
"Jakob Poeltl",3700,"TOR","PF/C","CLE",16.8948,4.7652,10.83
"C.J. Miles",3600,"TOR","SG/SF","CLE",23.6523,8.5277,16.09
"Jonas Valanciunas",5200,"TOR","C","CLE",44.548,15.652,30.1
"Fred VanVleet",3900,"TOR","PG","CLE",27.0684,10.0116,18.54
"Lucas Nogueira",3300,"TOR","PF","CLE",22.302,2.478,12.39
"Lorenzo Brown",3000,"TOR","PG","CLE",4.6818,1.0982,2.89
"Norman Powell",3400,"TOR","SG/SF","CLE",27.8078,6.3122,17.06
"Pascal Siakam",4000,"TOR","PF","CLE",26.64,10.36,18.5
"Delon Wright",4900,"TOR","PG/SG","CLE",46.8776,14.0024,30.44
"DeMar DeRozan",8600,"TOR","SG/SF","CLE",58.2564,32.0636,45.16
"J.R. Smith",3700,"CLE","SG/SF","TOR",26.158,9.922,18.04
"Kevin Love",7700,"CLE","PF/C","TOR",50.3937,25.3863,37.89
"Jae Crowder",3900,"CLE","SF/PF","TOR",24.6078,8.8722,16.74
"Dwyane Wade",4600,"CLE","PG/SG","TOR",34.062,14.598,24.33
"Jeff Green",4400,"CLE","SF/PF","TOR",26.5965,9.1035,17.85
"Tristan Thompson",3900,"CLE","PF/C","TOR",21.5044,7.5556,14.53
"Cedi Osman",3000,"CLE","SG/SF","TOR",7.1104,0.9696,4.04
"Kyle Korver",3700,"CLE","SG/SF","TOR",22.3924,7.8676,15.13
"Jaylen Brown",6000,"BOS","SG/SF","PHI",31.967,17.213,24.59
