"player","salary","team","pos","opp","ceil","floor","fpts"
"Giannis Antetokounmpo",11400,"MIL","SF/PF","CLE",69.4169,36.5631,52.99
"LeBron James",11600,"CLE","SF/PF","MIL",80.568,38.792,59.68
"Kevin Love",7800,"CLE","PF/C","MIL",55.7507,15.2693,35.51
"Khris Middleton",7300,"MIL","SG/SF","CLE",58.1095,16.8705,37.49
"Eric Bledsoe",6700,"MIL","PG/SG","CLE",44.384,14.016,29.2
"Dwyane Wade",4800,"CLE","PG/SG","MIL",37.9155,10.3845,24.15
"Jameer Nelson",3400,"NOP","PG/SG","WAS",22.4328,6.3272,14.38
"Ian Mahinmi",3400,"WAS","C","NOP",21.471,3.789,12.63
"Rajon Rondo",6000,"NOP","PG","WAS",47.728,11.932,29.83
"Kelly Oubre",4700,"WAS","SG/SF","NOP",34.9344,13.5856,24.26
"Tomas Satoransky ",3500,"WAS","PG/SG","NOP",22.032,8.568,15.3
"Dante Cunningham",3500,"NOP","SF/PF","WAS",22.8416,4.6784,13.76
"Jodie Meeks",3100,"WAS","SG","NOP",17.7354,3.5046,10.62
"Malcolm Brogdon",4800,"MIL","PG/SG","CLE",32.1932,10.4468,21.32
"Kyle Korver",3600,"CLE","SG/SF","MIL",25.092,5.508,15.3
"Matthew Dellavedova",3200,"MIL","PG/SG","CLE",14.76,4.92,9.84
"Tristan Thompson",3500,"CLE","PF/C","MIL",17.0085,6.4515,11.73
"J.R. Smith",4000,"CLE","SG/SF","MIL",30.1622,6.1778,18.17
"Tony Snell",3700,"MIL","SG/SF","CLE",14.5126,4.9674,9.74
"Jason Terry",3000,"MIL","PG/SG","CLE",7.5651,1.4949,4.53
"DeAndre Liggins",3300,"MIL","SG/SF","CLE",12.7971,1.6629,7.23
"Thon Maker",3400,"MIL","PF/C","CLE",22.5144,2.9256,12.72
"Jose Calderon",3700,"CLE","PG","MIL",18.2487,2.3713,10.31
"John Henson",4500,"MIL","C","CLE",36.958,6.522,21.74
"Jeff Green",4300,"CLE","SF/PF","MIL",25.7262,6.6338,16.18
"Channing Frye",3200,"CLE","PF/C","MIL",10.576,2.644,6.61
"Cedi Osman",3000,"CLE","SG/SF","MIL",7.7184,3.0016,5.36
"Jae Crowder",3500,"CLE","SF/PF","MIL",19.6954,7.2846,13.49
"Marcin Gortat",4700,"WAS","C","NOP",29.4435,14.1765,21.81
"Darius Miller",3400,"NOP","SF","WAS",19.6272,7.6328,13.63
"Bogdan Bogdanovic",4300,"SAC","SG/SF","PHI",28.7424,11.1776,19.96
"Robert Covington",6200,"PHI","SF/PF","SAC",51.5431,14.1169,32.83
"De'Aaron Fox",4300,"SAC","PG","PHI",30.6,11.9,21.25
"Frank Mason",3900,"SAC","PG/SG","PHI",30.528,11.872,21.2
"Kosta Koufos",3400,"SAC","C","PHI",24.3271,5.8929,15.11
"Timothe Luwawu-Cabarrot",3000,"PHI","SG/SF","SAC",11.0448,1.4352,6.24
"Dario Saric",6100,"PHI","PF/C","SAC",41.3808,14.5392,27.96
"Willie Cauley-Stein",5200,"SAC","PF/C","PHI",45.8784,5.9616,25.92
"Richaun Holmes",4400,"PHI","PF/C","SAC",37.553,6.627,22.09
"Buddy Hield",4600,"SAC","SG/SF","PHI",36.1296,10.1904,23.16
"Ben Simmons",9500,"PHI","PG/SF","SAC",66.1968,25.7432,45.97
"J.J. Redick",5400,"PHI","SG/SF","SAC",40.4695,15.3505,27.91
"Skal Labissiere",3200,"SAC","PF/C","PHI",17.0172,2.5428,9.78
"Amir Johnson",3700,"PHI","PF/C","SAC",18.048,4.512,11.28
"Garrett Temple",3600,"SAC","PG/SG","PHI",21.7152,6.1248,13.92
"John Wall",8800,"WAS","PG","NOP",62.7732,36.8668,49.82
"DeMarcus Cousins",10700,"NOP","PF/C","WAS",80.7092,32.1708,56.44
"Jrue Holiday",7100,"NOP","PG/SG","WAS",52.7745,17.1255,34.95
"Mike Scott",4500,"WAS","PF","NOP",33.8096,4.6104,19.21
"Markieff Morris",4600,"WAS","SF/PF","NOP",28.8788,10.6812,19.78
"E'Twaun Moore",4600,"NOP","SG/SF","WAS",31.9754,10.9446,21.46
"Bradley Beal",7700,"WAS","SG","NOP",53.0875,24.4125,38.75
"Anthony Davis",10100,"NOP","PF/C","WAS",68.6106,28.7094,48.66
"Jerryd Bayless",3400,"PHI","PG/SG","SAC",9.7908,6.1292,7.96
"T.J. McConnell",4100,"PHI","PG","SAC",25.7972,10.2828,18.04
"Vince Carter",3100,"SAC","SG/SF","PHI",14.7423,4.0377,9.39
"Justin Jackson",3000,"SAC","SG/SF","PHI",13.42,0,6.71
"Trevor Booker",4200,"PHI","PF/C","SAC",29.168,7.292,18.23
"Zach Randolph",6400,"SAC","PF/C","PHI",45.1172,15.4428,30.28
