"player","salary","team","pos","opp","ceil","floor","fpts"
"Kenneth Faried",3600,"DEN","PF/C","UTA",7.0304,1.2896,4.16
"Mason Plumlee",4400,"DEN","PF/C","UTA",30.9777,12.9623,21.97
"Malik Beasley",3200,"DEN","PG/SG","UTA",7.526,3.074,5.3
"Trey Lyles",5400,"DEN","SF/PF","UTA",44.9856,6.1344,25.56
"Gary Harris",6500,"DEN","SG","UTA",45.7602,11.7998,28.78
"Jamal Murray",6900,"DEN","PG/SG","UTA",48.67,13.33,31
"Wilson Chandler",4800,"DEN","SF/PF","UTA",34.632,9.768,22.2
"Jonas Jerebko",3500,"UTA","SF/PF","DEN",15.438,3.162,9.3
"Joe Johnson",3600,"UTA","SG/SF","DEN",24.9084,7.6516,16.28
"Nikola Jokic",8800,"DEN","C","UTA",64.5876,19.2924,41.94
"Will Barton",5800,"DEN","SG/SF","UTA",46.6398,10.9402,28.79
"Torrey Craig",3500,"DEN","SG/SF","UTA",8.6688,3.3712,6.02
"John Wall",8700,"WAS","PG","MEM",54.558,32.042,43.3
"Ian Mahinmi",3300,"WAS","C","MEM",18.819,3.321,11.07
"Jodie Meeks",3100,"WAS","SG","MEM",15.9819,3.1581,9.57
"Tomas Satoransky ",3700,"WAS","PG/SG","MEM",15.0048,5.8352,10.42
"Marc Gasol",7500,"MEM","C","WAS",54.5831,21.7569,38.17
"James Ennis",3400,"MEM","SG/SF","WAS",24.633,4.347,14.49
"Mike Scott",3800,"WAS","PF","MEM",22.3696,3.0504,12.71
"Markieff Morris",4800,"WAS","SF/PF","MEM",33.7844,12.4956,23.14
"Bradley Beal",7900,"WAS","SG","MEM",49.1419,22.5981,35.87
"Otto Porter",6300,"WAS","SF/PF","MEM",39.1248,15.5952,27.36
"Marcin Gortat",4600,"WAS","C","MEM",28.1475,13.5525,20.85
"Kelly Oubre",4500,"WAS","SG/SF","MEM",18.792,7.308,13.05
"Alec Burks",4100,"UTA","PG/SG","DEN",24.1164,3.6036,13.86
"Ekpe Udoh",3500,"UTA","PF/C","DEN",13.7088,5.3312,9.52
"Harrison Barnes",6600,"DAL","SF/PF","CHI",42.1078,21.2122,31.66
"Nikola Mirotic",6800,"CHI","PF/C","DAL",51.7752,12.1448,31.96
"Wesley Matthews",4700,"DAL","SG/SF","CHI",35.9455,13.6345,24.79
"Yogi Ferrell",4000,"DAL","PG/SG","CHI",26.7758,5.4842,16.13
