"player","salary","team","pos","opp","ceil","floor","fpts"
"Clint Capela",6600,"HOU","C","OKC",58.0336,18.3264,38.18
"P.J. Tucker",4700,"HOU","SF/PF","OKC",30.8,9.2,20
"Ryan Anderson",4600,"HOU","PF/C","OKC",30.8574,8.2026,19.53
"Trevor Ariza",5000,"HOU","SG/SF","OKC",28.8225,13.8775,21.35
"Chris Paul",9000,"HOU","PG/SG","OKC",67.6178,21.9422,44.78
"Nene ",3800,"HOU","C","OKC",19.2444,5.1156,12.18
"Alex Abrines",3300,"OKC","SG/SF","HOU",16.1175,2.3025,9.21
"Andre Roberson",3400,"OKC","SG/SF","HOU",25.0488,9.0312,17.04
"Russell Westbrook",10900,"OKC","PG","HOU",71.8566,44.9834,58.42
"Paul George",6800,"OKC","SF","HOU",48.846,20.934,34.89
"Eric Gordon",5600,"HOU","SG","OKC",30.03,11.97,21
"James Harden",11100,"HOU","PG/SG","OKC",76.4064,44.8736,60.64
"Al Horford",6700,"BOS","PF/C","WAS",52.1798,17.8602,35.02
"Jayson Tatum",5400,"BOS","SF/PF","WAS",38.1024,14.8176,26.46
"Marcus Smart",4800,"BOS","SG/SF","WAS",26.726,11.454,19.09
"Jaylen Brown",5200,"BOS","SG/SF","WAS",45.1675,6.4525,25.81
"Terry Rozier",4100,"BOS","PG/SG","WAS",28.149,5.971,17.06
"Aron Baynes",3700,"BOS","C","WAS",20.7081,3.5119,12.11
"Kyrie Irving",8300,"BOS","PG","WAS",60.1224,25.1576,42.64
"Daniel Theis",3400,"BOS","PF/C","WAS",15.1344,5.8856,10.51
"Marcus Morris",4600,"BOS","SF/PF","WAS",24.2256,8.7344,16.48
"Semi Ojeleye",3200,"BOS","SG/SF","WAS",4.824,1.876,3.35
"Jerami Grant",3700,"OKC","SF/PF","HOU",21.08,6.12,13.6
"Raymond Felton",3100,"OKC","PG/SG","HOU",17.1008,3.3792,10.24
"Brandon Ingram",6300,"LAL","SG/SF","MIN",43.5229,14.8971,29.21
"Kentavious Caldwell-Pope",5100,"LAL","SG","MIN",39.5304,11.1496,25.34
"Lonzo Ball",6900,"LAL","PG","MIN",51.0768,19.8632,35.47
"Gorgui Dieng",3400,"MIN","PF/C","LAL",27.486,13.234,20.36
"Kyle Kuzma",7300,"LAL","SF/PF","MIN",53.4672,20.7928,37.13
"Jordan Clarkson",4700,"LAL","PG/SG","MIN",25.3258,11.1142,18.22
"Larry Nance",4500,"LAL","SF/PF","MIN",24.912,9.688,17.3
"Josh Hart",3700,"LAL","PG/SG","MIN",13.3344,5.1856,9.26
"Andrew Bogut",3000,"LAL","C","MIN",17.3225,3.1775,10.25
"Julius Randle",5000,"LAL","PF/C","MIN",36.9799,12.0001,24.49
"Marcus Georges-Hunt",3000,"MIN","SG/SF","LAL",4.3719,0.5681,2.47
"Tyus Jones",3400,"MIN","PG/SG","LAL",17.6469,2.2931,9.97
"Steven Adams",5500,"OKC","C","HOU",39.2403,16.4197,27.83
