"player","salary","team","pos","opp","ceil","floor","fpts"
"Bradley Beal",7600,"WAS","SG","POR",51.4435,23.6565,37.55
"Steven Adams",5900,"OKC","C","UTA",38.5494,16.1306,27.34
"Carmelo Anthony",6500,"OKC","SF/PF","UTA",41.847,15.873,28.86
"Otto Porter",6900,"WAS","SF/PF","POR",41.9133,16.7067,29.31
"Marcin Gortat",5200,"WAS","C","POR",27.999,13.481,20.74
"Markieff Morris",4700,"WAS","SF/PF","POR",30.1636,11.1564,20.66
"Kelly Oubre",4900,"WAS","SG/SF","POR",33.5088,13.0312,23.27
"Dakari Johnson",3300,"OKC","C","UTA",NA,NA,0
"Josh Huestis",3000,"OKC","SF/PF","UTA",12.397,10.143,11.27
"Alex Abrines",3300,"OKC","SG/SF","UTA",NA,NA,0
"Andre Roberson",3500,"OKC","SG/SF","UTA",25.7544,9.2856,17.52
"Jerami Grant",3700,"OKC","SF/PF","UTA",24.1335,7.0065,15.57
"Raymond Felton",3300,"OKC","PG/SG","UTA",21.6766,4.2834,12.98
"Terrance Ferguson",3000,"OKC","SG/SF","UTA",2.2608,0.8792,1.57
"Patrick Patterson",3100,"OKC","PF/C","UTA",8.1648,1.5552,4.86
"Mike Scott",3100,"WAS","PF","POR",14.7488,2.0112,8.38
"Jodie Meeks",3400,"WAS","SG","POR",21.0086,4.1514,12.58
"Ed Davis",3300,"POR","PF/C","WAS",17.0982,2.2218,9.66
"Pat Connaughton",3600,"POR","SG/SF","WAS",22.2585,4.7215,13.49
"Noah Vonleh",4000,"POR","PF/C","WAS",21.0501,3.5699,12.31
"Caleb Swanigan",3400,"POR","PF","WAS",NA,NA,0
"Shabazz Napier",3600,"POR","PG/SG","WAS",20.8152,2.7048,11.76
"Al-Farouq Aminu",4200,"POR","SF/PF","WAS",32.9245,7.9755,20.45
"Meyers Leonard",3200,"POR","PF/C","WAS",13.6928,1.8672,7.78
"Moe Harkless",3400,"POR","SF/PF","WAS",7.344,2.856,5.1
"Jusuf Nurkic",7200,"POR","C","WAS",61.7553,8.0247,34.89
"Tim Frazier",3900,"WAS","PG","POR",33.4353,4.3447,18.89
"Ian Mahinmi",3300,"WAS","C","POR",24.514,4.326,14.42
"Tomas Satoransky ",4100,"WAS","PG/SG","POR",30.4992,11.8608,21.18
"Damian Lillard",9400,"POR","PG","WAS",58.7656,27.6544,43.21
"Evan Turner",3900,"POR","SG/SF","WAS",23.0319,6.3081,14.67
"C.J. McCollum",7000,"POR","PG/SG","WAS",41.1972,21.2228,31.21
"Russell Westbrook",11000,"OKC","PG","UTA",67.6254,42.3346,54.98
"Paul George",8400,"OKC","SF","UTA",54.166,23.214,38.69
"Jared Dudley",3600,"PHO","PF","TOR",12.986,2.114,7.55
"Greg Monroe",4500,"PHO","PF/C","TOR",39.2594,14.5206,26.89
"Troy Daniels",3300,"PHO","SG","TOR",8.1243,1.0557,4.59
"DeMar DeRozan",8500,"TOR","SG/SF","PHO",55.2297,23.1103,39.17
"Kyle Lowry",8700,"TOR","PG","PHO",60.599,18.101,39.35
"Jonas Valanciunas",4800,"TOR","C","PHO",34.1341,13.6059,23.87
"Serge Ibaka",5000,"TOR","PF/C","PHO",35.3864,14.4536,24.92
"Alex Len",4400,"PHO","PF/C","TOR",34.2705,9.9495,22.11
"Dragan Bender",3400,"PHO","PF/C","TOR",20.0541,2.6059,11.33
"Mike James",4200,"PHO","PG","TOR",22.1472,8.6128,15.38
"TJ Warren",6400,"PHO","SF/PF","TOR",53.4477,12.1323,32.79
"Marquese Chriss",3900,"PHO","PF/C","TOR",26.4258,6.8142,16.62
"Tyson Chandler",4300,"PHO","C","TOR",NA,NA,0
"Tyler Ulis",3900,"PHO","PG","TOR",35.9841,4.6759,20.33
"Josh Jackson",4000,"PHO","SG/SF","TOR",23.9616,9.3184,16.64
"C.J. Miles",3800,"TOR","SG/SF","PHO",25.1565,7.3035,16.23
"Jakob Poeltl",3400,"TOR","PF/C","PHO",35.6301,4.6299,20.13
"Alec Burks",4500,"UTA","PG/SG","OKC",41.0814,6.1386,23.61
"Ekpe Udoh",3000,"UTA","PF/C","OKC",6.552,2.548,4.55
"Donovan Mitchell",7100,"UTA","PG/SG","OKC",46.8144,18.2056,32.51
"Raulzinho Neto",3200,"UTA","PG","OKC",19.296,7.504,13.4
"Jonas Jerebko",3800,"UTA","SF/PF","OKC",15.4712,3.1688,9.32
"Rudy Gobert",7300,"UTA","C","OKC",33.649,16.951,25.3
"Royce O'Neale",3000,"UTA","SF","OKC",10.5408,4.0992,7.32
"Thabo Sefolosha",3700,"UTA","SG/SF","OKC",24.6178,5.0422,14.83
"Derrick Favors",6600,"UTA","PF/C","OKC",52.6435,9.6565,31.15
"Fred VanVleet",3400,"TOR","PG","PHO",32.8335,4.2665,18.55
"OG Anunoby",3500,"TOR","SF/PF","PHO",16.2432,6.3168,11.28
"Pascal Siakam",3900,"TOR","PF","PHO",37.347,4.853,21.1
"Norman Powell",4000,"TOR","SG/SF","PHO",28.8925,4.1275,16.51
"Joe Ingles",4900,"UTA","SG/SF","OKC",38.5175,11.1825,24.85
"Ricky Rubio",5400,"UTA","PG","OKC",35.1568,13.0032,24.08
"Devin Booker",8000,"PHO","SG/SF","TOR",51.5232,20.0368,35.78
