"player","salary","team","pos","opp","ceil","floor","fpts"
"John Henson",4700,"MIL","C","WAS",33.6672,13.0928,23.38
"Matthew Dellavedova",3900,"MIL","PG/SG","WAS",23.8251,8.1549,15.99
"Thon Maker",3000,"MIL","PF/C","WAS",22.9976,7.2624,15.13
"Tony Snell",3600,"MIL","SG/SF","WAS",21.2135,8.0465,14.63
"Eric Bledsoe",7000,"MIL","PG/SG","WAS",47.8305,23.0295,35.43
"Giannis Antetokounmpo",10500,"MIL","SF/PF","WAS",53.1415,39.2785,46.21
"Khris Middleton",6900,"MIL","SG/SF","WAS",44.2757,22.3043,33.29
"Malcolm Brogdon",4700,"MIL","PG/SG","WAS",31.6008,16.2792,23.94
"DeAndre Liggins",3000,"MIL","SG/SF","WAS",10.836,1.764,6.3
"John Wall",8700,"WAS","PG","MIL",58.3125,34.9875,46.65
"Mike Scott",3800,"WAS","PF","MIL",19.8762,5.4438,12.66
"Jodie Meeks",3100,"WAS","SG","MIL",9.96,2.04,6
"Ian Mahinmi",3300,"WAS","C","MIL",17.808,4.592,11.2
"Markieff Morris",4700,"WAS","SF/PF","MIL",31.317,11.583,21.45
"Kelly Oubre",4300,"WAS","SG/SF","MIL",16.614,6.786,11.7
"Bradley Beal",7800,"WAS","SG","MIL",51.612,26.588,39.1
"Otto Porter",6200,"WAS","SF/PF","MIL",39.4192,16.1008,27.76
"Marcin Gortat",4600,"WAS","C","MIL",33.082,14.518,23.8
"Boban Marjanovic",4500,"DET","C","HOU",NA,NA,15.21
"Tarik Black",3400,"HOU","PF/C","DET",23.868,2.652,13.26
"Clint Capela",6600,"HOU","C","DET",44.161,23.779,33.97
"Chris Paul",10000,"HOU","PG/SG","DET",71.232,40.068,55.65
"Briante Weber",3000,"HOU","PG","DET",12.9911,2.9489,7.97
"P.J. Tucker",3600,"HOU","SF/PF","DET",19.099,7.801,13.45
"Ryan Anderson",4600,"HOU","PF/C","DET",27.193,11.107,19.15
"Shelvin Mack",3000,"ORL","PG/SG","CLE",7.7265,2.3735,5.05
"Eric Gordon",6800,"HOU","SG","DET",46.4032,21.8368,34.12
"Trevor Ariza",4800,"HOU","SG/SF","DET",27.352,14.728,21.04
"Gerald Green",5100,"HOU","SG/SF","DET",36.89,10.71,23.8
"Avery Bradley",5200,"DET","PG/SG","HOU",37.4744,16.4456,26.96
"Reggie Bullock",4300,"DET","SG/SF","HOU",33.969,6.231,20.1
"Eric Moreland",3000,"DET","PF/C","HOU",34.5312,4.7088,19.62
"Dwight Buycks",3000,"DET","PG","HOU",20.734,8.886,14.81
"Luke Kennard",3800,"DET","SG","HOU",19.4386,3.9814,11.71
"Ish Smith",5500,"DET","PG","HOU",42.1275,19.3725,30.75
"Tobias Harris",6100,"DET","SF/PF","HOU",38.675,20.825,29.75
"Anthony Tolliver",3700,"DET","SF/PF","HOU",24.3261,7.8939,16.11
"Tomas Satoransky ",3700,"WAS","PG/SG","MIL",23.2001,5.6199,14.41
"Anthony Davis",9900,"NOP","PF/C","MIN",60.1011,33.0789,46.59
"Gary Harris",6400,"DEN","SG","SAC",36.894,19.866,28.38
"Torrey Craig",3500,"DEN","SG/SF","SAC",10.962,1.218,6.09
"Willie Cauley-Stein",6100,"SAC","PF/C","DEN",41.65,17.85,29.75
"Trey Lyles",5600,"DEN","SF/PF","SAC",41.4672,9.4128,25.44
"Malik Beasley",3200,"DEN","PG/SG","SAC",15.2592,2.0808,8.67
"Wilson Chandler",4700,"DEN","SF/PF","SAC",30.3732,12.1068,21.24
"Jamal Murray",6600,"DEN","PG/SG","SAC",44.8884,15.7716,30.33
"Mason Plumlee",4300,"DEN","PF/C","SAC",25.1558,9.3042,17.23
"Bogdan Bogdanovic",4700,"SAC","SG/SF","DEN",28.134,13.546,20.84
"De'Aaron Fox",4500,"SAC","PG","DEN",36.8928,14.3472,25.62
"Georgios Papagiannis",3000,"SAC","C","DEN",16.0925,4.4075,10.25
"Malachi Richardson",3000,"SAC","SG/SF","DEN",8.9544,1.9656,5.46
"Vince Carter",3500,"SAC","SG/SF","DEN",14.274,1.586,7.93
"Justin Jackson",3000,"SAC","SG/SF","DEN",14.2074,3.3326,8.77
