"player","salary","team","pos","opp","ceil","floor","fpts"
"John Collins",5500,"ATL","PF/C","MEM",32.6592,12.7008,22.68
"Marco Belinelli",3900,"ATL","SG","MEM",27.512,8.688,18.1
"DeAndre Bembry",3500,"ATL","SG/SF","MEM",21.744,8.456,15.1
"Tyler Cavanaugh",4100,"ATL","PF","MEM",7.0272,2.7328,4.88
"Ersan Ilyasova",5200,"ATL","SF/PF","MEM",27.2448,10.5952,18.92
"Kent Bazemore",5700,"ATL","SG/SF","MEM",38.1216,12.0384,25.08
"Taurean Prince",5900,"ATL","SG/SF","MEM",43.4889,5.6511,24.57
"Delon Wright",3500,"TOR","PG/SG","BKN",17.8549,4.3251,11.09
"Nik Stauskas",3600,"BKN","PG/SG","TOR",19.1688,6.9112,13.04
"Isaiah Whitehead",3200,"BKN","PG/SG","TOR",17.1756,4.8444,11.01
"Jahlil Okafor",4000,"BKN","C","TOR",17.0016,4.1184,10.56
"Dennis Schroder",7000,"ATL","PG","MEM",46.1416,21.2184,33.68
"Luke Babbitt",3500,"ATL","SF/PF","MEM",21.948,2.852,12.4
"Miles Plumlee",3200,"ATL","C","MEM",21.8595,2.8405,12.35
"Ben McLemore",3400,"MEM","SG/SF","ATL",18.1425,2.3575,10.25
"Andrew Harrison",4600,"MEM","PG/SG","ATL",29.8737,5.0663,17.47
"Deyonta Davis ",3000,"MEM","PF/C","ATL",14.4432,5.6168,10.03
"Jarell Martin",3200,"MEM","PF/C","ATL",8.7438,1.1362,4.94
"JaMychal Green",4800,"MEM","SF/PF","ATL",39.0456,11.9944,25.52
"Mario Chalmers",4100,"MEM","PG","ATL",11.9088,4.6312,8.27
"Chandler Parsons",4100,"MEM","SF/PF","ATL",33.8742,7.9458,20.91
"Marc Gasol",7900,"MEM","C","ATL",57.9007,23.0793,40.49
"Isaiah Taylor",3300,"ATL","PG","MEM",14.2632,2.7168,8.49
"James Ennis",3400,"MEM","SG/SF","ATL",23.273,4.107,13.69
"Tyreke Evans",7000,"MEM","PG/SG","ATL",61.5164,13.5036,37.51
"Dillon Brooks",3700,"MEM","SG/SF","ATL",16.9488,6.5912,11.77
"Norman Powell",3400,"TOR","SG/SF","BKN",16.59,2.37,9.48
"Pascal Siakam",3700,"TOR","PF","BKN",22.6029,2.9371,12.77
"Daniel Theis",3500,"BOS","PF/C","UTA",13.1184,5.1016,9.11
"Shane Larkin",3400,"BOS","PG","UTA",11.0304,4.2896,7.66
"Kyrie Irving",8000,"BOS","PG","UTA",54.7503,22.9097,38.83
"Caris LeVert",5200,"BKN","SG/SF","TOR",51.348,10.892,31.12
"Rondae Hollis-Jefferson",5800,"BKN","SF/PF","TOR",50.0414,16.2386,33.14
"Semi Ojeleye",3400,"BOS","SG/SF","UTA",11.88,4.62,8.25
"Aron Baynes",4200,"BOS","C","UTA",23.085,3.915,13.5
"Marcus Smart",5200,"BOS","SG/SF","UTA",34.356,14.724,24.54
"Jaylen Brown",5700,"BOS","SG/SF","UTA",42.7175,6.1025,24.41
"Jayson Tatum",5800,"BOS","SF/PF","UTA",34.7184,13.5016,24.11
"Al Horford",6600,"BOS","PF/C","UTA",46.4135,15.8865,31.15
"Terry Rozier",4500,"BOS","PG/SG","UTA",29.4855,6.2545,17.87
"Spencer Dinwiddie",6400,"BKN","PG/SG","TOR",55.77,15.73,35.75
"Timofey Mozgov",3000,"BKN","C","TOR",7.973,1.407,4.69
"C.J. Miles",3800,"TOR","SG/SF","BKN",24.1955,7.0245,15.61
"Jonas Valanciunas",4900,"TOR","C","BKN",39.3393,15.6807,27.51
"Jakob Poeltl",3700,"TOR","PF/C","BKN",31.4529,4.0871,17.77
"OG Anunoby",3500,"TOR","SF/PF","BKN",17.856,6.944,12.4
"Fred VanVleet",3800,"TOR","PG","BKN",28.5324,3.7076,16.12
"Serge Ibaka",6100,"TOR","PF/C","BKN",41.5492,16.9708,29.26
"Kyle Lowry",8200,"TOR","PG","BKN",62.8012,18.7588,40.78
"Quincy Acy",3100,"BKN","PF/C","TOR",17.3637,2.2563,9.81
"Jarrett Allen",3400,"BKN","PF/C","TOR",21.7008,8.4392,15.07
"Joe Harris",3700,"BKN","SG/SF","TOR",41.6164,8.2236,24.92
"Tyler Zeller",3500,"BKN","C","TOR",30.0369,3.9031,16.97
"DeMar DeRozan",8400,"TOR","SG/SF","BKN",54.7362,22.9038,38.82
"Justin Holiday",4900,"CHI","SG/SF","MIL",34.7126,9.2274,21.97
"Jerian Grant",4100,"CHI","PG/SG","MIL",20.886,2.714,11.8
"Pau Gasol",5500,"SAS","PF/C","HOU",36.1978,9.6222,22.91
"LaMarcus Aldridge",7800,"SAS","PF/C","HOU",51.4941,18.5659,35.03
"Rudy Gay",5700,"SAS","SF/PF","HOU",36.1571,9.9029,23.03
"Patty Mills",4200,"SAS","PG","HOU",26.0899,8.9301,17.51
"Davis Bertans",3400,"SAS","SF/PF","HOU",6.7614,0.8786,3.82
"Gary Harris",6400,"DEN","SG","NOP",47.223,12.177,29.7
"Trey Lyles",4300,"DEN","SF/PF","NOP",36.9776,5.0424,21.01
"Emmanuel Mudiay",3800,"DEN","PG","NOP",23.0679,3.9121,13.49
"Jamal Murray",5600,"DEN","PG/SG","NOP",38.1667,10.4533,24.31
"Mason Plumlee",4000,"DEN","PF/C","NOP",23.7021,9.9179,16.81
"Kenneth Faried",4600,"DEN","PF/C","NOP",28.3075,5.1925,16.75
"Malik Beasley",3500,"DEN","SG","NOP",14.1574,5.7826,9.97
"James Harden",11000,"HOU","PG/SG","SAS",68.3928,40.1672,54.28
"Eric Gordon",4800,"HOU","SG","SAS",35.893,14.307,25.1
"Manu Ginobili",3700,"SAS","SG/SF","HOU",25.9005,7.5195,16.71
"Danny Green",4700,"SAS","SG/SF","HOU",30.7192,9.7008,20.21
"Joffrey Lauvergne",3000,"SAS","PF/C","HOU",8.5424,2.6976,5.62
"Kawhi Leonard",7100,"SAS","SF/PF","HOU",37.872,14.728,26.3
"Tony Parker",4000,"SAS","PG","HOU",26.27,9.23,17.75
"Bryn Forbes",3600,"SAS","PG/SG","HOU",21.7724,5.7876,13.78
"Chris Paul",8600,"HOU","PG/SG","SAS",71.8609,23.3191,47.59
"Ryan Anderson",4200,"HOU","PF/C","SAS",33.1168,8.8032,20.96
"Trevor Ariza",4900,"HOU","SG/SF","SAS",32.481,15.639,24.06
"P.J. Tucker",3500,"HOU","SF/PF","SAS",27.5352,8.2248,17.88
"Clint Capela",6400,"HOU","C","SAS",50.9352,16.0848,33.51
"Nene ",3300,"HOU","C","SAS",26.3702,7.0098,16.69
"Wilson Chandler",4500,"DEN","SF/PF","NOP",27.6432,7.7968,17.72
"Will Barton",6600,"DEN","SG/SF","NOP",52.1316,12.2284,32.18
"Khris Middleton",7300,"MIL","SG/SF","CHI",55.769,16.191,35.98
"Giannis Antetokounmpo",11600,"MIL","SF/PF","CHI",73.5827,38.7573,56.17
"Malcolm Brogdon",4600,"MIL","PG/SG","CHI",31.9818,10.3782,21.18
"Eric Bledsoe",7100,"MIL","PG/SG","CHI",51.3,16.2,33.75
"John Henson",4700,"MIL","C","CHI",39.304,6.936,23.12
"Nikola Mirotic",5500,"CHI","PF/C","MIL",51.9372,12.1828,32.06
"David Nwaba",4200,"CHI","PG/SG","MIL",39.6528,5.4072,22.53
"Paul Zipser",3300,"CHI","SG/SF","MIL",13.0449,1.6951,7.37
"Robin Lopez",4800,"CHI","C","MIL",37.226,15.954,26.59
"Denzel Valentine",4600,"CHI","SG/SF","MIL",44.25,5.75,25
"Kris Dunn",6500,"CHI","PG/SG","MIL",60.3504,8.2296,34.29
"Bobby Portis",4600,"CHI","PF","MIL",34.4619,4.4781,19.47
"Thon Maker",3600,"MIL","PF/C","CHI",24.1251,3.1349,13.63
"DeAndre Liggins",3300,"MIL","PG/SF","CHI",16.2132,2.1068,9.16
"Dante Cunningham",3500,"NOP","SF/PF","DEN",20.2188,4.1412,12.18
"Jameer Nelson",3400,"NOP","PG/SG","DEN",24.7884,6.9916,15.89
"Darius Miller",3600,"NOP","SF","DEN",17.424,6.776,12.1
"Rajon Rondo",6100,"NOP","PG","DEN",40.784,10.196,25.49
"Nikola Jokic",7700,"DEN","C","NOP",56.98,17.02,37
"E'Twaun Moore",4800,"NOP","SG/SF","DEN",35.6706,12.2094,23.94
"Jrue Holiday",6800,"NOP","PG/SG","DEN",50.434,16.366,33.4
"Rashad Vaughn",3000,"MIL","PG/SF","CHI",22.6383,2.9417,12.79
"Gary Payton",3100,"MIL","SG","CHI",22.3344,8.6856,15.51
"Anthony Davis",10300,"NOP","PF/C","DEN",73.3482,30.6918,52.02
"DeMarcus Cousins",10800,"NOP","PF/C","DEN",83.0401,33.0999,58.07
"Rudy Gobert",6400,"UTA","C","BOS",39.0089,19.6511,29.33
"Joe Johnson",3600,"UTA","SG/SF","BOS",12.4695,3.8305,8.15
"Cory Joseph",4000,"IND","PG","DET",24.8368,7.8432,16.34
"Bojan Bogdanovic",4700,"IND","SG/SF","DET",36.9371,12.6429,24.79
"TJ Leaf",3000,"IND","SF/PF","DET",4.032,1.568,2.8
"Lance Stephenson",4200,"IND","SG/SF","DET",35.0337,6.4263,20.73
"Paul George",7700,"OKC","SF","PHI",46.466,19.914,33.19
"Domantas Sabonis",5000,"IND","PF/C","DET",30.2328,8.5272,19.38
"Myles Turner",6400,"IND","C","DET",42.6254,20.9946,31.81
"Stanley Johnson",3700,"DET","SG/SF","IND",22.7556,3.7044,13.23
"Eric Moreland",3000,"DET","PF/C","IND",7.3152,2.8448,5.08
"Victor Oladipo",8900,"IND","PG/SG","DET",67.5136,20.1664,43.84
"Thaddeus Young",6200,"IND","SF/PF","DET",43.9699,15.0501,29.51
"Darren Collison",5700,"IND","PG","DET",39.9456,12.6144,26.28
"Russell Westbrook",11400,"OKC","PG","PHI",68.9907,43.1893,56.09
"Alex Abrines",3600,"OKC","SG/SF","PHI",23.3275,3.3325,13.33
"Ben Simmons",9500,"PHI","PG/SF","OKC",61.8912,24.0688,42.98
"Trevor Booker",4300,"PHI","PF/C","OKC",22.5522,6.9278,14.74
"J.J. Redick",5500,"PHI","SG/SF","OKC",38.338,14.542,26.44
"Robert Covington",6100,"PHI","SF/PF","OKC",45.373,12.427,28.9
"Joel Embiid",9800,"PHI","C","OKC",81.6702,21.7098,51.69
"Steven Adams",6600,"OKC","C","PHI",41.2707,17.2693,29.27
"Carmelo Anthony",6600,"OKC","SF/PF","PHI",42.34,16.06,29.2
"Raymond Felton",3100,"OKC","PG/SG","PHI",19.8897,3.9303,11.91
"Jerami Grant",3600,"OKC","SF/PF","PHI",22.1805,6.4395,14.31
"Patrick Patterson",3400,"OKC","PF/C","PHI",13.776,2.624,8.2
"Terrance Ferguson",3000,"OKC","SG/SF","PHI",2.4192,0.9408,1.68
"Josh Huestis",3000,"OKC","SF/PF","PHI",9.438,7.722,8.58
"Reggie Bullock",3100,"DET","SG/SF","IND",20.9492,4.2908,12.62
"Langston Galloway",3500,"DET","PG/SG","IND",34.572,5.628,20.1
"Jeremy Lamb",5200,"CHA","SG/SF","MIA",34.7527,6.8673,20.81
"Kemba Walker",7300,"CHA","PG","MIA",50.284,27.076,38.68
"Dwight Howard",8100,"CHA","C","MIA",57.7122,20.8078,39.26
"Frank Kaminsky",3900,"CHA","PF/C","MIA",23.436,6.804,15.12
"Marvin Williams",4600,"CHA","SF/PF","MIA",33.24,11.08,22.16
"Bam Adebayo",4200,"MIA","PF/C","CHA",31.6224,12.2976,21.96
"Wayne Ellington",3800,"MIA","SG/SF","CHA",27.852,5.908,16.88
"Goran Dragic",6400,"MIA","PG","CHA",45.7314,18.2286,31.98
"Dion Waiters",5500,"MIA","SG/SF","CHA",46.1168,10.1232,28.12
"James Johnson",5900,"MIA","SF/PF","CHA",49.4024,17.3576,33.38
"Tyler Johnson",4400,"MIA","PG/SG","CHA",33.5072,11.7728,22.64
"Kelly Olynyk",5100,"MIA","PF/C","CHA",42.4212,10.9388,26.68
"Michael Kidd-Gilchrist",4600,"CHA","SF","MIA",27.23,11.67,19.45
"Malik Monk",3400,"CHA","PG/SG","MIA",3.9888,1.5512,2.77
"Reggie Jackson",5700,"DET","PG","IND",50.9243,12.3357,31.63
"Tobias Harris",6300,"DET","SF/PF","IND",42.6735,20.5465,31.61
"Anthony Tolliver",3600,"DET","SF/PF","IND",21.1344,4.0256,12.58
"Ish Smith",3900,"DET","PG","IND",28.4112,11.0488,19.73
"Luke Kennard",3200,"DET","SG","IND",24.0912,9.3688,16.73
"Andre Drummond",9100,"DET","C","IND",60.6152,28.5248,44.57
"Treveon Graham",3000,"CHA","SG/SF","MIA",14.3636,4.9164,9.64
"Dwayne Bacon",3200,"CHA","SG/SF","MIA",3.24,1.26,2.25
"Johnny O'Bryant",3000,"CHA","PF/C","MIA",4.2336,1.6464,2.94
"Michael Carter-Williams",3400,"CHA","PG","MIA",18.48,2.52,10.5
"Nicolas Batum",5800,"CHA","SG/SF","MIA",38.7949,17.0251,27.91
"T.J. McConnell",4200,"PHI","PG","OKC",30.6306,12.2094,21.42
"Dario Saric",5600,"PHI","PF/C","OKC",40.2412,14.1388,27.19
"Bradley Beal",7200,"WAS","SG","LAC",46.991,21.609,34.3
"John Wall",8000,"WAS","PG","LAC",44.037,25.863,34.95
"Otto Porter",6500,"WAS","SF/PF","LAC",41.47,16.53,29
"Marcin Gortat",5300,"WAS","C","LAC",26.4465,12.7335,19.59
"Kelly Oubre",4400,"WAS","SG/SF","LAC",28.296,11.004,19.65
"Jamil Wilson",3000,"LAC","SF/PF","WAS",26.1504,10.1696,18.16
"C.J. Williams",3000,"LAC","SG","WAS",23.616,9.184,16.4
"Wesley Johnson",4200,"LAC","SG/SF","WAS",27.4527,3.5673,15.51
"Sam Dekker",3700,"LAC","SF/PF","WAS",31.9964,7.0236,19.51
"Montrezl Harrell",3600,"LAC","PF/C","WAS",25.8368,3.5232,14.68
"Sindarius Thornwell",3100,"LAC","SG","WAS",25.128,9.772,17.45
"Jawun Evans",3000,"LAC","PG","WAS",31.1616,12.1184,21.64
"Markieff Morris",4800,"WAS","SF/PF","LAC",30.1052,11.1348,20.62
"Mike Scott",4000,"WAS","PF","LAC",19.6768,2.6832,11.18
"Thabo Sefolosha",3700,"UTA","SG/SF","BOS",21.9452,4.4948,13.22
"Derrick Favors",5200,"UTA","PF/C","BOS",41.5909,7.6291,24.61
"Donovan Mitchell",6600,"UTA","PG/SG","BOS",47.4336,18.4464,32.94
"Alec Burks",4700,"UTA","PG/SG","BOS",33.321,4.979,19.15
"Jonas Jerebko",3600,"UTA","SF/PF","BOS",15.272,3.128,9.2
"Joe Ingles",4700,"UTA","SG/SF","BOS",37.4325,10.8675,24.15
"Rodney Hood",5200,"UTA","SG/SF","BOS",40.5384,7.7216,24.13
"Ian Mahinmi",3200,"WAS","C","LAC",21.981,3.879,12.93
"Jodie Meeks",3200,"WAS","SG","LAC",18.2865,3.6135,10.95
"Jason Smith",3000,"WAS","PF/C","LAC",4.9737,0.6463,2.81
"Tomas Satoransky ",3500,"WAS","PG/SG","LAC",19.1952,7.4648,13.33
"Ricky Rubio",4900,"UTA","PG","BOS",31.9886,11.8314,21.91
"Lou Williams",7600,"LAC","PG/SG","WAS",60.624,23.576,42.1
"DeAndre Jordan",7400,"LAC","C","WAS",52.1004,26.8396,39.47
"Maurice Harkless",3400,"POR","SF/PF","ORL",8.2944,3.2256,5.76
"Jusuf Nurkic",6700,"POR","C","ORL",50.8344,6.6056,28.72
"Noah Vonleh",3500,"POR","PF/C","ORL",20.5542,3.4858,12.02
"Pat Connaughton",3400,"POR","SG/SF","ORL",18.249,3.871,11.06
"Ed Davis",3900,"POR","PF/C","ORL",23.9304,3.1096,13.52
"Evan Turner",3900,"POR","SG/SF","ORL",24.7118,6.7682,15.74
"C.J. McCollum",6900,"POR","PG/SG","ORL",44.2068,22.7732,33.49
"Richaun Holmes",3800,"PHI","PF/C","OKC",25.891,4.569,15.23
"Amir Johnson",3500,"PHI","PF/C","OKC",5.792,1.448,3.62
"Jerryd Bayless",3400,"PHI","PG/SG","OKC",8.61,5.39,7
"Andre Roberson",3800,"OKC","SG/SF","PHI",NA,NA,11.16
"Damian Lillard",9400,"POR","PG","ORL",63.716,29.984,46.85
"Shabazz Napier",3500,"POR","PG/SG","ORL",24.4968,3.1832,13.84
"Jake Layman",3000,"POR","SF/PF","ORL",6.0888,0.7912,3.44
"Shelvin Mack",3600,"ORL","PG","POR",13.0644,2.2156,7.64
"Wesley Iwundu",3400,"ORL","SG/SF","POR",20.1456,7.8344,13.99
"Elfrid Payton",6000,"ORL","PG","POR",45.432,17.668,31.55
"D.J. Augustin",4100,"ORL","PG/SG","POR",21.9554,7.1246,14.54
"Marreese Speights",3000,"ORL","PF/C","POR",18.095,5.405,11.75
"Mario Hezonja",4300,"ORL","PG/SF","POR",41.2233,5.3567,23.29
"Bismack Biyombo",3300,"ORL","PF/C","POR",20.3825,5.9175,13.15
"Al-Farouq Aminu",4900,"POR","SF/PF","ORL",41.8439,10.1361,25.99
"Aaron Gordon",7600,"ORL","SF/PF","POR",51.8148,18.2052,35.01
"Nikola Vucevic",8500,"ORL","C","POR",53.784,20.916,37.35
"Jonathon Simmons",6600,"ORL","SG/SF","POR",47.0442,11.3958,29.22
"Josh Richardson",4500,"MIA","SG/SF","CHA",35.7133,8.1067,21.91
