"player","salary","team","pos","opp","ceil","floor","fpts"
"Wesley Matthews",5400,"DAL","SG/SF","ORL",33.981,14.219,24.1
"Yogi Ferrell",3800,"DAL","PG/SG","ORL",21.3264,8.2936,14.81
"Salah Mejri",3000,"DAL","C","ORL",23.0328,4.3872,13.71
"D.J. Augustin",3500,"ORL","PG/SG","DAL",18.104,5.256,11.68
"Wesley Iwundu",3000,"ORL","SG/SF","DAL",14.886,1.654,8.27
"Zach Randolph",6300,"SAC","PF/C","LAL",38.178,16.362,27.27
"Arron Afflalo",3300,"ORL","SG/SF","DAL",9.396,1.044,5.22
"Bismack Biyombo",5800,"ORL","PF/C","DAL",39.6069,10.2131,24.91
"Mario Hezonja",5100,"ORL","SG","DAL",26.694,2.966,14.83
"Devin Harris",3600,"DAL","PG/SG","ORL",25.2488,8.8712,17.06
"Dirk Nowitzki",5000,"DAL","PF/C","ORL",32.3664,16.6736,24.52
"Elfrid Payton",7200,"ORL","PG","DAL",49.0114,21.5086,35.26
"Evan Fournier",5900,"ORL","SG/SF","DAL",36.8011,18.5389,27.67
"J.J. Barea",5700,"DAL","PG/SG","ORL",34.443,18.957,26.7
"Marreese Speights",3500,"ORL","PF/C","DAL",22.384,5.596,13.99
"Maxi Kleber",3500,"DAL","PF","ORL",24.6125,2.8875,13.75
"Jonathon Simmons",5200,"ORL","SG/SF","DAL",34.3915,13.7085,24.05
"Dwight Powell",3800,"DAL","PF/C","ORL",27.4131,10.9269,19.17
"Jordan Clarkson",4700,"LAL","PG/SG","SAC",30.3972,11.2428,20.82
"Kyle Kuzma",6200,"LAL","SF/PF","SAC",32.4148,14.2252,23.32
"Lonzo Ball",7300,"LAL","PG","SAC",42.4152,19.5048,30.96
"Kentavious Caldwell-Pope",5300,"LAL","SG","SAC",25.058,12.342,18.7
"Garrett Temple",3800,"SAC","SG/SF","LAL",31.5648,12.2752,21.92
"Corey Brewer",3200,"LAL","SG/SF","SAC",7.254,0.806,4.03
"Josh Hart",4100,"LAL","PG/SG","SAC",24.0456,3.9144,13.98
"Vince Carter",3600,"SAC","SG/SF","LAL",21.078,2.342,11.71
"Malachi Richardson",3000,"SAC","SG/SF","LAL",16.4793,3.7407,10.11
"Larry Nance",4300,"LAL","SF/PF","SAC",20.0021,8.7779,14.39
"Tyler Ennis",3700,"LAL","PG/SG","SAC",13.194,1.466,7.33
"De'Aaron Fox",5500,"SAC","PG","LAL",39.2106,15.6294,27.42
"Willie Cauley-Stein",6600,"SAC","PF/C","LAL",44.772,19.188,31.98
"Brook Lopez",4600,"LAL","C","SAC",28.7692,11.7508,20.26
"Julius Randle",6100,"LAL","PF/C","SAC",39.2642,18.0558,28.66
"Buddy Hield",4700,"SAC","SG/SF","LAL",35.909,12.291,24.1
"Skal Labissiere",4400,"SAC","PF/C","LAL",24.2657,7.8743,16.07
"Kosta Koufos",3400,"SAC","C","LAL",22.9672,7.2528,15.11
"Brandon Ingram",6800,"LAL","SG/SF","SAC",39.7803,20.0397,29.91
"Bogdan Bogdanovic",4900,"SAC","SG/SF","LAL",34.371,16.549,25.46
"Dennis Smith Jr.",6200,"DAL","PG/SG","ORL",40.1085,19.3115,29.71
"Harrison Barnes",7000,"DAL","SF/PF","ORL",40.0734,25.0866,32.58
