"player","salary","team","pos","opp","ceil","floor","fpts"
"Montrezl Harrell",3800,"LAC","PF/C","MIN",37.2944,5.0856,21.19
"Willie Reed",3000,"LAC","C","MIN",17.0805,2.2195,9.65
"Wesley Johnson",4400,"LAC","SG/SF","MIN",41.7897,5.4303,23.61
"Sam Dekker",3500,"LAC","SF/PF","MIN",18.6468,4.0932,11.37
"Austin Rivers",5800,"LAC","PG/SG","MIN",47.4708,13.3892,30.43
"Lou Williams",7000,"LAC","PG/SG","MIN",58.248,22.652,40.45
"Sindarius Thornwell",3200,"LAC","SG","MIN",8.1648,3.1752,5.67
"Jawun Evans",3000,"LAC","PG","MIN",11.8656,4.6144,8.24
"Karl-Anthony Towns",8300,"MIN","C","LAC",57.9348,34.0252,45.98
"Andrew Wiggins",6900,"MIN","SF/PF","LAC",42.9528,22.1272,32.54
"Jimmy Butler",7400,"MIN","SG","LAC",55.5788,22.7012,39.14
"Jamil Wilson",3000,"LAC","SF/PF","MIN",8.568,3.332,5.95
"Brice Johnson",3000,"LAC","PF/C","MIN",NA,NA,0
"C.J. Williams",3000,"LAC","SG","MIN",11.7072,4.5528,8.13
"DeAndre Jordan",6800,"LAC","C","MIN",48.4176,24.9424,36.68
"Udonis Haslem",3000,"MIA","PF/C","GSW",NA,NA,0
"Dion Waiters",6000,"MIA","SG/SF","GSW",45.1984,9.9216,27.56
"Goran Dragic",6400,"MIA","PG","GSW",48.5342,19.3458,33.94
"Josh Richardson",4600,"MIA","SG/SF","GSW",42.6897,9.6903,26.19
"Stephen Curry",9400,"GSW","PG/SG","MIA",58.5308,30.8292,44.68
"JaVale McGee",3000,"GSW","C","MIA",NA,NA,0
"Kevon Looney",3000,"GSW","SF/PF","MIA",NA,NA,0
"James Johnson",5700,"MIA","PF","GSW",47.0788,16.5412,31.81
"Justise Winslow",3900,"MIA","SF/PF","GSW",26.9648,8.5152,17.74
"Bam Adebayo",4200,"MIA","PF/C","GSW",27.3024,10.6176,18.96
