"player","salary","team","pos","opp","ceil","floor","fpts"
"Jameer Nelson",3500,"NOP","PG/SG","MIN",26.3952,7.4448,16.92
"E'Twaun Moore",3700,"NOP","SG/SF","MIN",25.9707,8.8893,17.43
"Dante Cunningham",3300,"NOP","SF/PF","MIN",14.0768,2.8832,8.48
"Ian Clark",3300,"NOP","PG/SG","MIN",5.2215,0.6785,2.95
"Cheick Diallo",3300,"NOP","PF","MIN",NA,NA,0
"Darius Miller",3400,"NOP","SF","MIN",25.776,10.024,17.9
"Jrue Holiday",6500,"NOP","PG/SG","MIN",45.2396,14.6804,29.96
"DeMarcus Cousins",11000,"NOP","PF/C","MIN",78.9217,31.4583,55.19
"Marcus Georges-Hunt",3000,"MIN","SG/SF","NOP",NA,NA,0
"Shabazz Muhammad",3500,"MIN","SG/SF","NOP",6.0024,1.3176,3.66
"Aaron Brooks",3000,"MIN","PG/SG","NOP",NA,NA,0
"Gorgui Dieng",3800,"MIN","PF/C","NOP",18.6165,8.9635,13.79
"Anthony Davis",10800,"NOP","PF/C","MIN",72.0087,30.1313,51.07
"Cole Aldrich",3000,"MIN","C","NOP",NA,NA,0
"Omer Asik",3000,"NOP","C","MIN",NA,NA,0
"Rajon Rondo",4900,"NOP","PG","MIN",41.2,10.3,25.75
"Quincy Acy",3300,"BKN","PF/C","DAL",18.8682,2.4518,10.66
"Jarrett Allen",3400,"BKN","PF/C","DAL",18.792,7.308,13.05
"Joe Harris",4300,"BKN","SG/SF","DAL",35.7547,7.0653,21.41
"Sean Kilpatrick",3600,"BKN","PG/SG","DAL",30.5299,6.9301,18.73
"Isaiah Whitehead",3500,"BKN","PG/SG","DAL",19.1412,5.3988,12.27
"Tyler Zeller",3400,"BKN","C","DAL",25.8774,3.3626,14.62
"Timofey Mozgov",3200,"BKN","C","DAL",10.88,1.92,6.4
"Spencer Dinwiddie",6900,"BKN","PG/SG","DAL",51.948,14.652,33.3
"Caris LeVert",4600,"BKN","SG/SF","DAL",46.9425,9.9575,28.45
"Tony Allen",3000,"NOP","SG/SF","MIN",11.7936,3.3264,7.56
"DeMarre Carroll",5800,"BKN","SF/PF","DAL",50.9538,11.5662,31.26
"Allen Crabbe",4900,"BKN","SG/SF","DAL",NA,NA,0
"Trevor Booker",4900,"BKN","PF/C","DAL",39.6117,12.1683,25.89
"Rondae Hollis-Jefferson",6000,"BKN","SF/PF","DAL",NA,NA,0
"Nemanja Bjelica",3600,"MIN","SF/PF","NOP",17.3283,2.2517,9.79
"Tyus Jones",4500,"MIN","PG/SG","NOP",17.346,2.254,9.8
"Joseph Young",3000,"IND","PG/SG","HOU",NA,NA,0
"Damien Wilkins",3000,"IND","SG/SF","HOU",NA,NA,0
"Alex Poythress",3000,"IND","SF","HOU",NA,NA,0
"James Harden",11600,"HOU","PG/SG","IND",72.2106,42.4094,57.31
"Trevor Ariza",5100,"HOU","SG/SF","IND",33.102,15.938,24.52
"Eric Gordon",5000,"HOU","SG","IND",35.2209,14.0391,24.63
"Al Jefferson",3400,"IND","PF/C","HOU",NA,NA,0
"Lance Stephenson",4300,"IND","SG/SF","HOU",38.4982,7.0618,22.78
"Myles Turner",6300,"IND","C","HOU",40.0258,19.7142,29.87
"Darren Collison",6000,"IND","PG","HOU",41.192,13.008,27.1
"Domantas Sabonis",5500,"IND","PF/C","HOU",43.5552,12.2848,27.92
"Bojan Bogdanovic",4700,"IND","SG/SF","HOU",40.2747,13.7853,27.03
"TJ Leaf",3000,"IND","SF/PF","HOU",NA,NA,0
"Cory Joseph",3500,"IND","PG","HOU",27.9832,8.8368,18.41
"Ryan Anderson",4700,"HOU","PF/C","IND",31.6,8.4,20
"P.J. Tucker",3600,"HOU","SF/PF","IND",24.5322,7.3278,15.93
"Karl-Anthony Towns",8700,"MIN","C","NOP",49.9716,29.3484,39.66
"Jimmy Butler",7400,"MIN","SG","NOP",51.8584,21.1816,36.52
"Andrew Wiggins",7000,"MIN","SF/PF","NOP",42.2136,21.7464,31.98
"Jeff Teague",6600,"MIN","PG","NOP",40.5969,21.3831,30.99
