"player","salary","team","pos","opp","ceil","floor","fpts"
"Tyson Chandler",4400,"PHO","C","SAC",32.1475,6.3525,19.25
"Josh Jackson",3900,"PHO","SG/SF","SAC",16.5168,6.4232,11.47
"Tyler Ulis",3700,"PHO","PG","SAC",32.7981,4.2619,18.53
"Dragan Bender",3400,"PHO","SF/PF","SAC",20.355,2.645,11.5
"Marquese Chriss",3600,"PHO","PF/C","SAC",34.2009,8.8191,21.51
"TJ Warren",6700,"PHO","SF/PF","SAC",49.4216,11.2184,30.32
"Lauri Markkanen",5300,"CHI","PF","IND",35.7552,13.9048,24.83
"David Nwaba",3900,"CHI","SG/SF","IND",27.368,3.732,15.55
"Nikola Mirotic",6200,"CHI","PF/C","IND",46.3968,10.8832,28.64
"Devin Booker",8500,"PHO","SG/SF","SAC",57.672,22.428,40.05
"Alex Len",5200,"PHO","PF/C","SAC",38.905,11.295,25.1
"Troy Daniels",3700,"PHO","SG","SAC",26.3553,3.4247,14.89
"Zach Randolph",6600,"SAC","PF/C","PHO",48.6038,16.6362,32.62
"Garrett Temple",3900,"SAC","PG/SG","PHO",28.9848,8.1752,18.58
"Kosta Koufos",3400,"SAC","C","PHO",15.4882,3.7518,9.62
"Justin Jackson",3000,"SAC","SG/SF","PHO",11.1168,4.3232,7.72
"Buddy Hield",4700,"SAC","SG/SF","PHO",33.384,9.416,21.4
"George Hill",4900,"SAC","PG/SG","PHO",41.9742,9.8458,25.91
"Isaiah Canaan",4400,"PHO","PG/SG","SAC",26.064,10.136,18.1
"Willie Cauley-Stein",6300,"SAC","PF/C","PHO",52.8876,6.8724,29.88
"Bogdan Bogdanovic",4600,"SAC","SG/SF","PHO",34.0272,13.2328,23.63
"Bobby Portis",4500,"CHI","PF/C","IND",35.4885,4.6115,20.05
"Kris Dunn",7400,"CHI","PG/SG","IND",69.0272,9.4128,39.22
"Terrance Ferguson",3000,"OKC","SG/SF","MIL",5.2848,2.0552,3.67
"Thaddeus Young",5500,"IND","SF/PF","CHI",41.4667,14.1933,27.83
"Darren Collison",5800,"IND","PG","CHI",47.6672,15.0528,31.36
"Myles Turner",6800,"IND","C","CHI",46.2166,22.7634,34.49
"Steven Adams",6300,"OKC","C","MIL",46.7415,19.5585,33.15
"Carmelo Anthony",6100,"OKC","SF/PF","MIL",52.7365,20.0035,36.37
"Jerami Grant",3600,"OKC","SF/PF","MIL",20.1965,5.8635,13.03
"Raymond Felton",3200,"OKC","PG/SG","MIL",28.5236,5.6364,17.08
"Patrick Patterson",3100,"OKC","PF/C","MIL",15.0528,2.8672,8.96
