"player","salary","team","pos","opp","ceil","floor","fpts"
"Manu Ginobili",4400,"SAS","SG/SF","POR",22.1144,6.6056,14.36
"Joffrey Lauvergne",3500,"SAS","PF/C","POR",13.6248,2.5952,8.11
"Bryn Forbes",3700,"SAS","PG/SG","POR",23.828,5.772,14.8
"Brandon Paul",3400,"SAS","SG","POR",20.664,2.296,11.48
"Davis Bertans",3700,"SAS","SF/PF","POR",31.194,3.466,17.33
"Damian Lillard",8300,"POR","PG","SAS",48.617,31.083,39.85
"C.J. McCollum",7700,"POR","PG/SG","SAS",35.7,21.42,28.56
"Pat Connaughton",3200,"POR","SG/SF","SAS",15.632,3.908,9.77
"Maurice Harkless",3500,"POR","SF/PF","SAS",10.9896,3.4704,7.23
"Jusuf Nurkic",7200,"POR","C","SAS",41.1516,16.8084,28.98
"Evan Turner",4500,"POR","SG/SF","SAS",26.9265,10.2135,18.57
"Patty Mills",4100,"SAS","PG","POR",20.6496,8.0304,14.34
"Pau Gasol",5900,"SAS","PF/C","POR",40.8759,17.1041,28.99
"Dragan Bender",3500,"PHO","SF/PF","OKC",12.9115,3.7485,8.33
"Tyler Ulis",3800,"PHO","PG","OKC",25.7621,8.8179,17.29
"Josh Jackson",3800,"PHO","SG/SF","OKC",21.8295,7.8705,14.85
"Tyson Chandler",4400,"PHO","C","OKC",26.852,12.348,19.6
"Alex Len",4500,"PHO","PF/C","OKC",31.7746,12.6654,22.22
"Troy Daniels",3400,"PHO","SG","OKC",34.3175,4.9025,19.61
"Dejounte Murray",4000,"SAS","PG","POR",41.1846,8.4354,24.81
"Kyle Anderson",4800,"SAS","PG/SF","POR",38.676,19.924,29.3
"LaMarcus Aldridge",7600,"SAS","PF/C","POR",48.2608,29.5792,38.92
"Danuel House",3000,"PHO","SG/SF","OKC",9.432,1.048,5.24
"Ed Davis",3500,"POR","PF/C","SAS",19.656,8.424,14.04
"Shabazz Napier",4500,"POR","PG/SG","SAS",26.928,5.712,16.32
"Brook Lopez",4600,"LAL","C","ATL",33.0902,13.1898,23.14
"Brandon Ingram",6800,"LAL","SG/SF","ATL",40.3522,20.3278,30.34
"Kentavious Caldwell-Pope",5500,"LAL","SG","ATL",31.4364,15.4836,23.46
"Lonzo Ball",6900,"LAL","PG","ATL",43.9359,20.2041,32.07
"Kyle Kuzma",6600,"LAL","SF/PF","ATL",33.74,14.46,24.1
"Jordan Clarkson",4700,"LAL","PG/SG","ATL",25.6668,9.4932,17.58
"Larry Nance",4300,"LAL","SF/PF","ATL",20.566,8.814,14.69
"Corey Brewer",3300,"LAL","SG/SF","ATL",9.738,1.082,5.41
"Josh Hart",4100,"LAL","PG/SG","ATL",25.2234,3.9366,14.58
"Julius Randle",5700,"LAL","PF/C","ATL",37.9216,17.4384,27.68
"Isaiah Taylor",3600,"ATL","PG","LAL",14.274,4.026,9.15
"Miles Plumlee",3500,"ATL","C","LAL",25.9625,7.5375,16.75
"Taurean Prince",5700,"ATL","SG/SF","LAL",42.066,20.254,31.16
"Dennis Schroder",7300,"ATL","PG","LAL",46.1742,28.9058,37.54
"Al-Farouq Aminu",4700,"POR","SF/PF","SAS",30.3729,13.9671,22.17
"Zach Collins",3400,"POR","PF/C","SAS",22.302,2.478,12.39
"Kent Bazemore",6000,"ATL","SG/SF","LAL",41.2781,18.9819,30.13
"Marco Belinelli",3800,"ATL","SG","LAL",26.134,9.666,17.9
"Ersan Ilyasova",5600,"ATL","SF/PF","LAL",46.296,18.004,32.15
"Tyler Cavanaugh",3400,"ATL","PF","LAL",19.2885,4.0915,11.69
"Malcolm Delaney",3600,"ATL","PG/SG","LAL",15.054,4.246,9.65
"John Collins",5000,"ATL","PF/C","LAL",33.3124,16.4076,24.86
"Marquese Chriss",5400,"PHO","PF/C","OKC",36.5864,11.5536,24.07
"TJ Warren",6200,"PHO","SF/PF","OKC",44.6568,20.0632,32.36
"Wayne Ellington",4800,"MIA","SG/SF","UTA",32.2245,9.3555,20.79
"Bam Adebayo",4000,"MIA","PF/C","UTA",18.2174,4.8426,11.53
"Kelly Olynyk",6100,"MIA","PF/C","UTA",43.8336,17.0464,30.44
"Tyler Johnson",5600,"MIA","PG/SG","UTA",35.1936,14.7264,24.96
"James Johnson",5900,"MIA","SF/PF","UTA",37.41,14.19,25.8
"Kristaps Porzingis",8100,"NYK","PF/C","DAL",50.4297,23.1903,36.81
"Courtney Lee",4900,"NYK","SG/SF","DAL",32.535,15.665,24.1
"Lance Thomas",3200,"NYK","SF/PF","DAL",17.0696,5.3904,11.23
"Doug McDermott",3500,"NYK","SF/PF","DAL",22.89,9.81,16.35
"Enes Kanter",6100,"NYK","PF/C","DAL",36.1836,16.2564,26.22
"Frank Ntilikina",4000,"NYK","PG/SG","DAL",26.4334,7.0266,16.73
"Goran Dragic",7500,"MIA","PG","UTA",47.2192,26.5608,36.89
"Josh Richardson",6500,"MIA","SG/SF","UTA",38.5488,14.9912,26.77
"Thabo Sefolosha",4000,"UTA","SG/SF","MIA",28.0608,9.8592,18.96
"Derrick Favors",6500,"UTA","PF/C","MIA",42.07,18.03,30.05
"Joe Ingles",5000,"UTA","SG/SF","MIA",31.7211,17.4589,24.59
"Rodney Hood",5500,"UTA","SG/SF","MIA",29.7043,13.0357,21.37
"Donovan Mitchell",7900,"UTA","PG/SG","MIA",46.6072,21.9328,34.27
"Ekpe Udoh",3500,"UTA","PF/C","MIA",14.157,3.003,8.58
"Hassan Whiteside",6800,"MIA","C","UTA",41.4328,20.4072,30.92
"Joe Johnson",3600,"UTA","SG/SF","MIA",21.0672,6.6528,13.86
"Royce O'Neale",3000,"UTA","SF","MIA",10.836,1.204,6.02
"Alec Burks",4200,"UTA","PG/SG","MIA",24.928,5.472,15.2
"Kyle O'Quinn",3800,"NYK","PF/C","DAL",26.5335,9.5665,18.05
"Jarrett Jack",4200,"NYK","PG","DAL",30.0968,14.1632,22.13
"Raymond Felton",3700,"OKC","PG/SG","PHO",28.5571,11.3829,19.97
"Jerami Grant",3600,"OKC","SF/PF","PHO",21.8868,9.8332,15.86
"Russell Westbrook",11900,"OKC","PG","PHO",72.612,48.408,60.51
"Paul George",8200,"OKC","SF","PHO",48.594,26.166,37.38
"Patrick Patterson",3100,"OKC","PF/C","PHO",13.608,3.192,8.4
"Terrance Ferguson",3000,"OKC","SG/SF","PHO",30.618,3.402,17.01
"Devin Booker",7900,"PHO","SG/SF","OKC",54.6896,27.5504,41.12
"Steven Adams",6500,"OKC","C","PHO",38.1711,21.0089,29.59
"Carmelo Anthony",6700,"OKC","SF/PF","PHO",37.9134,22.2666,30.09
"Josh Huestis",3000,"OKC","SF","PHO",15.1164,2.5636,8.84
"Ramon Sessions",3000,"NYK","PG","DAL",5.598,0.622,3.11
"Devin Harris",3400,"DAL","PG/SG","NYK",19.4176,6.8224,13.12
"Yogi Ferrell",4000,"DAL","PG/SG","NYK",20.8351,8.3049,14.57
"Wesley Matthews",5100,"DAL","SG/SF","NYK",33.6567,14.0833,23.87
"Harrison Barnes",6500,"DAL","SF/PF","NYK",35.9724,22.0476,29.01
"Ron Baker",3200,"NYK","PG/SG","DAL",15.76,3.94,9.85
"Dennis Smith Jr.",6300,"DAL","PG/SG","NYK",35.343,17.017,26.18
"Dirk Nowitzki",5200,"DAL","PF/C","NYK",30.9291,16.2909,23.61
"Salah Mejri",3000,"DAL","C","NYK",17.9985,3.3015,10.65
"Maxi Kleber",3500,"DAL","PF","NYK",30.6448,3.5952,17.12
"Dwight Powell",3800,"DAL","PF/C","NYK",30.602,12.198,21.4
"J.J. Barea",5800,"DAL","PG/SG","NYK",34.0302,18.7298,26.38
"Ricky Rubio",6000,"UTA","PG","MIA",33.9618,15.2582,24.61
