"player","salary","team","pos","opp","ceil","floor","fpts"
"Marquese Chriss",3600,"PHO","PF/C","MEM",22.4667,5.7933,14.13
"Josh Jackson",3900,"PHO","SG/SF","MEM",22.968,8.932,15.95
"Mike James",4000,"PHO","PG","MEM",13.9104,5.4096,9.66
"JaMychal Green",4600,"MEM","SF/PF","PHO",40.545,12.455,26.5
"Jarell Martin",3600,"MEM","PF/C","PHO",10.5846,1.3754,5.98
"Tyler Ulis",4000,"PHO","PG","MEM",31.152,4.048,17.6
"Dragan Bender",3400,"PHO","SF/PF","MEM",26.7093,3.4707,15.09
"Isaiah Canaan",4800,"PHO","PG/SG","MEM",26.1504,10.1696,18.16
"Danuel House",3000,"PHO","SG/SF","MEM",11.4258,5.0142,8.22
"Greg Monroe",4700,"PHO","PF/C","MEM",36.135,13.365,24.75
"Troy Daniels",3800,"PHO","SG","MEM",37.0815,4.8185,20.95
"Alex Len",5700,"PHO","PF/C","MEM",45.2135,13.1265,29.17
"Deyonta Davis ",3000,"MEM","PF/C","PHO",17.4672,6.7928,12.13
"Ben McLemore",3300,"MEM","SG/SF","PHO",16.8327,2.1873,9.51
"Ron Baker",3300,"NYK","PG/SG","BOS",13.7706,1.7894,7.78
"Marc Gasol",8200,"MEM","C","PHO",57.4431,22.8969,40.17
"Michael Beasley",5200,"NYK","SF/PF","BOS",25.2208,3.4392,14.33
"Jarrett Jack",4400,"NYK","PG","BOS",34.7268,5.6532,20.19
"Kyle O'Quinn",3900,"NYK","PF/C","BOS",26.5608,5.0592,15.81
"James Ennis",3300,"MEM","SG/SF","PHO",12.801,2.259,7.53
"Tyreke Evans",7600,"MEM","PG/SG","PHO",63.2876,13.8924,38.59
"Andrew Harrison",4000,"MEM","PG/SG","PHO",29.1555,4.9445,17.05
"Mario Chalmers",4300,"MEM","PG","PHO",26.2944,10.2256,18.26
"Chandler Parsons",3900,"MEM","SF/PF","PHO",34.3926,8.0674,21.23
"Dillon Brooks",3800,"MEM","SG/SF","PHO",21.528,8.372,14.95
"TJ Warren",6100,"PHO","SF/PF","MEM",48.5577,11.0223,29.79
"Isaiah Canaan",4800,"PHO","PG/SG","MEM",NA,NA,0
"Thabo Sefolosha",3500,"UTA","SG/SF","SAS",16.7162,3.4238,10.07
"Donovan Mitchell",6700,"UTA","PG/SG","SAS",46.1376,17.9424,32.04
"Derrick Favors",5300,"UTA","PF/C","SAS",46.644,8.556,27.6
"Joe Ingles",5000,"UTA","SG/SF","SAS",38.9205,11.2995,25.11
"Rodney Hood",5900,"UTA","SG/SF","SAS",40.068,7.632,23.85
"Ekpe Udoh",4200,"UTA","PF/C","SAS",12.9024,5.0176,8.96
"Alec Burks",4700,"UTA","PG/SG","SAS",26.4132,3.9468,15.18
"Brandon Paul",3400,"SAS","SG","UTA",8.8848,3.4552,6.17
"Royce O'Neale",3000,"UTA","SF","SAS",1.008,0.392,0.7
