"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937940283,"Sonics27",0,321.5,"SG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic PG Ricky Rubio F Jonas Jerebko G Alec Burks UTIL Austin Rivers",NA,"Giannis Antetokounmpo","SF","69.53%",50.75
2,938533696,"jonniles15 (3/5)",0,320,"UTIL John Henson F Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors G Alec Burks SG Joe Ingles PG Austin Rivers",NA,"Derrick Favors","C","53.67%",35.5
3,938810568,"bmack60",0,317,"UTIL John Henson SG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic PG Ricky Rubio G Alec Burks F Joe Ingles",NA,"Damian Lillard","PG","52.57%",35.75
4,938147373,"rocko3807 (8/20)",0,316.5,"SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic G Lou Williams PG Ricky Rubio SG Alec Burks UTIL Austin Rivers F Montrezl Harrell",NA,"Lou Williams","SG","49.50%",34.5
4,938916664,"bss321 (6/20)",0,316.5,"SF Khris Middleton F Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams PG Ricky Rubio G Alec Burks UTIL Austin Rivers PF Montrezl Harrell",NA,"Jusuf Nurkic","C","48.52%",46.75
6,938851292,"koolj1977",0,315.25,"G Evan Turner UTIL John Henson SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors SG Alec Burks PG Donovan Mitchell",NA,"Eric Bledsoe","PG","47.10%",37.75
7,938150139,"dasavge1",0,314,"UTIL John Henson PG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors G Alec Burks F Joe Ingles SG Austin Rivers",NA,"Joe Ingles","SG","43.97%",24
7,938180177,"LastCallAC",0,314,"UTIL John Henson PG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors SG Alec Burks F Joe Ingles G Austin Rivers",NA,"Wesley Johnson","F","39.29%",21.25
9,938130491,"sclott22",0,313.25,"SG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors PG Ricky Rubio F Jonas Jerebko UTIL Alec Burks G Austin Rivers",NA,"C.J. McCollum","G","36.41%",31.5
9,938170442,"RememberSammyJenkins (6/20)",0,313.25,"UTIL Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors PG Ricky Rubio F Jonas Jerebko SG Alec Burks G Austin Rivers",NA,"Austin Rivers","SG","35.22%",36.5
9,938901382,"blancohj",0,313.25,"G Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors UTIL Ricky Rubio F Jonas Jerebko SG Alec Burks PG Austin Rivers",NA,"Khris Middleton","SF","34.67%",43.75
12,938478145,"Carroll2014 (1/4)",0,312.75,"UTIL John Henson SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors G Alec Burks F Joe Ingles PG Austin Rivers SG Donovan Mitchell",NA,"DeAndre Jordan","UTIL","24.89%",31
13,937908438,"jadbear94 (3/20)",0,312.5,"SG Eric Bledsoe G Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic UTIL Alec Burks F Joe Ingles PF Montrezl Harrell PG Donovan Mitchell",NA,"Ricky Rubio","PG","24.86%",31.25
13,938134101,"DoubleG405 (3/6)",0,312.5,"UTIL John Henson G Khris Middleton SG C.J. McCollum PF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors SF Jonas Jerebko PG Alec Burks",NA,"Noah Vonleh","C","24.23%",11
15,938739413,"chiefredskin75 (1/2)",0,311.5,"PG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic UTIL Wesley Johnson F Jonas Jerebko G Alec Burks SG Donovan Mitchell",NA,"Jonas Jerebko","F","23.24%",21.5
16,938028433,"perilous (6/20)",0,311,"UTIL John Henson F Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams SF Wesley Johnson PG Ricky Rubio G Alec Burks",NA,"Donovan Mitchell","PG","20.30%",36.5
17,937887193,"Lilk6543 (2/2)",0,310.75,"SG Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic PG Lou Williams PF Wesley Johnson UTIL Alec Burks F Joe Ingles G Austin Rivers",NA,"John Henson","UTIL","20.26%",29.5
17,938147372,"rocko3807 (7/20)",0,310.75,"SF Khris Middleton F Giannis Antetokounmpo C Jusuf Nurkic G Lou Williams PF Wesley Johnson PG Alec Burks SG Joe Ingles UTIL Austin Rivers",NA,"Montrezl Harrell","F","17.86%",19.75
