Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Le'Veon Bell,8,,RB,9600,PIT,@KC,21.3,KC by 3.5,9%,11%,-17%,0.0,0.0,0.0,0.0,0.0,21.7,20.4,18.8,4.4,3.6,7.7,6.6,6.7,0.8,4.4,41,26.2,19.9,19.9,8.6,31.2,24.1,2.5,31.1,3.2
Antonio Brown,12,,WR,9300,PIT,@KC,21.3,KC by 3.5,9%,11%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,14.0,12.8,10.7,1.2,8.5,18,22.0,21.9,21.9,10.3,33.5,20.6,2.2,32.5,3.5
Tom Brady,6,,QB,8300,NE,@NYJ,29.0,NE by 9.5,-7%,34%,4%,40.0,39.0,34.4,6.0,8.7,1.3,1.6,2.0,0.6,2.8,0.0,0.0,0.0,0.0,0.0,59,26.9,25.1,25.1,13.3,36.8,21.9,2.6,17.2,2.1
Julio Jones,19,,WR,8300,ATL,MIA,30.0,ATL by 14,3%,-29%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,7.5,7.9,0.5,9.8,13,13.6,12.9,12.9,7.2,18.6,18.4,2.2,13.2,1.6
Kareem Hunt,24,,RB,8200,KC,PIT,24.8,KC by 3.5,-39%,28%,33%,0.0,0.0,0.0,0.0,0.0,22.3,19.4,17.5,2.8,6.3,3.0,3.4,3.4,0.2,9.8,37,21.7,28.1,28.1,15.3,40.9,20.1,2.5,16.0,2.0
DeAndre Hopkins,26,,WR,8100,HOU,CLE,26.5,HOU by 7,0%,-28%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,12.2,8.6,1.4,6.0,14,23.8,20.9,20.9,13.7,28.0,17.1,2.1,9.9,1.2
Leonard Fournette,15,Q,RB,8000,JAX,LAR,20.5,LAR by 1,-8%,25%,28%,0.0,0.0,0.0,0.0,0.0,23.0,21.8,16.4,3.2,4.3,3.3,3.6,3.0,0.2,7.1,33,25.3,22.9,22.9,15.0,30.8,16.6,2.1,24.8,3.1
Keenan Allen,7,,WR,7900,LAC,@OAK,22.5,OAK by 3,0%,17%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.4,7.7,1.4,7.7,13,14.5,16.0,16.0,10.5,21.6,14.8,1.9,9.5,1.2
Melvin Gordon,10,,RB,7800,LAC,@OAK,22.5,OAK by 3,0%,17%,6%,0.0,0.0,0.0,0.0,0.0,15.7,14.8,16.1,2.0,3.7,4.3,5.4,4.0,0.8,5.7,35,18.4,19.0,19.0,6.8,31.1,17.4,2.2,36.0,4.6
Todd Gurley II,23,,RB,7700,LAR,@JAX,21.5,LAR by 1,-22%,37%,22%,0.0,0.0,0.0,0.0,0.0,21.7,20.0,17.1,3.4,4.0,6.3,5.8,3.0,1.2,8.3,35,28.1,26.5,26.5,12.5,40.5,16.9,2.2,16.0,2.1
Brandin Cooks,0,,WR,7600,NE,@NYJ,29.0,NE by 9.5,-7%,34%,-2%,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.2,3.3,7.0,6.4,6.8,0.0,11.8,11,18.6,14.8,14.8,3.0,26.5,14.3,1.9,15.3,2.0
Stefon Diggs,0,Q,WR,7500,MIN,GB,21.5,GB by 3,-12%,14%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1.0,7.3,7.2,0.0,1.0,11.0,0,18.8,17.9,17.9,1.7,34.0,0.0,0.0,0.0,0.0
Devonta Freeman,17,,RB,7400,ATL,MIA,30.0,ATL by 14,3%,-29%,-24%,0.0,0.0,0.0,0.0,0.0,19.3,17.5,16.9,3.5,4.1,2.3,2.3,2.8,0.8,7.8,33,21.9,19.4,19.4,12.8,26.0,17.2,2.3,9.9,1.3
Aaron Rodgers,9,O,QB,7300,GB,@MIN,24.5,GB by 3,1%,-25%,-10%,32.3,37.8,33.6,6.2,7.2,3.0,3.6,3.7,0.2,4.6,0.0,0.0,0.0,0.0,0.0,63,25.3,24.0,24.0,21.0,27.0,0.0,0.0,0.7,0.1
Michael Thomas,19,,WR,7300,NO,DET,28.0,NO by 5.5,13%,-30%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.3,7.9,1.3,8.4,13,19.5,17.0,17.0,10.6,23.4,18.3,2.5,4.1,0.6
Drew Brees,15,,QB,7200,NO,DET,28.0,NO by 5.5,13%,-30%,-6%,38.3,38.0,35.2,6.8,7.5,1.3,1.0,2.4,0.5,0.8,0.0,0.0,0.0,0.0,0.0,60,21.7,20.2,20.2,16.2,24.2,22.1,3.1,13.5,1.9
Jordy Nelson,5,,WR,7100,GB,@MIN,24.5,GB by 3,1%,-25%,5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,5.6,7.9,1.6,8.2,13,19.0,15.6,15.6,5.4,25.8,17.9,2.5,12.0,1.7
Matt Ryan,9,,QB,7000,ATL,MIA,30.0,ATL by 14,3%,-29%,-26%,35.0,33.8,30.6,5.3,8.2,1.0,1.5,2.2,0.5,4.3,0.0,0.0,0.0,0.0,0.0,56,14.3,16.0,16.0,12.1,19.9,19.0,2.7,12.9,1.8
Chris Hogan,8,,WR,7000,NE,@NYJ,29.0,NE by 9.5,-7%,34%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,5.7,8.7,7.4,7.2,1.8,7.8,12,20.4,16.7,16.7,9.0,24.4,15.1,2.2,2.9,0.4
Mike Evans,5,,WR,6900,TB,@ARI,24.5,TB by 2.5,2%,-11%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.0,9.2,1.3,6.9,15,13.8,15.9,15.9,10.6,21.2,16.5,2.4,18.5,2.7
Golden Tate,13,D,WR,6800,DET,@NO,22.5,NO by 5.5,17%,3%,-11%,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.4,0.0,3.0,8.0,8.0,8.4,1.0,6.7,15,11.6,13.1,13.1,5.0,21.2,15.6,2.3,22.6,3.3
Rob Gronkowski,9,,TE,6800,NE,@NYJ,29.0,NE by 9.5,-7%,34%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.5,7.2,1.5,10.6,12,20.5,16.7,16.7,6.9,26.5,16.1,2.4,26.3,3.9
Larry Fitzgerald,10,,WR,6800,ARI,TB,22.0,TB by 2.5,36%,-18%,24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.2,7.9,2.0,6.4,12,20.4,15.9,15.9,3.8,28.1,13.4,2.0,31.8,4.7
Kirk Cousins,17,,QB,6800,WAS,SF,29.0,WAS by 11.5,10%,9%,13%,27.0,30.3,32.9,3.3,8.3,3.7,3.8,2.2,0.5,5.1,0.0,0.0,0.0,0.0,0.0,61,20.8,19.0,19.0,10.8,27.1,18.7,2.8,31.8,4.7
T.Y. Hilton,18,,WR,6700,IND,@TEN,19.8,TEN by 7,3%,3%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.4,8.6,1.2,12.6,15,21.7,16.3,16.3,4.2,28.5,15.4,2.3,2.9,0.4
Cam Newton,2,,QB,6700,CAR,PHI,23.5,CAR by 3,25%,-41%,15%,29.3,29.0,29.8,3.2,8.5,6.0,5.8,3.9,1.2,3.1,0.0,0.0,0.0,0.0,0.0,60,25.8,20.7,20.7,9.0,32.4,18.9,2.8,23.7,3.5
Deshaun Watson,20,,QB,6700,HOU,CLE,26.5,HOU by 7,0%,-28%,23%,32.7,29.0,31.8,4.2,7.4,5.0,4.4,5.1,0.4,8.1,0.0,0.0,0.0,0.0,0.0,61,31.8,24.2,24.2,12.4,35.9,19.9,3.0,24.3,3.6
Ty Montgomery,0,,RB,6700,GB,@MIN,24.5,GB by 3,1%,-25%,-25%,0.0,0.0,0.0,0.0,0.0,9.0,11.5,9.9,1.8,3.3,6.3,5.8,3.3,0.8,5.6,22,14.9,16.0,16.0,5.0,27.0,12.2,1.8,4.1,0.6
Philip Rivers,5,,QB,6600,LAC,@OAK,22.5,OAK by 3,0%,17%,1%,40.7,38.8,33.6,4.8,7.0,1.3,1.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60,17.4,18.2,18.2,11.4,25.1,16.7,2.5,14.3,2.2
Jarvis Landry,4,,WR,6600,MIA,@ATL,16.0,ATL by 14,-1%,-13%,-28%,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.4,0.0,-7.0,9.3,10.8,8.1,1.0,4.9,16,12.1,14.1,14.1,9.4,18.7,13.0,2.0,20.2,3.1
C.J. Anderson,15,,RB,6600,DEN,NYG,25.5,DEN by 13.5,-1%,30%,14%,0.0,0.0,0.0,0.0,0.0,17.7,18.3,14.3,3.3,4.5,3.0,3.0,3.0,1.5,5.6,29,18.3,16.2,16.2,4.1,28.2,15.5,2.3,1.7,0.3
Carson Wentz,0,,QB,6600,PHI,@CAR,20.5,CAR by 3,-14%,-25%,-10%,30.7,35.4,38.6,4.6,7.7,6.0,5.2,6.8,0.4,4.2,0.0,0.0,0.0,0.0,0.0,72,19.9,22.5,22.5,14.4,30.5,18.8,2.8,22.4,3.4
David Johnson,,O,RB,6500,ARI,TB,22.0,TB by 2.5,36%,-18%,-17%,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,3.0,2.1,9.0,9.0,0.0,1.0,7.4,0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0
Matthew Stafford,5,,QB,6500,DET,@NO,22.5,NO by 5.5,17%,3%,-5%,37.0,34.6,37.2,5.2,6.5,1.7,2.0,2.3,0.0,5.3,0.0,0.0,0.0,0.0,0.0,67,14.2,17.0,17.0,10.3,23.7,19.6,3.0,22.9,3.5
Odell Beckham Jr.,,,WR,6500,NYG,@DEN,12.0,DEN by 13.5,-8%,-52%,-18%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,8.0,12.0,10.3,0.0,1.0,7.4,0,22.1,18.5,18.5,9.5,27.5,0.0,0.0,0.0,0.0
