Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tennessee Titans,3,D,3100,TEN,@IND,21.8,TEN by 3,3.8,0.5,0.7,205,96,17.1,12.3,4.0,4.8,4.8,0.4,9.2,7.9,2.5,11.0,3.5
Oakland Raiders,5,D,3000,OAK,DEN,18.5,OAK by 4,3.1,0.9,1.4,217,113,17.1,12.1,0.7,2.7,2.7,-0.4,5.8,6.7,2.2,8.0,2.7
Atlanta Falcons,5,D,2900,ATL,TB,18.8,ATL by 10,1.8,0.5,0.9,263,80,18.5,6.8,11.3,7.0,7.0,2.1,11.9,8.6,3.0,2.0,0.7
Houston Texans,,D,2700,HOU,@BAL,23.5,BAL by 7.5,2.2,0.4,1.1,165,115,19.5,7.0,6.7,7.6,7.6,-0.7,15.9,7.5,2.8,1.0,0.4
Arizona Cardinals,3,D,2700,ARI,JAX,21.5,JAX by 6,1.6,0.5,0.7,202,161,21.5,5.9,7.7,5.6,5.6,1.7,9.5,8.0,3.0,10.0,3.7
Los Angeles Rams,1,D,2600,LAR,NO,25.8,LAR by 2.5,1.0,0.6,0.5,272,144,28.4,4.0,8.7,11.2,11.2,2.0,20.4,5.9,2.3,4.0,1.5
Cleveland Browns,8,D,2500,CLE,@CIN,23.3,CIN by 7.5,2.7,0.9,0.8,198,68,15.7,9.4,5.0,5.7,5.7,3.5,7.9,6.6,2.6,0.0,0.0
New Orleans Saints,1,D,2500,NO,@LAR,28.3,LAR by 2.5,1.5,0.8,0.4,255,120,28.9,3.3,9.0,9.9,9.9,-0.5,20.3,5.7,2.3,6.0,2.4
Green Bay Packers,,D,2400,GB,@PIT,28.5,PIT by 14,1.4,0.4,1.0,255,102,22.5,5.9,4.3,6.1,6.1,2.8,9.4,6.5,2.7,6.0,2.5
New York Jets,9,D,2400,NYJ,CAR,22.3,CAR by 5.5,2.3,0.5,1.1,209,128,21.3,7.9,7.3,5.8,5.8,0.7,10.9,9.1,3.8,2.0,0.8
Buffalo Bills,0,D,2300,BUF,@KC,27.5,KC by 8,2.5,0.2,0.5,253,118,25.0,4.1,-1.7,6.6,6.6,0.3,12.9,6.8,3.0,8.0,3.5
Indianapolis Colts,1,D,2300,IND,TEN,24.8,TEN by 3,2.5,0.4,1.2,210,118,22.2,7.9,7.3,5.7,5.7,3.1,8.3,6.4,2.8,5.0,2.2
New York Giants,2,D,2200,NYG,@WAS,25.5,WAS by 7,2.5,1.0,0.5,257,103,23.2,8.2,3.3,5.2,5.2,-1.8,12.2,4.7,2.1,15.0,6.8
San Francisco 49ers,,D,2200,SF,SEA,25.5,SEA by 6.5,2.6,0.3,0.8,263,104,22.0,6.4,5.0,4.2,4.2,0.5,7.9,5.8,2.6,2.0,0.9
Tampa Bay Buccaneers,0,D,2200,TB,@ATL,28.8,ATL by 10,1.6,0.4,0.8,245,114,21.9,5.8,12.0,7.5,7.5,0.2,14.8,5.0,2.3,1.0,0.5
Chicago Bears,1,D,2100,CHI,@PHI,28.3,PHI by 13.5,2.4,0.5,0.5,233,145,30.2,4.9,5.0,8.1,8.1,-0.9,17.1,5.2,2.5,6.0,2.9
Miami Dolphins,0,D,2000,MIA,@NE,32.8,NE by 16.5,2.3,0.3,0.2,305,106,28.8,2.7,0.7,4.3,4.3,-2.0,10.6,2.4,1.2,7.0,3.5
