Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Denver Broncos,21,D,3900,DEN,@JAX,17.8,DEN by 3.5,2.1,1.1,1.2,250,96,19.5,8.9,6.3,9.1,10.3,2.8,15.3,9.1,2.3,16.0,4.1
New England Patriots,18,D,3700,NE,LA,15.8,NE by 13,2.5,0.6,1.1,229,83,14.9,10.3,7.3,7.6,7.5,2.5,12.6,11.6,3.1,14.0,3.8
Seattle Seahawks,6,D,3500,SEA,CAR,17.8,SEA by 8,2.5,1.0,1.1,262,109,23.5,9.5,6.7,7.9,8.4,3.8,12.0,8.2,2.3,8.0,2.3
Minnesota Vikings,,D,3400,MIN,DAL,23.3,DAL by 3,1.3,0.5,0.2,258,157,28.7,1.6,8.7,11.4,11.5,3.4,19.3,8.2,2.4,10.0,2.9
Chicago Bears,1,D,3300,CHI,SF,22.0,SF by 0,2.5,1.5,0.8,212,126,20.7,8.3,2.3,4.9,5.3,1.2,8.5,6.2,1.9,15.0,4.5
Oakland Raiders,1,D,3200,OAK,BUF,22.8,OAK by 3,2.8,0.7,0.4,195,157,23.9,5.5,9.0,7.0,5.9,2.5,11.5,7.5,2.3,8.0,2.5
New York Jets,3,D,3200,NYJ,IND,23.8,NYJ by 1,3.5,0.4,0.9,279,95,24.0,7.7,4.7,4.9,3.7,1.3,8.4,9.5,3.0,-3.0,-0.9
Philadelphia Eagles,8,D,3100,PHI,@CIN,21.5,CIN by 1,2.9,0.7,0.5,277,109,19.4,6.5,2.7,8.9,8.9,0.8,16.9,8.8,2.8,3.0,1.0
Baltimore Ravens,16,D,3000,BAL,MIA,19.0,BAL by 3.5,2.4,0.5,0.7,234,116,22.1,6.4,8.3,6.8,8.2,2.3,11.3,8.3,2.8,15.0,5.0
Dallas Cowboys,1,D,2900,DAL,@MIN,20.3,DAL by 3,2.4,0.4,0.3,241,71,18.2,6.2,0.7,4.6,4.7,1.6,7.6,9.6,3.3,6.0,2.1
Atlanta Falcons,1,D,2900,ATL,KC,22.5,ATL by 5,2.5,0.7,0.4,246,97,21.3,5.3,5.0,5.3,5.9,1.0,9.5,7.6,2.6,5.0,1.7
Green Bay Packers,10,D,2900,GB,HOU,18.8,GB by 7,1.7,0.6,1.2,210,121,17.1,8.3,2.7,6.3,5.1,1.5,11.0,7.5,2.6,8.0,2.8
San Diego Chargers,6,D,2900,SD,TB,22.8,SD by 3.5,2.0,0.6,1.0,270,107,21.5,7.2,10.0,8.3,8.5,4.0,12.6,8.1,2.8,3.0,1.0
Pittsburgh Steelers,0,D,2800,PIT,NYG,21.3,PIT by 7,1.3,1.0,0.9,264,79,19.9,6.0,11.0,6.8,6.3,0.3,13.4,7.2,2.6,9.0,3.2
Kansas City Chiefs,0,D,2800,KC,@ATL,27.5,ATL by 5,2.5,0.3,0.5,320,108,30.9,2.8,11.0,11.4,10.1,2.3,20.6,7.0,2.5,9.0,3.2
San Francisco 49ers,1,D,2800,SF,@CHI,22.0,SF by 0,1.9,0.9,0.8,264,98,15.6,8.3,3.7,4.4,3.9,-0.3,9.2,6.0,2.1,3.0,1.1
Buffalo Bills,0,D,2700,BUF,@OAK,25.8,OAK by 3,1.2,0.5,0.5,283,112,27.4,2.5,5.3,7.3,8.4,0.9,13.8,6.4,2.4,-4.0,-1.5
New York Giants,1,D,2700,NYG,@PIT,28.3,PIT by 7,1.3,0.2,0.7,275,101,23.6,3.5,12.7,6.7,7.9,-0.2,13.6,7.1,2.6,6.0,2.2
Arizona Cardinals,2,D,2700,ARI,WAS,23.0,ARI by 2.5,1.3,0.5,0.6,325,112,25.5,4.5,4.3,9.0,8.5,-0.3,18.3,8.4,3.1,6.0,2.2
Cincinnati Bengals,5,D,2600,CIN,PHI,20.5,CIN by 1,2.3,0.7,0.7,236,115,22.5,6.2,6.3,6.4,5.6,2.5,10.2,7.0,2.7,8.0,3.1
Miami Dolphins,8,D,2600,MIA,@BAL,22.5,BAL by 3.5,2.0,0.5,0.9,262,87,19.8,6.5,11.3,7.5,8.1,2.1,12.9,9.4,3.6,2.0,0.8
Jacksonville Jaguars,9,D,2600,JAX,DEN,21.3,DEN by 3.5,2.8,0.7,0.7,254,100,22.5,7.8,6.7,4.5,3.5,-1.8,10.8,5.3,2.0,3.0,1.2
Carolina Panthers,0,D,2600,CAR,@SEA,25.8,SEA by 8,2.4,0.5,0.5,272,89,19.8,6.9,7.7,8.8,7.7,1.9,15.7,5.2,2.0,1.0,0.4
Indianapolis Colts,1,D,2600,IND,@NYJ,24.8,NYJ by 1,2.0,0.7,1.4,233,111,17.8,10.4,5.3,5.8,4.5,0.5,11.0,7.0,2.7,11.0,4.2
Houston Texans,,D,2500,HOU,@GB,25.8,GB by 7,2.2,0.7,0.7,281,98,24.9,6.4,6.3,8.4,5.7,0.4,16.3,6.6,2.6,3.0,1.2
Tampa Bay Buccaneers,2,D,2500,TB,@SD,26.3,SD by 3.5,2.4,1.3,1.1,285,100,26.3,8.8,16.0,6.8,8.4,-0.3,13.8,6.7,2.7,12.0,4.8
Washington Redskins,7,D,2400,WAS,@ARI,25.5,ARI by 2.5,3.0,0.6,1.2,284,106,21.7,10.2,4.0,6.3,5.7,1.9,10.7,7.6,3.2,3.0,1.3
Detroit Lions,,D,2300,DET,@NO,29.8,NO by 6.5,1.6,0.8,0.7,331,115,30.4,5.7,10.7,6.2,6.5,1.2,11.2,4.0,1.7,11.0,4.8
Los Angeles Rams,,D,2200,LA,@NE,28.8,NE by 13,1.8,0.7,0.1,282,116,26.6,3.4,5.7,7.4,7.2,1.8,13.1,6.6,3.0,0.0,0.0
New Orleans Saints,3,D,2100,NO,DET,23.3,NO by 6.5,2.2,0.3,0.5,262,81,21.9,4.2,7.0,4.8,4.5,0.3,9.4,8.7,4.1,1.0,0.5
