Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Minnesota Vikings,5,D,4100,MIN,@CHI,17.5,MIN by 4.5,1.7,0.9,0.6,271,87,15.0,7.1,10.7,11.4,15.5,4.0,18.9,9.4,2.3,4.0,1.0
Denver Broncos,22,D,3700,DEN,SD,19.8,DEN by 3.5,2.4,1.6,0.6,289,90,28.6,7.0,6.0,8.8,10.0,2.9,14.8,9.7,2.6,24.0,6.5
New York Jets,12,D,3400,NYJ,@CLE,21.5,NYJ by 2.5,3.0,0.6,1.0,246,121,17.7,8.7,2.3,5.6,3.3,1.6,9.5,7.2,2.1,4.0,1.2
New England Patriots,21,D,3300,NE,@BUF,21.3,NE by 5.5,2.4,0.6,0.3,187,152,24.1,4.9,6.0,7.9,8.0,2.4,13.3,9.3,2.8,4.0,1.2
Philadelphia Eagles,8,D,3200,PHI,@DAL,24.5,DAL by 5,1.3,0.7,0.2,248,161,26.5,2.7,14.3,9.3,13.5,1.0,17.5,6.0,1.9,5.0,1.6
Houston Texans,4,D,3100,HOU,DET,22.8,HOU by 1,2.4,0.1,0.6,273,89,24.3,3.6,2.0,8.9,5.6,0.9,17.0,6.2,2.0,5.0,1.6
Cincinnati Bengals,1,D,3000,CIN,WAS,23.0,CIN by 3,1.4,0.6,0.9,290,114,22.7,6.1,3.3,7.8,5.4,2.7,13.0,5.7,1.9,5.0,1.7
Seattle Seahawks,6,D,3000,SEA,@NO,24.5,SEA by 1,1.5,0.5,0.8,350,82,29.3,5.5,11.3,8.6,9.2,4.4,12.9,9.0,3.0,10.0,3.3
Dallas Cowboys,11,D,3000,DAL,PHI,19.5,DAL by 5,2.0,0.5,0.5,221,112,25.0,4.7,7.0,5.7,5.8,2.4,9.0,5.2,1.7,7.0,2.3
Jacksonville Jaguars,1,D,2900,JAX,@TEN,23.3,TEN by 3,1.7,0.6,0.9,229,143,20.9,10.1,3.0,6.3,3.3,-1.3,13.9,6.1,2.1,-4.0,-1.4
Carolina Panthers,2,D,2900,CAR,ARI,21.5,CAR by 2.5,2.4,0.6,1.0,270,125,21.9,8.3,3.0,10.1,5.5,1.9,18.2,9.3,3.2,19.0,6.6
Kansas City Chiefs,6,D,2800,KC,@IND,23.8,KC by 3,3.6,0.4,0.6,296,99,26.9,7.7,6.3,12.7,9.3,3.2,22.2,8.0,2.9,11.0,3.9
Buffalo Bills,1,D,2800,BUF,NE,26.8,NE by 5.5,1.7,0.9,0.0,272,123,25.1,4.0,7.7,7.9,10.7,1.2,14.7,5.3,1.9,1.0,0.4
Tennessee Titans,3,D,2800,TEN,JAX,20.3,TEN by 3,2.5,0.8,1.5,261,77,19.5,8.0,6.0,5.1,5.4,2.1,8.0,9.3,3.3,4.0,1.4
Arizona Cardinals,13,D,2700,ARI,@CAR,24.0,CAR by 2.5,2.5,1.2,1.7,292,121,24.8,10.5,12.3,10.1,11.1,1.3,19.0,9.2,3.4,3.0,1.1
Oakland Raiders,0,D,2600,OAK,@TB,24.5,TB by 1,2.2,0.5,1.5,266,115,20.3,9.3,6.7,6.4,5.1,2.0,10.7,7.8,3.0,2.0,0.8
Chicago Bears,0,D,2600,CHI,MIN,22.0,MIN by 4.5,2.3,0.5,0.2,242,74,19.5,6.0,7.7,5.9,6.0,2.4,9.5,5.4,2.1,9.0,3.5
Detroit Lions,1,D,2500,DET,@HOU,23.8,HOU by 1,1.7,0.7,1.1,219,115,16.7,9.0,5.3,5.0,4.9,1.4,8.6,7.2,2.9,6.0,2.4
Cleveland Browns,6,D,2500,CLE,NYJ,24.0,NYJ by 2.5,2.1,0.9,1.7,241,101,17.0,11.7,1.7,4.6,4.3,0.3,9.0,7.4,3.0,1.0,0.4
Green Bay Packers,1,D,2500,GB,@ATL,27.0,ATL by 3,2.6,0.3,0.6,335,115,30.1,3.4,8.3,7.3,7.0,3.7,10.8,5.8,2.3,1.0,0.4
Washington Redskins,1,D,2400,WAS,@CIN,26.0,CIN by 3,3.1,0.6,0.3,295,116,20.0,5.6,7.7,7.4,6.3,3.0,11.8,7.0,2.9,7.0,2.9
Atlanta Falcons,3,D,2400,ATL,GB,24.0,ATL by 3,1.8,1.0,0.7,249,105,23.3,6.7,8.3,5.4,6.9,1.0,9.7,7.1,3.0,2.0,0.8
San Diego Chargers,3,D,2400,SD,@DEN,23.3,DEN by 3.5,2.4,0.6,0.6,229,112,22.1,5.9,7.0,6.9,7.1,3.0,10.8,6.3,2.6,13.0,5.4
Tampa Bay Buccaneers,1,D,2300,TB,OAK,23.5,TB by 1,1.0,0.4,0.4,258,115,26.4,2.3,9.3,6.5,6.8,1.2,11.8,8.0,3.5,3.0,1.3
Indianapolis Colts,1,D,2200,IND,KC,26.8,KC by 3,2.3,0.8,0.3,252,109,20.7,5.5,5.3,6.9,4.1,1.5,12.2,5.2,2.4,4.0,1.8
New Orleans Saints,2,D,2000,NO,SEA,25.5,SEA by 1,1.8,0.5,0.3,271,83,18.5,6.5,4.0,3.5,2.5,-1.1,8.1,6.6,3.3,4.0,2.0
