Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Seattle Seahawks,,D,3900,SEA,@ARI,17.0,SEA by 6,3.0,0.4,1.1,261,76,16.6,9.6,10.3,9.9,9.9,3.7,16.1,10.8,2.8,7.0,1.8
Jacksonville Jaguars,8,D,3900,JAX,LAC,18.0,JAX by 5,1.4,0.3,0.8,244,89,18.8,5.4,12.3,14.9,14.9,4.6,25.1,10.0,2.6,5.0,1.3
Detroit Lions,21,D,3800,DET,CLE,16.3,DET by 10,2.9,0.5,2.1,206,95,14.1,12.4,9.3,11.1,11.1,5.4,16.8,12.6,3.3,14.0,3.7
Pittsburgh Steelers,16,D,3700,PIT,@IND,18.3,PIT by 10.5,3.9,0.6,0.7,206,99,17.1,13.0,7.7,9.3,9.3,4.7,13.8,9.7,2.6,6.0,1.6
Los Angeles Rams,24,D,3600,LAR,HOU,16.0,LAR by 12.5,3.5,0.6,1.0,225,133,25.4,10.1,16.7,12.1,12.1,2.8,21.5,11.5,3.2,15.0,4.2
Carolina Panthers,2,D,3500,CAR,MIA,15.3,CAR by 8,2.1,0.3,1.1,193,78,13.8,10.4,11.3,8.1,8.1,2.3,13.9,9.0,2.6,2.0,0.6
New England Patriots,2,D,3400,NE,@DEN,18.8,NE by 7,3.5,0.9,1.5,215,112,17.3,12.5,8.3,5.3,5.3,2.2,8.3,8.2,2.4,13.0,3.8
New Orleans Saints,2,D,3400,NO,@BUF,23.3,NO by 2,3.3,0.5,0.3,187,117,20.3,5.6,10.0,11.3,11.3,0.1,22.4,6.8,2.0,8.0,2.4
Green Bay Packers,1,D,3300,GB,@CHI,21.0,CHI by 4.5,2.4,1.0,0.9,158,130,14.3,10.9,3.7,6.3,6.3,2.5,10.0,8.3,2.5,6.0,1.8
New York Giants,4,D,3200,NYG,@SF,19.3,NYG by 3,3.6,0.7,0.9,217,92,15.9,9.8,7.0,4.8,4.8,-2.8,12.3,8.7,2.7,3.0,0.9
Minnesota Vikings,4,D,3100,MIN,@WAS,20.8,MIN by 1,2.8,1.3,0.5,244,99,21.4,9.9,9.3,6.8,6.8,2.9,10.6,6.7,2.2,2.0,0.6
Denver Broncos,2,D,3000,DEN,NE,25.8,NE by 7,2.6,0.4,0.3,302,109,26.8,3.8,4.7,6.4,6.4,3.2,9.6,3.8,1.3,-3.0,-1.0
Chicago Bears,29,D,3000,CHI,GB,16.5,CHI by 4.5,3.4,0.3,0.9,212,99,21.9,7.6,17.3,9.1,9.1,-0.7,19.0,10.6,3.5,3.0,1.0
Washington Redskins,0,D,2900,WAS,MIN,21.8,MIN by 1,1.3,0.6,0.4,239,120,22.4,4.3,6.0,7.5,7.5,3.5,11.5,6.2,2.1,0.0,0.0
Tampa Bay Buccaneers,2,D,2900,TB,NYJ,23.0,NYJ by 1.5,2.9,0.7,0.8,204,107,21.2,7.2,3.0,5.4,5.4,-1.0,11.8,7.9,2.7,14.0,4.8
New York Jets,6,D,2800,NYJ,@TB,21.5,NYJ by 1.5,2.0,0.6,1.0,273,82,18.3,7.9,8.0,6.0,6.0,0.6,11.4,8.6,3.1,4.0,1.4
Tennessee Titans,6,D,2800,TEN,CIN,18.0,TEN by 4.5,3.0,0.9,1.0,198,72,14.6,10.4,7.3,5.4,5.4,0.9,9.8,8.1,2.9,6.0,2.1
