Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Antonio Brown,7,,WR,10000,PIT,GB,28.5,PIT by 14,3%,-3%,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.4,10.3,1.5,9.0,16,21.7,22.4,22.4,9.3,35.4,22.0,2.2,43.9,4.4
Le'Veon Bell,7,,RB,9500,PIT,GB,28.5,PIT by 14,3%,-3%,8%,0.0,0.0,0.0,0.0,0.0,21.0,23.2,24.3,5.1,3.8,6.7,6.2,6.2,0.9,5.0,46,16.9,20.6,20.6,11.8,29.4,22.8,2.4,29.3,3.1
Todd Gurley II,20,,RB,8800,LAR,NO,28.3,LAR by 2.5,-7%,6%,3%,0.0,0.0,0.0,0.0,0.0,14.0,18.7,16.0,4.0,4.2,4.7,5.2,4.3,0.8,8.2,37,19.5,23.6,23.6,13.0,34.1,18.2,2.1,16.8,1.9
LeSean McCoy,13,,RB,8500,BUF,@KC,19.5,KC by 8,11%,19%,-6%,0.0,0.0,0.0,0.0,0.0,11.0,17.0,20.7,2.6,4.2,2.3,5.3,3.5,1.0,5.0,38,13.4,17.7,17.7,7.9,27.6,16.8,2.0,11.9,1.4
Mark Ingram,20,,RB,8300,NO,@LAR,25.8,LAR by 2.5,-7%,13%,12%,0.0,0.0,0.0,0.0,0.0,16.0,15.5,20.3,1.9,5.2,1.7,4.3,3.4,0.8,5.0,33,23.5,19.3,19.3,9.3,29.3,18.8,2.3,5.6,0.7
Leonard Fournette,4,,RB,8100,JAX,@ARI,21.5,JAX by 6,7%,-7%,-1%,0.0,0.0,0.0,0.0,0.0,22.0,21.9,20.9,2.3,4.2,3.0,3.4,3.0,0.1,5.8,35,16.1,20.3,20.3,11.9,28.8,20.5,2.5,7.2,0.9
Kareem Hunt,19,,RB,8000,KC,BUF,27.5,KC by 8,8%,10%,17%,0.0,0.0,0.0,0.0,0.0,16.3,17.3,21.0,2.0,5.0,4.7,4.1,3.3,0.5,8.2,36,10.2,20.3,20.3,8.2,32.3,21.2,2.6,3.6,0.5
A.J. Green,8,,WR,8000,CIN,CLE,23.3,CIN by 7.5,-3%,-16%,-12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.3,8.6,0.9,9.0,16,14.0,16.6,16.6,6.4,26.9,17.4,2.2,11.6,1.4
Alvin Kamara,19,,RB,7900,NO,@LAR,25.8,LAR by 2.5,-7%,13%,12%,0.0,0.0,0.0,0.0,0.0,10.0,7.2,11.8,1.5,6.4,7.0,6.3,5.8,1.2,7.1,24,28.5,18.6,18.6,10.0,27.2,18.4,2.3,39.8,5.0
Julio Jones,19,,WR,7700,ATL,TB,28.8,ATL by 10,21%,-2%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,8.4,8.3,1.2,9.4,15,14.3,14.7,14.7,8.8,20.7,17.8,2.3,53.8,7.0
Tom Brady,12,,QB,7700,NE,MIA,32.8,NE by 16.5,1%,1%,7%,39.3,38.0,32.3,6.1,8.3,0.7,1.6,1.8,0.7,1.8,0.0,0.0,0.0,0.0,0.0,59,23.9,23.3,23.3,14.7,31.9,22.9,3.0,22.7,2.9
DeAndre Hopkins,3,,WR,7500,HOU,@BAL,16.0,BAL by 7.5,-19%,11%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.5,9.7,1.4,7.6,15,19.8,21.3,21.3,12.6,30.0,12.1,1.6,22.5,3.0
Mike Evans,5,,WR,7400,TB,@ATL,18.8,ATL by 10,-12%,6%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,9.3,8.9,1.0,7.4,17,9.2,14.6,14.6,8.2,21.0,13.7,1.9,13.8,1.9
Travis Kelce,14,,TE,7300,KC,BUF,27.5,KC by 8,8%,10%,4%,0.3,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.5,11.0,8.2,7.3,1.3,9.0,11,23.5,17.4,17.4,8.0,26.9,15.2,2.1,6.9,0.9
Michael Thomas,10,,WR,7200,NO,@LAR,25.8,LAR by 2.5,-7%,13%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,9.4,8.9,0.6,8.0,12,17.8,15.5,15.5,9.5,21.6,15.3,2.1,10.2,1.4
Carson Wentz,7,,QB,7200,PHI,CHI,28.3,PHI by 13.5,-7%,-3%,-17%,28.7,31.8,29.9,4.2,7.6,3.3,5.0,3.3,0.5,4.5,0.0,0.0,0.0,0.0,0.0,52,21.0,23.0,23.0,16.5,29.4,19.4,2.7,24.0,3.3
Kirk Cousins,9,,QB,7100,WAS,NYG,25.5,WAS by 7,16%,22%,22%,36.0,34.5,33.4,4.5,8.1,3.3,3.3,3.9,0.7,4.3,0.0,0.0,0.0,0.0,0.0,58,23.3,21.8,21.8,12.6,31.0,23.9,3.4,17.1,2.4
Brandin Cooks,15,,WR,7100,NE,MIA,32.8,NE by 16.5,1%,1%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,3.3,9.3,7.4,6.1,0.6,10.6,11,17.0,15.7,15.7,6.1,25.3,13.8,1.9,21.4,3.0
Ben Roethlisberger,4,,QB,7000,PIT,GB,28.5,PIT by 14,3%,-3%,-4%,35.7,35.1,35.0,5.2,7.4,2.0,1.9,1.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,56,22.1,16.5,16.5,11.2,21.8,18.8,2.7,35.5,5.1
Russell Wilson,28,,QB,7000,SEA,@SF,25.5,SEA by 6.5,8%,22%,19%,39.7,37.7,36.0,6.1,7.4,7.3,5.8,6.0,0.3,6.5,0.0,0.0,0.0,0.0,0.0,63,26.0,25.0,25.0,14.6,35.3,25.9,3.7,24.6,3.5
