Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Cincinnati Bengals,7,D,3000,CIN,@DEN,20.0,DEN by 2.5,3.1,0.9,1.4,216,113,17.1,12.6,7.3,7.0,7.0,2.0,12.0,7.5,2.5,8.0,2.7
Los Angeles Chargers,9,D,3000,LAC,BUF,17.3,LAC by 7,3.1,0.4,0.3,180,112,19.1,5.9,13.0,8.0,8.0,0.4,15.6,9.3,3.1,25.0,8.3
Tampa Bay Buccaneers,5,D,2900,TB,@MIA,21.3,TB by 1,1.9,0.2,1.1,195,80,14.6,9.4,7.0,6.3,6.3,-0.3,13.0,8.4,2.9,18.0,6.2
Philadelphia Eagles,3,D,2900,PHI,@DAL,21.0,PHI by 6,2.0,0.7,0.4,212,144,25.2,5.3,11.3,9.3,9.3,2.5,16.2,6.2,2.1,22.0,7.6
Miami Dolphins,1,D,2800,MIA,TB,22.3,TB by 1,1.9,0.6,1.0,263,83,17.9,7.4,0.7,4.7,4.7,-1.9,11.2,6.8,2.4,1.0,0.4
Minnesota Vikings,,D,2800,MIN,LAR,23.8,LAR by 1.5,1.4,0.8,0.4,260,129,31.3,2.8,5.3,6.2,6.2,2.3,10.2,5.3,1.9,8.0,2.9
Chicago Bears,1,D,2700,CHI,DET,22.0,DET by 3,3.3,0.7,0.6,254,83,24.4,8.3,13.3,8.4,8.4,-1.0,17.9,7.7,2.9,5.0,1.9
Green Bay Packers,2,D,2700,GB,BAL,20.5,BAL by 2.5,2.1,0.4,1.1,166,121,19.1,7.2,4.3,6.2,6.2,2.7,9.7,8.4,3.1,5.0,1.9
New England Patriots,2,D,2600,NE,@OAK,23.8,NE by 7,1.6,0.6,0.9,237,88,21.8,6.7,9.7,6.1,6.1,2.3,10.0,4.6,1.8,9.0,3.5
Atlanta Falcons,1,D,2500,ATL,@SEA,22.5,ATL by 1,2.6,0.2,0.8,268,101,21.0,5.8,9.3,6.4,6.4,1.6,11.3,7.8,3.1,12.0,4.8
Buffalo Bills,1,D,2500,BUF,@LAC,24.3,LAC by 7,1.2,0.3,0.8,243,89,18.6,5.3,4.3,7.7,7.7,2.0,13.3,7.5,3.0,-3.0,-1.2
Los Angeles Rams,8,D,2400,LAR,@MIN,22.3,LAR by 1.5,1.1,0.6,0.6,246,118,24.1,3.8,14.3,12.4,12.4,3.7,21.2,8.3,3.5,0.0,0.0
Cleveland Browns,2,D,2300,CLE,JAX,22.0,JAX by 7,1.6,0.4,0.8,208,163,22.4,5.7,5.0,5.4,5.4,3.3,7.6,6.6,2.9,8.0,3.5
Dallas Cowboys,1,D,2200,DAL,PHI,27.0,PHI by 6,2.7,0.6,0.6,240,137,30.1,5.6,9.0,7.2,7.2,0.3,14.1,7.0,3.2,-1.0,-0.5
Tennessee Titans,,D,2200,TEN,@PIT,25.8,PIT by 7,1.2,0.4,1.1,252,107,20.6,6.7,8.3,5.4,5.4,1.3,9.6,6.3,2.9,-1.0,-0.5
New York Giants,,D,2200,NYG,KC,27.0,KC by 9.5,2.7,0.2,0.2,255,117,26.8,3.3,0.7,4.6,4.6,-2.5,11.6,4.6,2.1,11.0,5.0
Oakland Raiders,,D,2100,OAK,NE,30.8,NE by 7,2.4,0.3,0.2,302,108,28.3,3.0,0.7,3.0,3.0,-0.2,6.2,2.9,1.4,0.0,0.0
Washington Redskins,,D,2000,WAS,@NO,31.3,NO by 9.5,0.9,0.7,0.4,260,142,27.8,4.1,4.7,6.7,6.7,2.2,11.2,3.4,1.7,3.0,1.5
