Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Washington Redskins,2,D,2900,WAS,@LAR,24.8,LAR by 3,3.0,0.6,1.1,196,78,15.6,11.1,12.0,12.0,12.0,12.0,12.0,7.2,2.5,7.0,2.4
Los Angeles Chargers,12,D,2800,LAC,MIA,21.3,LAC by 3.5,1.7,0.5,1.0,223,117,23.0,5.8,8.0,8.0,8.0,8.0,8.0,8.5,3.0,3.0,1.1
Buffalo Bills,,D,2700,BUF,@CAR,24.8,CAR by 6.5,2.1,0.7,1.2,230,111,22.0,8.4,9.0,9.0,9.0,9.0,9.0,5.7,2.1,10.0,3.7
Minnesota Vikings,,D,2700,MIN,@PIT,25.8,PIT by 8.5,1.3,0.2,0.9,260,103,23.4,4.4,2.0,2.0,2.0,2.0,2.0,5.9,2.2,2.0,0.7
Miami Dolphins,1,D,2600,MIA,@LAC,24.8,LAC by 3.5,2.3,0.9,1.4,259,89,23.3,9.3,0.0,0.0,0.0,0.0,0.0,6.2,2.4,2.0,0.8
Dallas Cowboys,3,D,2600,DAL,@DEN,20.8,DAL by 2.5,2.6,0.9,0.6,232,92,19.4,8.1,12.0,12.0,12.0,12.0,12.0,5.8,2.2,2.0,0.8
New England Patriots,0,D,2500,NE,@NO,24.8,NE by 5.5,1.7,0.5,0.9,309,107,28.3,6.1,1.0,1.0,1.0,1.0,1.0,6.5,2.6,2.0,0.8
Atlanta Falcons,,D,2500,ATL,GB,25.8,ATL by 3,2.4,0.6,0.6,268,106,26.4,4.9,5.0,5.0,5.0,5.0,5.0,5.6,2.2,13.0,5.2
Cleveland Browns,1,D,2400,CLE,@BAL,23.5,BAL by 7.5,1.9,0.3,1.1,249,96,21.4,6.1,3.0,3.0,3.0,3.0,3.0,5.6,2.3,6.0,2.5
Green Bay Packers,,D,2300,GB,@ATL,28.8,ATL by 3,2.3,0.3,0.4,294,121,31.8,2.6,9.0,9.0,9.0,9.0,9.0,4.2,1.8,2.0,0.9
Indianapolis Colts,1,D,2300,IND,ARI,25.5,ARI by 7,2.4,0.8,1.3,259,105,24.5,8.8,2.0,2.0,2.0,2.0,2.0,5.7,2.5,7.0,3.0
San Francisco 49ers,,D,2300,SF,@SEA,27.8,SEA by 13.5,2.4,0.4,0.6,259,97,22.0,6.1,4.0,4.0,4.0,4.0,4.0,4.4,1.9,7.0,3.0
Chicago Bears,0,D,2200,CHI,@TB,25.5,TB by 7,2.4,0.6,1.1,243,102,19.8,8.0,2.0,2.0,2.0,2.0,2.0,5.5,2.5,4.0,1.8
New Orleans Saints,,D,2100,NO,NE,30.3,NE by 5.5,1.6,0.4,0.1,269,118,27.4,2.3,0.0,0.0,0.0,0.0,0.0,2.9,1.4,-2.0,-1.0
New York Jets,,D,2000,NYJ,@OAK,28.5,OAK by 13.5,1.3,0.4,0.4,249,117,25.1,3.8,4.0,4.0,4.0,4.0,4.0,3.4,1.7,-4.0,-2.0
