Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Arizona Cardinals,6,D,4100,ARI,@IND,18.5,ARI by 7,2.9,0.4,1.1,249,101,23.7,8.1,8.0,8.0,8.0,8.0,8.0,8.6,2.1,10.0,2.4
Seattle Seahawks,11,D,4000,SEA,SF,14.3,SEA by 13.5,3.2,0.9,0.7,182,120,17.6,8.6,7.0,7.0,7.0,7.0,7.0,10.2,2.5,8.0,2.0
Cincinnati Bengals,1,D,3900,CIN,HOU,16.5,CIN by 5,2.5,0.7,1.0,192,114,15.9,9.9,4.0,4.0,4.0,4.0,4.0,10.0,2.6,7.0,1.8
Baltimore Ravens,19,D,3700,BAL,CLE,16.0,BAL by 7.5,4.4,0.7,0.9,205,103,16.6,11.1,25.0,25.0,25.0,25.0,25.0,9.5,2.6,17.0,4.6
Carolina Panthers,2,D,3600,CAR,BUF,18.3,CAR by 6.5,2.9,0.3,0.5,197,172,24.7,5.1,15.0,15.0,15.0,15.0,15.0,8.4,2.3,10.0,2.8
Oakland Raiders,19,D,3500,OAK,NYJ,15.0,OAK by 13.5,2.2,0.6,1.6,216,106,16.2,11.8,2.0,2.0,2.0,2.0,2.0,10.4,3.0,9.0,2.6
Denver Broncos,0,D,3400,DEN,DAL,23.3,DAL by 2.5,1.8,0.6,0.4,229,152,26.3,3.4,5.0,5.0,5.0,5.0,5.0,5.8,1.7,13.0,3.8
New York Giants,1,D,3400,NYG,DET,19.3,NYG by 3.5,2.3,0.3,0.7,254,80,20.5,6.1,2.0,2.0,2.0,2.0,2.0,8.3,2.4,5.0,1.5
Tennessee Titans,0,D,3300,TEN,@JAX,20.5,TEN by 1,1.9,0.8,0.9,222,109,19.5,8.0,2.0,2.0,2.0,2.0,2.0,6.9,2.1,9.0,2.7
Detroit Lions,0,D,3300,DET,@NYG,22.8,NYG by 3.5,1.4,0.7,1.0,242,83,17.2,7.0,16.0,16.0,16.0,16.0,16.0,5.6,1.7,17.0,5.2
Tampa Bay Buccaneers,14,D,3200,TB,CHI,18.5,TB by 7,1.7,0.8,1.1,248,112,16.8,8.4,0.0,0.0,0.0,0.0,0.0,9.9,3.1,19.0,5.9
Jacksonville Jaguars,1,D,3100,JAX,TEN,21.5,TEN by 1,1.7,0.3,0.6,222,139,23.4,6.1,28.0,28.0,28.0,28.0,28.0,6.7,2.2,-1.0,-0.3
Houston Texans,,D,3100,HOU,@CIN,21.5,CIN by 5,2.4,0.6,0.7,235,112,18.8,6.8,0.0,0.0,0.0,0.0,0.0,7.2,2.3,9.0,2.9
Los Angeles Rams,2,D,3000,LAR,WAS,21.8,LAR by 3,1.7,0.8,0.7,289,107,24.4,6.5,28.0,28.0,28.0,28.0,28.0,6.1,2.0,2.0,0.7
Pittsburgh Steelers,8,D,3000,PIT,MIN,17.3,PIT by 8.5,2.4,0.7,0.3,246,79,19.8,6.3,18.0,18.0,18.0,18.0,18.0,9.5,3.2,8.0,2.7
Kansas City Chiefs,3,D,2900,KC,PHI,21.3,KC by 4,2.1,0.4,0.9,226,109,21.5,6.1,3.0,3.0,3.0,3.0,3.0,7.0,2.4,11.0,3.8
Philadelphia Eagles,,D,2900,PHI,@KC,25.3,KC by 4,2.0,0.6,0.4,235,116,22.8,4.6,22.0,22.0,22.0,22.0,22.0,5.6,1.9,4.0,1.4
