Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Denver Broncos,10,D,3800,DEN,HOU,15.8,DEN by 8.5,2.0,0.5,1.3,234,111,18.0,9.2,8.3,8.4,10.3,2.1,14.6,11.1,2.9,8.0,2.1
Minnesota Vikings,28,D,3700,MIN,@PHI,18.3,MIN by 2.5,2.4,0.2,0.2,237,114,25.8,4.0,17.3,11.4,17.0,4.0,18.9,8.0,2.2,8.0,2.2
Cincinnati Bengals,15,D,3600,CIN,CLE,17.5,CIN by 11.5,3.2,0.5,0.8,256,111,17.8,8.7,4.7,7.7,4.8,2.5,12.8,7.2,2.0,9.0,2.5
Buffalo Bills,9,D,3400,BUF,@MIA,21.8,BUF by 2.5,2.8,0.7,1.2,254,97,19.7,9.3,12.7,8.6,12.5,2.1,15.0,7.4,2.2,0.0,0.0
Seattle Seahawks,2,D,3300,SEA,@ARI,22.8,ARI by 2.5,2.2,0.7,1.2,259,124,24.5,7.2,7.3,8.0,8.0,4.0,12.0,8.1,2.5,15.0,4.5
Green Bay Packers,1,D,3300,GB,CHI,19.5,GB by 7.5,1.8,0.8,0.3,295,90,16.8,6.0,5.3,6.3,5.6,2.5,10.0,8.2,2.5,14.0,4.2
Tampa Bay Buccaneers,3,D,3200,TB,@SF,23.0,SF by 1,2.2,0.8,1.0,180,123,21.2,7.5,7.7,6.1,5.2,1.3,10.8,6.7,2.1,15.0,4.7
Philadelphia Eagles,7,D,3100,PHI,MIN,20.8,MIN by 2.5,1.6,0.0,0.0,245,71,21.4,2.4,12.0,8.9,11.4,1.2,16.7,7.3,2.4,24.0,7.7
Arizona Cardinals,11,D,3000,ARI,SEA,20.3,ARI by 2.5,2.0,0.6,0.4,280,89,21.0,6.2,11.3,10.0,11.7,1.1,18.9,10.4,3.5,8.0,2.7
Houston Texans,2,D,3000,HOU,@DEN,24.3,DEN by 8.5,2.8,0.7,0.7,241,99,21.3,6.8,5.3,10.2,6.5,2.0,18.3,5.1,1.7,0.0,0.0
New England Patriots,26,D,2900,NE,@PIT,20.8,NE by 7.5,1.8,0.3,1.0,281,106,25.7,4.7,7.3,8.0,8.8,2.6,13.4,9.6,3.3,3.0,1.0
Baltimore Ravens,34,D,2800,BAL,@NYJ,21.3,NYJ by 2,1.7,0.5,2.0,245,93,15.8,11.5,5.3,6.6,7.5,1.6,11.5,7.4,2.6,13.0,4.6
Atlanta Falcons,,D,2800,ATL,SD,24.0,ATL by 4.5,2.2,1.7,0.5,275,92,27.8,6.0,7.7,5.1,5.8,1.1,9.1,6.0,2.1,13.0,4.6
Los Angeles Rams,0,D,2700,LA,NYG,23.8,NYG by 3,1.8,1.2,1.0,298,76,19.3,7.3,7.0,6.9,7.5,1.1,12.7,7.7,2.9,8.0,3.0
New York Giants,4,D,2700,NYG,@LA,20.8,NYG by 3,2.2,0.5,1.0,236,81,17.3,9.5,2.0,5.6,3.0,-0.2,11.3,6.8,2.5,21.0,7.8
Pittsburgh Steelers,,D,2700,PIT,NE,28.3,NE by 7.5,2.0,0.7,0.0,280,120,24.8,4.0,5.7,7.7,4.5,0.7,14.7,5.5,2.0,4.0,1.5
Kansas City Chiefs,5,D,2600,KC,NO,22.5,KC by 6,1.6,0.4,0.8,347,78,31.0,4.4,12.3,12.9,9.0,3.4,22.4,8.8,3.4,11.0,4.2
Detroit Lions,,D,2600,DET,WAS,25.5,WAS by 1,1.3,0.3,1.0,288,110,23.7,6.0,6.0,5.0,4.5,1.4,8.6,5.9,2.3,7.0,2.7
New York Jets,9,D,2600,NYJ,BAL,19.3,NYJ by 2,2.2,0.8,0.7,265,99,19.5,7.7,1.0,5.1,2.8,0.9,9.4,8.6,3.3,6.0,2.3
Tennessee Titans,18,D,2500,TEN,IND,22.3,TEN by 4,3.8,0.5,0.7,287,102,26.7,8.8,7.3,5.3,6.2,2.5,8.0,8.1,3.2,1.0,0.4
