Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Indianapolis Colts,1,D,2500,IND,@TEN,26.3,TEN by 4,1.5,0.5,1.0,229,147,20.0,10.0,2.3,6.4,3.0,1.1,11.7,5.8,2.3,11.0,4.4
Miami Dolphins,4,D,2500,MIA,BUF,24.3,BUF by 2.5,2.2,0.7,0.3,181,166,24.0,5.0,5.0,5.3,6.3,0.3,10.3,5.4,2.2,4.0,1.6
San Francisco 49ers,3,D,2500,SF,TB,22.0,SF by 1,2.2,0.6,1.6,265,89,17.6,10.6,2.3,5.1,5.3,1.0,9.2,6.4,2.6,3.0,1.2
Washington Redskins,,D,2400,WAS,@DET,24.5,WAS by 1,2.3,0.2,0.7,275,89,25.0,3.5,9.0,7.4,6.7,3.0,11.8,7.2,3.0,4.0,1.7
Oakland Raiders,3,D,2400,OAK,@JAX,24.5,JAX by 1.5,2.8,0.6,1.4,264,71,20.2,7.6,4.7,6.1,4.3,1.9,10.4,7.8,3.3,10.0,4.2
Chicago Bears,,D,2300,CHI,@GB,27.0,GB by 7.5,1.8,1.0,0.8,234,105,22.8,5.6,6.0,5.4,5.0,2.2,8.6,4.4,1.9,12.0,5.2
Jacksonville Jaguars,1,D,2300,JAX,OAK,23.0,JAX by 1.5,1.2,0.5,0.5,268,110,25.3,2.8,6.3,6.4,4.2,-1.1,13.9,7.0,3.0,-1.0,-0.4
Cleveland Browns,0,D,2200,CLE,@CIN,29.0,CIN by 11.5,3.2,0.7,0.3,293,90,18.2,6.2,2.3,4.8,4.7,0.5,9.1,5.3,2.4,2.0,0.9
San Diego Chargers,,D,2100,SD,@ATL,28.5,ATL by 4.5,2.5,0.3,0.5,346,112,31.2,3.2,6.0,6.4,7.5,1.8,11.0,5.4,2.6,5.0,2.4
New Orleans Saints,0,D,2000,NO,@KC,28.5,KC by 6,2.8,0.8,0.4,259,109,20.6,6.2,2.7,4.6,2.6,-1.4,10.5,5.9,3.0,2.0,1.0
