Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Denver Broncos,15,D,4000,DEN,NYG,12.0,DEN by 13.5,2.6,0.2,1.0,249,78,16.0,8.6,8.7,7.8,7.8,3.6,11.9,11.3,2.8,6.0,1.5
Houston Texans,8,D,3900,HOU,CLE,19.5,HOU by 7,2.8,0.4,2.2,231,89,15.4,11.4,8.3,6.8,6.8,-1.9,15.5,9.4,2.4,22.0,5.6
Baltimore Ravens,13,D,3700,BAL,CHI,17.3,BAL by 5,1.8,1.2,1.2,183,117,15.2,9.2,3.7,10.6,10.6,-0.8,22.0,9.9,2.7,20.0,5.4
Jacksonville Jaguars,7,D,3600,JAX,LAR,21.5,LAR by 1,1.2,1.2,0.6,271,111,27.6,4.0,18.3,16.4,16.4,4.2,28.6,7.8,2.2,5.0,1.4
Atlanta Falcons,16,D,3500,ATL,MIA,16.0,ATL by 14,2.5,0.3,1.0,157,75,8.8,10.5,6.7,6.3,6.3,1.7,10.8,10.1,2.9,3.0,0.9
Washington Redskins,7,D,3400,WAS,SF,17.5,WAS by 11.5,3.0,0.4,0.8,222,97,17.8,7.0,8.3,9.3,9.3,4.7,13.8,8.2,2.4,5.0,1.5
Indianapolis Colts,1,D,3300,IND,@TEN,26.8,TEN by 7,2.0,0.6,1.0,184,125,22.0,7.8,5.3,5.0,5.0,2.2,7.8,4.0,1.2,5.0,1.5
New England Patriots,4,D,3300,NE,@NYJ,19.5,NE by 9.5,3.0,0.8,0.8,189,111,18.4,8.8,4.7,3.4,3.4,1.3,5.5,7.6,2.3,9.0,2.7
Los Angeles Rams,0,D,3200,LAR,@JAX,20.5,LAR by 1,1.0,0.2,0.8,160,165,23.0,2.8,5.7,9.4,9.4,-1.2,20.0,6.6,2.1,22.0,6.9
Kansas City Chiefs,3,D,3200,KC,PIT,21.3,KC by 3.5,1.8,0.6,1.4,242,90,19.8,9.6,10.3,9.0,9.0,5.5,12.5,8.0,2.5,4.0,1.3
Philadelphia Eagles,,D,3200,PHI,@CAR,23.5,CAR by 3,3.0,0.4,1.0,229,99,21.0,7.2,5.3,8.4,8.4,0.6,16.2,6.9,2.2,8.0,2.5
Los Angeles Chargers,2,D,3100,LAC,@OAK,25.5,OAK by 3,2.4,0.4,0.6,189,91,21.6,6.6,5.3,5.4,5.4,1.8,9.0,4.6,1.5,6.0,1.9
