Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tennessee Titans,3,D,3000,TEN,IND,19.8,TEN by 7,3.6,0.6,1.0,202,100,19.0,13.6,3.3,4.2,4.2,-0.2,8.6,8.4,2.8,3.0,1.0
Carolina Panthers,,D,3000,CAR,PHI,20.5,CAR by 3,2.6,0.6,0.6,259,139,26.2,6.2,3.3,7.0,7.0,0.9,13.1,7.1,2.4,4.0,1.3
Minnesota Vikings,0,D,2900,MIN,GB,24.5,GB by 3,3.8,0.4,0.6,245,92,26.2,7.4,7.3,5.2,5.2,2.1,8.3,6.5,2.2,14.0,4.8
Arizona Cardinals,0,D,2800,ARI,TB,24.5,TB by 2.5,1.8,0.3,0.8,288,86,19.8,4.3,2.7,5.2,5.2,1.1,9.3,5.6,2.0,5.0,1.8
Green Bay Packers,1,D,2800,GB,@MIN,21.5,GB by 3,1.8,0.8,0.0,239,118,19.8,5.2,9.3,7.8,7.8,3.9,11.7,8.0,2.9,4.0,1.4
Chicago Bears,1,D,2700,CHI,@BAL,22.3,BAL by 5,1.8,0.6,1.2,158,130,16.8,7.2,5.0,4.2,4.2,-0.4,8.8,6.2,2.3,15.0,5.6
New Orleans Saints,2,D,2700,NO,DET,22.5,NO by 5.5,3.6,0.4,0.2,201,88,22.2,6.2,9.3,7.0,7.0,-2.3,16.3,6.3,2.3,32.0,11.9
Pittsburgh Steelers,,D,2600,PIT,@KC,24.8,KC by 3.5,3.4,0.2,0.0,258,156,31.6,2.2,8.3,10.2,10.2,4.6,15.8,4.8,1.8,9.0,3.5
Tampa Bay Buccaneers,10,D,2600,TB,@ARI,22.0,TB by 2.5,3.8,0.2,1.0,289,52,15.0,9.4,2.3,6.5,6.5,-2.8,15.8,7.8,3.0,8.0,3.1
New York Giants,,D,2600,NYG,@DEN,25.5,DEN by 13.5,3.3,0.5,1.0,198,143,23.0,5.8,3.3,3.4,3.4,1.6,5.2,5.6,2.2,22.0,8.5
Oakland Raiders,2,D,2500,OAK,LAC,22.5,OAK by 3,1.2,0.2,1.0,267,79,19.8,5.4,3.3,4.2,4.2,0.8,7.6,6.9,2.8,4.0,1.6
Detroit Lions,0,D,2400,DET,@NO,28.0,NO by 5.5,1.0,0.0,0.0,277,94,23.3,1.5,9.3,12.2,12.2,6.7,17.7,4.4,1.8,17.0,7.1
Cleveland Browns,,D,2300,CLE,@HOU,26.5,HOU by 7,4.0,0.8,0.8,204,141,26.4,10.2,4.7,5.0,5.0,4.0,6.0,5.6,2.4,9.0,3.9
San Francisco 49ers,,D,2200,SF,@WAS,29.0,WAS by 11.5,1.8,1.5,0.3,233,130,21.3,9.5,5.0,5.2,5.2,1.8,8.6,3.6,1.6,5.0,2.3
New York Jets,,D,2100,NYJ,NE,29.0,NE by 9.5,3.2,0.4,0.2,320,99,29.6,4.0,8.7,5.2,5.2,-1.4,11.8,3.3,1.6,4.0,1.9
Miami Dolphins,0,D,2000,MIA,@ATL,30.0,ATL by 14,2.0,0.3,1.3,263,126,24.5,7.8,9.0,7.3,7.3,-1.4,15.9,3.9,1.9,5.0,2.5
