Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Baltimore Ravens,1,D,3900,BAL,@JAX,17.5,BAL by 3,1.9,0.8,0.9,215,111,19.6,8.0,21.0,21.0,21.0,15.3,26.7,8.9,2.3,-4.0,-1.0
New England Patriots,14,D,3800,NE,HOU,15.5,NE by 13.5,2.6,0.7,0.9,182,118,15.6,9.9,1.5,1.5,1.5,0.8,2.2,11.3,3.0,6.0,1.6
Miami Dolphins,9,D,3700,MIA,@NYJ,18.8,MIA by 5.5,2.4,0.6,1.6,202,106,15.1,12.0,2.0,2.0,2.0,2.0,2.0,9.4,2.5,5.0,1.4
Denver Broncos,5,D,3600,DEN,@BUF,18.3,DEN by 3.5,3.1,0.3,0.4,185,171,23.3,5.6,9.0,9.0,9.0,3.3,14.7,8.1,2.3,4.0,1.1
Los Angeles Rams,1,D,3500,LAR,@SF,18.8,LAR by 3,3.2,0.9,0.6,172,126,16.5,8.3,15.0,15.0,15.0,-3.4,33.4,7.0,2.0,4.0,1.1
Seattle Seahawks,0,D,3500,SEA,@TEN,22.0,TEN by 2,1.6,0.3,0.6,221,141,24.8,5.6,7.5,7.5,7.5,6.8,8.2,6.8,1.9,-1.0,-0.3
Jacksonville Jaguars,2,D,3400,JAX,BAL,20.5,BAL by 3,2.0,0.4,1.0,243,100,21.4,6.2,13.5,13.5,13.5,-7.0,34.0,8.4,2.5,12.0,3.5
Green Bay Packers,3,D,3400,GB,CIN,20.3,GB by 7,2.6,0.6,0.7,226,114,18.3,7.0,5.5,5.5,5.5,0.6,10.4,7.5,2.2,6.0,1.8
Pittsburgh Steelers,12,D,3400,PIT,@CHI,18.3,PIT by 7,1.6,0.8,1.2,252,109,16.3,9.0,13.0,13.0,13.0,5.9,20.1,9.3,2.7,6.0,1.8
Minnesota Vikings,1,D,3300,MIN,TB,20.5,TB by 0,2.3,0.6,0.9,241,104,20.9,6.7,2.0,2.0,2.0,2.0,2.0,7.1,2.2,9.0,2.7
Indianapolis Colts,2,D,3200,IND,CLE,21.5,CLE by 1,4.4,0.8,1.0,208,100,16.0,11.5,4.5,4.5,4.5,1.0,8.0,6.2,1.9,6.0,1.9
Tampa Bay Buccaneers,4,D,3200,TB,@MIN,20.5,TB by 0,2.3,0.7,0.3,240,83,19.3,6.3,19.0,19.0,19.0,19.0,19.0,8.1,2.5,-1.0,-0.3
New York Giants,,D,3100,NYG,@PHI,23.5,PHI by 5,2.3,0.5,1.0,233,109,20.9,6.4,3.5,3.5,3.5,1.4,5.6,5.6,1.8,5.0,1.6
Philadelphia Eagles,9,D,3000,PHI,NYG,18.5,PHI by 5,1.6,0.5,1.1,233,83,16.8,7.5,13.0,13.0,13.0,0.3,25.7,8.0,2.7,4.0,1.3
Cleveland Browns,4,D,3000,CLE,@IND,20.5,CLE by 1,2.8,0.4,1.1,250,101,23.3,7.3,4.5,4.5,4.5,2.4,6.6,7.2,2.4,4.0,1.3
Kansas City Chiefs,2,D,2900,KC,@LAC,22.3,KC by 3,2.1,0.8,1.4,267,82,21.9,9.4,7.0,7.0,7.0,1.3,12.7,7.8,2.7,12.0,4.1
Arizona Cardinals,,D,2900,ARI,DAL,25.0,DAL by 3,1.7,0.5,0.5,226,148,25.7,3.8,9.0,9.0,9.0,7.6,10.4,3.8,1.3,0.0,0.0
San Francisco 49ers,1,D,2900,SF,LAR,21.8,LAR by 3,2.9,0.7,1.2,198,80,16.3,11.1,5.5,5.5,5.5,3.4,7.6,6.8,2.3,0.0,0.0
Dallas Cowboys,1,D,2800,DAL,@ARI,22.0,DAL by 3,2.6,0.8,1.3,261,105,23.6,9.2,7.0,7.0,7.0,-0.1,14.1,7.5,2.7,7.0,2.5
Los Angeles Chargers,,D,2800,LAC,KC,25.3,KC by 3,2.0,0.4,0.4,239,115,23.7,3.9,5.5,5.5,5.5,2.0,9.0,5.7,2.0,5.0,1.8
Tennessee Titans,4,D,2700,TEN,SEA,20.0,TEN by 2,2.7,0.3,0.7,248,102,22.0,6.1,5.5,5.5,5.5,0.6,10.4,6.9,2.6,1.0,0.4
Buffalo Bills,,D,2600,BUF,DEN,21.8,DEN by 3.5,2.7,0.9,0.6,228,95,20.3,8.0,9.5,9.5,9.5,8.8,10.2,5.4,2.1,8.0,3.1
Carolina Panthers,4,D,2600,CAR,NO,20.5,CAR by 5.5,1.6,0.5,0.9,315,110,28.7,5.4,12.5,12.5,12.5,9.0,16.0,7.8,3.0,0.0,0.0
Oakland Raiders,1,D,2500,OAK,@WAS,25.0,OAK by 3.5,1.7,0.8,0.6,277,116,24.7,6.4,5.5,5.5,5.5,0.6,10.4,5.4,2.2,5.0,2.0
Atlanta Falcons,1,D,2500,ATL,@DET,24.0,ATL by 3,2.3,0.4,0.6,247,80,21.2,5.8,9.0,9.0,9.0,3.3,14.7,6.2,2.5,3.0,1.2
Cincinnati Bengals,,D,2500,CIN,@GB,27.3,GB by 7,2.3,0.5,0.6,276,104,26.9,5.0,5.5,5.5,5.5,3.4,7.6,4.9,2.0,14.0,5.6
Detroit Lions,0,D,2400,DET,ATL,27.0,ATL by 3,2.4,0.3,0.4,284,121,31.4,2.8,16.5,16.5,16.5,15.8,17.2,3.9,1.6,13.0,5.4
Washington Redskins,1,D,2400,WAS,OAK,28.5,OAK by 3.5,1.3,0.4,0.4,244,118,26.1,3.5,9.5,9.5,9.5,6.0,13.0,3.6,1.5,14.0,5.8
