Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jacksonville Jaguars,14,D,4500,JAX,IND,15.5,JAX by 10,4.2,0.5,0.6,201,95,17.0,12.2,13.7,14.5,14.5,4.8,24.3,13.8,3.1,12.0,2.7
Los Angeles Chargers,17,D,4000,LAC,CLE,15.8,LAC by 13,3.3,0.7,1.8,203,107,14.5,13.0,17.3,10.5,10.5,1.6,19.5,14.2,3.5,11.0,2.8
Los Angeles Rams,1,D,3600,LAR,@ARI,18.0,LAR by 7,2.6,0.5,1.1,257,73,17.9,9.2,6.3,10.5,10.5,1.6,19.5,10.7,3.0,19.0,5.3
Washington Redskins,,D,3500,WAS,@DAL,22.8,WAS by 1.5,2.2,0.6,0.8,199,135,22.0,8.1,5.3,6.9,6.9,2.3,11.5,5.2,1.5,-3.0,-0.9
Chicago Bears,5,D,3500,CHI,SF,19.8,CHI by 2.5,3.2,0.6,0.9,222,100,17.0,9.1,4.7,7.9,7.9,-0.6,16.4,11.8,3.4,11.0,3.1
Tennessee Titans,3,D,3400,TEN,HOU,17.5,TEN by 7,3.1,0.8,1.2,223,123,23.4,9.9,5.3,5.4,5.4,0.8,10.0,9.2,2.7,10.0,2.9
New England Patriots,3,D,3300,NE,@BUF,20.8,NE by 7.5,2.8,0.5,0.7,183,116,19.3,7.4,13.0,7.4,7.4,2.6,12.1,7.1,2.2,13.0,3.9
Pittsburgh Steelers,4,D,3300,PIT,@CIN,19.5,PIT by 4,2.5,0.8,0.7,199,76,17.0,8.5,8.3,9.0,9.0,4.1,13.9,7.3,2.2,3.0,0.9
Philadelphia Eagles,0,D,3200,PHI,@SEA,21.3,PHI by 4,2.4,0.3,0.8,260,103,22.2,6.0,14.3,10.8,10.8,3.6,18.1,8.3,2.6,2.0,0.6
Kansas City Chiefs,,D,3200,KC,@NYJ,20.3,KC by 3.5,3.2,0.7,0.7,212,102,20.7,8.7,3.0,7.2,7.2,1.3,13.1,7.4,2.3,-4.0,-1.3
Oakland Raiders,4,D,3100,OAK,NYG,16.5,OAK by 10,2.4,0.5,0.7,205,91,14.4,8.3,3.7,3.2,3.2,-0.2,6.6,8.0,2.6,8.0,2.6
Baltimore Ravens,8,D,3100,BAL,DET,20.3,BAL by 2.5,3.3,0.7,0.5,256,78,24.0,7.9,13.3,13.1,13.1,2.0,24.2,9.7,3.1,16.0,5.2
Tampa Bay Buccaneers,2,D,3100,TB,@GB,24.3,GB by 3,3.6,0.4,0.9,208,100,20.5,8.5,11.0,6.9,6.9,-0.3,14.1,9.3,3.0,5.0,1.6
Denver Broncos,1,D,3000,DEN,@MIA,19.8,DEN by 1.5,2.3,0.5,1.4,207,79,14.7,10.9,2.0,5.2,5.2,1.3,9.1,6.0,2.0,14.0,4.7
Detroit Lions,1,D,3000,DET,@BAL,22.8,BAL by 2.5,2.1,0.4,1.0,164,117,19.8,6.5,8.7,10.5,10.5,5.0,15.9,6.7,2.2,-4.0,-1.3
Seattle Seahawks,,D,2900,SEA,PHI,25.3,PHI by 4,2.3,0.7,0.5,234,147,30.3,5.0,6.0,8.8,8.8,3.1,14.5,7.2,2.5,9.0,3.1
Miami Dolphins,4,D,2900,MIA,DEN,21.3,DEN by 1.5,3.3,0.8,1.4,212,108,16.8,11.7,1.3,4.5,4.5,-1.4,10.5,8.1,2.8,28.0,9.7
New Orleans Saints,1,D,2800,NO,CAR,20.8,NO by 6,2.4,0.5,1.0,204,129,22.0,7.4,5.0,9.5,9.5,-0.4,19.5,8.8,3.1,4.0,1.4
Green Bay Packers,1,D,2800,GB,TB,21.3,GB by 3,1.7,0.5,0.8,265,81,18.6,6.4,5.7,6.1,6.1,2.9,9.2,7.5,2.7,16.0,5.7
Minnesota Vikings,0,D,2700,MIN,@ATL,25.3,ATL by 2,1.5,0.5,0.7,257,117,23.0,5.4,5.7,6.5,6.5,2.9,10.0,6.5,2.4,4.0,1.5
Indianapolis Colts,1,D,2700,IND,@JAX,25.5,JAX by 10,1.7,0.6,0.7,195,154,21.2,6.3,5.7,5.6,5.6,3.1,8.1,6.1,2.3,0.0,0.0
Atlanta Falcons,,D,2600,ATL,MIN,23.3,ATL by 2,1.1,0.5,0.5,251,124,24.6,3.4,10.0,6.5,6.5,1.7,11.4,6.4,2.5,3.0,1.2
San Francisco 49ers,1,D,2600,SF,@CHI,22.3,CHI by 2.5,2.5,0.8,0.8,167,120,14.3,10.5,4.0,4.0,4.0,0.5,7.5,7.1,2.7,3.0,1.2
New York Jets,1,D,2500,NYJ,KC,23.8,KC by 3.5,2.5,0.2,0.5,246,113,23.6,4.5,6.3,5.5,5.5,0.5,10.4,7.5,3.0,1.0,0.4
New York Giants,0,D,2500,NYG,@OAK,26.5,OAK by 10,1.5,0.6,0.8,237,91,20.5,6.6,9.7,6.1,6.1,-1.2,13.3,4.5,1.8,3.0,1.2
Cincinnati Bengals,1,D,2500,CIN,PIT,23.5,PIT by 4,1.4,0.5,1.1,263,104,23.3,5.9,6.3,6.9,6.9,2.4,11.5,6.4,2.6,3.0,1.2
Houston Texans,,D,2400,HOU,@TEN,24.5,TEN by 7,2.3,0.4,1.3,208,115,22.0,7.6,3.0,7.0,7.0,-1.1,15.1,5.4,2.3,4.0,1.7
Dallas Cowboys,,D,2400,DAL,WAS,24.3,WAS by 1.5,2.8,0.9,0.5,252,104,22.9,8.8,0.7,5.8,5.8,-1.1,12.7,6.5,2.7,19.0,7.9
Carolina Panthers,,D,2300,CAR,@NO,26.8,NO by 6,1.2,0.5,0.5,267,142,27.6,4.0,8.0,8.4,8.4,2.2,14.5,4.8,2.1,3.0,1.3
Arizona Cardinals,,D,2200,ARI,LAR,25.0,LAR by 7,1.7,0.7,0.5,262,117,28.6,3.5,6.7,6.0,6.0,2.0,10.0,6.5,3.0,3.0,1.4
Cleveland Browns,1,D,2100,CLE,@LAC,28.8,LAC by 13,1.1,0.3,0.6,264,93,21.0,4.1,4.3,5.2,5.2,2.5,7.9,3.9,1.9,2.0,1.0
Buffalo Bills,,D,2000,BUF,NE,28.3,NE by 7.5,2.2,0.4,0.3,297,114,29.4,3.1,1.0,6.7,6.7,0.7,12.7,5.5,2.8,5.0,2.5
