Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Pittsburgh Steelers,8,D,3900,PIT,JAX,16.8,PIT by 7.5,0.8,0.3,0.8,179,149,24.3,2.3,9.3,11.5,11.5,6.0,17.0,8.1,2.1,5.0,1.3
Minnesota Vikings,1,D,3700,MIN,@CHI,18.8,MIN by 3.5,2.0,1.3,1.3,189,117,15.3,10.0,6.0,5.0,5.0,1.4,8.6,8.9,2.4,6.0,1.6
New York Giants,2,D,3600,NYG,LAC,21.3,NYG by 3,1.5,0.3,1.0,269,68,18.0,5.8,3.7,3.3,3.3,1.2,5.3,8.1,2.3,4.0,1.1
Seattle Seahawks,1,D,3500,SEA,@LAR,24.3,LAR by 2,1.0,1.0,0.3,270,114,32.0,1.5,9.0,8.5,8.5,-0.2,17.2,8.0,2.3,14.0,4.0
Cincinnati Bengals,3,D,3300,CIN,BUF,18.0,CIN by 3,3.0,0.0,0.3,172,113,16.8,5.5,9.7,8.3,8.3,4.1,12.4,7.3,2.2,9.0,2.7
Detroit Lions,1,D,3200,DET,CAR,20.0,DET by 2,3.0,0.5,1.3,202,116,19.5,8.3,14.0,14.5,14.5,12.1,16.9,7.0,2.2,3.0,0.9
Philadelphia Eagles,9,D,3100,PHI,ARI,19.5,PHI by 6,4.3,0.3,1.3,292,57,17.0,9.8,4.0,8.5,8.5,-0.5,17.5,8.6,2.8,8.0,2.6
Tennessee Titans,1,D,3000,TEN,@MIA,20.8,TEN by 0,3.0,0.0,1.0,183,66,8.3,11.0,3.3,3.0,3.0,-1.1,7.1,7.5,2.5,9.0,3.0
Cleveland Browns,5,D,3000,CLE,NYJ,21.5,NYJ by 1.5,3.0,1.0,0.8,192,131,18.8,9.5,4.7,4.8,4.8,3.8,5.7,7.3,2.4,6.0,2.0
New York Jets,7,D,3000,NYJ,@CLE,20.0,NYJ by 1.5,3.3,0.3,2.3,220,77,15.8,12.3,4.7,4.5,4.5,-2.9,11.9,8.5,2.8,8.0,2.7
New England Patriots,,D,2900,NE,@TB,25.5,NE by 3.5,1.7,0.3,1.0,278,85,21.7,4.7,4.3,3.5,3.5,1.1,5.9,5.2,1.8,3.0,1.0
Baltimore Ravens,12,D,2900,BAL,@OAK,21.8,OAK by 3,2.3,0.3,0.8,202,86,22.8,5.3,5.3,10.3,10.3,-2.9,23.4,7.1,2.4,12.0,4.1
Oakland Raiders,5,D,2900,OAK,BAL,18.8,OAK by 3,2.3,0.8,1.5,143,127,15.0,9.0,6.3,5.3,5.3,2.4,8.1,7.6,2.6,0.0,0.0
Houston Texans,0,D,2800,HOU,KC,23.5,KC by 2,4.0,0.3,0.0,242,164,29.0,3.5,12.3,9.3,9.3,1.5,17.0,5.5,2.0,-3.0,-1.1
Jacksonville Jaguars,1,D,2800,JAX,@PIT,24.3,PIT by 7.5,1.8,0.8,0.5,227,95,22.5,5.0,8.7,13.5,13.5,1.6,25.4,6.6,2.4,28.0,10.0
Los Angeles Rams,3,D,2800,LAR,SEA,22.3,LAR by 2,2.5,0.3,0.5,241,121,20.5,6.3,3.7,9.8,9.8,-2.5,22.0,6.5,2.3,8.0,2.9
Chicago Bears,0,D,2700,CHI,MIN,22.3,MIN by 3.5,1.3,1.0,0.0,263,108,19.8,4.8,4.0,3.5,3.5,-1.5,8.5,6.8,2.5,7.0,2.6
Indianapolis Colts,0,D,2700,IND,SF,21.3,IND by 1,3.3,0.5,1.0,193,105,16.5,8.3,7.0,5.8,5.8,3.1,8.4,6.5,2.4,2.0,0.7
Miami Dolphins,2,D,2700,MIA,TEN,20.8,TEN by 0,1.0,0.3,1.3,200,139,25.0,4.8,3.0,3.0,3.0,1.3,4.7,7.7,2.9,20.0,7.4
Kansas City Chiefs,0,D,2700,KC,@HOU,21.5,KC by 2,4.3,0.8,1.0,193,140,24.5,10.3,10.7,8.8,8.8,4.7,12.8,8.6,3.2,10.0,3.7
San Francisco 49ers,3,D,2600,SF,@IND,22.3,IND by 1,3.5,0.8,1.0,181,85,17.3,15.5,5.3,5.0,5.0,1.1,8.9,6.6,2.5,6.0,2.3
Buffalo Bills,6,D,2600,BUF,@CIN,21.0,CIN by 3,3.5,1.0,1.0,203,89,14.5,11.0,10.7,10.3,10.3,7.6,12.9,6.2,2.4,8.0,3.1
Los Angeles Chargers,1,D,2500,LAC,@NYG,24.3,NYG by 3,2.0,0.0,1.0,265,59,15.0,8.3,3.0,4.3,4.3,1.3,7.2,6.7,2.7,10.0,4.0
Carolina Panthers,1,D,2500,CAR,@DET,22.0,DET by 2,3.0,0.3,0.3,203,97,21.8,5.8,4.0,6.8,6.8,-0.2,13.7,8.0,3.2,8.0,3.2
Tampa Bay Buccaneers,,D,2400,TB,NE,29.0,NE by 3.5,3.3,0.3,0.0,328,96,32.3,3.0,6.0,6.0,6.0,-5.3,17.3,3.9,1.6,8.0,3.3
Green Bay Packers,,D,2400,GB,@DAL,27.3,DAL by 2.5,1.5,0.3,0.8,229,114,23.5,5.0,6.0,6.8,6.8,3.2,10.3,3.9,1.6,12.0,5.0
Arizona Cardinals,1,D,2300,ARI,@PHI,25.5,PHI by 6,3.0,0.8,0.5,250,143,24.3,7.3,5.3,6.0,6.0,1.7,10.3,4.4,1.9,2.0,0.9
Dallas Cowboys,0,D,2100,DAL,GB,24.8,DAL by 2.5,3.8,0.3,0.8,261,75,25.5,8.0,2.0,4.5,4.5,-2.0,11.0,6.1,2.9,5.0,2.4
