Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Le'Veon Bell,7,,RB,9300,PIT,@DET,23.8,PIT by 3,8%,-13%,8%,0.0,0.0,0.0,0.0,0.0,27.3,24.1,21.3,5.3,4.0,6.3,6.0,6.3,0.7,5.1,45,25.2,22.3,22.3,12.0,32.5,26.8,2.9,15.1,1.6
Ezekiel Elliott,14,,RB,9200,DAL,@WAS,24.8,DAL by 3,2%,-13%,-9%,0.0,0.0,0.0,0.0,0.0,25.3,21.8,18.5,4.2,4.1,3.3,4.0,3.8,0.3,8.6,36,30.3,22.9,22.9,10.1,35.8,19.4,2.1,30.4,3.3
Antonio Brown,3,,WR,8800,PIT,@DET,23.8,PIT by 3,8%,-13%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,13.0,12.0,10.2,1.3,9.1,17,25.9,22.6,22.6,12.0,33.3,21.8,2.5,12.0,1.4
LeSean McCoy,23,,RB,8700,BUF,OAK,24.8,BUF by 2,9%,5%,11%,0.0,0.0,0.0,0.0,0.0,20.7,18.3,16.8,2.7,3.4,6.3,6.5,4.4,0.8,5.6,37,19.0,17.5,17.5,10.6,24.4,19.3,2.2,32.3,3.7
A.J. Green,22,,WR,8600,CIN,IND,27.3,CIN by 10.5,33%,15%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,9.5,9.9,0.8,9.6,17,19.4,18.8,18.8,7.9,29.6,20.6,2.4,11.7,1.4
Julio Jones,10,,WR,8400,ATL,@NYJ,25.3,ATL by 6.5,2%,16%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.3,7.9,1.0,9.3,14,14.7,14.9,14.9,8.3,21.5,17.3,2.1,10.4,1.2
Melvin Gordon,6,,RB,8100,LAC,@NE,21.3,NE by 6.5,37%,7%,24%,0.0,0.0,0.0,0.0,0.0,21.0,16.7,15.5,2.7,3.4,8.0,6.1,4.6,1.1,5.3,34,26.2,19.5,19.5,6.1,32.8,17.1,2.1,23.9,3.0
Mike Evans,6,,WR,7900,TB,CAR,22.3,CAR by 1.5,-20%,-25%,-8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,9.7,9.7,1.3,7.9,16,16.7,17.3,17.3,12.5,22.1,16.6,2.1,11.0,1.4
Dez Bryant,1,,WR,7700,DAL,@WAS,24.8,DAL by 3,2%,-13%,-28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,9.7,9.0,2.0,5.6,14,16.8,14.1,14.1,8.8,19.4,18.1,2.4,7.9,1.0
Tom Brady,4,,QB,7600,NE,LAC,27.8,NE by 6.5,-18%,29%,-15%,35.7,37.4,34.1,5.4,8.4,2.7,2.0,1.9,0.9,1.9,0.0,0.0,0.0,0.0,0.0,58,17.8,23.0,23.0,12.7,33.2,22.9,3.0,20.5,2.7
Michael Thomas,8,,WR,7600,NO,CHI,26.8,NO by 7.5,-13%,-4%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.0,7.3,1.0,7.5,12,14.1,14.6,14.6,7.4,21.7,16.1,2.1,14.7,1.9
DeAndre Hopkins,0,,WR,7500,HOU,@SEA,19.5,SEA by 6,-15%,5%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,10.8,9.3,1.3,5.9,15,22.3,19.0,19.0,11.2,26.9,16.5,2.2,39.4,5.3
Kareem Hunt,3,,RB,7500,KC,DEN,24.8,KC by 7.5,-17%,-34%,-41%,0.0,0.0,0.0,0.0,0.0,18.7,17.7,17.3,2.3,5.8,4.7,3.9,3.6,0.1,10.6,37,16.4,24.6,24.6,12.5,36.7,17.4,2.3,9.8,1.3
