Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Le'Veon Bell,7,,RB,9100,PIT,BAL,24.5,PIT by 6,-13%,3%,-3%,0.0,0.0,0.0,0.0,0.0,16.7,22.5,23.4,4.3,3.9,10.3,6.8,6.0,0.9,6.1,46,26.9,22.3,22.3,13.4,31.2,21.7,2.4,39.5,4.3
Antonio Brown,4,,WR,9000,PIT,BAL,24.5,PIT by 6,-13%,3%,-17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,11.8,10.7,1.7,9.2,17,38.8,24.6,24.6,11.2,37.9,21.3,2.4,35.3,3.9
Julio Jones,0,,WR,8500,ATL,NO,26.8,ATL by 2,-4%,3%,-3%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,15.0,9.7,8.8,9.0,1.1,10.2,15,23.3,17.3,17.3,3.8,30.9,17.6,2.1,14.8,1.7
DeAndre Hopkins,14,,WR,8500,HOU,SF,22.0,SF by 1.5,2%,13%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.6,11.7,1.4,7.8,18,18.7,20.9,20.9,12.9,29.0,19.3,2.3,39.9,4.7
Alvin Kamara,4,Q,RB,8400,NO,@ATL,24.8,ATL by 2,-9%,4%,4%,0.0,0.0,0.0,0.0,0.0,7.3,7.2,10.0,1.6,7.0,7.0,6.3,6.3,1.1,8.2,25,31.7,21.2,21.2,11.0,31.5,20.8,2.5,5.7,0.7
Keenan Allen,14,,WR,8300,LAC,WAS,26.3,LAC by 6,-2%,8%,-12%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,4.5,13.7,10.1,10.4,1.7,8.5,16,36.6,18.8,18.8,6.8,30.9,20.9,2.5,20.1,2.4
Todd Gurley II,14,,RB,8100,LAR,PHI,23.3,PHI by 1,-1%,-38%,-22%,0.0,0.0,0.0,0.0,0.0,17.0,18.6,17.8,4.1,4.2,6.0,5.5,5.6,0.7,8.5,39,17.7,22.9,22.9,13.1,32.6,19.9,2.5,28.5,3.5
Brandin Cooks,0,,WR,7800,NE,@MIA,29.3,NE by 10.5,-2%,7%,-10%,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.0,0.1,5.2,6.3,7.0,6.8,0.6,10.5,11,18.5,15.2,15.2,5.7,24.7,15.1,1.9,4.8,0.6
Melvin Gordon,15,,RB,7800,LAC,WAS,26.3,LAC by 6,-2%,8%,10%,0.0,0.0,0.0,0.0,0.0,20.0,17.3,20.5,2.8,3.7,3.0,5.2,3.7,0.7,4.9,37,13.5,17.5,17.5,6.8,28.2,19.6,2.5,15.3,2.0
Mark Ingram,0,,RB,7700,NO,@ATL,24.8,ATL by 2,-9%,4%,4%,0.0,0.0,0.0,0.0,0.0,12.0,15.0,16.8,2.1,5.1,4.7,4.4,4.0,0.8,4.8,32,19.1,18.6,18.6,8.5,28.6,18.0,2.3,13.2,1.7
