Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Le'Veon Bell,28,,RB,9800,PIT,@IND,28.8,PIT by 10.5,23%,5%,9%,0.0,0.0,0.0,0.0,0.0,30.7,24.3,23.2,4.9,3.9,4.0,5.6,6.2,0.6,4.9,46,23.8,21.4,21.4,11.6,31.2,23.5,2.4,16.2,1.7
Antonio Brown,32,,WR,9500,PIT,@IND,28.8,PIT by 10.5,23%,5%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,10.0,11.8,10.0,1.4,8.9,16,20.3,21.3,21.3,10.8,31.9,20.9,2.2,7.7,0.8
Ezekiel Elliott,0,S,RB,8800,DAL,@ATL,22.5,ATL by 3.5,-9%,6%,6%,0.0,0.0,0.0,0.0,0.0,28.7,23.9,0.0,4.4,4.1,1.7,3.3,0.0,0.3,8.1,0,29.9,22.9,22.9,11.3,34.5,0.0,0.0,0.0,0.0
Todd Gurley II,23,,RB,8700,LAR,HOU,28.5,LAR by 12.5,7%,-11%,-31%,0.0,0.0,0.0,0.0,0.0,20.3,20.1,19.6,4.3,4.3,4.0,5.1,3.5,0.9,8.2,38,22.9,25.2,25.2,13.9,36.4,17.5,2.0,19.6,2.3
Leonard Fournette,31,,RB,8400,JAX,LAC,23.0,JAX by 5,-11%,25%,9%,0.0,0.0,0.0,0.0,0.0,24.3,21.7,21.9,2.7,4.6,2.7,3.3,1.5,0.2,6.8,35,27.9,23.2,23.2,16.1,30.3,20.6,2.5,6.6,0.8
LeSean McCoy,14,,RB,8300,BUF,NO,23.3,NO by 2,-7%,7%,4%,0.0,0.0,0.0,0.0,0.0,20.7,18.6,17.0,3.0,3.7,5.0,5.9,4.9,1.1,5.1,37,21.0,17.5,17.5,7.6,27.4,15.9,1.9,9.0,1.1
Julio Jones,21,,WR,8000,ATL,DAL,26.0,ATL by 3.5,-2%,-6%,10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,8.5,9.2,1.1,9.7,16,18.7,15.1,15.1,8.9,21.3,18.4,2.3,11.7,1.5
A.J. Green,20,,WR,7700,CIN,@TEN,18.0,TEN by 4.5,3%,-10%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,8.4,9.7,1.0,8.6,17,6.8,15.7,15.7,4.7,26.8,16.6,2.2,25.5,3.3
DeAndre Hopkins,4,,WR,7500,HOU,@LAR,16.0,LAR by 12.5,-10%,13%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,11.5,10.3,1.4,7.5,17,23.3,21.8,21.8,12.0,31.5,14.6,1.9,21.1,2.8
Russell Wilson,5,,QB,7400,SEA,@ARI,23.0,SEA by 6,10%,-7%,13%,41.7,37.9,40.4,5.9,7.6,5.3,5.8,4.6,0.3,5.9,0.0,0.0,0.0,0.0,0.0,66,31.3,24.7,24.7,13.5,35.8,25.1,3.4,19.4,2.6
