Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Le'Veon Bell,20,,RB,10300,PIT,MIA,29.3,PIT by 11,0%,29%,2%,0.0,0.1,0.0,0.0,0.0,27.0,21.8,21.7,2.5,4.9,5.7,7.8,5.2,0.7,6.6,41,34.9,28.0,28.0,17.2,38.9,26.3,2.6,34.4,3.3
Antonio Brown,18,,WR,9400,PIT,MIA,29.3,PIT by 11,0%,29%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,3.0,9.0,10.3,10.1,1.0,8.3,16,15.7,21.3,21.3,11.7,30.9,20.6,2.2,32.4,3.4
Odell Beckham Jr.,20,,WR,9100,NYG,@GB,20.8,GB by 5,13%,-13%,18%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,9.0,11.7,10.6,9.5,1.3,8.1,17,19.2,19.4,19.4,9.7,29.0,20.9,2.3,6.8,0.7
Jordy Nelson,13,Q,WR,8000,GB,NYG,25.8,GB by 5,4%,-19%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.5,10.5,1.9,8.3,16,24.8,20.0,20.0,10.4,29.7,21.0,2.6,2.3,0.3
Aaron Rodgers,16,,QB,7900,GB,NYG,25.8,GB by 5,4%,-19%,-22%,36.0,38.1,40.4,6.8,7.3,5.0,4.2,4.3,0.8,5.5,0.0,0.0,0.0,0.0,0.0,70,29.8,25.6,25.6,17.3,33.8,22.4,2.8,33.5,4.2
Ben Roethlisberger,21,Q,QB,7600,PIT,MIA,29.3,PIT by 11,0%,29%,14%,33.3,36.4,35.5,4.3,7.5,2.7,1.1,2.2,0.4,0.9,0.0,0.0,0.0,0.0,0.0,58,13.9,19.9,19.9,10.4,29.5,18.0,2.4,14.9,2.0
Doug Baldwin,17,,WR,7000,SEA,DET,27.8,SEA by 10,1%,-2%,5%,0.0,0.1,0.0,0.1,15.0,0.7,0.2,0.0,0.0,0.7,9.7,7.8,7.7,0.9,9.0,14,20.2,16.4,16.4,6.1,26.8,16.9,2.4,31.0,4.4
Russell Wilson,13,,QB,7000,SEA,DET,27.8,SEA by 10,1%,-2%,15%,34.3,34.1,32.7,4.6,7.7,6.0,4.5,4.7,0.4,3.6,0.0,0.1,0.0,0.1,7.0,66,24.6,18.3,18.3,9.8,26.7,19.4,2.8,16.7,2.4
Jay Ajayi,13,,RB,6800,MIA,@PIT,18.3,PIT by 11,1%,-8%,14%,0.0,0.0,0.0,0.0,0.0,22.3,17.3,17.6,2.1,4.9,1.3,2.3,2.4,0.3,4.3,36,15.6,15.2,15.2,4.8,25.6,14.1,2.1,7.5,1.1
DeAndre Hopkins,8,,WR,6700,HOU,OAK,20.8,HOU by 4,4%,8%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,9.4,7.0,0.6,6.3,11,15.4,12.7,12.7,6.2,19.2,12.4,1.9,17.7,2.6
Golden Tate,10,,WR,6300,DET,@SEA,17.8,SEA by 10,-5%,-15%,0%,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.4,0.1,0.4,9.7,8.4,6.7,1.1,8.0,12,18.5,14.6,14.6,4.9,24.2,13.6,2.2,5.5,0.9
Lamar Miller,17,,RB,6100,HOU,OAK,20.8,HOU by 4,4%,8%,4%,0.0,0.0,0.0,0.0,0.0,19.0,19.1,18.9,2.2,4.0,1.3,2.8,1.6,0.4,4.8,34,14.0,14.6,14.6,6.0,23.1,15.1,2.5,13.3,2.2
Eli Manning,19,,QB,6100,NYG,@GB,20.8,GB by 5,13%,-13%,11%,39.3,37.4,34.4,3.9,6.7,0.0,1.3,2.1,0.4,-0.4,0.0,0.0,0.0,0.0,0.0,64,13.8,16.0,16.0,9.9,22.1,17.4,2.9,15.1,2.5
Derek Carr,,O,QB,5900,OAK,@HOU,16.8,HOU by 4,-16%,-8%,-17%,33.7,37.3,0.0,6.1,7.0,2.7,2.5,0.0,0.3,1.8,0.0,0.0,0.0,0.0,0.0,0,13.0,19.3,19.3,10.3,28.2,0.0,0.0,0.0,0.0
Matthew Stafford,4,,QB,5700,DET,@SEA,17.8,SEA by 10,-5%,-15%,-13%,42.0,37.1,34.6,5.6,7.3,1.0,2.3,2.4,0.4,5.6,0.0,0.0,0.0,0.0,0.0,64,16.5,19.0,19.0,12.3,25.7,15.9,2.8,9.7,1.7
Thomas Rawls,3,,RB,5700,SEA,DET,27.8,SEA by 10,1%,-2%,-7%,0.0,0.0,0.0,0.0,0.0,12.3,12.1,9.5,2.0,3.2,1.0,1.9,1.4,0.1,5.6,19,4.7,8.7,8.7,0.9,16.6,7.6,1.3,26.2,4.6
DeAngelo Williams,0,,RB,5600,PIT,MIA,29.3,PIT by 11,0%,29%,2%,0.0,0.0,0.0,0.0,0.0,9.0,12.3,4.0,1.1,3.5,1.3,3.4,0.6,0.3,4.4,7,8.5,12.9,12.9,-1.2,27.0,3.5,0.6,0.2,0.0
Davante Adams,13,,WR,5600,GB,NYG,25.8,GB by 5,4%,-19%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.6,8.1,1.3,8.2,13,14.0,16.2,16.2,5.5,27.0,14.3,2.6,29.5,5.3
Ty Montgomery,10,,RB,5500,GB,NYG,25.8,GB by 5,4%,-19%,-12%,0.0,0.0,0.0,0.0,0.0,11.0,5.1,9.9,0.8,5.9,4.3,3.7,4.5,0.7,6.2,22,16.8,9.6,9.6,-0.2,19.4,13.7,2.5,9.8,1.8
Michael Crabtree,3,,WR,5300,OAK,@HOU,16.8,HOU by 4,-16%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,9.1,7.4,1.3,6.9,12,14.6,15.5,15.5,7.0,24.1,12.0,2.3,5.3,1.0
Jimmy Graham,15,,TE,5300,SEA,DET,27.8,SEA by 10,1%,-2%,25%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,4.0,5.9,5.9,1.1,9.7,10,8.9,12.5,12.5,4.2,20.8,11.6,2.2,6.7,1.3
Tom Savage,,,QB,5200,HOU,OAK,20.8,HOU by 4,4%,8%,8%,24.3,24.3,0.0,3.3,6.3,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,6.2,6.2,6.2,0.8,11.6,0.0,0.0,0.0,0.0
Amari Cooper,3,,WR,5200,OAK,@HOU,16.8,HOU by 4,-16%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,5.7,8.2,7.1,0.8,8.8,12,9.6,15.2,15.2,5.5,24.9,12.7,2.4,3.0,0.6
Brock Osweiler,5,,QB,5100,HOU,OAK,20.8,HOU by 4,4%,8%,8%,25.0,34.0,30.2,3.9,5.8,1.0,2.0,3.3,0.3,4.4,0.0,0.1,0.0,0.1,-14.0,55,8.3,12.4,12.4,6.6,18.2,14.4,2.8,18.2,3.6
Matt Moore,5,,QB,5100,MIA,@PIT,18.3,PIT by 11,1%,-8%,-10%,27.3,21.8,30.6,1.8,8.3,0.3,0.3,2.7,0.3,-1.0,0.0,0.0,0.0,0.0,0.0,60,18.6,14.4,14.4,5.1,23.8,14.7,2.9,12.8,2.5
Jarvis Landry,12,,WR,5100,MIA,@PIT,18.3,PIT by 11,1%,-8%,-9%,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.5,0.0,3.4,7.3,8.2,7.3,0.6,8.7,14,17.1,15.3,15.3,8.2,22.5,13.9,2.7,24.2,4.7
Matt McGloin,,,QB,5000,OAK,@HOU,16.8,HOU by 4,-16%,-8%,-17%,5.0,5.0,0.0,0.0,3.3,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.6,0.6,0.6,0.1,1.1,0.0,0.0,0.0,0.0
Connor Cook,2,,QB,5000,OAK,@HOU,16.8,HOU by 4,-16%,-8%,-17%,21.0,21.0,32.6,0.0,7.1,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,8.0,8.0,8.0,8.0,8.0,12.3,2.5,7.4,1.5
Latavius Murray,4,,RB,5000,OAK,@HOU,16.8,HOU by 4,-16%,-8%,-7%,0.0,0.0,0.0,0.0,0.0,11.0,13.9,10.4,2.7,4.0,1.3,3.1,2.4,0.4,6.1,21,6.6,15.4,15.4,6.7,24.0,9.6,1.9,12.1,2.4
Dan Orlovsky,,,QB,5000,DET,@SEA,17.8,SEA by 10,-5%,-15%,-13%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,,,QB,5000,SEA,DET,27.8,SEA by 10,1%,-2%,15%,3.0,4.5,0.3,1.3,8.1,2.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1,1.2,2.2,2.2,-0.2,4.7,0.0,0.0,0.0,0.0
Jake Rudock,,,QB,5000,DET,@SEA,17.8,SEA by 10,-5%,-15%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
