"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936509469,"gbible (3/4)",0,283.5,"C Kenneth Faried F Derrick Favors PG Ricky Rubio PF Jonas Jerebko SG Donovan Mitchell G Eric Bledsoe UTIL Malcolm Brogdon SF Giannis Antetokounmpo",NA,"Giannis Antetokounmpo","SF","84.64%",57.25
2,936348618,"jbinblazze (1/2)",0,283.25,"F Derrick Favors PF Jonas Jerebko G Gary Harris UTIL Donovan Mitchell PG Eric Bledsoe SG Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Eric Bledsoe","SG","67.03%",42.25
3,936607719,"TRAPGOD1993 (1/3)",0,282.5,"C Derrick Favors PG Ricky Rubio F Jonas Jerebko G Donovan Mitchell SG Eric Bledsoe SF Tony Snell UTIL Malcolm Brogdon PF Giannis Antetokounmpo",NA,"Nikola Jokic","C","64.96%",27
3,936607817,"TRAPGOD1993 (2/3)",0,282.5,"C Derrick Favors PG Ricky Rubio F Jonas Jerebko G Donovan Mitchell SG Eric Bledsoe SF Tony Snell UTIL Malcolm Brogdon PF Giannis Antetokounmpo",NA,"Willie Cauley-Stein","PF","59.78%",23.5
3,936608025,"TRAPGOD1993 (3/3)",0,282.5,"C Derrick Favors PG Ricky Rubio F Jonas Jerebko G Donovan Mitchell SG Eric Bledsoe SF Tony Snell UTIL Malcolm Brogdon PF Giannis Antetokounmpo",NA,"Donovan Mitchell","PG","54.84%",26.75
6,936095538,"sici8376 (10/10)",0,279.5,"C Derrick Favors PG Ricky Rubio PF Jonas Jerebko SF Joe Ingles SG Donovan Mitchell G Eric Bledsoe UTIL Willie Cauley-Stein F Giannis Antetokounmpo",NA,"Derrick Favors","C","42.55%",50.25
6,936601731,"MReeves531",0,279.5,"PF Derrick Favors UTIL Jonas Jerebko SG Gary Harris C Nikola Jokic PG Eric Bledsoe F Willie Cauley-Stein SF Giannis Antetokounmpo G Frank Mason III",NA,"Joe Ingles","F","40.90%",18
8,936551520,"husker1961",0,279,"PF Derrick Favors PG Ricky Rubio SF Jonas Jerebko SG Donovan Mitchell F Zach Randolph C John Henson G Eric Bledsoe UTIL Giannis Antetokounmpo",NA,"Gary Harris","UTIL","35.46%",26.25
9,935997801,"Duckdabest83 (1/2)",0,278.25,"F Derrick Favors UTIL Ricky Rubio SG Gary Harris PG Donovan Mitchell PF Juancho Hernangómez G Eric Bledsoe C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Zach Randolph","PF","33.68%",18.75
10,936299823,"royalbush",0,277.5,"C Derrick Favors UTIL Ricky Rubio PG Donovan Mitchell F Juancho Hernangómez G Eric Bledsoe SG Malcolm Brogdon PF Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Ricky Rubio","G","32.61%",30
11,936103075,"biggshak (3/4)",0,277,"PF Derrick Favors G Ricky Rubio SG Gary Harris PG Donovan Mitchell F Juancho Hernangómez C John Henson UTIL Eric Bledsoe SF Giannis Antetokounmpo",NA,"Will Barton","SF","32.50%",14.5
12,936372227,"sassoon88 (2/3)",0,276.5,"UTIL Kenneth Faried F Derrick Favors SF Jonas Jerebko C Nikola Jokic PG Donovan Mitchell SG Eric Bledsoe PF Giannis Antetokounmpo G Frank Mason III",NA,"Kenneth Faried","PF","27.60%",20
13,936256564,"SabbathSavage (2/4)",0,275.75,"PF Derrick Favors UTIL Jonas Jerebko SG Donovan Mitchell F Zach Randolph PG Eric Bledsoe G Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Khris Middleton","SG","22.36%",22
13,936256573,"SabbathSavage (3/4)",0,275.75,"PF Derrick Favors UTIL Jonas Jerebko SG Donovan Mitchell F Zach Randolph PG Eric Bledsoe G Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Malcolm Brogdon","G","21.01%",25.5
15,935827207,"TexasPike (5/20)",0,275.5,"PF Kenneth Faried F Derrick Favors UTIL Ricky Rubio SG Donovan Mitchell G Eric Bledsoe PG Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Rodney Hood","UTIL","18.87%",0
15,935872176,"KC_Royals_5 (6/11)",0,275.5,"F Derrick Favors UTIL Jonas Jerebko C Nikola Jokic SG Donovan Mitchell PG Eric Bledsoe SF Tony Snell PF Giannis Antetokounmpo G Frank Mason III",NA,"Buddy Hield","UTIL","18.33%",17.5
15,935912024,"The07bigben",0,275.5,"F Kenneth Faried PF Derrick Favors UTIL Ricky Rubio SG Donovan Mitchell PG Eric Bledsoe G Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"John Henson","C","16.11%",22.25
15,935969861,"bobwire77",0,275.5,"PF Kenneth Faried F Derrick Favors PG Ricky Rubio G Donovan Mitchell UTIL Eric Bledsoe SG Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"George Hill","G","15.76%",7.5
15,935979206,"Vigseabee (5/12)",0,275.5,"F Kenneth Faried C Derrick Favors UTIL Ricky Rubio G Donovan Mitchell PG Eric Bledsoe SG Malcolm Brogdon PF Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Jamal Murray","PG","14.35%",14.75
15,936081762,"JordanTheGiant (5/15)",0,275.5,"PF Kenneth Faried F Derrick Favors PG Ricky Rubio UTIL Donovan Mitchell SG Eric Bledsoe G Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"De'Aaron Fox","PG","12.04%",7.25
15,936081831,"JordanTheGiant (6/15)",0,275.5,"PF Kenneth Faried F Derrick Favors PG Ricky Rubio UTIL Donovan Mitchell SG Eric Bledsoe G Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Tony Snell","F","9.74%",19
15,936091038,"JordanTheGiant (11/15)",0,275.5,"PF Kenneth Faried F Derrick Favors PG Ricky Rubio UTIL Donovan Mitchell SG Eric Bledsoe G Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Bogdan Bogdanovic","F","8.70%",11.5
15,936096606,"jbac44",0,275.5,"PF Kenneth Faried C Derrick Favors UTIL Ricky Rubio G Donovan Mitchell PG Eric Bledsoe SG Malcolm Brogdon F Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Frank Mason III","UTIL","8.56%",21.5
15,936205434,"austing92",0,275.5,"PF Kenneth Faried F Derrick Favors G Ricky Rubio SG Donovan Mitchell PG Eric Bledsoe UTIL Malcolm Brogdon C Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Garrett Temple","UTIL","7.81%",21.5
15,936269772,"troyboy1980",0,275.5,"C Kenneth Faried F Derrick Favors G Ricky Rubio SG Donovan Mitchell PG Eric Bledsoe UTIL Malcolm Brogdon PF Willie Cauley-Stein SF Giannis Antetokounmpo",NA,"Thabo Sefolosha","UTIL","7.44%",11.25
