"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937656270,"mmm1010",0,352.75,"PG Russell Westbrook C Clint Capela SF Aaron Gordon SG Tyreke Evans F Trevor Booker UTIL Jordan Clarkson G Kelly Oubre Jr. PF Pascal Siakam",NA,"Harrison Barnes","PF","80.51%",39.5
2,937694964,"Tchamp2350",0,337.25,"PG Ben Simmons SF Carmelo Anthony PF Aaron Gordon SG Brandon Ingram UTIL Enes Kanter C Brook Lopez F Julius Randle G Patty Mills",NA,"Michael Carter-Williams","G","75.55%",21.5
3,937201827,"rl0814",0,331.5,"PG Russell Westbrook G Kyle Lowry PF Harrison Barnes UTIL Kentavious Caldwell-Pope F Dario Saric C Dirk Nowitzki SF Courtney Lee SG Kelly Oubre Jr.",NA,"Russell Westbrook","PG","61.55%",69.75
4,936957904,"BMac1428 (1/3)",0,330.25,"UTIL Russell Westbrook G Kyle Lowry PF Harrison Barnes C Steven Adams SF Kyle Anderson F Dario Saric PG Jordan Clarkson SG Kelly Oubre Jr.",NA,"Dennis Smith Jr.","SG","43.21%",16
5,937690343,"Dylanmax",0,318,"UTIL Joel Embiid PG Ben Simmons G Reggie Jackson C Enes Kanter SF Evan Fournier PF Serge Ibaka F Kelly Olynyk SG Kelly Oubre Jr.",NA,"Pascal Siakam","PF","41.31%",15
6,937376637,"m.zuleger",0,315.25,"PG Russell Westbrook SG Bradley Beal PF Aaron Gordon C Enes Kanter UTIL Steven Adams SF Caris LeVert G Michael Carter-Williams F Bam Adebayo",NA,"Bam Adebayo","UTIL","39.88%",18.75
7,937394503,"larrybird3x11 (1/2)",0,312.5,"PG Russell Westbrook UTIL Kyle Lowry F Tyreke Evans G Reggie Jackson SF Jeremy Lamb PF Trevor Booker SG Tyus Jones C Bam Adebayo",NA,"Steven Adams","UTIL","36.71%",20
7,937400999,"larrybird3x11 (2/2)",0,312.5,"PG Russell Westbrook UTIL Kyle Lowry F Tyreke Evans G Reggie Jackson SF Jeremy Lamb PF Trevor Booker SG Tyus Jones C Bam Adebayo",NA,"Tyreke Evans","SG","36.45%",32.75
9,937266027,"PhillySean",0,312.25,"SG James Harden UTIL Joel Embiid C Julius Randle F Dario Saric PF Trevor Booker SF Courtney Lee PG Tyus Jones G Michael Carter-Williams",NA,"DeMarcus Cousins","PF","35.60%",42.5
10,936964140,"BMac1428 (3/3)",0,304,"PG Russell Westbrook C Clint Capela SF Aaron Gordon UTIL Steven Adams PF Trevor Booker SG Jordan Clarkson G T.J. McConnell F Alex Len",NA,"Kristaps Porzingis","PF","28.48%",3.5
10,937273311,"jcmoney04",0,304,"UTIL Russell Westbrook PG Kyle Lowry SG Tyreke Evans SF Harrison Barnes PF DeMarre Carroll C Greg Monroe G Michael Carter-Williams F Bam Adebayo",NA,"Andre Drummond","C","21.02%",35.25
12,937268035,"MookMonster (1/3)",0,301.25,"PG Russell Westbrook F Ben Simmons SG Tyreke Evans SF Harrison Barnes UTIL J.J. Barea C Kelly Olynyk PF Pascal Siakam G Ish Smith",NA,"Trevor Booker","PF","19.51%",31.5
12,937268098,"MookMonster (2/3)",0,301.25,"PG Russell Westbrook F Ben Simmons SG Tyreke Evans SF Harrison Barnes UTIL J.J. Barea C Kelly Olynyk PF Pascal Siakam G Ish Smith",NA,"Wesley Matthews","F","17.77%",15.25
12,937273045,"MookMonster (3/3)",0,301.25,"PG Russell Westbrook F Ben Simmons SG Tyreke Evans SF Harrison Barnes UTIL J.J. Barea C Kelly Olynyk PF Pascal Siakam G Ish Smith",NA,"Caris LeVert","UTIL","17.77%",31
15,937676128,"robert73ferg (1/2)",0,300.5,"C Joel Embiid SF Ben Simmons PG Lonzo Ball PF Harrison Barnes UTIL Larry Nance Jr. G Tyus Jones F Pascal Siakam SG Andrew Harrison",NA,"Jonathon Simmons","F","13.80%",8
15,937676542,"robert73ferg (2/2)",0,300.5,"C Joel Embiid SF Ben Simmons PG Lonzo Ball PF Harrison Barnes UTIL Larry Nance Jr. G Tyus Jones F Pascal Siakam SG Andrew Harrison",NA,"Kelly Olynyk","F","13.26%",28.75
17,937370865,"joshma88",0,299.75,"SG James Harden UTIL Russell Westbrook PF Harrison Barnes G Kyle Anderson F JaMychal Green SF Kelly Oubre Jr. C Bam Adebayo PG Andrew Harrison",NA,"Jimmy Butler","UTIL","12.60%",30
18,937497767,"Taylor47",0,298.75,"G Russell Westbrook UTIL Joel Embiid C Clint Capela F Danny Green PF JaMychal Green SG Lance Stephenson SF Kelly Oubre Jr. PG Michael Carter-Williams",NA,"Bradley Beal","SG","9.76%",31.5
19,937065448,"D-Squad (1/4)",0,298.5,"C Dwight Howard UTIL Aaron Gordon SF Otto Porter G Tyreke Evans F Tobias Harris PF Harrison Barnes SG Kentavious Caldwell-Pope PG Michael Carter-Williams",NA,"Dirk Nowitzki","C","7.46%",21.25
19,937065458,"D-Squad (2/4)",0,298.5,"C Dwight Howard UTIL Aaron Gordon SF Otto Porter G Tyreke Evans F Tobias Harris PF Harrison Barnes SG Kentavious Caldwell-Pope PG Michael Carter-Williams",NA,"Nicolas Batum","SF","7.31%",19.75
