"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936999257,"Stevemutt239",0,318.5,"PG Russell Westbrook F Aaron Gordon G Tyreke Evans SF Harrison Barnes C Steven Adams PF Dirk Nowitzki SG Jordan Clarkson UTIL Norman Powell",NA,"Harrison Barnes","SF","82.25%",39.5
2,937092053,"tpnader (1/2)",0,314.75,"PG Russell Westbrook UTIL Nikola Vucevic SF Aaron Gordon SG Kentavious Caldwell-Pope F DeMarre Carroll C Steven Adams G Ish Smith PF Bam Adebayo",NA,"Michael Carter-Williams","G","71.64%",21.5
3,937414334,"answer634 (1/2)",0,304.25,"UTIL Russell Westbrook C Clint Capela SF Harrison Barnes PG Reggie Jackson SG Kentavious Caldwell-Pope PF Enes Kanter G Michael Carter-Williams F Bam Adebayo",NA,"Russell Westbrook","PG","58.76%",69.75
3,937414358,"answer634 (2/2)",0,304.25,"UTIL Russell Westbrook C Clint Capela SF Harrison Barnes PG Reggie Jackson SG Kentavious Caldwell-Pope PF Enes Kanter G Michael Carter-Williams F Bam Adebayo",NA,"Dennis Smith Jr.","SG","40.55%",16
5,937372359,"RufusTheCat (1/15)",0,303,"PG Russell Westbrook UTIL Clint Capela C Dwight Howard PF Tobias Harris SF Harrison Barnes SG Courtney Lee F Pascal Siakam G Tomas Satoransky",NA,"Bam Adebayo","PF","40.08%",18.75
5,937374878,"RufusTheCat (4/15)",0,303,"PG Russell Westbrook UTIL Clint Capela C Dwight Howard PF Tobias Harris SF Harrison Barnes SG Courtney Lee F Pascal Siakam G Tomas Satoransky",NA,"Pascal Siakam","PF","39.04%",15
5,937378797,"RufusTheCat (7/15)",0,303,"PG Russell Westbrook UTIL Clint Capela C Dwight Howard PF Tobias Harris SF Harrison Barnes SG Courtney Lee F Pascal Siakam G Tomas Satoransky",NA,"Steven Adams","UTIL","35.61%",20
5,937378822,"RufusTheCat (10/15)",0,303,"PG Russell Westbrook UTIL Clint Capela C Dwight Howard PF Tobias Harris SF Harrison Barnes SG Courtney Lee F Pascal Siakam G Tomas Satoransky",NA,"DeMarcus Cousins","F","34.40%",42.5
5,937381640,"RufusTheCat (13/15)",0,303,"PG Russell Westbrook UTIL Clint Capela C Dwight Howard PF Tobias Harris SF Harrison Barnes SG Courtney Lee F Pascal Siakam G Tomas Satoransky",NA,"Tyreke Evans","SG","31.50%",32.75
5,937420933,"cwargo03",0,303,"PG James Harden UTIL Russell Westbrook SG Brandon Ingram SF Courtney Lee F Caris LeVert PF Kyle O'Quinn G Norman Powell C Zaza Pachulia",NA,"Kristaps Porzingis","PF","27.84%",3.5
11,937400652,"aburrell04",0,302.75,"PG Russell Westbrook G Kyle Lowry C Myles Turner SF Harrison Barnes PF Larry Nance Jr. F Greg Monroe SG Lance Stephenson UTIL Michael Carter-Williams",NA,"Andre Drummond","C","21.98%",35.25
12,937071278,"chuckface8",0,301.75,"PG Kyle Lowry PF Draymond Green F Tyreke Evans G Jrue Holiday C Myles Turner SF Harrison Barnes SG Dennis Smith Jr. UTIL Ish Smith",NA,"Trevor Booker","PF","20.07%",31.5
13,936887715,"johnnysalami79",0,298.5,"PG Russell Westbrook C LaMarcus Aldridge SF Tobias Harris UTIL Jeremy Lamb F Kyle Anderson SG Courtney Lee G Tyus Jones PF Pascal Siakam",NA,"Caris LeVert","SG","16.01%",31
14,937036488,"EmileHeskey (5/51)",0,298,"G Kyle Lowry C Nikola Vucevic SF Tyreke Evans PF Harrison Barnes PG Reggie Jackson F Enes Kanter SG Dennis Smith Jr. UTIL Jordan Clarkson",NA,"Jonathon Simmons","SG","14.15%",8
14,937036502,"EmileHeskey (19/51)",0,298,"G Kyle Lowry C Nikola Vucevic SF Tyreke Evans PF Harrison Barnes PG Reggie Jackson F Enes Kanter SG Dennis Smith Jr. UTIL Jordan Clarkson",NA,"Jimmy Butler","SG","12.12%",30
14,937036516,"EmileHeskey (33/51)",0,298,"G Kyle Lowry C Nikola Vucevic SF Tyreke Evans PF Harrison Barnes PG Reggie Jackson F Enes Kanter SG Dennis Smith Jr. UTIL Jordan Clarkson",NA,"Kyle Lowry","UTIL","11.31%",55.75
14,937036530,"EmileHeskey (47/51)",0,298,"G Kyle Lowry C Nikola Vucevic SF Tyreke Evans PF Harrison Barnes PG Reggie Jackson F Enes Kanter SG Dennis Smith Jr. UTIL Jordan Clarkson",NA,"Wesley Matthews","SF","10.90%",15.25
18,937346566,"stumonchu",0,296.75,"PG Russell Westbrook UTIL Dwight Howard SF Robert Covington PF Harrison Barnes G Jeremy Lamb C Julius Randle SG Danny Green F Kelly Oubre Jr.",NA,"Kelly Olynyk","F","9.98%",28.75
19,937417514,"Smitty1581 (1/5)",0,296.5,"PG Russell Westbrook C Nikola Vucevic SF Harrison Barnes UTIL Brandon Ingram SG Kentavious Caldwell-Pope F Dirk Nowitzki G Courtney Lee PF Pascal Siakam",NA,"Sean Kilpatrick","SG","9.69%",9.25
19,937417515,"Smitty1581 (2/5)",0,296.5,"PG Russell Westbrook C Nikola Vucevic SF Harrison Barnes UTIL Brandon Ingram SG Kentavious Caldwell-Pope F Dirk Nowitzki G Courtney Lee PF Pascal Siakam",NA,"Dirk Nowitzki","F","8.82%",21.25
19,937417516,"Smitty1581 (3/5)",0,296.5,"PG Russell Westbrook C Nikola Vucevic SF Harrison Barnes UTIL Brandon Ingram SG Kentavious Caldwell-Pope F Dirk Nowitzki G Courtney Lee PF Pascal Siakam",NA,"Bradley Beal","SG","8.82%",31.5
19,937417517,"Smitty1581 (4/5)",0,296.5,"PG Russell Westbrook C Nikola Vucevic SF Harrison Barnes UTIL Brandon Ingram SG Kentavious Caldwell-Pope F Dirk Nowitzki G Courtney Lee PF Pascal Siakam",NA,"Greg Monroe","PF","7.95%",32.75
