"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","T.J. McConnell",4600,"WAS@PHI 11/29/2017 07:00PM ET",22.329,"PHI"
"C","Jonas Valanciunas",4600,"CHA@TOR 11/29/2017 07:30PM ET",21.283,"TOR"
"PF/C","Alex Len",4500,"PHO@DET 11/29/2017 07:00PM ET",24.056,"PHO"
"SG/SF","Jonathon Simmons",4500,"OKC@ORL 11/29/2017 07:00PM ET",21.845,"ORL"
"PF/C","Kyle O'Quinn",4500,"MIA@NY 11/29/2017 07:30PM ET",19.863,"NY"
"PG/SG","Tyus Jones",4500,"MIN@NO 11/29/2017 08:00PM ET",11.55,"MIN"
"SG/SF","Danny Green",4500,"MEM@SA 11/29/2017 08:30PM ET",23.145,"SA"
"SG/SF","Josh Richardson",4400,"MIA@NY 11/29/2017 07:30PM ET",18.5,"MIA"
"PG","Tim Frazier",4400,"WAS@PHI 11/29/2017 07:00PM ET",13.895,"WAS"
"SF/PF","JaMychal Green",4400,"MEM@SA 11/29/2017 08:30PM ET",19.357,"MEM"
"C","Tyson Chandler",4300,"PHO@DET 11/29/2017 07:00PM ET",21.734,"PHO"
"PG","Tyler Ulis",4300,"PHO@DET 11/29/2017 07:00PM ET",16.788,"PHO"
"PG/SG","Tyler Johnson",4300,"MIA@NY 11/29/2017 07:30PM ET",20.028,"MIA"
"SG/SF","Lance Stephenson",4300,"IND@HOU 11/29/2017 08:00PM ET",19.19,"IND"
"SG/SF","Joe Harris",4300,"BKN@DAL 11/29/2017 08:30PM ET",18.092,"BKN"
"SF/PF","Jerami Grant",4200,"OKC@ORL 11/29/2017 07:00PM ET",18.066,"OKC"
"PF/C","Kelly Olynyk",4200,"MIA@NY 11/29/2017 07:30PM ET",20.066,"MIA"
"SG/SF","Kelly Oubre Jr.",4200,"WAS@PHI 11/29/2017 07:00PM ET",22.105,"WAS"
"PG","Patty Mills",4200,"MEM@SA 11/29/2017 08:30PM ET",19.513,"SA"
"SG/SF","C.J. Miles",4200,"CHA@TOR 11/29/2017 07:30PM ET",17.313,"TOR"
"PG","Michael Carter-Williams",4200,"CHA@TOR 11/29/2017 07:30PM ET",14.25,"CHA"
"SG/SF","Josh Jackson",4100,"PHO@DET 11/29/2017 07:00PM ET",18.036,"PHO"
"PG","Jarrett Jack",4100,"MIA@NY 11/29/2017 07:30PM ET",19.278,"NY"
"SF/PF","Omri Casspi",4000,"GS@LAL 11/29/2017 10:30PM ET",13.958,"GS"
"SF/PF","Justise Winslow",4000,"MIA@NY 11/29/2017 07:30PM ET",18.421,"MIA"
"PG","Tony Parker",4000,"MEM@SA 11/29/2017 08:30PM ET",12,"SA"
"SF/PF","Chandler Parsons",4000,"MEM@SA 11/29/2017 08:30PM ET",16.882,"MEM"
"SG/SF","Norman Powell",4000,"CHA@TOR 11/29/2017 07:30PM ET",18.217,"TOR"
"SF","Michael Kidd-Gilchrist",4000,"CHA@TOR 11/29/2017 07:30PM ET",17.25,"CHA"
"SG/SF","Stanley Johnson",3900,"PHO@DET 11/29/2017 07:00PM ET",17.203,"DET"
"SG/SF","Andre Iguodala",3900,"GS@LAL 11/29/2017 10:30PM ET",17.382,"GS"
"SG/SF","Wayne Ellington",3900,"MIA@NY 11/29/2017 07:30PM ET",14.421,"MIA"
"PG/SG","Seth Curry",3900,"BKN@DAL 11/29/2017 08:30PM ET",0,"DAL"
"SG/SF","Dillon Brooks",3900,"MEM@SA 11/29/2017 08:30PM ET",18.145,"MEM"
"PF/C","Marquese Chriss",3800,"PHO@DET 11/29/2017 07:00PM ET",17.345,"PHO"
"PG","Ish Smith",3800,"PHO@DET 11/29/2017 07:00PM ET",18.895,"DET"
"SG/SF","Terrence Ross",3800,"OKC@ORL 11/29/2017 07:00PM ET",19.06,"ORL"
"SG/SF","Glenn Robinson III",3800,"IND@HOU 11/29/2017 08:00PM ET",0,"IND"
"PG/SG","Yogi Ferrell",3800,"BKN@DAL 11/29/2017 08:30PM ET",17.214,"DAL"
"PG/SG","Markelle Fultz",3800,"WAS@PHI 11/29/2017 07:00PM ET",12.438,"PHI"
"PF/C","Gorgui Dieng",3800,"MIN@NO 11/29/2017 08:00PM ET",13.853,"MIN"
"PG","Dejounte Murray",3800,"MEM@SA 11/29/2017 08:30PM ET",18.838,"SA"
"PF","Pascal Siakam",3800,"CHA@TOR 11/29/2017 07:30PM ET",18.819,"TOR"
"PF/C","Frank Kaminsky",3800,"CHA@TOR 11/29/2017 07:30PM ET",19.208,"CHA"
"PG/SG","Shaun Livingston",3700,"GS@LAL 11/29/2017 10:30PM ET",11.763,"GS"
"PG/SG","D.J. Augustin",3700,"OKC@ORL 11/29/2017 07:00PM ET",17.625,"ORL"
"PG/SG","Devin Harris",3700,"BKN@DAL 11/29/2017 08:30PM ET",15.6,"DAL"
"PF/C","Richaun Holmes",3700,"WAS@PHI 11/29/2017 07:00PM ET",10.219,"PHI"
"SG/SF","E'Twaun Moore",3700,"MIN@NO 11/29/2017 08:00PM ET",20.4,"NO"
"SG/SF","Manu Ginobili",3700,"MEM@SA 11/29/2017 08:30PM ET",14.985,"SA"
"PG/SG","Bryn Forbes",3700,"MEM@SA 11/29/2017 08:30PM ET",10.25,"SA"
"SF/PF","Marvin Williams",3700,"CHA@TOR 11/29/2017 07:30PM ET",18.711,"CHA"
"SG/SF","Patrick McCaw",3600,"GS@LAL 11/29/2017 10:30PM ET",8.958,"GS"
"PF/C","Bam Adebayo",3600,"MIA@NY 11/29/2017 07:30PM ET",9.5,"MIA"
"SF/PF","Michael Beasley",3600,"MIA@NY 11/29/2017 07:30PM ET",12.857,"NY"
"SF/PF","P.J. Tucker",3600,"IND@HOU 11/29/2017 08:00PM ET",18.988,"HOU"
"PG/SG","Sean Kilpatrick",3600,"BKN@DAL 11/29/2017 08:30PM ET",9.327,"BKN"
"SG","Jamal Crawford",3600,"MIN@NO 11/29/2017 08:00PM ET",14.775,"MIN"
"SF/PF","Nemanja Bjelica",3600,"MIN@NO 11/29/2017 08:00PM ET",13.514,"MIN"
"SG/SF","James Ennis III",3600,"MEM@SA 11/29/2017 08:30PM ET",14.958,"MEM"
"SG","Brandon Paul",3600,"MEM@SA 11/29/2017 08:30PM ET",9.014,"SA"
"C","Cody Zeller",3600,"CHA@TOR 11/29/2017 07:30PM ET",17.683,"CHA"
"PG/SG","Malik Monk",3600,"CHA@TOR 11/29/2017 07:30PM ET",13.103,"CHA"
"SF/PF","OG Anunoby",3600,"CHA@TOR 11/29/2017 07:30PM ET",12.921,"TOR"
"PF/C","David West",3500,"GS@LAL 11/29/2017 10:30PM ET",15.963,"GS"
"PG/SG","Frank Ntilikina",3500,"MIA@NY 11/29/2017 07:30PM ET",14.278,"NY"
"PG","Cory Joseph",3500,"IND@HOU 11/29/2017 08:00PM ET",18.69,"IND"
"SF/PF","Luc Richard Mbah a Moute",3500,"IND@HOU 11/29/2017 08:00PM ET",18.111,"HOU"
"PF/C","Dwight Powell",3500,"BKN@DAL 11/29/2017 08:30PM ET",14.563,"DAL"
"PG/SG","Isaiah Whitehead",3500,"BKN@DAL 11/29/2017 08:30PM ET",13.167,"BKN"
"SG","Jodie Meeks",3500,"WAS@PHI 11/29/2017 07:00PM ET",10.658,"WAS"
"PG/SG","Jameer Nelson",3500,"MIN@NO 11/29/2017 08:00PM ET",18.181,"NO"
"SG/SF","Shabazz Muhammad",3500,"MIN@NO 11/29/2017 08:00PM ET",7.938,"MIN"
"SG/SF","Ben McLemore",3500,"MEM@SA 11/29/2017 08:30PM ET",11.156,"MEM"
"PG/SG","Delon Wright",3500,"CHA@TOR 11/29/2017 07:30PM ET",16.536,"TOR"
"PF","Jared Dudley",3400,"PHO@DET 11/29/2017 07:00PM ET",11.893,"PHO"
"PF/C","Dragan Bender",3400,"PHO@DET 11/29/2017 07:00PM ET",13.893,"PHO"
"SF/PF","Anthony Tolliver",3400,"PHO@DET 11/29/2017 07:00PM ET",14.063,"DET"
"C","Ivica Zubac",3400,"GS@LAL 11/29/2017 10:30PM ET",1.6,"LAL"
"SG/SF","Andre Roberson",3400,"OKC@ORL 11/29/2017 07:00PM ET",13.289,"OKC"
"PG","Shelvin Mack",3400,"OKC@ORL 11/29/2017 07:00PM ET",15.647,"ORL"
"PF/C","Guillermo Hernangomez",3400,"MIA@NY 11/29/2017 07:30PM ET",9.896,"NY"
"C","Joakim Noah",3400,"MIA@NY 11/29/2017 07:30PM ET",5.25,"NY"
"PF/C","Al Jefferson",3400,"IND@HOU 11/29/2017 08:00PM ET",16.725,"IND"
"C","Nene Hilario",3400,"IND@HOU 11/29/2017 08:00PM ET",15.268,"HOU"
"C","Tyler Zeller",3400,"BKN@DAL 11/29/2017 08:30PM ET",14.938,"BKN"
"PF/C","Jarrett Allen",3400,"BKN@DAL 11/29/2017 08:30PM ET",11.896,"BKN"
"PF","Mike Scott",3400,"WAS@PHI 11/29/2017 07:00PM ET",13.309,"WAS"
"C","Ian Mahinmi",3400,"WAS@PHI 11/29/2017 07:00PM ET",8.882,"WAS"
"PF/C","Jason Smith",3400,"WAS@PHI 11/29/2017 07:00PM ET",5.938,"WAS"
"PF/C","Amir Johnson",3400,"WAS@PHI 11/29/2017 07:00PM ET",15.588,"PHI"
"PG/SG","Jerryd Bayless",3400,"WAS@PHI 11/29/2017 07:00PM ET",17.077,"PHI"
"SF","Darius Miller",3400,"MIN@NO 11/29/2017 08:00PM ET",11.7,"NO"
"PF/C","Jarell Martin",3400,"MEM@SA 11/29/2017 08:30PM ET",12.278,"MEM"
"PG/SG","Andrew Harrison",3400,"MEM@SA 11/29/2017 08:30PM ET",8.808,"MEM"
"C","Lucas Nogueira",3400,"CHA@TOR 11/29/2017 07:30PM ET",11.547,"TOR"
"PG","Fred VanVleet",3400,"CHA@TOR 11/29/2017 07:30PM ET",13.395,"TOR"
"PF/C","Jakob Poeltl",3400,"CHA@TOR 11/29/2017 07:30PM ET",14.974,"TOR"
"SG","Troy Daniels",3300,"PHO@DET 11/29/2017 07:00PM ET",9.345,"PHO"
"SG","Luke Kennard",3300,"PHO@DET 11/29/2017 07:00PM ET",10.696,"DET"
"SG","Nick Young",3300,"GS@LAL 11/29/2017 10:30PM ET",11.213,"GS"
"PG/SG","Raymond Felton",3300,"OKC@ORL 11/29/2017 07:00PM ET",14.684,"OKC"
"SF/PF","Jonathan Isaac",3300,"OKC@ORL 11/29/2017 07:00PM ET",16.229,"ORL"
"SG/SF","Alex Abrines",3300,"OKC@ORL 11/29/2017 07:00PM ET",7.697,"OKC"
"C","Dakari Johnson",3300,"OKC@ORL 11/29/2017 07:00PM ET",6.05,"OKC"
"SF/PF","Doug McDermott",3300,"MIA@NY 11/29/2017 07:30PM ET",13.975,"NY"
"PF/C","Tarik Black",3300,"IND@HOU 11/29/2017 08:00PM ET",10.1,"HOU"
"PF/C","Quincy Acy",3300,"BKN@DAL 11/29/2017 08:30PM ET",13.117,"BKN"
"PG/SG","Ian Clark",3300,"MIN@NO 11/29/2017 08:00PM ET",10.324,"NO"
"PF","Cheick Diallo",3300,"MIN@NO 11/29/2017 08:00PM ET",5.75,"NO"
"SF/PF","Dante Cunningham",3300,"MIN@NO 11/29/2017 08:00PM ET",12.425,"NO"
"PF/C","Brandan Wright",3300,"MEM@SA 11/29/2017 08:30PM ET",13.983,"MEM"
"SG/SF","Dwayne Bacon",3300,"CHA@TOR 11/29/2017 07:30PM ET",11.895,"CHA"
"C","Alan Williams",3200,"PHO@DET 11/29/2017 07:00PM ET",0,"PHO"
"PF/C","Jordan Bell",3200,"GS@LAL 11/29/2017 10:30PM ET",10.767,"GS"
"PF/C","Bismack Biyombo",3200,"OKC@ORL 11/29/2017 07:00PM ET",12.607,"ORL"
"SF/PF","Lance Thomas",3200,"MIA@NY 11/29/2017 07:30PM ET",7.426,"NY"
"SG","Damyean Dotson",3200,"MIA@NY 11/29/2017 07:30PM ET",4.417,"NY"
"PF","Maxi Kleber",3200,"BKN@DAL 11/29/2017 08:30PM ET",8.117,"DAL"
"C","Timofey Mozgov",3200,"BKN@DAL 11/29/2017 08:30PM ET",11.703,"BKN"
"C","Nerlens Noel",3200,"BKN@DAL 11/29/2017 08:30PM ET",12.132,"DAL"
"SG/SF","Timothe Luwawu-Cabarrot",3200,"WAS@PHI 11/29/2017 07:00PM ET",11.569,"PHI"
"PF/C","Deyonta Davis",3200,"MEM@SA 11/29/2017 08:30PM ET",10.536,"MEM"
"C","Zaza Pachulia",3100,"GS@LAL 11/29/2017 10:30PM ET",14.25,"GS"
"PF/C","Marreese Speights",3100,"OKC@ORL 11/29/2017 07:00PM ET",13.956,"ORL"
"PF/C","Patrick Patterson",3100,"OKC@ORL 11/29/2017 07:00PM ET",6.934,"OKC"
"PG","Ramon Sessions",3100,"MIA@NY 11/29/2017 07:30PM ET",12.464,"NY"
"PG","Bobby Brown",3100,"IND@HOU 11/29/2017 08:00PM ET",4.768,"HOU"
"C","Salah Mejri",3100,"BKN@DAL 11/29/2017 08:30PM ET",14.734,"DAL"
"PG/SG","Tomas Satoransky",3100,"WAS@PHI 11/29/2017 07:00PM ET",7.6,"WAS"
"PG/SG","Brandon Knight",3000,"PHO@DET 11/29/2017 07:00PM ET",0,"PHO"
"SF","Derrick Jones Jr.",3000,"PHO@DET 11/29/2017 07:00PM ET",4.417,"PHO"
"SG/SF","Davon Reed",3000,"PHO@DET 11/29/2017 07:00PM ET",0,"PHO"
"PG/SG","Langston Galloway",3000,"PHO@DET 11/29/2017 07:00PM ET",11,"DET"
"PF/C","Henry Ellenson",3000,"PHO@DET 11/29/2017 07:00PM ET",11.708,"DET"
"PF","Alec Peters",3000,"PHO@DET 11/29/2017 07:00PM ET",5.625,"PHO"
"SG/SF","Reggie Bullock",3000,"PHO@DET 11/29/2017 07:00PM ET",7.725,"DET"
"PF/C","Eric Moreland",3000,"PHO@DET 11/29/2017 07:00PM ET",7.578,"DET"
"C","Boban Marjanovic",3000,"PHO@DET 11/29/2017 07:00PM ET",10.25,"DET"
"PF/C","Jon Leuer",3000,"PHO@DET 11/29/2017 07:00PM ET",11.813,"DET"
"PG","Dwight Buycks",3000,"PHO@DET 11/29/2017 07:00PM ET",0,"DET"
"SF","Luis Montero",3000,"PHO@DET 11/29/2017 07:00PM ET",0,"DET"
"SF/PF","Kevon Looney",3000,"GS@LAL 11/29/2017 10:30PM ET",10.482,"GS"
"PG","Quinn Cook",3000,"GS@LAL 11/29/2017 10:30PM ET",5.167,"GS"
"C","JaVale McGee",3000,"GS@LAL 11/29/2017 10:30PM ET",9.092,"GS"
"SG/SF","Corey Brewer",3000,"GS@LAL 11/29/2017 10:30PM ET",8.1,"LAL"
"SF/PF","Luol Deng",3000,"GS@LAL 11/29/2017 10:30PM ET",5,"LAL"
"C","Andrew Bogut",3000,"GS@LAL 11/29/2017 10:30PM ET",7.404,"LAL"
"PG/SG","Tyler Ennis",3000,"GS@LAL 11/29/2017 10:30PM ET",4.725,"LAL"
"PG/SG","Vander Blue",3000,"GS@LAL 11/29/2017 10:30PM ET",0.938,"LAL"
"PG/SG","Josh Hart",3000,"GS@LAL 11/29/2017 10:30PM ET",7.8,"LAL"
"PF","Chris Boucher",3000,"GS@LAL 11/29/2017 10:30PM ET",0,"GS"
"C","Damian Jones",3000,"GS@LAL 11/29/2017 10:30PM ET",0,"GS"
"PG/SG","Alex Caruso",3000,"GS@LAL 11/29/2017 10:30PM ET",4.75,"LAL"
"PF/C","Thomas Bryant",3000,"GS@LAL 11/29/2017 10:30PM ET",0,"LAL"
"SG/SF","Kyle Singler",3000,"OKC@ORL 11/29/2017 07:00PM ET",2,"OKC"
"SG/SF","Arron Afflalo",3000,"OKC@ORL 11/29/2017 07:00PM ET",5.3,"ORL"
"PG/SF","Mario Hezonja",3000,"OKC@ORL 11/29/2017 07:00PM ET",6.938,"ORL"
"PF/C","Nick Collison",3000,"OKC@ORL 11/29/2017 07:00PM ET",4.625,"OKC"
"SG/SF","Jamel Artis",3000,"OKC@ORL 11/29/2017 07:00PM ET",0,"ORL"
"PF","Adreian Payne",3000,"OKC@ORL 11/29/2017 07:00PM ET",0,"ORL"
"PF/C","Khem Birch",3000,"OKC@ORL 11/29/2017 07:00PM ET",3,"ORL"
"SG/SF","Wes Iwundu",3000,"OKC@ORL 11/29/2017 07:00PM ET",4.05,"ORL"
"SF/PF","Josh Huestis",3000,"OKC@ORL 11/29/2017 07:00PM ET",6.531,"OKC"
"SG/SF","Terrance Ferguson",3000,"OKC@ORL 11/29/2017 07:00PM ET",2.063,"OKC"
"SF","Daniel Hamilton",3000,"OKC@ORL 11/29/2017 07:00PM ET",0,"OKC"
"PG/SG","PJ Dozier",3000,"OKC@ORL 11/29/2017 07:00PM ET",0,"OKC"
"SG/SF","Rodney McGruder",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA"
"SF/PF","Okaro White",3000,"MIA@NY 11/29/2017 07:30PM ET",8.45,"MIA"
"PF/C","Udonis Haslem",3000,"MIA@NY 11/29/2017 07:30PM ET",2,"MIA"
"C","A.J. Hammons",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA"
"PG/SG","Derrick Walton Jr.",3000,"MIA@NY 11/29/2017 07:30PM ET",0.813,"MIA"
"PF/C","Jordan Mickey",3000,"MIA@NY 11/29/2017 07:30PM ET",11.083,"MIA"
"SG","Matt Williams",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA"
"PG/SG","Ron Baker",3000,"MIA@NY 11/29/2017 07:30PM ET",9,"NY"
"PF","Isaiah Hicks",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"NY"
"PF","Luke Kornet",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"NY"
"SF/PF","TJ Leaf",3000,"IND@HOU 11/29/2017 08:00PM ET",7.838,"IND"
"PF/C","Ike Anigbogu",3000,"IND@HOU 11/29/2017 08:00PM ET",2,"IND"
"PG/SG","Joe Young",3000,"IND@HOU 11/29/2017 08:00PM ET",4.75,"IND"
"SG/SF","Damien Wilkins",3000,"IND@HOU 11/29/2017 08:00PM ET",3.477,"IND"
"PF/C","Chinanu Onuaku",3000,"IND@HOU 11/29/2017 08:00PM ET",0,"HOU"
