"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Actual","ValueWR","TierRank"
"WR","Steve Smith Sr. (7498890)","Steve Smith",7498890,4500,"Oak@Bal 01:00PM ET","Bal","Steve","Smith","Oak",13.13,15.3,11.6,15.3,1,0.235849056603774,13.9500930460569,12.5767036654726,0,28.1,0,4
"TE","Jason Witten (7499036)","Jason Witten",7499036,4500,"Dal@SF 04:25PM ET","Dal","Jason","Witten","SF",10.6,10.4,9.69,10.4,3,0.194174757281553,9.85803635045536,8.89128209528242,1,11.7,0,4
"RB","Isaiah Crowell (7498739)","Isaiah Crowell",7498739,4400,"Cle@Was 01:00PM ET","Cle","Isaiah","Crowell","Was",11.22,11.7,11.27,11.7,6,0.0495049504950495,10.9321971342928,9.85857564712879,1,25.4,0,6
"WR","Quincy Enunwa (7498860)","Quincy Enunwa",7498860,4400,"Sea@NYJ 01:00PM ET","NYJ","Quincy","Enunwa","Sea",11.44,9.8,10.28,9.8,2,0.212389380530973,9.61480585730975,8.6750482612427,1,12,0,7
"WR","Tyrell Williams (7498942)","Tyrell Williams",7498942,4400,"NO@SD 04:25PM ET","SD","Tyrell","Williams","NO",17.23,12.7,14.3,12.7,2,0.192307692307692,12.9992476177252,11.7337239826897,1,9,0,5
"RB","Matt Jones (7498742)","Matt Jones",7498742,4300,"Cle@Was 01:00PM ET","Was","Matt","Jones","Cle",13.64,12.3,12.08,12.3,8,0.04,11.9064711132547,10.7412215021734,0,24.8,0,5
"WR","Terrelle Pryor Sr. (7498847)","Terrelle Pryor",7498847,4300,"Cle@Was 01:00PM ET","Cle","Terrelle","Pryor","Was",18.27,13.9,13.53,13.9,1,0.316831683168317,14.0956589970901,12.722216404491,0,15,1,5
"WR","John Brown (7498928)","John Brown",7498928,4300,"LA@Ari 04:25PM ET","Ari","John","Brown","LA",10.49,13.2,10.33,13.2,3,0.145161290322581,11.8474910283741,10.6792168177424,0,27.4,0,5
"WR","Jamison Crowder (7498851)","Jamison Crowder",7498851,4200,"Cle@Was 01:00PM ET","Was","Jamison","Crowder","Cle",11.71,10.7,11.04,10.7,1,0.2,10.3227486931321,9.31216293627083,1,4.1,0,7
"WR","Anquan Boldin (7498901)","Anquan Boldin",7498901,4200,"Det@Chi 01:00PM ET","Det","Anquan","Boldin","Chi",10.17,9.4,9.19,9.4,5,0.146341463414634,9.0422811586962,8.15680218831266,1,9.1,0,7
"RB","Carlos Hyde (7498817)","Carlos Hyde",7498817,4200,"Dal@SF 04:25PM ET","SF","Carlos","Hyde","Dal",16.31,14.9,13.26,14.9,5,0.0721649484536082,14.3754651302293,12.9681304433008,1,14.9,0,3
"WR","Markus Wheaton (7498957)","Markus Wheaton",7498957,4100,"KC@Pit 08:30PM ET","Pit","Markus","Wheaton","KC",7.95,10.7,8.43,10.7,6,0.0431034482758621,9.47958197329498,8.5435404825965,0,12,0,7
"RB","Duke Johnson Jr. (7498741)","Duke Johnson",7498741,4000,"Cle@Was 01:00PM ET","Cle","Duke","Johnson","Was",10.29,11.9,10.57,9.27479733392602,2,0.178217821782178,10.8675137611142,9.7977800293384,0,13.4,0,6
"WR","Pierre Garcon (7498846)","Pierre Garcon",7498846,4000,"Cle@Was 01:00PM ET","Was","Pierre","Garcon","Cle",10.9,11.3,9.39,10.1821764337557,4,0.16,10.572706580319,9.53452939627073,0,7.9,0,7
"TE","Jimmy Graham (7498980)","Jimmy Graham",7498980,4000,"Sea@NYJ 01:00PM ET","Sea","Jimmy","Graham","NYJ",13.73,10.3,9.45,4.22871057823057,4,0.138613861386139,10.487994874376,9.46646151030584,0,20.3,0,4
"WR","Tavon Austin (7498929)","Tavon Austin",7498929,4000,"LA@Ari 04:25PM ET","LA","Tavon","Austin","Ari",10.17,11,10.7,20.8922287095196,1,0.304347826086957,10.1932078954981,9.19132848411111,0,2.8,1,7
"WR","Tyler Lockett (7498864)","Tyler Lockett",7498864,3900,"Sea@NYJ 01:00PM ET","Sea","Tyler","Lockett","NYJ",9.4,11.4,10.46,13.4280587521819,2,0.158415841584158,10.3082697993064,9.29255599174975,0,2.3,0,7
"RB","Fozzy Whittaker (7498763)","Fozzy Whittaker",7498763,3900,"Car@Atl 01:00PM ET","Car","Fozzy","Whittaker","Atl",8.61,6.5,7.97,0.169597277434123,5,0.0990990990990991,6.60640195809755,5.96282672724927,1,18.2,0,0
"TE","Dennis Pitta (7499000)","Dennis Pitta",7499000,3900,"Oak@Bal 01:00PM ET","Bal","Dennis","Pitta","Oak",14.2,11.4,11.85,17.6866430162065,2,0.216981132075472,11.384652845907,10.2737761453766,1,4.7,0,3
"WR","Kenny Britt (7498924)","Kenny Britt",7498924,3900,"LA@Ari 04:25PM ET","LA","Kenny","Britt","Ari",9.47,7.2,8.77,10.0694366346083,2,0.260869565217391,7.30278436796432,6.59123392585256,0,12.2,0,0
"RB","Alfred Morris (7498814)","Alfred Morris",7498814,3900,"Dal@SF 04:25PM ET","Dal","Alfred","Morris","SF",3.35,4.3,4.96,1.72705457433817,9,0.0194174757281553,3.84434127309512,3.4650993188437,0,3.4,0,0
"WR","Torrey Smith (7498945)","Torrey Smith",7498945,3900,"Dal@SF 04:25PM ET","SF","Torrey","Smith","Dal",9.87,12,10.87,10.817998617299,2,0.206185567010309,10.8452631655868,9.77658115938346,0,1.3,0,6
"WR","Cole Beasley (7498949)","Cole Beasley",7498949,3900,"Dal@SF 04:25PM ET","Dal","Cole","Beasley","SF",13.28,13,10.48,13.6096684657258,1,0.262135922330097,12.3292728321105,11.1202352450632,1,10.3,0,5
"RB","Justin Forsett (7498768)","Justin Forsett",7498768,3800,"Oak@Bal 01:00PM ET","Bal","Justin","Forsett","Oak",0,3.8,0,6.19087082749946,10,0,2.73345099990453,2.4569999525213,0,0,0,0
"RB","Dwayne Washington (7498785)","Dwayne Washington",7498785,3800,"Det@Chi 01:00PM ET","Det","Dwayne","Washington","Chi",8.98,8,9.96,8.57136134976553,9,0.00813008130081301,7.7683669670248,7.00833084973571,0,2.4,0,8
"WR","Michael Thomas (7498943)","Michael Thomas",7498943,3800,"NO@SD 04:25PM ET","NO","Michael","Thomas","SD",9.04,10.7,11.04,10.2000043073174,3,0.158273381294964,9.72401062346053,8.76635922581592,0,14.4,1,7
"WR","Chris Hogan (7498875)","Chris Hogan",7498875,3700,"Buf@NE 01:00PM ET","NE","Chris","Hogan","Buf",8.55,6.8,7.47,0,3,0.145833333333333,6.8087459331654,6.14453515579114,0,0,0,0
"WR","Ted Ginn Jr. (7498879)","Ted Ginn",7498879,3700,"Car@Atl 01:00PM ET","Car","Ted","Ginn","Atl",8.22,9.3,7.57,7.55093818292135,4,0.108108108108108,8.53306762496459,7.69352360741437,0,3.4,0,7
"RB","Jordan Howard (7498786)","Jordan Howard",7498786,3700,"Det@Chi 01:00PM ET","Chi","Jordan","Howard","Det",12.38,14.2,12.28,14.2,6,0.0761904761904762,12.9906460634743,11.712151188107,0,19.2,0,4
"TE","Eric Ebron (7499011)","Eric Ebron",7499011,3700,"Det@Chi 01:00PM ET","Det","Eric","Ebron","Chi",12.87,10.3,10.84,10.0129482234785,3,0.16260162601626,10.2951429118601,9.29065956611437,1,8.2,0,4
"TE","Gary Barnidge (7498974)","Gary Barnidge",7498974,3600,"Cle@Was 01:00PM ET","Cle","Gary","Barnidge","Was",9.94,8.9,11.2,6.31291217200411,3,0.148514851485149,8.63103986579599,7.7864959218477,0,12.7,0,6
"RB","James White (7498758)","James White",7498758,3600,"Buf@NE 01:00PM ET","NE","James","White","Buf",7.93,10.2,8.49,10.2744348242279,3,0.145833333333333,9.11543243868355,8.2161625978527,0,11.2,0,7
"WR","Danny Amendola (7498868)","Danny Amendola",7498868,3600,"Buf@NE 01:00PM ET","NE","Danny","Amendola","Buf",7.95,6.2,4.96,13.3418421857054,5,0.114583333333333,6.24260052603961,5.63393527566337,0,0,1,0
"WR","Devin Funchess (7498888)","Devin Funchess",7498888,3600,"Car@Atl 01:00PM ET","Car","Devin","Funchess","Atl",6.49,3.8,6.99,6.97936828261262,5,0.0990990990990991,4.18881057749574,3.78369136857089,0,7.6,0,0
"WR","Sammie Coates (7498960)","Sammie Coates",7498960,3600,"KC@Pit 08:30PM ET","Pit","Sammie","Coates","KC",9.5,6.1,6.88,0.485215292458476,5,0.0948275862068965,6.51824963045427,5.8861297234513,0,13.8,0,0
"RB","Derrick Henry (7498735)","Derrick Henry",7498735,3500,"Ten@Hou 01:00PM ET","Ten","Derrick","Henry","Hou",6.74,6.6,6.69,6.23140029130691,8,0.0277777777777778,6.25899398390953,5.64521760255289,0,0.9,0,0
"TE","Martellus Bennett (7498987)","Martellus Bennett",7498987,3500,"Buf@NE 01:00PM ET","NE","Martellus","Bennett","Buf",5.55,7.8,8.23,6.04235069631382,2,0.177083333333333,6.85533573954123,6.17785149464841,0,18.9,0,7
"WR","Seth Roberts (7498899)","Seth Roberts",7498899,3500,"Oak@Bal 01:00PM ET","Oak","Seth","Roberts","Bal",7.56,6.4,6.58,6.71700006831722,4,0.121951219512195,6.29901024560355,5.683526925156,0,10.2,0,0
"WR","Eddie Royal (7498902)","Eddie Royal",7498902,3500,"Det@Chi 01:00PM ET","Chi","Eddie","Royal","Det",7.39,9.5,9.22,9.5,4,0.142857142857143,8.49080889859015,7.65317007615787,1,27.1,0,7
"RB","Dexter McCluster (7498805)","Dexter McCluster",7498805,3500,"NO@SD 04:25PM ET","SD","Dexter","McCluster","NO",6.4,3,7.14,3,9,0.0288461538461538,3.59316502697103,3.24803034279116,0,3.1,0,0
"WR","Eli Rogers (7498961)","Eli Rogers",7498961,3500,"KC@Pit 08:30PM ET","Pit","Eli","Rogers","KC",0,0,0,3.18179800979953,4,0.120689655172414,0,0,0,0,0,0
"RB","Chris Thompson (7498736)","Chris Thompson",7498736,3400,"Cle@Was 01:00PM ET","Was","Chris","Thompson","Cle",7.65,8.5,8.9,9.47907976538073,5,0.064,7.82978376977982,7.05974056627196,0,12,0,8
"RB","Rob Kelley (7498738)","Rob Kelley",7498738,3400,"Cle@Was 01:00PM ET","Was","Rob","Kelley","Cle",0,2.1,0,2.1,13,0,1.5105913420525,1.35781576323546,0,0.4,0,0
"WR","Robert Woods (7498874)","Robert Woods",7498874,3400,"Buf@NE 01:00PM ET","Buf","Robert","Woods","NE",9.65,10.1,8.13,10.1,1,0.205128205128205,9.4292034426653,8.50310859274824,0,15.9,0,7
"RB","Cameron Artis-Payne (7498767)","Cameron Artis-Payne",7498767,3400,"Car@Atl 01:00PM ET","Car","Cameron","Artis-Payne","Atl",9.8,8.3,9.51,13.0046165981444,10,0.00900900900900901,8.16804783396943,7.36992963977583,0,1.2,0,8
"TE","Jacob Tamme (7498993)","Jacob Tamme",7498993,3400,"Car@Atl 01:00PM ET","Atl","Jacob","Tamme","Car",10.17,10.5,9.44,14.0316091111213,2,0.184466019417476,9.83354329024751,8.86803901667409,1,8.3,0,4
"RB","Terrance West (7498774)","Terrance West",7498774,3400,"Oak@Bal 01:00PM ET","Bal","Terrance","West","Oak",8.91,9.6,9.58,7.02921652320833,5,0.0660377358490566,8.90359645106378,8.02854768496043,0,20.3,0,7
"RB","Jalen Richard (7498778)","Jalen Richard",7498778,3400,"Oak@Bal 01:00PM ET","Oak","Jalen","Richard","Bal",4.25,4,5.91,6.04075486559465,6,0.040650406504065,3.83036433118237,3.45510441718651,0,3,0,0
"WR","Kevin White (7498910)","Kevin White",7498910,3400,"Det@Chi 01:00PM ET","Chi","Kevin","White","Det",10.14,11.5,10.18,11.5,1,0.266666666666667,10.5461451067074,9.50848532558795,0,11.5,0,6
"WR","Vincent Jackson (7498911)","Vincent Jackson",7498911,3400,"Den@TB 04:05PM ET","TB","Vincent","Jackson","Den",9.64,10,8.71,9.11090090755441,3,0.164285714285714,9.35502805693477,8.43640649060745,0,6.8,0,7
"RB","Chris Johnson (7498795)","Chris Johnson",7498795,3400,"LA@Ari 04:25PM ET","Ari","Chris","Johnson","LA",4.11,3.1,4.14,0.201177399252087,11,0,3.15157353620545,2.84456445465244,0,3.4,0,0
"WR","Jeremy Kerley (7498946)","Jeremy Kerley",7498946,3400,"Dal@SF 04:25PM ET","SF","Jeremy","Kerley","Dal",9.02,7.9,9.01,12.0798528137285,1,0.247422680412371,7.70540390469635,6.95184979086186,0,20.8,0,0
"RB","Charcandrick West (7498832)","Charcandrick West",7498832,3400,"KC@Pit 08:30PM ET","KC","Charcandrick","West","Pit",0,0,0,0,5,0.0948275862068965,0,0,0,0,0,0
"RB","Bilal Powell (7498744)","Bilal Powell",7498744,3300,"Sea@NYJ 01:00PM ET","NYJ","Bilal","Powell","Sea",6.75,5.6,5.76,5.6,5,0.106194690265487,5.54190723808875,5.00068287633226,0,14,0,0
"RB","DeAndre Washington (7498776)","DeAndre Washington",7498776,3300,"Oak@Bal 01:00PM ET","Oak","DeAndre","Washington","Bal",6.53,4.3,4.96,3.8908059606835,9,0.024390243902439,4.55744504146801,4.11515767062146,0,6.6,0,0
"RB","Kenneth Dixon (7498777)","Kenneth Dixon",7498777,3300,"Oak@Bal 01:00PM ET","Bal","Kenneth","Dixon","Oak",0,6,0,6,10,0,4.31597526300715,3.87947360924416,0,0,0,0
"WR","Jaron Brown (7498927)","Jaron Brown",7498927,3300,"LA@Ari 04:25PM ET","Ari","Jaron","Brown","LA",4.08,2.5,3.59,1.16566042583507,6,0.0725806451612903,2.71324861586348,2.45048446776786,0,1.7,0,0
"RB","Tim Hightower (7498803)","Tim Hightower",7498803,3300,"NO@SD 04:25PM ET","NO","Tim","Hightower","SD",3.1,5.4,4.29,6.31598461714135,10,0.00719424460431655,4.57954178763598,4.1252309308704,0,1.1,0,0
"WR","Dontrelle Inman (7498935)","Dontrelle Inman",7498935,3300,"NO@SD 04:25PM ET","SD","Dontrelle","Inman","NO",9.23,8.8,9.46,9.71596052014773,3,0.115384615384615,8.3998919524362,7.57669921396966,0,28,0,0
"RB","Shaun Draughn (7498813)","Shaun Draughn",7498813,3300,"Dal@SF 04:25PM ET","SF","Shaun","Draughn","Dal",4.84,7.3,5.81,7.12356901806527,7,0.0515463917525773,6.33645614198096,5.70942321282077,0,1.8,0,0
"WR","Andre Johnson (7498833)","Andre Johnson",7498833,3200,"Ten@Hou 01:00PM ET","Ten","Andre","Johnson","Hou",4.5,2.1,3.64,4.59852701369835,4,0.138888888888889,2.51970044824055,2.27770965726059,0,6.3,0,0
"WR","Jermaine Kearse (7498859)","Jermaine Kearse",7498859,3200,"Sea@NYJ 01:00PM ET","Sea","Jermaine","Kearse","NYJ",8.12,7.6,8.24,8.84439825511132,2,0.158415841584158,7.28778332030839,6.57389733159463,0,5.3,0,0
"RB","Andre Ellington (7498797)","Andre Ellington",7498797,3200,"LA@Ari 04:25PM ET","Ari","Andre","Ellington","LA",0,4.1,0,3.3942297943118,8,0.0241935483870968,2.94924976305489,2.65097363298351,0,1.4,0,0
"RB","Benny Cunningham (7498798)","Benny Cunningham",7498798,3200,"LA@Ari 04:25PM ET","LA","Benny","Cunningham","Ari",2.84,5.4,3.53,2.43992989205631,6,0.0434782608695652,4.52123770594512,4.07208150588228,0,0,0,0
"TE","Coby Fleener (7499031)","Coby Fleener",7499031,3200,"NO@SD 04:25PM ET","NO","Coby","Fleener","SD",11.57,11.1,9.28,8.78746431483454,2,0.165467625899281,10.5790858718067,9.542175589073,0,4.9,0,3
"RB","Alfred Blue (7498730)","Alfred Blue",7498730,3100,"Ten@Hou 01:00PM ET","Hou","Alfred","Blue","Ten",2.58,1.7,1.96,3.13524345341899,11,0,1.80141554539984,1.62659002186026,0,3.3,0,0
"WR","Rishard Matthews (7498838)","Rishard Matthews",7498838,3100,"Ten@Hou 01:00PM ET","Ten","Rishard","Matthews","Hou",8.95,11.5,6.49,9.09309439544558,3,0.148148148148148,10.2792918097377,9.26522449583464,0,10.2,0,6
"WR","Jaelen Strong (7498842)","Jaelen Strong",7498842,3100,"Ten@Hou 01:00PM ET","Hou","Jaelen","Strong","Ten",3.46,6.3,3.83,5.79291018105369,7,0.0467289719626168,5.3076668055821,4.78074348377903,0,8.1,0,0
"RB","C.J. Prosise (7498748)","C.J. Prosise",7498748,3100,"Sea@NYJ 01:00PM ET","Sea","C.J.","Prosise","NYJ",0,0,0,0,9,0.0099009900990099,0,0,0,0,0,0
"RB","Ka'Deem Carey (7498783)","Ka'Deem Carey",7498783,3100,"Det@Chi 01:00PM ET","Chi","Ka'Deem","Carey","Det",0,0,6.79,0,8,0.00952380952380952,0,0,0,0,0,0
"RB","Travaris Cadet (7498806)","Travaris Cadet",7498806,3100,"NO@SD 04:25PM ET","NO","Travaris","Cadet","SD",7.33,5.6,6.93,8.23638518849413,4,0.129496402877698,5.67197018955299,5.11924697822883,0,0,0,0
"WR","Terrance Williams (7498948)","Terrance Williams",7498948,3100,"Dal@SF 04:25PM ET","Dal","Terrance","Williams","SF",8.94,9.9,7.03,11.6717778294152,4,0.0970873786407767,9.1261226082554,8.2286539913828,0,14.4,0,7
"TE","Jesse James (7499050)","Jesse James",7499050,3100,"KC@Pit 08:30PM ET","Pit","Jesse","James","KC",9.58,9.1,8.08,15.3323202751766,3,0.146551724137931,8.69417697940119,7.84222019730049,1,9.5,0,6
"RB","Jonathan Grimes (7498728)","Jonathan Grimes",7498728,3000,"Ten@Hou 01:00PM ET","Hou","Jonathan","Grimes","Ten",4.64,0,0,0,5,0.0654205607476635,1.0405036117139,0.948512815172585,0,0,0,0
"RB","Jay Prosch (7498731)","Jay Prosch",7498731,3000,"Ten@Hou 01:00PM ET","Hou","Jay","Prosch","Ten",0,0,0,0,11,0,0,0,0,1.6,0,0
"RB","Jalston Fowler (7498732)","Jalston Fowler",7498732,3000,"Ten@Hou 01:00PM ET","Ten","Jalston","Fowler","Hou",0,0,0,0,11,0.00925925925925926,0,0,0,0,0,0
"RB","Antonio Andrews (7498733)","Antonio Andrews",7498733,3000,"Ten@Hou 01:00PM ET","Ten","Antonio","Andrews","Hou",0,0,0,0,0,0,0,0,0,0,0,0
"RB","Tyler Ervin (7498734)","Tyler Ervin",7498734,3000,"Ten@Hou 01:00PM ET","Hou","Tyler","Ervin","Ten",0,0,0,0,10,0.0186915887850467,0,0,0,0,0,0
"WR","Harry Douglas (7498834)","Harry Douglas",7498834,3000,"Ten@Hou 01:00PM ET","Ten","Harry","Douglas","Hou",0,1.6,0,2.01968482938791,6,0.0740740740740741,1.15092673680191,1.03452629579844,0,0,0,0
"WR","Marc Mariani (7498835)","Marc Mariani",7498835,3000,"Ten@Hou 01:00PM ET","Ten","Marc","Mariani","Hou",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Kendall Wright (7498836)","Kendall Wright",7498836,3000,"Ten@Hou 01:00PM ET","Ten","Kendall","Wright","Hou",8.54,5.4,4.4,6.49278007899446,12,0,5.79944257378332,5.23728043831412,0,3.4,0,0
"WR","Keith Mumphery (7498837)","Keith Mumphery",7498837,3000,"Ten@Hou 01:00PM ET","Hou","Keith","Mumphery","Ten",0,2.3,0,2.3,11,0,1.65445718415274,1.48713155021026,0,0,0,0
"WR","Braxton Miller (7498840)","Braxton Miller",7498840,3000,"Ten@Hou 01:00PM ET","Hou","Braxton","Miller","Ten",0,0,5.3,0,7,0.0467289719626168,0,0,0,0,0,0
"RB","Malcolm Johnson (7498737)","Malcolm Johnson",7498737,3000,"Cle@Was 01:00PM ET","Cle","Malcolm","Johnson","Was",0,0,0,0,8,0.0297029702970297,0,0,0,1.3,0,0
"RB","George Atkinson III (7498740)","George Atkinson III",7498740,3000,"Cle@Was 01:00PM ET","Cle","George","Atkinson III","Was",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Andrew Hawkins (7498844)","Andrew Hawkins",7498844,3000,"Cle@Was 01:00PM ET","Cle","Andrew","Hawkins","Was",7.9,9,8.06,11.5207028831586,5,0.099009900990099,8.24550999204086,7.4341352500437,0,5.8,0,7
"WR","Ryan Grant (7498848)","Ryan Grant",7498848,3000,"Cle@Was 01:00PM ET","Was","Ryan","Grant","Cle",0,1.3,0,1.3,9,0.024,0.93512797365155,0.840552615336235,0,0,0,0
"WR","Josh Doctson (7498849)","Josh Doctson",7498849,3000,"Cle@Was 01:00PM ET","Was","Josh","Doctson","Cle",0,0,5.37,0,6,0.048,0,0,0,0,0,0
"WR","Rashad Ross (7498850)","Rashad Ross",7498850,3000,"Cle@Was 01:00PM ET","Was","Rashad","Ross","Cle",0,0,0,0,10,0.008,0,0,0,0,0,0
"WR","Jordan Payton (7498852)","Jordan Payton",7498852,3000,"Cle@Was 01:00PM ET","Cle","Jordan","Payton","Was",0,0,0,0,10,0,0,0,0,0,0,0
"WR","Ricardo Louis (7498853)","Ricardo Louis",7498853,3000,"Cle@Was 01:00PM ET","Cle","Ricardo","Louis","Was",7.06,6.8,5.32,6.72535194460914,7,0.0396039603960396,6.47461869578314,5.83994806643615,0,5.8,0,0
"WR","Rashard Higgins (7498855)","Rashard Higgins",7498855,3000,"Cle@Was 01:00PM ET","Cle","Rashard","Higgins","Was",3.75,4.2,3.6,4.2,9,0.0198019801980198,3.86210693926172,3.48220977149186,0,0,0,0
"RB","Terrence Magee (7498746)","Terrence Magee",7498746,3000,"Sea@NYJ 01:00PM ET","Sea","Terrence","Magee","NYJ",0,0,6.9,0,0,0,0,0,0,0,0,0
"RB","Troymaine Pope (7498749)","Troymaine Pope",7498749,3000,"Sea@NYJ 01:00PM ET","NYJ","Troymaine","Pope","Sea",0,0,0,0,0,0,0,0,0,0,0,0
"RB","Alex Collins (7498750)","Alex Collins",7498750,3000,"Sea@NYJ 01:00PM ET","Sea","Alex","Collins","NYJ",3.32,3.4,0,3.4,8,0.0198019801980198,3.19021758960279,2.8770456514969,0,0.1,0,0
"WR","Paul Richardson (7498861)","Paul Richardson",7498861,3000,"Sea@NYJ 01:00PM ET","Sea","Paul","Richardson","NYJ",4.6,2.3,2.92,1.4408039042072,5,0.0891089108910891,2.68599093714497,2.42746753076929,0,3.7,0,0
"WR","Charone Peake (7498862)","Charone Peake",7498862,3000,"Sea@NYJ 01:00PM ET","NYJ","Charone","Peake","Sea",0,2.9,0,2.9,10,0,2.08605471045346,1.87507891113468,0,12,0,0
"WR","Tanner McEvoy (7498863)","Tanner McEvoy",7498863,3000,"Sea@NYJ 01:00PM ET","Sea","Tanner","McEvoy","NYJ",0,0,0,0,11,0,0,0,0,11.2,0,0
"WR","Robby Anderson (7498865)","Robby Anderson",7498865,3000,"Sea@NYJ 01:00PM ET","NYJ","Robby","Anderson","Sea",3.77,8.7,7.56,8.7,7,0.0176991150442478,7.10357331587792,6.39590339573176,0,3.2,0,0
"WR","Jalin Marshall (7498866)","Jalin Marshall",7498866,3000,"Sea@NYJ 01:00PM ET","NYJ","Jalin","Marshall","Sea",0,0,0,0,6,0.0884955752212389,0,0,0,0,0,0
"RB","Reggie Bush (7498751)","Reggie Bush",7498751,3000,"Buf@NE 01:00PM ET","Buf","Reggie","Bush","NE",0,0,0,0,10,0.0128205128205128,0,0,0,0,0,0
"RB","Jerome Felton (7498752)","Jerome Felton",7498752,3000,"Buf@NE 01:00PM ET","Buf","Jerome","Felton","NE",0,0,0,0,11,0,0,0,0,1.7,0,0
"RB","James Develin (7498753)","James Develin",7498753,3000,"Buf@NE 01:00PM ET","NE","James","Develin","Buf",0,0,0,0,0,0,0,0,0,0,0,0
"RB","Brandon Bolden (7498756)","Brandon Bolden",7498756,3000,"Buf@NE 01:00PM ET","NE","Brandon","Bolden","Buf",0,0,3.37,0,11,0,0,0,0,3.5,0,0
"RB","Mike Gillislee (7498757)","Mike Gillislee",7498757,3000,"Buf@NE 01:00PM ET","Buf","Mike","Gillislee","NE",4.54,2.4,3.27,2.4,8,0.0384615384615385,2.74446907011258,2.47986017233636,0,5.3,0,0
"RB","D.J. Foster (7498759)","D.J. Foster",7498759,3000,"Buf@NE 01:00PM ET","NE","D.J.","Foster","Buf",0,2,0,2,7,0.0208333333333333,1.43865842100238,1.29315786974805,0,0,0,0
"RB","Jonathan Williams (7498760)","Jonathan Williams",7498760,3000,"Buf@NE 01:00PM ET","Buf","Jonathan","Williams","NE",0,1.9,0,1.9,11,0,1.36672549995227,1.22849997626065,0,0,0,0
"WR","Matthew Slater (7498867)","Matthew Slater",7498867,3000,"Buf@NE 01:00PM ET","NE","Matthew","Slater","Buf",0,0,0,0,8,0.0104166666666667,0,0,0,0,0,0
"WR","Brandon Tate (7498869)","Brandon Tate",7498869,3000,"Buf@NE 01:00PM ET","Buf","Brandon","Tate","NE",0,5.2,0,5.2,11,0,3.7405118946062,3.36221046134494,0,0.4,0,0
"WR","Greg Salas (7498870)","Greg Salas",7498870,3000,"Buf@NE 01:00PM ET","Buf","Greg","Salas","NE",0,0,5.34,0,6,0.0769230769230769,0,0,0,0,1,0
"WR","Marquise Goodwin (7498872)","Marquise Goodwin",7498872,3000,"Buf@NE 01:00PM ET","Buf","Marquise","Goodwin","NE",7.84,10.4,5.33,10.4,5,0.115384615384615,9.23911609866002,8.32708050694701,0,2.2,1,7
"WR","Walt Powell (7498873)","Walt Powell",7498873,3000,"Buf@NE 01:00PM ET","Buf","Walt","Powell","NE",0,4.7,0,4.7,6,0.0769230769230769,3.3808472893556,3.03892099390793,0,6.2,0,0
"WR","Malcolm Mitchell (7498877)","Malcolm Mitchell",7498877,3000,"Buf@NE 01:00PM ET","NE","Malcolm","Mitchell","Buf",4.83,1.7,3.75,2.90817423459285,6,0.09375,2.30597009849387,2.08653696887283,0,0,0,0
"RB","Mike Tolbert (7498761)","Mike Tolbert",7498761,3000,"Car@Atl 01:00PM ET","Car","Mike","Tolbert","Atl",0,5.4,3.92,5.4,7,0.045045045045045,3.88437773670644,3.49152624831975,0,0.9,0,0
"RB","Patrick DiMarco (7498764)","Patrick DiMarco",7498764,3000,"Car@Atl 01:00PM ET","Atl","Patrick","DiMarco","Car",0,0,0,0,11,0.00970873786407767,0,0,0,2.8,0,0
"WR","Eric Weems (7498878)","Eric Weems",7498878,3000,"Car@Atl 01:00PM ET","Atl","Eric","Weems","Car",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Aldrick Robinson (7498880)","Aldrick Robinson",7498880,3000,"Car@Atl 01:00PM ET","Atl","Aldrick","Robinson","Car",3.54,1.3,1.79,4.35134521052497,7,0.058252427184466,1.72896047051948,1.56420247863601,0,12.8,0,0
"WR","Brenton Bersin (7498882)","Brenton Bersin",7498882,3000,"Car@Atl 01:00PM ET","Car","Brenton","Bersin","Atl",0,0,0,0,11,0,0,0,0,0,0,0
"WR","Justin Hardy (7498884)","Justin Hardy",7498884,3000,"Car@Atl 01:00PM ET","Atl","Justin","Hardy","Car",5.74,4.8,5.04,4.61804619474107,6,0.0679611650485437,4.73995493696559,4.27695465444073,0,0,0,0
"WR","Corey Brown (7498885)","Corey Brown",7498885,3000,"Car@Atl 01:00PM ET","Car","Corey","Brown","Atl",0,5,0,5,3,0.117117117117117,3.59664605250596,3.23289467437013,0,15.8,0,0
"WR","Damiere Byrd (7498886)","Damiere Byrd",7498886,3000,"Car@Atl 01:00PM ET","Car","Damiere","Byrd","Atl",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Taylor Gabriel (7498889)","Taylor Gabriel",7498889,3000,"Car@Atl 01:00PM ET","Atl","Taylor","Gabriel","Car",0,0,7.56,0.692241910444638,7,0.058252427184466,0,0,0,7.9,0,0
"RB","Marcel Reece (7498769)","Marcel Reece",7498769,3000,"Oak@Bal 01:00PM ET","Oak","Marcel","Reece","Bal",0,0,0,0,0,0,0,0,0,0,0,0
