"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936056742,"McJester (3/3)",0,308,"C Hassan Whiteside PF Kevin Love SF Otto Porter F Dion Waiters SG Kris Dunn G Justin Holiday PG Ricky Rubio UTIL John Henson",NA,"Tim Frazier","PG","52.57%",9.25
2,936001146,"jzieg2313",0,305.75,"SG Devin Booker UTIL Bradley Beal PF Kevin Love C Derrick Favors G Denzel Valentine SF Justin Holiday PG Ricky Rubio F Kenneth Faried",NA,"Bradley Beal","SG","44.00%",21
3,936157916,"ahitspat (2/3)",0,303.5,"PF T.J. Warren UTIL Kevin Love F Otto Porter SG Will Barton PG Kris Dunn C Taj Gibson SF Justin Holiday G Ricky Rubio",NA,"Willie Cauley-Stein","F","42.48%",23.5
4,936454529,"turbbo2001",0,302,"F Giannis Antetokounmpo PF Kevin Love SF Dion Waiters SG Kris Dunn UTIL Justin Holiday C Marcin Gortat G Kelly Oubre Jr. PG Tim Frazier",NA,"Denzel Valentine","F","42.10%",24.5
5,936056740,"McJester (1/3)",0,301,"SF Devin Booker SG Bradley Beal PF Kevin Love G Kris Dunn F Justin Holiday PG Ricky Rubio C Marcin Gortat UTIL John Henson",NA,"Nikola Jokic","UTIL","39.24%",27
6,936089241,"BobbyFi (3/6)",0,298.75,"SF LeBron James PF Giannis Antetokounmpo C Kevin Love PG Ricky Rubio G Tyus Jones F Kenneth Faried SG Garrett Temple UTIL Tomas Satoransky",NA,"Eric Bledsoe","PG","34.48%",42.25
7,936350304,"Nabb_Melo",0,296.25,"PF Giannis Antetokounmpo UTIL Jimmy Butler PG Eric Bledsoe C Derrick Favors SG Justin Holiday F Willie Cauley-Stein SF Markieff Morris G Frank Mason III",NA,"Giannis Antetokounmpo","UTIL","32.57%",57.25
8,936441828,"drewdogg76",0,293.25,"SG Devin Booker G Jimmy Butler SF Andrew Wiggins F Otto Porter PF Derrick Favors PG Dwyane Wade C Willie Cauley-Stein UTIL Tyus Jones",NA,"Otto Porter","F","28.95%",33.5
9,935807967,"otisthebull",0,292.25,"SF LeBron James SG Jimmy Butler PF Kevin Love F Derrick Favors G Ricky Rubio C Robin Lopez PG Tyler Johnson UTIL Frank Mason III",NA,"Joe Ingles","G","27.43%",18
10,936624616,"DraftCheat (1/3)",0,287.25,"SF LeBron James G Eric Bledsoe PF Taj Gibson SG Justin Holiday PG Ricky Rubio UTIL Dwyane Wade F Willie Cauley-Stein C Marcin Gortat",NA,"Kevin Love","PF","25.33%",56.75
11,936089240,"BobbyFi (2/6)",0,285.5,"SF LeBron James SG Bradley Beal PF Kevin Love F Otto Porter G Justin Holiday UTIL John Henson C Kenneth Faried PG Tomas Satoransky",NA,"Markieff Morris","UTIL","25.14%",7
12,936381322,"theillmessiah (1/4)",0,283.75,"PF Giannis Antetokounmpo C Kevin Love SF Otto Porter UTIL Kris Dunn SG Denzel Valentine F Willie Cauley-Stein PG Tyus Jones G Tim Frazier",NA,"LeBron James","SF","24.19%",58
13,935724806,"ChipotleAddict (14/15)",0,282.5,"UTIL Nikola Jokic PF Kevin Love PG Eric Bledsoe G Donovan Mitchell F Derrick Favors SF Justin Holiday SG Joe Ingles C Tyson Chandler",NA,"Gary Harris","G","22.67%",26.25
