RB,-0.1832,-0.5001,-0.5415,0.1297,0.5734,-0.3245,-0.4853,1.0000,0.3128,-0.0116,0.0329,0.5247,0.1220,0.0277,-1.0000,-0.1150,#DIV/0!,1.0000,#DIV/0!,,,,
RB,0.2772,-0.1121,-0.1776,0.1885,0.5531,0.2505,0.5673,0.3128,1.0000,0.3278,0.4337,0.3345,-0.2064,0.6007,-1.0000,-0.6274,-1.0000,1.0000,#DIV/0!,,,,
WR,0.6981,0.2124,0.4604,0.3626,0.2204,-0.0694,-0.3376,-0.0116,0.3278,1.0000,0.0504,0.1564,-0.2262,0.4736,#DIV/0!,0.3139,-1.0000,1.0000,#DIV/0!,,,,
WR,0.4141,-0.2297,0.0144,-0.0079,0.0032,0.3409,0.6297,0.0329,0.4337,0.0504,1.0000,-0.2533,0.3756,-1.0000,-1.0000,0.2584,-1.0000,1.0000,#DIV/0!,,,,
RB,-0.1372,-0.2283,-0.1755,0.0579,0.2665,-0.4560,-0.4643,0.5247,0.3345,0.1564,-0.2533,1.0000,-0.2339,0.9189,-1.0000,-0.2579,#DIV/0!,-1.0000,#DIV/0!,,,,
TE,-0.0014,-0.3418,-0.4368,0.0346,-0.1998,0.6099,0.3863,0.1220,-0.2064,-0.2262,0.3756,-0.2339,1.0000,-0.1537,#DIV/0!,-0.6916,-1.0000,#DIV/0!,#DIV/0!,,,,
WR,0.6106,-0.0889,0.1872,0.7552,0.9103,-0.2805,-0.6100,0.0277,0.6007,0.4736,-1.0000,0.9189,-0.1537,1.0000,#DIV/0!,0.7491,#DIV/0!,#DIV/0!,#DIV/0!,,,,
TE,0.8796,0.9862,0.8100,0.8670,-0.8711,-0.3823,-0.1016,-1.0000,-1.0000,#DIV/0!,-1.0000,-1.0000,#DIV/0!,#DIV/0!,1.0000,0.9910,#DIV/0!,#DIV/0!,#DIV/0!,,,,
WR,0.1496,-0.0608,0.2870,-0.2404,-0.2560,-0.2229,-0.4395,-0.1150,-0.6274,0.3139,0.2584,-0.2579,-0.6916,0.7491,0.9910,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,,,,
RB,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,#DIV/0!,-1.0000,-1.0000,-1.0000,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,,,,
TE,1.0000,1.0000,#DIV/0!,1.0000,-1.0000,-1.0000,-1.0000,1.0000,1.0000,1.0000,1.0000,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,,,,
QB,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,
BREAK,,,,,,,,,,,,,,,,,,,,,,,
QB,1.0000,-0.1246,0.6120,-0.2102,-0.0035,0.4204,0.7523,0.1026,-0.0809,#DIV/0!,-0.2019,-0.4727,1.0000,-0.3992,0.1828,0.6445,0.9983,0.2384,,,,,
DEF,-0.1246,1.0000,0.2765,0.8265,-0.3394,-0.2418,-0.4897,-0.3278,-0.0353,-0.6711,0.5809,-0.3603,-0.2177,0.5689,0.0412,0.6797,0.6753,0.1656,,,,,
WR,0.6120,0.2765,1.0000,0.1505,-0.5605,-0.2207,0.1811,-0.2363,-0.1992,-0.8943,0.0152,-0.4265,0.0447,-0.6043,0.2037,0.9078,0.4815,0.3605,,,,,
K,-0.2102,0.8265,0.1505,1.0000,-0.1902,-0.1172,-0.4214,-0.4857,-0.2326,-0.3062,0.5616,-0.2875,-0.3947,0.5017,-0.0396,0.4603,0.4632,-0.0654,,,,,
RB,-0.0035,-0.3394,-0.5605,-0.1902,1.0000,0.2248,0.4017,-0.1164,-0.1131,0.4773,-0.1817,-0.6327,-0.1810,0.2312,0.5421,0.0686,-0.0676,-0.0325,,,,,
WR,0.4204,-0.2418,-0.2207,-0.1172,0.2248,1.0000,0.5402,-0.1201,0.3831,0.7991,-0.5476,-0.6021,0.0026,0.3036,-0.1062,0.4015,0.7150,-0.3025,,,,,
TE,0.7523,-0.4897,0.1811,-0.4214,0.4017,0.5402,1.0000,0.1853,-0.1135,0.0878,-0.6868,-0.5656,-0.1828,-0.6358,-0.0204,0.3652,0.5936,-0.1324,,,,,
WR,0.1026,-0.3278,-0.2363,-0.4857,-0.1164,-0.1201,0.1853,1.0000,-0.5196,#DIV/0!,-0.4950,0.2601,-1.0000,0.0130,-0.5198,-0.3742,-0.5495,-0.7194,,,,,
RB,-0.0809,-0.0353,-0.1992,-0.2326,-0.1131,0.3831,-0.1135,-0.5196,1.0000,1.0000,0.1263,-0.0002,0.6048,0.0990,-0.0257,-0.0238,-0.1328,-0.4756,,,,,
QB,#DIV/0!,-0.6711,-0.8943,-0.3062,0.4773,0.7991,0.0878,#DIV/0!,1.0000,1.0000,0.4456,#DIV/0!,-0.2936,#DIV/0!,#DIV/0!,#DIV/0!,-0.4414,-0.9780,,,,,
RB,-0.2019,0.5809,0.0152,0.5616,-0.1817,-0.5476,-0.6868,-0.4950,0.1263,0.4456,1.0000,#DIV/0!,0.2990,1.0000,-0.9196,#DIV/0!,0.4961,-0.2999,,,,,
RB,-0.4727,-0.3603,-0.4265,-0.2875,-0.6327,-0.6021,-0.5656,0.2601,-0.0002,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,-0.6557,-0.9995,-0.6202,-1.0000,1.0000,,,,,
WR,1.0000,-0.2177,0.0447,-0.3947,-0.1810,0.0026,-0.1828,-1.0000,0.6048,-0.2936,0.2990,#DIV/0!,1.0000,#DIV/0!,0.9820,#DIV/0!,-0.2306,-0.3680,,,,,
TE,-0.3992,0.5689,-0.6043,0.5017,0.2312,0.3036,-0.6358,0.0130,0.0990,#DIV/0!,1.0000,-0.6557,#DIV/0!,1.0000,#DIV/0!,0.8446,#DIV/0!,-1.0000,,,,,
TE,0.1828,0.0412,0.2037,-0.0396,0.5421,-0.1062,-0.0204,-0.5198,-0.0257,#DIV/0!,-0.9196,-0.9995,0.9820,#DIV/0!,1.0000,1.0000,-0.5250,1.0000,,,,,
TE,0.6445,0.6797,0.9078,0.4603,0.0686,0.4015,0.3652,-0.3742,-0.0238,#DIV/0!,#DIV/0!,-0.6202,#DIV/0!,0.8446,1.0000,1.0000,1.0000,#DIV/0!,,,,,
RB,0.9983,0.6753,0.4815,0.4632,-0.0676,0.7150,0.5936,-0.5495,-0.1328,-0.4414,0.4961,-1.0000,-0.2306,#DIV/0!,-0.5250,1.0000,1.0000,-0.7449,,,,,
WR,0.2384,0.1656,0.3605,-0.0654,-0.0325,-0.3025,-0.1324,-0.7194,-0.4756,-0.9780,-0.2999,1.0000,-0.3680,-1.0000,1.0000,#DIV/0!,-0.7449,1.0000,,,,,
BREAK,,,,,,,,,,,,,,,,,,,,,,,
QB,1.0000,-0.1022,0.3077,0.6640,0.5121,0.1151,-0.1129,0.2320,-0.2873,0.8259,0.4329,-0.0900,-0.2560,0.0508,0.8183,0.1737,0.5905,0.4242,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,-0.1022,1.0000,0.2668,-0.2751,-0.2898,-0.6805,-0.0243,-0.1624,0.1932,0.0119,-0.4520,0.0299,0.4059,-0.3785,0.0807,-0.6485,-0.9580,0.1726,#DIV/0!,#DIV/0!,#DIV/0!,,
TE,0.3077,0.2668,1.0000,-0.0505,0.2332,0.0791,-0.1014,0.6821,-0.3175,0.6221,0.0562,0.4202,0.3025,-0.4341,0.3792,0.4057,0.8801,-0.2446,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,0.6640,-0.2751,-0.0505,1.0000,0.1620,-0.1335,-0.3614,-0.5942,-0.4141,0.5234,0.5453,-0.7894,-0.1438,0.1377,0.6540,1.0000,-1.0000,-0.4859,#DIV/0!,#DIV/0!,#DIV/0!,,
K,0.5121,-0.2898,0.2332,0.1620,1.0000,0.4034,0.1533,0.7426,-0.4210,0.5961,0.5391,0.3000,-0.3595,-0.0833,0.2158,-0.3806,-0.0353,0.3785,#DIV/0!,#DIV/0!,#DIV/0!,,
DEF,0.1151,-0.6805,0.0791,-0.1335,0.4034,1.0000,-0.0050,0.9805,-0.0604,0.0220,0.3934,0.8342,-0.3996,0.5758,-0.1857,0.6090,0.9775,-0.4720,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,-0.1129,-0.0243,-0.1014,-0.3614,0.1533,-0.0050,1.0000,0.1067,-0.4208,-0.2057,0.2894,0.1613,-0.3940,-0.2635,-0.4929,0.4471,0.8598,-0.0088,#DIV/0!,#DIV/0!,#DIV/0!,,
QB,0.2320,-0.1624,0.6821,-0.5942,0.7426,0.9805,0.1067,1.0000,-0.5942,#DIV/0!,-0.8121,1.0000,-0.4382,#DIV/0!,-0.6681,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,-0.2873,0.1932,-0.3175,-0.4141,-0.4210,-0.0604,-0.4208,-0.5942,1.0000,-0.4645,-0.7526,-0.1807,-0.1360,0.4293,-0.2995,-0.2843,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,0.8259,0.0119,0.6221,0.5234,0.5961,0.0220,-0.2057,#DIV/0!,-0.4645,1.0000,1.0000,-0.2875,0.1163,-0.3515,0.8842,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,0.4329,-0.4520,0.0562,0.5453,0.5391,0.3934,0.2894,-0.8121,-0.7526,1.0000,1.0000,-0.6736,-0.3776,-0.2499,0.8343,0.6900,0.9971,-0.0556,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,-0.0900,0.0299,0.4202,-0.7894,0.3000,0.8342,0.1613,1.0000,-0.1807,-0.2875,-0.6736,1.0000,-0.9672,-0.3936,1.0000,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,-0.2560,0.4059,0.3025,-0.1438,-0.3595,-0.3996,-0.3940,-0.4382,-0.1360,0.1163,-0.3776,-0.9672,1.0000,-0.2476,0.2340,-0.4639,-1.0000,0.6241,#DIV/0!,#DIV/0!,#DIV/0!,,
TE,0.0508,-0.3785,-0.4341,0.1377,-0.0833,0.5758,-0.2635,#DIV/0!,0.4293,-0.3515,-0.2499,-0.3936,-0.2476,1.0000,-0.2805,0.3312,0.6175,-0.7273,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,0.8183,0.0807,0.3792,0.6540,0.2158,-0.1857,-0.4929,-0.6681,-0.2995,0.8842,0.8343,1.0000,0.2340,-0.2805,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,0.1737,-0.6485,0.4057,1.0000,-0.3806,0.6090,0.4471,-1.0000,-0.2843,#DIV/0!,0.6900,#DIV/0!,-0.4639,0.3312,#DIV/0!,1.0000,1.0000,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,0.5905,-0.9580,0.8801,-1.0000,-0.0353,0.9775,0.8598,#DIV/0!,#DIV/0!,#DIV/0!,0.9971,#DIV/0!,-1.0000,0.6175,#DIV/0!,1.0000,1.0000,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,,
TE,0.4242,0.1726,-0.2446,-0.4859,0.3785,-0.4720,-0.0088,#DIV/0!,-1.0000,1.0000,-0.0556,1.0000,0.6241,-0.7273,#DIV/0!,-1.0000,-1.0000,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
BREAK,,,,,,,,,,,,,,,,,,,,,,,
QB,1.0000,-0.0227,0.4870,0.2915,0.3501,-0.1508,0.3237,-0.0325,-0.1868,0.1235,0.5519,-0.4332,0.2771,0.2989,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
RB,-0.0227,1.0000,0.0608,-0.2011,-0.2950,-0.2348,-0.1357,-0.0241,-0.0611,0.6621,-0.0136,-0.6722,-0.2589,-0.2783,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
WR,0.4870,0.0608,1.0000,-0.0212,-0.0967,-0.1869,0.1539,0.0226,-0.0738,0.1485,0.6192,-0.9663,0.0297,-0.8422,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
TE,0.2915,-0.2011,-0.0212,1.0000,-0.3447,-0.2180,0.3859,0.1327,-0.5134,-0.0892,-0.7444,0.0328,-0.0340,0.3690,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
WR,0.3501,-0.2950,-0.0967,-0.3447,1.0000,0.0216,-0.1803,0.2344,0.1740,0.0167,-0.7470,#DIV/0!,0.0188,0.6484,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
DEF,-0.1508,-0.2348,-0.1869,-0.2180,0.0216,1.0000,0.2128,-0.6587,0.1021,-0.0493,0.6980,0.0278,0.0926,-0.3462,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
K,0.3237,-0.1357,0.1539,0.3859,-0.1803,0.2128,1.0000,-0.2702,-0.9966,0.4757,-0.6934,#DIV/0!,0.4080,0.0748,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
RB,-0.0325,-0.0241,0.0226,0.1327,0.2344,-0.6587,-0.2702,1.0000,0.9139,-0.0084,-0.3394,#DIV/0!,-0.7038,0.0346,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
WR,-0.1868,-0.0611,-0.0738,-0.5134,0.1740,0.1021,-0.9966,0.9139,1.0000,-0.1060,#DIV/0!,-0.6527,-0.4940,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
WR,0.1235,0.6621,0.1485,-0.0892,0.0167,-0.0493,0.4757,-0.0084,-0.1060,1.0000,-0.8091,0.4733,0.2603,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
QB,0.5519,-0.0136,0.6192,-0.7444,-0.7470,0.6980,-0.6934,-0.3394,#DIV/0!,-0.8091,1.0000,#DIV/0!,-0.3498,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
K,-0.4332,-0.6722,-0.9663,0.0328,#DIV/0!,0.0278,#DIV/0!,#DIV/0!,-0.6527,0.4733,#DIV/0!,1.0000,0.9695,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
TE,0.2771,-0.2589,0.0297,-0.0340,0.0188,0.0926,0.4080,-0.7038,-0.4940,0.2603,-0.3498,0.9695,1.0000,-0.2358,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
