QB,#DIV/0!,-1.0000,-1.0000,1.0000,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,-1.0000,1.0000,-1.0000,-1.0000,1.0000,#DIV/0!,#DIV/0!,1.0000,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
QB,#DIV/0!,1.0000,-1.0000,-1.0000,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,1.0000,1.0000,-1.0000,1.0000,#DIV/0!,1.0000,#DIV/0!,1.0000,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,
QB,#DIV/0!,1.0000,1.0000,-1.0000,#DIV/0!,#DIV/0!,1.0000,1.0000,1.0000,-1.0000,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,1.0000,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,
RB,#DIV/0!,0.4136,-0.3997,0.2480,#DIV/0!,#DIV/0!,0.4892,1.0000,0.3421,0.5819,-0.5624,0.1144,1.0000,1.0000,1.0000,1.0000,0.0743,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,-0.9456,#DIV/0!,#DIV/0!,#DIV/0!,
WR,#DIV/0!,-0.8003,0.7807,0.9702,#DIV/0!,#DIV/0!,0.8214,#DIV/0!,0.0644,0.6249,-0.8238,0.1039,1.0000,-1.0000,#DIV/0!,0.0743,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,
TE,0.4854,-0.3651,-0.6815,-0.3714,0.0340,0.5814,-0.0332,0.8177,0.5991,0.1486,-0.5650,0.6102,#DIV/0!,#DIV/0!,-1.0000,-1.0000,#DIV/0!,1.0000,-1.0000,-0.1968,-1.0000,1.0000,-0.5103,-1.0000,#DIV/0!,
RB,0.4120,-1.0000,0.8921,-0.7044,0.0792,-0.2289,-0.7137,1.0000,0.3466,#DIV/0!,#DIV/0!,-0.8051,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,1.0000,-0.5259,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
WR,-0.5241,-0.6742,-0.3121,-0.3406,-0.5743,0.2811,0.7194,-0.3439,-0.3450,-0.1184,#DIV/0!,0.0197,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1968,-0.5259,1.0000,-0.9484,#DIV/0!,-0.4669,1.0000,#DIV/0!,
WR,-0.0407,1.0000,0.8934,-0.3329,0.9405,-0.3504,-0.9912,1.0000,-0.9527,#DIV/0!,#DIV/0!,-0.3234,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,1.0000,-0.9484,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
WR,#DIV/0!,-0.5969,0.0838,-0.1238,#DIV/0!,#DIV/0!,-0.6164,-1.0000,-0.6063,-0.4680,0.6750,-1.0000,#DIV/0!,-1.0000,-1.0000,-0.9456,1.0000,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,
WR,0.4090,0.5272,0.5515,0.1917,0.3963,0.7649,-0.3076,-0.7361,-0.2637,-0.6335,#DIV/0!,-0.9061,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.5103,#DIV/0!,-0.4669,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,
TE,-1.0000,1.0000,1.0000,-1.0000,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,
RB,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
BREAK,,,,,,,,,,,,,,,,,,,,,,,,,,
QB,1.0000,0.5380,-0.5833,-0.1828,-0.2850,-0.1561,0.3901,0.4354,-0.2790,-0.3530,1.0000,-0.2071,0.4449,-0.5628,#DIV/0!,#DIV/0!,#DIV/0!,0.8745,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,1.0000,1.0000,,
WR,0.5380,1.0000,-0.2274,-0.1485,-0.3581,-0.5657,-0.0950,-0.2883,-0.6329,-0.0437,-0.1268,-1.0000,0.1033,0.9172,#DIV/0!,#DIV/0!,#DIV/0!,0.9372,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,,
RB,-0.5833,-0.2274,1.0000,0.0916,-0.1842,-0.1421,-0.3749,-0.4391,0.2673,-0.9070,0.7384,-0.7093,-0.0219,-0.0861,1.0000,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,,
RB,-0.1828,-0.1485,0.0916,1.0000,0.2619,0.4653,-0.2920,0.2685,0.1613,0.1741,-1.0000,-0.0209,0.7560,0.1424,#DIV/0!,#DIV/0!,#DIV/0!,-0.8538,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
K,-0.2850,-0.3581,-0.1842,0.2619,1.0000,0.7343,0.1839,-0.0554,0.0633,-0.7447,-0.1837,0.8032,-0.0678,-0.0928,0.9707,-0.8049,#DIV/0!,-0.3592,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,-1.0000,-1.0000,,
DEF,-0.1561,-0.5657,-0.1421,0.4653,0.7343,1.0000,0.0419,0.2488,0.3364,-0.6866,-0.4054,0.5677,-0.0159,-0.0379,1.0000,-0.4126,#DIV/0!,-0.6934,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,,
WR,0.3901,-0.0950,-0.3749,-0.2920,0.1839,0.0419,1.0000,0.0416,-0.4288,-0.6064,0.5320,0.1250,0.2021,-0.4783,0.9740,-0.9033,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,-1.0000,-1.0000,,
TE,0.4354,-0.2883,-0.4391,0.2685,-0.0554,0.2488,0.0416,1.0000,-0.1682,-1.0000,-0.9043,0.1261,0.2505,-0.6318,-1.0000,-0.5314,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,-1.0000,#DIV/0!,,
WR,-0.2790,-0.6329,0.2673,0.1613,0.0633,0.3364,-0.4288,-0.1682,1.0000,0.7789,-0.2652,-0.1592,-0.3156,0.4650,0.7330,0.8159,#DIV/0!,-0.3154,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,1.0000,-1.0000,,
RB,-0.3530,-0.0437,-0.9070,0.1741,-0.7447,-0.6866,-0.6064,-1.0000,0.7789,1.0000,#DIV/0!,#DIV/0!,0.9987,0.9620,#DIV/0!,#DIV/0!,#DIV/0!,0.3641,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,,
QB,1.0000,-0.1268,0.7384,-1.0000,-0.1837,-0.4054,0.5320,-0.9043,-0.2652,#DIV/0!,1.0000,#DIV/0!,0.9269,1.0000,1.0000,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,-0.2071,-1.0000,-0.7093,-0.0209,0.8032,0.5677,0.1250,0.1261,-0.1592,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,0.3514,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,#DIV/0!,,
TE,0.4449,0.1033,-0.0219,0.7560,-0.0678,-0.0159,0.2021,0.2505,-0.3156,0.9987,0.9269,#DIV/0!,1.0000,-1.0000,0.9990,1.0000,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,,
RB,-0.5628,0.9172,-0.0861,0.1424,-0.0928,-0.0379,-0.4783,-0.6318,0.4650,0.9620,1.0000,0.3514,-1.0000,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,,
WR,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,0.9707,1.0000,0.9740,-1.0000,0.7330,#DIV/0!,1.0000,#DIV/0!,0.9990,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,-0.8049,-0.4126,-0.9033,-0.5314,0.8159,#DIV/0!,1.0000,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
TE,0.8745,0.9372,#DIV/0!,-0.8538,-0.3592,-0.6934,#DIV/0!,#DIV/0!,-0.3154,0.3641,#DIV/0!,#DIV/0!,-1.0000,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
WR,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,-1.0000,1.0000,1.0000,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
TE,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
TE,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
RB,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,-1.0000,1.0000,-1.0000,-1.0000,1.0000,#DIV/0!,#DIV/0!,-1.0000,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,,
RB,1.0000,1.0000,-1.0000,#DIV/0!,-1.0000,#DIV/0!,-1.0000,#DIV/0!,-1.0000,1.0000,#DIV/0!,#DIV/0!,1.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0000,,
BREAK,,,,,,,,,,,,,,,,,,,,,,,,,,
QB,1.0000,0.3895,-0.3598,0.0677,-0.0744,0.4511,0.7435,0.3583,0.2976,0.0818,0.6180,-0.0437,-0.0435,-0.6867,-0.9877,#DIV/0!,#DIV/0!,,,,,,,,,
TE,0.3895,1.0000,-0.4167,0.1620,-0.0785,-0.0965,0.0097,0.1008,-0.3174,-0.0464,-0.3515,0.0660,-0.1502,-0.2801,0.1287,#DIV/0!,#DIV/0!,,,,,,,,,
DEF,-0.3598,-0.4167,1.0000,-0.2470,0.6537,0.1684,-0.0809,-0.2490,0.4064,-0.1827,-0.2026,-0.2859,0.0517,0.4673,0.5000,#DIV/0!,#DIV/0!,,,,,,,,,
RB,0.0677,0.1620,-0.2470,1.0000,-0.3057,0.0693,0.2607,-0.1180,-0.3306,0.2815,-0.7025,0.3981,0.2944,-0.3877,-1.0000,#DIV/0!,#DIV/0!,,,,,,,,,
K,-0.0744,-0.0785,0.6537,-0.3057,1.0000,-0.0226,0.1644,0.0508,0.1208,-0.0783,-0.4927,-0.2684,-0.1462,0.3946,-0.2402,#DIV/0!,#DIV/0!,,,,,,,,,
WR,0.4511,-0.0965,0.1684,0.0693,-0.0226,1.0000,0.1393,0.0684,-0.0314,0.2557,0.3525,0.3321,0.3877,0.9508,1.0000,#DIV/0!,#DIV/0!,,,,,,,,,
WR,0.7435,0.0097,-0.0809,0.2607,0.1644,0.1393,1.0000,0.2692,0.5510,0.1615,0.8581,-0.2344,-0.1155,-0.5620,-0.9998,#DIV/0!,#DIV/0!,,,,,,,,,
WR,0.3583,0.1008,-0.2490,-0.1180,0.0508,0.0684,0.2692,1.0000,-0.2136,-0.2005,0.6962,-0.1556,0.0088,-0.7376,1.0000,#DIV/0!,#DIV/0!,,,,,,,,,
WR,0.2976,-0.3174,0.4064,-0.3306,0.1208,-0.0314,0.5510,-0.2136,1.0000,0.0188,0.8890,-0.7026,-0.2960,-1.0000,-0.9589,#DIV/0!,#DIV/0!,,,,,,,,,
RB,0.0818,-0.0464,-0.1827,0.2815,-0.0783,0.2557,0.1615,-0.2005,0.0188,1.0000,-0.3281,-0.0651,-0.2432,-0.6703,-0.9129,#DIV/0!,#DIV/0!,,,,,,,,,
RB,0.6180,-0.3515,-0.2026,-0.7025,-0.4927,0.3525,0.8581,0.6962,0.8890,-0.3281,1.0000,-0.8367,0.5297,-0.4983,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,
TE,-0.0437,0.0660,-0.2859,0.3981,-0.2684,0.3321,-0.2344,-0.1556,-0.7026,-0.0651,-0.8367,1.0000,0.7799,0.3647,0.9608,#DIV/0!,#DIV/0!,,,,,,,,,
RB,-0.0435,-0.1502,0.0517,0.2944,-0.1462,0.3877,-0.1155,0.0088,-0.2960,-0.2432,0.5297,0.7799,1.0000,-0.2313,1.0000,#DIV/0!,#DIV/0!,,,,,,,,,
WR,-0.6867,-0.2801,0.4673,-0.3877,0.3946,0.9508,-0.5620,-0.7376,-1.0000,-0.6703,-0.4983,0.3647,-0.2313,1.0000,1.0000,#DIV/0!,#DIV/0!,,,,,,,,,
QB,-0.9877,0.1287,0.5000,-1.0000,-0.2402,1.0000,-0.9998,1.0000,-0.9589,-0.9129,#DIV/0!,0.9608,1.0000,1.0000,1.0000,#DIV/0!,#DIV/0!,,,,,,,,,
