Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
DeMarcus Cousins,12,,PF/C,11300,NOR,PHI,1,113,33,23,104,104,3%,28,24,20,40,37,36,60.5,57.3,45.4,69.1,36.5,56.2,5.0,29,41.3,3.7
Anthony Davis,5,,PF/C,10300,NOR,PHI,1,113,25,28,104,104,-2%,13,15,17,31,29,36,37.0,50.0,35.9,64.2,36.0,50.5,4.9,40.4,56.0,5.4
Ben Simmons,9,,PG/SF,10100,PHI,@NOR,0,106,25,19,102,107,4%,14,13,15,39,39,37,42.8,47.2,37.8,56.6,38.5,48.7,4.8,35.9,49.3,4.9
Joel Embiid,9,,C,9900,PHI,@NOR,0,106,32,24,102,107,-1%,18,19,17,35,33,30,50.5,46.8,33.3,60.3,33.5,50.8,5.1,0,0.0,0.0
Andre Drummond,6,,C,9100,DET,BOS,1,101,21,23,98,99,-4%,13,10,10,36,35,34,49.3,45.0,34.6,55.5,34.0,44.4,4.9,31.2,25.8,2.8
Victor Oladipo,10,,PG/SG,9000,IND,DEN,1,111,29,23,100,107,-3%,22,19,18,38,36,34,48.5,41.7,30.0,53.3,36.5,43.4,4.8,45,71.8,8.0
Kyrie Irving,6,,PG,8800,BOS,@DET,1,102,30,26,99,105,-4%,20,20,19,34,33,33,39.5,40.2,31.9,48.5,33.0,39.7,4.5,33.6,24.8,2.8
Karl-Anthony Towns,11,,C,8700,MIN,DAL,3,108,22,22,98,106,1%,10,14,15,38,38,36,39.9,43.1,34.0,52.1,38.0,45.6,5.2,37.9,54.0,6.2
Kyle Lowry,7,,PG,8600,TOR,@SAC,1,108,22,20,97,109,-2%,13,13,12,36,34,34,44.1,39.9,29.1,50.6,35.0,39.2,4.6,34.7,43.0,5.0
DeMar DeRozan,7,,SG/SF,8400,TOR,@SAC,1,108,29,22,97,109,-5%,16,16,18,35,33,35,39.1,39.8,30.3,49.2,35.0,37.8,4.5,34.9,41.8,5.0
Nikola Jokic,,O,C,8400,DEN,@IND,1,106,22,25,101,106,11%,7,11,12,21,28,30,36.5,41.1,26.8,55.3,0.0,0.0,0.0,0,0.0,0.0
Kristaps Porzingis,14,,PF/C,8400,NYK,ATL,0,106,32,24,100,108,9%,22,20,20,35,35,33,36.7,42.0,30.4,53.5,34.0,43.0,5.1,37.8,52.5,6.3
Dennis Schroder,7,,PG,7900,ATL,@NYK,0,100,30,19,99,105,8%,23,21,18,37,34,33,37.5,35.8,28.2,43.3,33.5,38.3,4.8,22.5,25.8,3.3
Jimmy Butler,12,,SG,7800,MIN,DAL,3,108,23,20,98,106,-6%,17,16,15,41,39,37,43.5,36.9,26.8,46.9,38.5,40.7,5.2,40.9,44.0,5.6
Al Horford,7,,PF/C,7500,BOS,@DET,1,102,19,20,99,105,3%,12,11,11,34,34,33,39.0,35.8,27.6,43.9,33.0,33.7,4.5,33.8,43.3,5.8
Will Barton,6,,SG/SF,7200,DEN,@IND,1,106,21,18,101,106,-1%,15,16,13,39,37,31,41.1,31.1,19.3,42.8,37.5,36.4,5.1,44.9,47.0,6.5
Jrue Holiday,6,,PG/SG,6900,NOR,PHI,1,113,21,14,104,104,3%,16,17,14,36,38,37,35.4,33.0,23.0,43.0,34.5,31.8,4.6,41.2,54.0,7.8
Gary Harris,1,,SG,6900,DEN,@IND,1,106,19,16,101,106,-1%,15,15,13,31,36,34,33.2,28.2,21.4,35.0,34.0,27.1,3.9,44.3,29.8,4.3
Zach Randolph,7,,PF/C,6800,SAC,TOR,1,99,26,21,101,104,-4%,21,17,13,33,30,26,41.5,28.7,15.5,41.9,30.5,31.2,4.6,33.7,36.8,5.4
Paul Millsap,,O,PF/C,6600,DEN,@IND,1,106,24,18,101,106,6%,15,14,13,31,33,31,39.5,33.0,21.1,45.0,0.0,0.0,0.0,0,0.0,0.0
Harrison Barnes,4,,SF/PF,6600,DAL,@MIN,1,101,23,16,98,108,-3%,16,14,15,35,34,35,33.8,32.5,25.1,40.0,36.0,31.6,4.8,32.1,28.3,4.3
Jeff Teague,5,,PG,6500,MIN,DAL,3,108,22,16,98,106,5%,10,9,11,35,35,35,32.5,33.3,22.6,44.0,35.0,32.5,5.0,35.9,19.3,3.0
Enes Kanter,5,,PF/C,6400,NYK,ATL,0,106,20,25,100,108,7%,11,10,10,28,26,26,32.9,31.0,21.4,40.5,28.0,33.2,5.2,18.3,16.8,2.6
Andrew Wiggins,2,,SF/PF,6300,MIN,DAL,3,108,22,14,98,106,9%,17,16,16,37,37,37,28.4,30.1,22.0,38.3,37.5,29.9,4.7,35.6,15.8,2.5
Tim Hardaway Jr.,,O,SG/SF,6300,NYK,ATL,0,106,23,16,100,108,16%,15,17,15,34,36,35,32.8,32.1,17.4,46.9,0.0,0.0,0.0,0,0.0,0.0
Myles Turner,8,,C,6300,IND,DEN,1,111,20,17,100,107,3%,11,11,11,32,31,29,31.4,30.8,21.7,39.9,32.5,35.1,5.6,40.9,45.5,7.2
Robert Covington,,O,SF/PF,6200,PHI,@NOR,0,106,18,15,102,107,12%,11,13,12,36,35,33,35.4,32.3,22.4,42.2,0.0,0.0,0.0,0,0.0,0.0
Tobias Harris,3,,SF/PF,6200,DET,BOS,1,101,21,19,98,99,-15%,13,13,15,36,35,34,28.6,31.2,22.0,40.4,33.5,29.7,4.8,37.7,33.5,5.4
Thaddeus Young,3,,SF/PF,6100,IND,DEN,1,111,17,15,100,107,3%,13,13,12,38,34,34,30.5,28.9,22.4,35.3,33.5,30.6,5.0,39.8,28.5,4.7
