Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Kevin Durant,23,,SF/PF,11600,GSW,MEM,1,108,30,25,96,106,-18%,26,25,19,38,37,35,66.9,49.5,38.0,60.9,36.5,55.1,4.8,33.1,38.0,3.3
Russell Westbrook,17,,PG,11400,OKC,UTA,1,103,36,22,97,103,3%,23,24,21,36,39,37,59.4,55.3,43.5,67.2,36.0,55.2,4.8,27.5,56.0,4.9
James Harden,23,,PG/SG,11000,HOU,LAL,1,121,36,30,105,103,7%,19,19,21,39,35,36,51.1,56.6,44.7,68.4,35.5,58.7,5.3,43.3,71.3,6.5
Chris Paul,22,,PG/SG,9800,HOU,LAL,1,121,24,27,105,103,7%,13,16,13,35,34,32,53.3,45.0,33.9,56.0,35.0,52.9,5.4,25.1,20.8,2.1
Nikola Vucevic,18,,C,9400,ORL,@CHI,2,103,24,22,99,107,-1%,20,19,15,35,34,31,56.7,40.3,25.9,54.6,33.0,44.6,4.7,31.2,38.5,4.1
Stephen Curry,,O,PG/SG,9300,GSW,MEM,1,108,30,28,96,106,3%,18,20,18,32,35,33,48.5,46.9,38.6,55.3,0.0,0.0,0.0,0,0.0,0.0
Victor Oladipo,21,,PG/SG,9200,IND,@ATL,1,109,29,24,100,108,-5%,19,23,19,38,39,35,50.7,43.2,31.0,55.4,37.5,46.6,5.1,31.8,34.8,3.8
Andre Drummond,13,,C,9100,DET,@DAL,2,98,20,23,97,106,2%,12,9,10,31,30,33,36.5,43.6,32.0,55.1,32.5,43.1,4.7,21.9,31.3,3.4
Karl-Anthony Towns,16,,C,9000,MIN,@DEN,1,107,22,23,99,107,3%,16,16,15,40,40,37,54.1,45.0,34.5,55.5,39.0,47.3,5.3,37.6,48.5,5.4
Jimmy Butler,11,,SG,8800,MIN,@DEN,1,107,23,21,99,107,2%,20,20,16,36,39,37,46.4,38.5,27.6,49.4,37.0,40.8,4.6,34.9,36.5,4.1
Damian Lillard,13,,PG,8500,POR,SAS,1,101,30,23,97,102,-5%,19,19,19,38,38,37,42.6,44.4,34.6,54.1,37.0,41.6,4.9,34.5,30.5,3.6
