Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Russell Westbrook,26,,PG,12000,OKC,@BKN,1,111,35,22,105,107,8%,24,22,20,38,38,36,62.0,54.4,41.9,66.9,37.5,65.9,5.5,35.5,49.5,4.1
James Harden,13,,PG/SG,11000,HOU,@UTA,3,108,36,31,97,101,-1%,22,21,21,35,35,36,59.2,57.9,45.9,69.9,35.5,53.1,4.8,35.1,42.3,3.8
Joel Embiid,15,,C,10100,PHI,LAL,2,115,33,24,105,103,-1%,20,19,17,33,32,30,47.0,46.0,32.6,59.4,32.0,53.2,5.3,36.4,61.8,6.1
Ben Simmons,15,,PG/SF,9900,PHI,LAL,2,115,25,20,105,103,9%,12,13,15,38,38,37,43.0,47.2,37.7,56.7,36.0,50.3,5.1,42.6,55.3,5.6
Paul George,,O,SF,8300,OKC,@BKN,1,111,25,17,105,107,-3%,15,16,18,37,39,38,36.7,40.5,28.0,53.0,0.0,0.0,0.0,0,0.0,0.0
John Wall,,O,PG,8200,WAS,@PHO,1,110,30,22,105,109,18%,20,16,17,36,35,35,37.8,43.0,33.8,52.2,0.0,0.0,0.0,0,0.0,0.0
Bradley Beal,16,,SG,8100,WAS,@PHO,1,110,28,20,105,109,3%,26,17,19,35,32,36,28.6,37.5,25.9,49.1,35.5,41.2,5.1,36.6,45.0,5.6
Devin Booker,,O,SG/SF,7800,PHO,WAS,1,103,29,19,99,104,1%,24,21,19,39,36,34,47.8,38.3,24.8,51.8,0.0,0.0,0.0,0,0.0,0.0
Chris Paul,6,,PG/SG,7600,HOU,@UTA,3,108,22,23,97,101,-1%,13,11,10,31,30,29,38.1,37.3,30.6,44.0,31.5,37.9,5.0,36.7,58.3,7.7
Donovan Mitchell,14,,PG/SG,7200,UTA,HOU,1,102,28,16,102,101,6%,18,18,15,31,33,30,38.5,30.4,19.1,41.8,35.0,36.0,5.0,35.4,39.0,5.4
Otto Porter,4,,SF/PF,7000,WAS,@PHO,1,110,17,19,105,109,6%,11,14,12,29,30,33,27.8,31.7,20.5,42.9,32.5,32.3,4.6,32,14.5,2.1
D'Angelo Russell,,O,PG/SG,6800,BKN,OKC,2,105,35,19,99,100,-8%,18,17,18,31,30,29,37.6,38.1,30.1,46.0,0.0,0.0,0.0,0,0.0,0.0
Carmelo Anthony,15,,SF/PF,6500,OKC,@BKN,1,111,25,16,105,107,6%,15,13,16,33,31,33,24.6,32.8,25.9,39.6,36.0,38.6,5.9,36.9,30.3,4.7
Lonzo Ball,4,,PG,6500,LAL,@PHI,3,106,19,10,104,104,2%,7,8,11,28,33,33,27.3,31.9,17.4,46.4,33.0,31.9,4.9,38.4,46.0,7.1
Clint Capela,11,,C,6500,HOU,@UTA,3,108,19,26,97,101,-9%,11,10,9,25,25,26,33.9,34.7,24.2,45.3,28.0,33.1,5.1,17.4,20.5,3.2
Spencer Dinwiddie,5,,PG/SG,6500,BKN,OKC,2,105,22,18,99,100,-8%,10,12,10,30,32,26,32.4,28.7,17.5,40.0,32.5,33.3,5.1,19.2,20.5,3.2
T.J. Warren,17,,SF/PF,6500,PHO,WAS,1,103,23,18,99,104,-6%,15,15,16,29,31,32,28.1,31.2,18.3,44.1,36.5,36.9,5.7,43.8,34.5,5.3
