Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
OG Anunoby,1,,SF/PF,3500,TOR,PHO,3,119,13,13,105,110,6%,3,3,5,20,20,19,10.2,12.4,7.6,17.2,19.0,13.6,3.9,24.4,21.5,6.1
Joe Johnson,,O,SG/SF,3500,UTA,@OKC,0,96,,,99,100,-7%,3,6,7,17,19,19,12.8,13.3,7.4,19.2,0.0,0.0,0.0,0,0.0,0.0
Lucas Nogueira,,O,C,3400,TOR,PHO,3,119,12,17,105,110,2%,3,2,3,7,8,12,4.5,11.3,-0.7,23.3,0.0,0.0,0.0,0,0.0,0.0
Jodie Meeks,,,SG,3400,WAS,@POR,0,98,18,13,100,100,-10%,7,7,6,18,20,18,13.2,11.8,5.6,18.0,16.5,11.7,3.4,4.9,0.5,0.1
Jakob Poeltl,5,,PF/C,3400,TOR,PHO,3,119,16,21,105,110,2%,7,5,5,21,17,15,15.3,15.5,5.6,25.4,20.5,18.9,5.6,22.7,21.3,6.3
Caleb Swanigan,,,PF,3400,POR,WAS,2,104,,,100,104,0%,1,2,3,2,8,10,5.7,8.0,0.4,15.6,0.0,0.0,0.0,0,0.0,0.0
Fred VanVleet,14,,PG,3400,TOR,PHO,3,119,19,14,105,110,17%,8,8,6,21,21,16,22.9,14.6,6.2,22.9,20.5,19.0,5.6,21.4,21.5,6.3
Dragan Bender,1,,PF/C,3400,PHO,@TOR,0,105,12,7,100,103,-3%,5,4,5,21,21,22,11.4,13.8,7.9,19.7,19.5,12.0,3.5,12.8,1.3,0.4
Maurice Harkless,,,SF/PF,3400,POR,WAS,2,104,11,8,100,104,-5%,3,3,5,16,18,25,9.9,14.3,8.3,20.4,0.0,0.0,0.0,11.9,8.5,2.5
Alex Abrines,,,SG/SF,3300,OKC,UTA,1,104,12,7,98,102,-9%,3,3,4,9,10,15,5.6,7.9,2.4,13.3,0.0,0.0,0.0,18.2,5.3,1.6
Ian Mahinmi,1,,C,3300,WAS,@POR,0,98,13,8,100,100,-10%,3,3,3,12,19,14,11.4,9.6,4.3,14.9,19.5,13.6,4.1,18.1,12.0,3.6
Troy Daniels,1,,SG,3300,PHO,@TOR,0,105,15,9,100,103,8%,3,5,5,7,15,15,8.8,9.0,1.5,16.5,10.0,6.9,2.1,21.1,18.0,5.5
Raymond Felton,0,,PG/SG,3300,OKC,UTA,1,104,19,14,98,102,-4%,5,6,6,14,15,17,11.6,14.0,8.4,19.7,16.0,11.7,3.5,10.3,3.0,0.9
Dakari Johnson,,,C,3300,OKC,UTA,1,104,,,98,102,-9%,2,1,2,4,3,7,1.6,5.8,0.0,11.6,0.0,0.0,0.0,0,0.0,0.0
Ed Davis,0,,PF/C,3300,POR,WAS,2,104,13,15,100,104,0%,4,4,4,16,16,19,15.8,17.4,12.2,22.7,11.0,9.3,2.8,10.1,1.3,0.4
Jason Smith,,,PF/C,3300,WAS,@POR,0,98,,,100,100,-6%,3,2,3,6,7,9,4.5,5.8,1.9,9.7,0.0,0.0,0.0,0,0.0,0.0
Raul Neto,1,O,PG,3200,UTA,@OKC,0,96,18,13,99,100,-6%,5,4,5,17,16,15,11.2,12.0,2.7,21.2,0.0,0.0,0.0,0,0.0,0.0
Alan Williams,,O,C,3200,PHO,@TOR,0,105,,,100,103,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Meyers Leonard,0,,PF/C,3200,POR,WAS,2,104,,,100,104,-3%,6,5,4,12,13,11,13.6,11.2,1.8,20.6,0.0,0.0,0.0,3.4,3.3,1.0
Patrick Patterson,,,PF/C,3100,OKC,UTA,1,104,9,5,98,102,-7%,2,1,3,12,10,14,3.2,6.4,2.1,10.8,11.5,6.3,2.0,13,9.8,3.2
Mike Scott,1,,PF,3100,WAS,@POR,0,98,18,13,100,100,-6%,6,5,6,17,16,18,12.4,13.5,6.0,20.9,11.5,8.4,2.7,16.1,23.8,7.7
Davon Reed,,O,SG/SF,3000,PHO,@TOR,0,105,,,100,103,8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Chris McCullough,,,PF/C,3000,WAS,@POR,0,98,,,100,100,-6%,4,3,4,6,8,8,6.8,7.2,3.3,11.1,0.0,0.0,0.0,0,0.0,0.0
Ekpe Udoh,,,PF/C,3000,UTA,@OKC,0,96,9,14,99,100,-3%,4,4,2,11,15,15,10.9,11.3,6.2,16.4,0.0,0.0,0.0,3.6,0.0,0.0
Royce O'Neale,0,,SF,3000,UTA,@OKC,0,96,,,99,100,-11%,4,3,2,18,16,12,15.2,7.4,-2.1,16.8,14.0,10.3,3.4,17.5,2.0,0.7
Alec Peters,,O,PF,3000,PHO,@TOR,0,105,,,100,103,-3%,2,2,2,7,7,7,5.6,5.6,0.5,10.8,0.0,0.0,0.0,0,0.0,0.0
Derrick Jones Jr.,,O,SF,3000,PHO,@TOR,0,105,,,100,103,-7%,0,1,1,4,5,6,4.3,4.4,0.2,8.7,0.0,0.0,0.0,0,0.0,0.0
Jake Layman,,,SF/PF,3000,POR,WAS,2,104,,,100,104,-5%,1,2,2,3,5,5,3.5,3.4,0.8,6.1,0.0,0.0,0.0,0,0.0,0.0
Nick Collison,,,PF/C,3000,OKC,UTA,1,104,,,98,102,-7%,0,1,1,1,4,4,3.4,3.4,0.0,6.8,0.0,0.0,0.0,0,0.0,0.0
Alfonzo McKinnie,,,PF,3000,TOR,PHO,3,119,,,105,110,6%,2,1,1,5,5,4,4.2,3.0,-2.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0
Bruno Caboclo,,,SF,3000,TOR,PHO,3,119,,,105,110,6%,1,1,1,3,3,3,2.4,2.4,-1.0,5.7,0.0,0.0,0.0,0,0.0,0.0
Kyle Singler,,,SG/SF,3000,OKC,UTA,1,104,,,98,102,-7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tony Bradley,,,C,3000,UTA,@OKC,0,96,,,99,100,-3%,1,2,1,2,2,3,1.9,2.2,0.9,3.5,0.0,0.0,0.0,0,0.0,0.0
Terrance Ferguson,,,SG/SF,3000,OKC,UTA,1,104,,,98,102,-9%,2,2,1,11,10,6,3.0,1.9,-1.2,5.1,0.0,0.0,0.0,0,0.0,0.0
Zach Collins,,,PF/C,3000,POR,WAS,2,104,,,100,104,-3%,0,1,1,2,4,5,1.5,1.6,-0.2,3.3,0.0,0.0,0.0,3.5,0.0,0.0
Nate Wolters,,,PG,3000,UTA,@OKC,0,96,,,99,100,-6%,1,1,1,2,3,3,1.0,1.0,-0.3,2.3,0.0,0.0,0.0,0,0.0,0.0
Sheldon Mac,,O,SG,3000,WAS,@POR,0,98,,,100,100,-10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mike Young,,O,PF,3000,WAS,@POR,0,98,,,100,100,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Devin Robinson,,O,SG,3000,WAS,@POR,0,98,,,100,100,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
C.J. Wilcox,,O,SG/SF,3000,POR,WAS,2,104,,,100,104,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Wade Baldwin IV,,O,PG/SG,3000,POR,WAS,2,104,,,100,104,-5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dante Exum,,O,PG/SG,3000,UTA,@OKC,0,96,,,99,100,-6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Eric Griffin,,O,SF/PF,3000,UTA,@OKC,0,96,,,99,100,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
PJ Dozier,,,PG/SG,3000,OKC,UTA,1,104,,,98,102,-4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Daniel Hamilton,,,SF,3000,OKC,UTA,1,104,,,98,102,-9%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Josh Huestis,,,SF/PF,3000,OKC,UTA,1,104,12,4,98,102,-7%,3,2,3,10,11,11,4.8,6.4,2.0,10.7,12.5,8.4,2.8,0,0.0,0.0
Malcolm Miller,,,PF,3000,TOR,PHO,3,119,,,105,110,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Brandon Knight,,O,PG/SG,3000,PHO,@TOR,0,105,,,100,103,-10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lorenzo Brown,,,PG,3000,TOR,PHO,3,119,,,105,110,17%,2,2,2,10,12,12,6.1,6.1,2.9,9.2,0.0,0.0,0.0,0.5,0.0,0.0
