Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,20,,PG/SG,11600,HOU,CHA,1,116,36,32,101,104,2%,23,22,21,36,36,36,59.2,58.1,46.0,70.1,35.0,58.2,5.0,31.3,42.0,3.6
Giannis Antetokounmpo,17,,SF/PF,11300,MIL,@NOR,3,109,31,31,102,108,2%,21,19,21,41,39,39,58.2,56.1,48.7,63.6,39.0,57.5,5.1,41.7,60.8,5.4
Russell Westbrook,11,,PG,11200,OKC,@IND,1,107,35,21,101,106,-3%,26,25,21,40,38,37,58.3,54.3,42.5,66.1,36.5,56.7,5.1,36,55.8,5.0
DeMarcus Cousins,20,,PF/C,11000,NOR,MIL,1,111,32,23,97,106,6%,14,19,19,31,35,36,60.0,56.6,44.8,68.4,36.5,57.2,5.2,36.5,52.8,4.8
Anthony Davis,4,,PF/C,10200,NOR,MIL,1,111,25,28,97,106,-14%,16,16,17,36,32,36,40.4,50.3,36.5,64.2,34.0,46.0,4.5,36.1,49.0,4.8
Victor Oladipo,12,,PG/SG,9200,IND,OKC,2,106,30,24,99,101,-3%,26,21,18,41,38,34,54.1,42.9,30.0,55.7,36.5,43.1,4.7,38.2,36.8,4.0
Damian Lillard,4,,PG,9000,POR,@MIA,1,101,30,24,98,104,-6%,26,23,20,40,41,38,49.2,45.1,35.2,55.0,37.0,44.6,5.0,36.9,30.8,3.4
Nikola Vucevic,22,,C,8800,ORL,LAC,3,105,23,21,99,108,1%,19,17,15,35,34,31,56.4,38.9,24.5,53.3,35.5,47.3,5.4,30.6,46.0,5.2
Chris Paul,23,,PG/SG,8400,HOU,CHA,1,116,23,25,101,104,2%,15,14,12,34,33,31,44.0,41.2,31.9,50.4,33.0,44.5,5.3,35.1,62.8,7.5
DeMar DeRozan,15,,SG/SF,8300,TOR,@PHO,1,116,29,22,105,110,3%,14,16,18,36,35,35,43.0,39.8,30.8,48.8,35.0,41.9,5.0,36.7,51.3,6.2
Kyle Lowry,19,,PG,8300,TOR,@PHO,1,116,22,19,105,110,15%,15,13,13,35,35,34,37.8,39.4,28.6,50.1,35.0,41.3,5.0,34.2,28.0,3.4
Kyrie Irving,14,,PG,8200,BOS,DEN,1,107,30,25,100,108,3%,17,18,18,35,33,33,35.1,39.6,30.9,48.3,33.0,41.4,5.0,32.6,51.3,6.3
Aaron Gordon,1,O,SF/PF,8100,ORL,LAC,3,105,20,20,99,108,6%,14,15,13,37,37,34,34.0,36.6,23.1,50.1,0.0,0.0,0.0,0,0.0,0.0
Nikola Jokic,2,,C,8000,DEN,@BOS,0,102,23,25,98,100,-5%,7,11,12,21,28,30,36.5,41.1,26.8,55.3,27.0,36.5,4.6,0,0.0,0.0
John Wall,0,,PG,7900,WAS,MEM,0,103,30,22,96,106,3%,20,16,17,36,35,35,37.8,43.0,33.8,52.2,25.0,30.7,3.9,27.6,25.8,3.3
Blake Griffin,,O,PF/C,7800,LAC,@ORL,1,106,30,21,102,108,1%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0,0.0,0.0
