Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,26,,SF/PF,11900,CLE,LAL,1,115,31,32,105,103,-9%,18,18,19,37,38,38,62.7,58.1,44.8,71.5,36.5,60.3,5.1,38.7,68.5,5.8
Kevin Durant,22,,SF/PF,11300,GSW,DAL,2,111,29,25,98,106,8%,22,22,18,37,35,35,54.9,47.8,37.5,58.0,36.0,53.0,4.7,34.1,65.3,5.8
Kristaps Porzingis,13,,PF/C,9600,NYK,@BKN,1,106,32,24,104,106,5%,25,22,21,39,36,34,43.3,43.6,31.2,55.9,34.0,45.1,4.7,17.8,23.0,2.4
Stephen Curry,,O,PG/SG,9300,GSW,DAL,2,111,30,28,98,106,3%,18,20,18,32,35,33,48.5,46.9,38.6,55.3,0.0,0.0,0.0,0,0.0,0.0
Andre Drummond,14,,C,9300,DET,@ATL,1,105,20,22,100,109,7%,5,8,10,29,32,34,38.0,43.4,31.9,54.9,34.0,44.0,4.7,31.8,55.8,6.0
Karl-Anthony Towns,17,,C,9100,MIN,SAC,1,107,22,22,97,108,4%,16,13,15,43,40,36,45.4,44.0,34.7,53.4,38.0,46.6,5.1,34.9,69.5,7.6
Jimmy Butler,14,,SG,8700,MIN,SAC,1,107,23,20,97,108,-5%,25,21,16,43,42,37,47.8,37.8,27.5,48.0,40.0,43.8,5.0,35.5,51.3,5.9
Kevin Love,18,,PF/C,7900,CLE,LAL,1,115,25,24,105,103,6%,15,14,13,27,28,30,39.0,38.9,28.1,49.6,29.5,40.7,5.2,34.6,54.8,6.9
Draymond Green,,O,PF/C,7700,GSW,DAL,2,111,17,17,98,106,-5%,9,8,8,38,36,33,43.4,36.4,27.9,44.9,0.0,0.0,0.0,0,0.0,0.0
Dennis Schroder,8,,PG,7200,ATL,DET,1,101,30,19,98,105,-4%,17,20,18,31,33,32,35.0,35.1,27.4,42.8,33.0,36.5,5.1,27.8,29.3,4.1
Lonzo Ball,13,P,PG,7000,LAL,@CLE,1,106,19,11,99,108,3%,9,9,11,33,32,33,31.1,32.6,18.5,46.8,34.0,34.2,4.9,37.9,43.5,6.2
Klay Thompson,15,,SG,6900,GSW,DAL,2,111,22,18,98,106,-6%,20,16,16,36,36,34,32.9,33.2,26.1,40.3,36.0,35.6,5.2,36.7,31.8,4.6
Zach Randolph,5,,PF/C,6800,SAC,@MIN,1,96,26,21,98,108,-6%,13,16,13,31,32,27,42.3,30.2,18.2,42.3,27.0,28.5,4.2,24.4,28.8,4.2
D'Angelo Russell,,O,PG/SG,6800,BKN,NYK,1,107,35,19,99,105,8%,18,17,18,31,30,29,37.6,38.1,30.1,46.0,0.0,0.0,0.0,0,0.0,0.0
Harrison Barnes,13,,SF/PF,6700,DAL,@GSW,1,101,23,16,103,101,4%,16,16,15,33,35,35,32.9,32.3,25.1,39.5,35.0,31.7,4.7,32.5,29.3,4.4
Spencer Dinwiddie,23,,PG/SG,6700,BKN,NYK,1,107,22,18,99,105,8%,15,11,10,32,29,27,33.8,29.2,18.1,40.3,31.5,34.5,5.1,35.3,50.3,7.5
Enes Kanter,6,,PF/C,6600,NYK,@BKN,1,106,20,24,104,106,6%,10,10,10,23,24,26,24.6,30.3,20.7,39.9,27.0,31.1,4.7,27.4,28.3,4.3
Brandon Ingram,10,,SG/SF,6500,LAL,@CLE,1,106,21,12,99,108,7%,14,16,13,39,36,35,30.6,29.9,19.7,40.2,36.5,32.2,5.0,39.7,45.0,6.9
Isaiah Thomas,,O,PG,6500,CLE,LAL,1,115,,,105,103,8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jeff Teague,5,,PG,6400,MIN,SAC,1,107,21,15,97,108,-1%,12,11,12,37,36,35,24.9,32.2,21.5,43.0,35.0,31.4,4.9,30.2,24.5,3.8
Tobias Harris,10,,SF/PF,6300,DET,@ATL,1,105,21,18,100,109,16%,11,13,15,34,36,34,26.1,30.6,21.1,40.1,34.0,31.3,5.0,30.9,29.0,4.6
Tim Hardaway Jr.,,O,SG/SF,6300,NYK,@BKN,1,106,23,16,104,106,-3%,15,17,15,34,36,35,32.8,32.1,17.4,46.9,0.0,0.0,0.0,0,0.0,0.0
Andrew Wiggins,5,,SF/PF,6200,MIN,SAC,1,107,23,13,97,108,-2%,18,17,16,38,37,38,22.8,29.9,21.4,38.3,36.5,28.9,4.7,33.8,24.3,3.9
Rondae Hollis-Jefferson,12,,SF/PF,6100,BKN,NYK,1,107,20,18,99,105,2%,10,11,11,31,29,28,30.9,28.5,19.3,37.6,30.5,31.3,5.1,37,48.3,7.9
Kentavious Caldwell-Pope,5,O,SG,6000,LAL,@CLE,1,106,17,13,99,108,3%,16,15,12,35,37,35,29.6,28.7,20.5,36.9,0.0,0.0,0.0,0,0.0,0.0
Taj Gibson,6,,PF/C,5900,MIN,SAC,1,107,14,15,97,108,10%,7,9,8,37,37,34,31.4,27.5,18.4,36.6,35.5,29.1,4.9,24.4,22.5,3.8
Reggie Jackson,6,,PG,5800,DET,@ATL,1,105,27,19,100,109,2%,13,15,13,26,29,28,28.3,28.8,21.2,36.3,28.5,28.0,4.8,28.2,17.0,2.9
Taurean Prince,9,,SG/SF,5700,ATL,DET,1,101,19,13,98,105,14%,11,9,11,34,33,31,30.4,26.6,17.6,35.6,30.5,25.4,4.5,23.4,14.5,2.5
Kent Bazemore,5,,SG/SF,5700,ATL,DET,1,101,22,14,98,105,-10%,9,10,11,28,29,29,30.8,28.5,19.0,37.9,28.0,25.5,4.5,23.3,26.3,4.6
J.J. Barea,10,,PG/SG,5600,DAL,@GSW,1,101,27,19,103,101,0%,10,9,10,23,24,23,26.4,25.4,18.1,32.7,25.5,27.6,4.9,25.5,25.5,4.6
Kyle Kuzma,7,,SF/PF,5500,LAL,@CLE,1,106,20,16,99,108,1%,14,13,13,31,27,30,29.7,28.3,19.0,37.6,28.5,25.4,4.6,30.9,28.8,5.2
Courtney Lee,5,,SG/SF,5500,NYK,@BKN,1,106,16,15,104,106,6%,12,13,10,31,33,33,24.1,25.1,17.0,33.1,34.0,26.2,4.8,36.3,41.5,7.5
John Collins,3,,PF/C,5500,ATL,DET,1,101,19,20,98,105,3%,6,8,8,23,29,23,26.9,24.2,14.6,33.8,20.0,20.1,3.7,19.9,29.3,5.3
Caris LeVert,9,,SG/SF,5400,BKN,NYK,1,107,21,13,99,105,0%,9,10,10,30,29,27,30.9,24.8,16.6,32.9,29.0,27.2,5.0,28.3,34.3,6.4
Dwyane Wade,4,,PG/SG,5300,CLE,LAL,1,115,24,17,105,103,4%,8,9,10,25,25,24,23.6,24.6,13.5,35.7,23.0,24.2,4.6,22.9,21.0,4.0
Ersan Ilyasova,2,,SF/PF,5300,ATL,DET,1,101,16,15,98,105,3%,11,9,8,27,26,25,26.5,21.9,12.2,31.7,24.5,21.1,4.0,26.8,28.8,5.4
DeMarre Carroll,4,,SF/PF,5300,BKN,NYK,1,107,19,14,99,105,2%,11,11,11,27,29,30,24.3,28.3,21.0,35.6,30.0,26.5,5.0,31.9,25.3,4.8
Dewayne Dedmon,,O,C,5200,ATL,DET,1,101,17,18,98,105,-3%,10,8,8,24,25,25,24.1,25.3,15.2,35.5,0.0,0.0,0.0,0,0.0,0.0
Buddy Hield,2,,SG/SF,5200,SAC,@MIN,1,96,24,17,98,108,6%,14,13,11,27,28,24,28.8,23.3,13.2,33.4,26.5,23.5,4.5,21.7,14.3,2.8
Willie Cauley-Stein,8,,PF/C,5100,SAC,@MIN,1,96,20,17,98,108,0%,11,10,9,27,27,26,29.8,24.8,14.5,35.0,28.0,26.0,5.1,19.6,17.3,3.4
Avery Bradley,5,,PG/SG,5100,DET,@ATL,1,105,23,12,100,109,-8%,13,13,14,28,31,32,18.6,24.6,15.8,33.5,32.5,24.5,4.8,26.7,26.3,5.2
