Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,11,,SF/PF,11600,CLE,SAC,1,111,30,31,97,110,1%,19,17,19,37,34,37,55.0,56.6,42.8,70.3,36.0,55.0,4.7,41.1,69.8,6.0
DeMarcus Cousins,23,,PF/C,11300,NOR,DEN,1,114,32,23,100,107,-2%,22,18,19,33,35,36,48.0,56.0,44.8,67.1,36.0,60.4,5.3,39.6,81.0,7.2
Giannis Antetokounmpo,14,,SF/PF,11100,MIL,DET,1,104,32,32,99,104,1%,20,20,21,37,38,38,53.4,56.0,48.8,63.2,38.0,55.4,5.0,37.7,49.0,4.4
Anthony Davis,,O,PF/C,10500,NOR,DEN,1,114,25,29,100,107,6%,14,16,17,25,30,36,41.8,51.2,37.7,64.7,0.0,0.0,0.0,0,0.0,0.0
Kevin Durant,25,,SF/PF,10100,GSW,@CHA,1,110,28,23,101,104,2%,20,19,18,32,34,34,40.9,45.1,38.2,52.1,34.0,49.3,4.9,35.9,72.3,7.2
Stephen Curry,,O,PG/SG,9700,GSW,@CHA,1,110,30,28,101,104,-1%,18,20,18,32,35,33,48.5,46.9,38.6,55.3,0.0,0.0,0.0,0,0.0,0.0
Andre Drummond,15,,C,9100,DET,@MIL,1,100,21,23,98,106,6%,8,9,10,33,34,34,50.5,44.6,34.4,54.7,34.0,45.3,5.0,37.2,62.0,6.8
Victor Oladipo,10,,PG/SG,8900,IND,CHI,1,108,29,23,98,110,2%,16,16,18,34,33,34,44.7,40.9,29.1,52.7,35.0,42.0,4.7,38.8,45.5,5.1
Kyrie Irving,5,,PG,8500,BOS,DAL,1,105,31,25,98,106,3%,19,19,19,32,34,33,38.6,40.3,31.7,48.9,34.5,42.5,5.0,32.1,35.5,4.2
Kevin Love,7,,PF/C,8400,CLE,SAC,1,111,25,25,97,110,8%,13,14,13,27,27,30,42.5,39.1,27.7,50.6,30.0,39.6,4.7,29.9,38.8,4.6
Nikola Jokic,,O,C,8300,DEN,@NOR,1,108,23,25,102,107,-2%,7,11,12,21,28,30,36.5,41.1,26.8,55.3,0.0,0.0,0.0,0,0.0,0.0
