Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,7,,SF/PF,11600,MIL,SAC,1,106,31,31,97,109,4%,19,19,21,38,38,38,48.8,55.5,48.3,62.8,36.5,55.5,4.8,34,65.3,5.6
LeBron James,8,,SF/PF,11400,CLE,MEM,1,109,30,31,97,104,-20%,14,17,19,33,34,37,60.9,56.3,41.9,70.7,36.0,53.2,4.7,39.1,55.5,4.9
DeMarcus Cousins,20,,PF/C,10400,NOR,@POR,0,101,32,23,99,100,-11%,18,16,19,39,34,36,45.5,56.1,44.5,67.7,37.5,57.4,5.5,34.2,50.0,4.8
Anthony Davis,,O,PF/C,9900,NOR,@POR,0,101,26,29,99,100,-7%,14,16,17,25,30,36,41.8,51.2,37.7,64.7,0.0,0.0,0.0,0,0.0,0.0
Joel Embiid,14,,C,9700,PHI,DET,1,109,33,24,99,104,0%,20,18,17,33,30,30,46.7,46.3,32.3,60.3,32.0,50.8,5.2,31.8,38.0,3.9
Ben Simmons,19,,PG/SF,9600,PHI,DET,1,109,26,20,99,104,-1%,15,17,16,40,38,36,46.7,47.3,38.0,56.5,37.0,48.8,5.1,39.2,28.5,3.0
Kyrie Irving,5,,PG,9200,BOS,PHO,1,114,31,25,106,109,19%,19,19,19,34,32,33,39.5,40.7,32.0,49.4,33.5,43.9,4.8,31,30.0,3.3
Damian Lillard,14,,PG,8900,POR,NOR,1,108,30,24,102,106,2%,18,20,19,39,38,37,44.5,43.7,33.5,53.9,36.5,44.5,5.0,40.1,50.8,5.7
Blake Griffin,,O,PF/C,8900,LAC,@DAL,1,102,30,21,98,107,-7%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0,0.0,0.0
Nikola Jokic,,O,C,8600,DEN,LAL,1,113,23,25,106,102,-1%,7,11,12,21,28,30,36.5,41.1,26.8,55.3,0.0,0.0,0.0,0,0.0,0.0
Andre Drummond,10,,C,8600,DET,@PHI,0,104,21,23,104,103,5%,9,10,10,32,33,34,44.9,44.5,33.9,55.1,34.5,46.8,5.4,35,49.8,5.8
Dennis Schroder,3,,PG,8500,ATL,@BKN,1,107,30,19,105,108,8%,15,17,18,30,32,33,33.6,35.3,27.4,43.2,33.5,40.3,4.7,31.1,38.8,4.6
Al Horford,3,,PF/C,8100,BOS,PHO,1,114,19,19,106,109,14%,10,10,10,34,32,33,34.5,34.9,28.4,41.5,33.0,36.2,4.5,32.2,40.8,5.0
Marc Gasol,5,,C,7900,MEM,@CLE,0,97,27,18,100,108,1%,14,14,16,35,34,34,36.4,40.5,29.3,51.6,34.0,38.2,4.8,40.8,49.5,6.3
Lou Williams,2,,PG/SG,7800,LAC,@DAL,1,102,27,20,98,107,-2%,18,14,14,37,35,29,36.1,30.3,17.7,43.0,37.0,39.0,5.0,33,27.0,3.5
Kevin Love,7,,PF/C,7700,CLE,MEM,1,109,25,24,97,104,2%,16,14,13,29,29,30,39.4,38.8,26.9,50.7,30.5,37.5,4.9,30.1,39.3,5.1
D'Angelo Russell,,O,PG,7600,BKN,ATL,2,111,35,20,100,108,4%,18,17,18,31,30,29,37.6,38.1,30.1,46.0,0.0,0.0,0.0,0,0.0,0.0
