Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Russell Westbrook,15,,PG,11400,OKC,MIN,1,107,34,22,99,108,0%,21,23,20,39,38,36,66.5,53.5,41.2,65.7,37.0,57.6,5.1,36.9,49.3,4.3
DeMarcus Cousins,14,,PF/C,10900,NOR,@UTA,1,104,32,23,98,101,-9%,13,15,19,35,32,36,44.0,56.5,44.7,68.3,36.0,52.4,4.8,39.2,49.3,4.5
Anthony Davis,11,,PF/C,10400,NOR,@UTA,1,104,26,29,98,101,-8%,18,17,17,28,33,37,46.1,51.8,38.2,65.4,37.0,48.2,4.6,31.5,39.5,3.8
Stephen Curry,16,,PG/SG,9900,GSW,@ORL,1,120,30,27,103,108,9%,23,21,18,38,33,33,49.9,46.2,37.8,54.6,33.0,48.2,4.9,33,52.5,5.3
Kevin Durant,12,,SF/PF,9600,GSW,@ORL,1,120,28,24,103,108,11%,21,20,18,38,35,35,40.9,45.8,38.6,53.0,34.0,47.8,5.0,30.4,45.5,4.7
Andre Drummond,9,,C,8800,DET,@WAS,1,102,21,23,100,104,-4%,10,11,11,34,33,34,43.9,43.9,33.3,54.4,34.0,42.0,4.8,36.7,55.8,6.3
Karl-Anthony Towns,11,,C,8600,MIN,@OKC,1,102,23,23,99,100,-3%,23,16,15,40,37,36,42.9,43.9,35.2,52.6,37.0,43.5,5.1,35.4,39.8,4.6
John Wall,,O,PG,8500,WAS,DET,1,101,29,22,99,104,-2%,20,16,17,36,35,35,37.8,43.0,33.8,52.2,0.0,0.0,0.0,0,0.0,0.0
LaMarcus Aldridge,13,,PF/C,8500,SAS,@MEM,1,98,27,27,97,104,0%,22,19,18,37,35,34,42.6,41.2,31.1,51.3,35.0,38.4,4.5,31.9,32.0,3.8
Paul George,9,,SF,8200,OKC,MIN,1,107,25,18,99,108,-5%,15,16,18,40,38,38,41.0,40.9,29.4,52.3,37.5,40.3,4.9,42.1,62.0,7.6
Kawhi Leonard,,O,SF/PF,8200,SAS,@MEM,1,98,,,97,104,-19%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kyle Lowry,20,,PG,8100,TOR,IND,1,112,22,21,101,106,-1%,14,13,12,32,35,34,47.5,39.8,28.5,51.1,35.0,40.4,5.0,35.1,31.8,3.9
Victor Oladipo,13,,PG/SG,8000,IND,@TOR,1,105,29,22,100,103,5%,17,17,18,34,33,34,44.8,40.0,29.2,50.9,34.0,37.8,4.7,39,65.8,8.2
DeMar DeRozan,2,,SG/SF,7900,TOR,IND,1,112,29,22,101,106,1%,14,17,18,32,34,35,35.0,38.9,29.0,48.8,35.0,37.9,4.8,33.7,44.8,5.7
Bradley Beal,10,,SG,7900,WAS,DET,1,101,28,21,99,104,-8%,12,17,18,29,34,36,33.5,38.6,29.8,47.5,35.5,37.9,4.8,32.8,18.0,2.3
Marc Gasol,4,,C,7800,MEM,SAS,1,95,27,18,97,101,-1%,14,15,16,32,35,34,37.6,40.2,28.9,51.6,34.5,37.2,4.8,34.2,45.3,5.8
Hassan Whiteside,,O,C,7600,MIA,CHA,1,103,21,26,101,105,-4%,11,9,11,20,23,27,29.6,37.0,24.1,49.8,0.0,0.0,0.0,0,0.0,0.0
Aaron Gordon,7,,SF/PF,7600,ORL,GSW,1,109,20,22,104,101,3%,17,14,13,42,36,34,44.3,37.2,23.3,51.2,36.0,38.0,5.0,36.5,46.3,6.1
Kemba Walker,,O,PG,7500,CHA,@MIA,1,101,27,22,99,104,-10%,17,17,17,34,36,35,34.1,38.3,27.0,49.6,0.0,0.0,0.0,0,0.0,0.0
Dwight Howard,15,,C,7500,CHA,@MIA,1,101,24,18,99,104,3%,13,12,10,31,32,30,46.7,36.4,25.0,47.9,30.0,37.1,4.9,16.6,18.8,2.5
Rudy Gobert,,O,C,7500,UTA,NOR,0,102,16,20,102,106,-4%,8,8,8,36,35,35,39.9,36.3,26.4,46.3,0.0,0.0,0.0,0,0.0,0.0
Draymond Green,10,,PF/C,7400,GSW,@ORL,1,120,17,16,103,108,0%,13,9,8,39,34,32,35.4,35.4,27.6,43.1,33.0,36.7,5.0,34,41.3,5.6
Jimmy Butler,7,,SG,7300,MIN,@OKC,1,102,22,18,99,100,-7%,15,17,14,36,36,36,38.1,34.9,25.3,44.5,36.5,36.2,5.0,41,45.3,6.2
Nikola Vucevic,11,,C,7200,ORL,GSW,1,109,23,19,104,101,4%,15,15,14,34,33,30,40.3,35.8,24.7,46.9,31.5,36.4,5.1,25.8,17.8,2.5
Goran Dragic,5,,PG,7000,MIA,CHA,1,103,25,18,101,105,1%,13,12,15,33,32,34,31.6,33.0,26.7,39.4,32.0,32.5,4.6,27.6,17.0,2.4
Klay Thompson,6,,SG,6900,GSW,@ORL,1,120,22,18,103,108,11%,16,16,16,36,32,33,33.4,33.3,25.4,41.1,33.5,33.7,4.9,35.3,39.8,5.8
Tyreke Evans,9,,SG/SF,6800,MEM,SAS,1,95,27,22,97,101,-3%,16,15,14,31,31,29,32.6,32.1,23.5,40.7,30.5,30.8,4.5,28.6,14.3,2.1
Carmelo Anthony,5,,SF/PF,6700,OKC,MIN,1,107,26,17,99,108,-5%,14,18,17,30,34,33,32.4,34.3,28.7,39.9,34.0,32.8,4.9,29.3,18.0,2.7
Andrew Wiggins,4,,SF/PF,6700,MIN,@OKC,1,102,23,15,99,100,-12%,17,16,16,37,39,37,35.2,30.7,22.4,39.0,37.0,29.1,4.3,39.5,33.8,5.0
Donovan Mitchell,14,,PG/SG,6600,UTA,NOR,0,102,27,13,102,106,2%,14,15,15,33,32,29,32.2,28.6,18.5,38.7,35.0,34.3,5.2,36.7,53.5,8.1
Jeff Teague,2,,PG,6500,MIN,@OKC,1,102,23,16,99,100,-7%,15,12,12,36,36,34,34.5,33.6,22.2,44.9,32.5,30.7,4.7,34,31.3,4.8
Derrick Favors,6,,PF/C,6500,UTA,NOR,0,102,19,19,102,106,4%,12,10,10,30,29,28,35.3,27.6,16.3,38.8,30.0,31.2,4.8,33.7,43.8,6.7
Mike Conley,,O,PG,6500,MEM,SAS,1,95,26,16,97,101,-13%,12,15,14,30,31,31,27.4,28.8,20.0,37.6,0.0,0.0,0.0,0,0.0,0.0
Otto Porter,10,,SF/PF,6500,WAS,DET,1,101,17,20,99,104,7%,16,14,12,29,32,33,32.4,32.3,20.6,43.9,33.0,30.0,4.6,32.7,38.3,5.9
