Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,12,,PG/SG,11900,HOU,@LAL,3,118,36,30,106,102,9%,21,21,21,36,35,36,58.1,57.9,45.6,70.2,35.5,58.1,4.9,35.3,58.5,4.9
Russell Westbrook,12,,PG,10100,OKC,SAS,1,103,35,21,97,101,-14%,22,24,20,37,38,36,62.4,53.3,41.3,65.2,36.0,52.1,5.2,38.5,53.5,5.3
Stephen Curry,9,,PG/SG,9400,GSW,@MIA,1,116,31,27,99,104,-10%,20,20,18,36,33,33,46.5,46.5,38.2,54.8,33.0,45.8,4.9,30.3,43.5,4.6
Kevin Durant,11,,SF/PF,9100,GSW,@MIA,1,116,27,24,99,104,-8%,20,19,17,36,35,34,41.8,45.8,38.8,52.8,34.0,46.5,5.1,28.4,39.3,4.3
Chris Paul,11,,PG/SG,8400,HOU,@LAL,3,118,21,24,106,102,9%,8,10,9,30,29,28,37.4,37.1,29.9,44.3,31.5,42.6,5.1,33,38.5,4.6
Karl-Anthony Towns,9,,C,8300,MIN,LAC,1,113,23,23,99,107,0%,18,17,15,38,38,36,43.0,43.7,35.2,52.3,36.5,44.7,5.4,37.5,34.5,4.2
Kristaps Porzingis,,O,PF/C,8200,NYK,ORL,3,104,32,25,103,108,1%,17,18,20,35,34,33,38.2,43.2,31.7,54.7,0.0,0.0,0.0,0,0.0,0.0
Paul George,7,,SF,8200,OKC,SAS,1,103,25,19,97,101,-5%,19,17,18,41,39,38,43.4,41.9,29.8,54.1,37.5,39.3,4.8,33.3,23.5,2.9
LaMarcus Aldridge,,O,PF/C,8100,SAS,@OKC,1,95,27,26,99,101,2%,21,17,18,34,33,34,40.8,40.8,30.7,50.8,0.0,0.0,0.0,0,0.0,0.0
Kawhi Leonard,,O,SF/PF,8000,SAS,@OKC,1,95,,,99,101,-10%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Blake Griffin,,O,PF/C,8000,LAC,@MIN,0,101,30,21,99,108,-6%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0,0.0,0.0
Aaron Gordon,1,,SF/PF,7800,ORL,@NYK,1,107,20,22,99,105,-10%,23,15,13,40,36,34,44.7,37.7,23.9,51.4,35.0,35.8,4.6,38.6,25.0,3.2
Hassan Whiteside,,O,C,7500,MIA,GSW,1,106,21,26,104,102,3%,11,9,11,20,23,27,29.6,37.0,24.1,49.8,0.0,0.0,0.0,0,0.0,0.0
Jimmy Butler,17,,SG,7400,MIN,LAC,1,113,22,18,99,107,11%,14,16,14,37,37,36,39.3,35.4,25.7,45.0,36.5,40.0,5.4,39.5,53.5,7.2
Draymond Green,3,,PF/C,7300,GSW,@MIA,1,116,17,16,99,104,0%,9,9,8,36,34,32,36.9,35.7,28.0,43.3,33.0,35.3,4.8,32,26.3,3.6
Nikola Vucevic,0,,C,7200,ORL,@NYK,1,107,23,19,99,105,-8%,10,13,14,28,32,30,34.0,35.0,23.5,46.4,31.5,36.7,5.1,34.9,59.0,8.2
Clint Capela,9,,C,7100,HOU,@LAL,3,118,19,26,106,102,-1%,14,10,9,28,26,26,35.5,34.9,24.1,45.7,28.0,37.2,5.2,22.6,31.3,4.4
Lou Williams,15,,PG/SG,7000,LAC,@MIN,0,101,27,20,99,108,7%,15,16,14,35,36,29,38.3,30.2,17.8,42.5,35.0,37.0,5.3,35,45.3,6.5
Andrew Wiggins,2,,SF/PF,6900,MIN,LAC,1,113,23,15,99,107,4%,16,16,16,38,39,38,35.1,31.5,23.8,39.2,37.0,32.2,4.7,38.1,18.8,2.7
DeAndre Jordan,4,,C,6800,LAC,@MIN,0,101,12,18,99,108,0%,6,5,6,31,32,32,32.2,32.0,21.0,43.0,33.0,35.0,5.1,34.8,36.5,5.4
Tim Hardaway Jr.,1,O,SG/SF,6800,NYK,ORL,3,104,23,16,103,108,13%,15,17,15,34,36,35,32.8,32.1,17.4,46.9,0.0,0.0,0.0,0,0.0,0.0
Lonzo Ball,7,,PG,6700,LAL,HOU,0,105,19,10,101,102,-11%,11,10,11,38,35,34,31.8,33.9,20.2,47.5,33.5,34.5,5.1,22,10.3,1.5
Klay Thompson,6,,SG,6700,GSW,@MIA,1,116,22,19,99,104,3%,13,16,16,37,34,33,37.4,33.5,25.8,41.3,34.0,32.2,4.8,31.1,31.8,4.7
