Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Kevin Durant,8,,SF/PF,11600,GSW,LAL,1,114,30,25,105,103,-2%,25,23,19,37,37,35,60.0,49.0,37.6,60.5,35.0,56.1,4.8,37.5,65.3,5.6
James Harden,23,,PG/SG,11500,HOU,LAC,1,117,36,31,99,106,-4%,22,21,21,41,37,36,52.0,57.1,45.1,69.0,39.5,65.6,5.7,41.4,73.0,6.3
Russell Westbrook,12,,PG,11400,OKC,ATL,1,107,36,22,100,108,-1%,21,22,21,32,38,37,60.4,55.3,43.7,67.0,36.0,57.8,5.1,35.5,67.8,5.9
Giannis Antetokounmpo,12,,SF/PF,11300,MIL,CHA,2,107,31,31,101,104,2%,18,20,20,41,41,39,60.4,56.5,49.5,63.4,38.5,56.0,5.0,36.5,44.8,4.0
DeMarcus Cousins,9,,PF/C,11100,NOR,@ORL,2,113,32,23,102,108,3%,17,15,19,35,34,36,48.3,56.3,44.8,67.7,36.5,56.3,5.1,32.8,54.3,4.9
Anthony Davis,9,,PF/C,10500,NOR,@ORL,2,113,25,28,102,108,3%,22,18,17,40,38,37,48.0,50.5,37.5,63.6,38.0,53.8,5.1,30.9,39.3,3.7
Chris Paul,,O,PG/SG,9200,HOU,LAC,1,117,24,26,99,106,-4%,10,14,13,30,33,32,47.7,43.4,31.0,55.7,0.0,0.0,0.0,0,0.0,0.0
Stephen Curry,,O,PG/SG,9100,GSW,LAL,1,114,31,28,105,103,9%,18,20,18,32,35,33,48.5,46.9,38.6,55.3,0.0,0.0,0.0,0,0.0,0.0
Nikola Vucevic,12,,C,8900,ORL,NOR,1,106,24,22,102,108,1%,21,19,15,34,34,31,53.4,40.2,26.1,54.3,35.0,46.9,5.3,27.9,36.5,4.1
John Wall,17,,PG,8700,WAS,@BKN,2,109,30,20,103,107,9%,17,18,16,33,33,34,40.5,41.3,32.1,50.4,34.5,46.0,5.3,16.4,19.0,2.2
Andre Drummond,4,,C,8600,DET,NYK,1,104,21,23,99,105,-7%,12,9,10,31,30,33,36.5,43.6,32.0,55.1,32.5,41.6,4.8,26,44.8,5.2
Kristaps Porzingis,2,,PF/C,8400,NYK,@DET,0,98,32,24,98,105,2%,11,19,20,20,31,33,36.5,41.2,26.8,55.6,32.0,38.8,4.6,38.4,47.3,5.6
Damian Lillard,,O,PG,8300,POR,DEN,1,102,30,23,99,108,6%,18,17,19,36,37,37,38.0,43.9,34.0,53.8,0.0,0.0,0.0,0,0.0,0.0
DeAndre Jordan,7,,C,7800,LAC,@HOU,1,105,13,20,102,103,0%,8,10,7,30,33,33,41.6,35.1,24.1,46.0,33.5,39.1,5.0,33.4,47.0,6.0
Dwight Howard,9,,C,7600,CHA,@MIL,1,102,24,18,98,107,8%,9,11,11,28,31,31,37.5,36.7,24.7,48.7,32.0,39.2,5.2,4.6,5.3,0.7
Bradley Beal,12,,SG,7500,WAS,@BKN,2,109,28,20,103,107,7%,23,22,20,40,38,37,42.5,38.8,28.2,49.4,36.0,38.4,5.1,28.8,15.5,2.1
Blake Griffin,1,O,PF/C,7400,LAC,@HOU,1,105,30,20,102,103,-8%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0,0.0,0.0
Draymond Green,15,,PF/C,7400,GSW,LAL,1,114,17,17,105,103,6%,9,8,8,38,36,33,43.4,36.4,27.9,44.9,33.0,38.8,5.2,30.1,40.3,5.4
Nikola Jokic,6,,C,7400,DEN,@POR,1,103,23,24,99,102,-10%,11,9,12,31,25,30,29.3,40.1,26.6,53.6,32.5,40.2,5.4,37.1,50.3,6.8
Khris Middleton,7,,SG/SF,7400,MIL,CHA,2,107,24,18,101,104,4%,16,17,16,37,38,38,40.2,36.9,24.7,49.2,36.5,37.5,5.1,38.1,38.8,5.2
Aaron Gordon,,O,SF/PF,7400,ORL,NOR,1,106,20,20,102,108,4%,11,13,13,27,35,34,29.8,36.1,22.7,49.5,0.0,0.0,0.0,0,0.0,0.0
Jrue Holiday,12,,PG/SG,7300,NOR,@ORL,2,113,22,16,102,108,9%,16,18,15,39,40,38,47.0,35.4,23.9,46.8,36.5,36.1,4.9,30,38.0,5.2
Lou Williams,14,,PG/SG,7200,LAC,@HOU,1,105,28,20,102,103,7%,17,18,15,32,33,31,32.5,32.2,19.8,44.6,34.5,37.0,5.1,38.6,54.0,7.5
Klay Thompson,3,,SG,7200,GSW,LAL,1,114,22,18,105,103,2%,20,19,16,40,38,34,35.8,33.5,26.6,40.5,35.5,36.8,5.1,34.4,24.8,3.4
Clint Capela,,O,C,7100,HOU,LAC,1,117,19,27,99,106,0%,12,9,9,30,26,26,39.9,35.1,24.1,46.2,0.0,0.0,0.0,0,0.0,0.0
Paul George,10,,SF,7100,OKC,ATL,1,107,25,17,100,108,14%,13,15,17,35,37,38,33.9,38.9,27.1,50.7,35.5,39.1,5.5,40,32.8,4.6
CJ McCollum,21,,PG/SG,7000,POR,DEN,1,102,24,17,99,108,3%,20,18,18,38,39,37,33.8,33.3,26.2,40.4,39.0,39.5,5.6,33.8,22.8,3.3
Lonzo Ball,10,,PG,7000,LAL,@GSW,1,103,19,11,103,101,-1%,13,11,11,38,36,34,37.9,34.2,21.0,47.3,34.5,32.9,4.7,37,39.8,5.7
Hassan Whiteside,,O,C,6900,MIA,DAL,1,96,21,26,97,106,1%,11,9,11,20,23,27,29.6,37.0,24.1,49.8,0.0,0.0,0.0,0,0.0,0.0
Brandon Ingram,9,,SG/SF,6800,LAL,@GSW,1,103,21,13,103,101,3%,14,14,14,40,39,36,33.9,31.7,22.0,41.5,36.5,32.4,4.8,35.6,21.3,3.1
Kemba Walker,4,,PG,6800,CHA,@MIL,1,102,26,20,98,107,-8%,13,18,17,29,33,35,31.1,37.3,27.0,47.5,34.5,34.5,5.1,31.9,47.0,6.9
Eric Bledsoe,6,,PG/SG,6700,MIL,CHA,2,107,27,18,101,104,3%,17,15,14,34,34,31,31.1,32.5,22.9,42.1,32.0,34.0,5.1,35.9,55.3,8.3
D'Angelo Russell,1,O,PG/SG,6700,BKN,WAS,1,104,35,20,99,103,-2%,18,17,18,31,30,29,37.6,38.1,30.1,46.0,0.0,0.0,0.0,0,0.0,0.0
Dennis Schroder,,O,PG,6600,ATL,@OKC,1,97,29,18,98,101,-8%,17,15,17,33,32,32,33.2,35.1,27.4,42.9,0.0,0.0,0.0,0,0.0,0.0
Jonathon Simmons,9,,SG/SF,6600,ORL,NOR,1,106,23,14,102,108,7%,14,17,12,35,35,29,35.6,24.4,14.5,34.3,35.0,30.7,4.7,30.9,37.0,5.6
Paul Millsap,1,O,PF/C,6500,DEN,@POR,1,103,24,18,99,102,-6%,15,14,13,31,33,31,39.5,33.0,21.1,45.0,0.0,0.0,0.0,0,0.0,0.0
Steven Adams,6,,C,6500,OKC,ATL,1,107,16,21,100,108,7%,8,10,9,38,37,32,31.4,29.9,20.9,38.9,33.0,31.5,4.8,33.8,34.5,5.3
Spencer Dinwiddie,8,,PG/SG,6400,BKN,WAS,1,104,22,18,99,103,-2%,11,12,11,28,29,27,32.3,29.2,17.9,40.6,31.0,32.7,5.1,22.4,28.0,4.4
Harrison Barnes,1,,SF/PF,6400,DAL,@MIA,1,98,23,16,98,104,-4%,18,16,15,33,34,35,31.6,32.3,25.0,39.5,35.5,30.7,4.8,32.2,25.5,4.0
Jusuf Nurkic,7,,C,6400,POR,DEN,1,102,27,16,99,108,4%,12,11,13,27,26,28,28.8,30.9,19.4,42.4,28.5,33.9,5.3,24.2,9.3,1.5
Kyle Kuzma,19,,SF/PF,6300,LAL,@GSW,1,103,21,17,103,101,-1%,17,15,13,40,34,31,39.3,29.8,19.2,40.4,35.0,32.8,5.2,43,53.5,8.5
Tim Hardaway Jr.,1,O,SG/SF,6200,NYK,@DET,0,98,23,16,98,105,13%,15,17,15,34,36,35,32.8,32.1,17.4,46.9,0.0,0.0,0.0,0,0.0,0.0
Enes Kanter,5,,PF/C,6200,NYK,@DET,0,98,20,23,98,105,0%,9,9,9,23,25,26,25.8,29.5,20.2,38.9,25.5,26.7,4.3,29.5,55.5,9.0
Gary Harris,2,,SG,6200,DEN,@POR,1,103,20,16,99,102,-2%,17,17,13,42,39,35,37.0,29.8,21.9,37.8,34.0,28.6,4.6,38.1,29.5,4.8
Josh Richardson,10,,SG/SF,6100,MIA,DAL,1,96,17,10,97,106,9%,17,13,10,39,37,34,35.0,23.6,13.4,33.8,38.5,29.0,4.8,36.4,42.5,7.0
Kent Bazemore,2,,SG/SF,6100,ATL,@OKC,1,97,22,15,98,101,-4%,11,12,11,30,29,29,37.2,29.3,19.7,38.9,31.5,28.7,4.7,26.8,27.8,4.6
James Johnson,,O,SF/PF,6100,MIA,DAL,1,96,20,15,97,106,-6%,11,9,9,35,31,28,30.4,27.1,16.5,37.8,0.0,0.0,0.0,0,0.0,0.0
Tobias Harris,3,,SF/PF,6000,DET,NYK,1,104,21,17,99,105,2%,17,13,15,26,28,33,21.8,29.7,20.5,39.0,32.0,29.6,4.9,41,38.3,6.4
Dion Waiters,2,,SG/SF,6000,MIA,DAL,1,96,24,11,97,106,-8%,14,14,14,36,35,31,28.1,25.4,16.0,34.9,36.0,30.9,5.2,8.6,9.8,1.6
Rondae Hollis-Jefferson,9,,SF/PF,6000,BKN,WAS,1,104,20,18,99,103,-8%,10,10,11,33,30,29,30.8,28.6,18.8,38.4,32.5,32.2,5.4,23.8,46.3,7.7
Will Barton,6,,SG/SF,5900,DEN,@POR,1,103,21,17,99,102,-2%,12,12,12,30,34,32,30.9,31.1,19.6,42.5,32.5,30.2,5.1,25.5,26.3,4.5
Goran Dragic,,O,PG,5900,MIA,DAL,1,96,25,16,97,106,2%,11,13,14,28,28,31,27.5,29.9,21.8,37.9,0.0,0.0,0.0,0,0.0,0.0
Eric Gordon,17,,SG,5900,HOU,LAC,1,117,24,15,99,106,9%,20,14,15,36,31,32,25.9,27.4,18.5,36.2,37.5,33.3,5.6,40,38.0,6.4
Taurean Prince,2,,SG/SF,5800,ATL,@OKC,1,97,19,13,98,101,-9%,11,11,11,32,31,31,30.1,26.7,17.3,36.0,31.5,26.1,4.5,33.9,18.3,3.2
Otto Porter Jr.,1,,SF/PF,5800,WAS,@BKN,2,109,18,19,103,107,-8%,12,11,12,31,32,33,29.4,31.6,19.5,43.8,32.0,30.1,5.2,21.3,14.0,2.4
Kentavious Caldwell-Pope,8,,SG,5800,LAL,@GSW,1,103,17,13,103,101,-4%,19,15,12,40,37,35,30.1,28.9,20.8,37.0,34.5,26.2,4.5,34.1,28.8,5.0
Jamal Murray,9,,PG/SG,5800,DEN,@POR,1,103,24,16,99,102,-10%,14,16,12,31,34,28,37.4,25.0,12.4,37.6,34.0,29.4,5.1,26.9,14.5,2.5
Rajon Rondo,,,PG,5700,NOR,@ORL,2,113,18,16,102,108,9%,4,6,7,21,28,26,30.9,27.4,14.0,40.9,27.0,27.6,4.8,23.1,20.8,3.6
Evan Fournier,,O,SG/SF,5700,ORL,NOR,1,106,22,17,102,108,7%,17,15,14,35,35,33,31.2,30.3,21.5,39.1,0.0,0.0,0.0,0,0.0,0.0
Carmelo Anthony,6,,SF/PF,5600,OKC,ATL,1,107,24,14,100,108,8%,9,13,16,28,34,33,24.8,31.1,23.2,39.0,33.0,30.9,5.5,34.6,33.3,5.9
Elfrid Payton,13,,PG,5600,ORL,NOR,1,106,20,16,102,108,5%,10,10,10,31,29,30,23.6,28.6,18.6,38.5,30.0,30.1,5.4,28.7,31.3,5.6
Kelly Olynyk,13,,PF/C,5600,MIA,DAL,1,96,20,16,97,106,1%,12,10,7,33,31,22,29.0,22.0,12.2,31.9,33.0,31.3,5.6,25.8,23.5,4.2
Danilo Gallinari,,O,SF/PF,5600,LAC,@HOU,1,105,21,11,102,103,7%,16,13,13,31,32,34,26.3,26.2,20.5,31.9,0.0,0.0,0.0,0,0.0,0.0
Austin Rivers,8,,PG/SG,5600,LAC,@HOU,1,105,21,12,102,103,-11%,16,16,13,31,34,34,29.1,26.4,17.2,35.5,35.0,29.3,5.2,39.3,54.0,9.6
Trevor Ariza,14,,SG/SF,5500,HOU,LAC,1,117,13,13,99,106,7%,12,12,10,43,41,36,29.4,25.4,17.7,33.0,41.0,31.4,5.7,42.7,22.0,4.0
Reggie Jackson,4,,PG,5500,DET,NYK,1,104,27,17,99,105,10%,12,11,13,23,25,28,20.1,27.6,19.6,35.5,26.5,26.4,4.8,28.3,26.0,4.7
Nicolas Batum,2,,SG/SF,5500,CHA,@MIL,1,102,18,12,98,107,-3%,4,8,10,29,33,32,25.5,25.6,16.3,35.0,33.5,27.8,5.1,31.7,23.8,4.3
Tyler Johnson,7,,PG/SG,5400,MIA,DAL,1,96,18,12,97,106,-8%,11,9,9,38,32,28,25.1,21.4,13.0,29.7,37.5,29.6,5.5,38.6,33.3,6.2
