Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,,,PG/SG,11100,HOU,@OKC,2,,36,31,98,101,-6%,28,22,21,42,39,36,58.2,57.6,45.5,69.7,40.0,61.2,5.5,,0.0,0.0
LeBron James,,,SF/PF,11000,CLE,@GSW,3,,31,31,103,101,1%,23,20,19,37,38,38,62.6,58.9,46.2,71.5,37.0,54.9,5.0,,0.0,0.0
Russell Westbrook,,,PG,10900,OKC,HOU,1,,35,23,102,104,-10%,21,20,21,37,35,37,59.6,56.0,44.4,67.5,36.0,58.1,5.3,,0.0,0.0
Kevin Durant,,,SF/PF,10500,GSW,CLE,1,,30,25,99,109,9%,19,22,19,36,36,35,54.9,49.1,37.2,60.9,35.0,52.6,5.0,,0.0,0.0
Joel Embiid,,,C,9500,PHI,@NYK,1,,32,24,99,105,-6%,17,17,17,36,36,31,50.8,46.9,33.6,60.2,33.5,47.9,5.0,,0.0,0.0
Ben Simmons,,,PG/SF,9300,PHI,@NYK,1,,24,18,99,105,10%,14,12,14,33,37,37,41.4,45.0,34.3,55.6,35.5,42.4,4.6,,0.0,0.0
Stephen Curry,,O,PG/SG,9100,GSW,CLE,1,,30,28,99,109,3%,18,20,18,32,35,33,48.5,46.9,38.6,55.3,0.0,0.0,0.0,,0.0,0.0
Chris Paul,,D,PG/SG,9000,HOU,@OKC,2,,24,26,98,101,-6%,10,14,13,30,33,32,47.7,43.4,31.0,55.7,0.0,0.0,0.0,,0.0,0.0
Karl-Anthony Towns,,,C,8900,MIN,@LAL,1,,22,23,105,103,1%,13,15,15,38,38,37,50.0,45.0,34.8,55.1,36.5,47.1,5.3,,0.0,0.0
Kristaps Porzingis,,,PF/C,8600,NYK,PHI,2,,32,23,103,104,2%,20,20,20,31,31,33,39.5,41.5,27.3,55.6,33.0,41.3,4.8,,0.0,0.0
Jimmy Butler,,,SG,8400,MIN,@LAL,1,,23,21,105,103,2%,17,17,16,36,36,37,43.4,38.7,28.1,49.2,36.5,41.6,5.0,,0.0,0.0
Kyrie Irving,,,PG,8300,BOS,WAS,1,,31,26,99,104,0%,21,21,19,32,32,33,42.3,40.6,32.1,49.0,33.5,40.5,4.9,,0.0,0.0
John Wall,,,PG,8000,WAS,@BOS,1,,30,20,98,101,-10%,14,15,16,32,31,34,37.1,41.1,32.1,50.1,34.0,41.1,5.1,,0.0,0.0
Kevin Love,,,PF/C,7500,CLE,@GSW,3,,25,25,103,101,0%,15,16,14,30,31,30,41.4,39.3,28.8,49.8,30.0,36.9,4.9,,0.0,0.0
Kyle Kuzma,,,SF/PF,7300,LAL,MIN,1,,21,17,98,108,-7%,17,17,13,39,38,32,42.6,30.7,19.6,41.8,35.5,33.7,4.6,,0.0,0.0
Draymond Green,,,PF/C,7200,GSW,CLE,1,,17,17,99,109,3%,10,8,8,32,34,33,39.7,36.4,28.2,44.6,33.0,37.2,5.2,,0.0,0.0
Bradley Beal,,,SG,7000,WAS,@BOS,1,,28,19,98,101,-8%,13,18,19,30,35,36,35.6,37.6,26.4,48.9,35.5,35.3,5.0,,0.0,0.0
