Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Kevin Durant,10,,SF/PF,11500,GSW,DEN,0,112,30,25,99,108,-8%,20,23,19,35,36,35,58.5,49.6,38.0,61.3,35.0,53.9,4.7,34.8,33.5,2.9
Russell Westbrook,16,,PG,11200,OKC,@UTA,0,98,36,22,97,103,4%,15,22,21,32,38,37,62.8,55.7,44.1,67.4,36.0,53.9,4.8,38.2,63.0,5.6
Giannis Antetokounmpo,7,O,SF/PF,11100,MIL,@CHA,0,101,31,31,101,104,2%,17,20,20,38,40,39,55.5,56.0,48.9,63.2,0.0,0.0,0.0,0,0.0,0.0
DeMarcus Cousins,12,,PF/C,10800,NOR,@MIA,0,106,32,23,98,104,-2%,17,17,19,34,34,36,50.9,56.2,44.9,67.4,36.0,53.3,4.9,28.6,44.8,4.1
Anthony Davis,7,,PF/C,10400,NOR,@MIA,0,106,25,28,98,104,-5%,18,18,17,34,38,36,50.4,50.1,37.2,63.1,37.0,48.8,4.7,31.8,39.0,3.8
Victor Oladipo,11,,PG/SG,9600,IND,BKN,2,113,29,24,103,107,7%,19,20,19,34,37,35,43.3,42.9,30.8,55.0,36.5,45.4,4.7,42.3,57.0,5.9
Karl-Anthony Towns,13,,C,9500,MIN,@PHO,2,112,22,23,104,108,1%,16,16,15,39,40,37,53.0,45.1,34.8,55.4,38.5,48.7,5.1,38.3,41.5,4.4
Stephen Curry,,O,PG/SG,9300,GSW,DEN,0,112,31,28,99,108,6%,18,20,18,32,35,33,48.5,46.9,38.6,55.3,0.0,0.0,0.0,0,0.0,0.0
Jimmy Butler,8,,SG,8900,MIN,@PHO,2,112,23,21,104,108,6%,18,19,16,35,38,37,44.9,38.4,27.8,49.1,36.5,41.8,4.7,37.8,45.5,5.1
Kyrie Irving,10,,PG,8800,BOS,CHI,1,106,31,26,99,107,4%,26,23,19,37,34,33,42.6,40.4,31.9,49.0,33.5,41.2,4.7,27.8,45.3,5.1
John Wall,8,,PG,8700,WAS,ORL,0,112,30,20,102,108,9%,17,18,16,33,33,34,40.5,41.3,32.1,50.4,33.5,45.3,5.2,30.8,36.8,4.2
Nikola Vucevic,8,,C,8600,ORL,@WAS,0,100,24,22,99,103,-2%,21,19,15,30,32,31,46.3,40.1,26.2,54.0,32.0,41.2,4.8,5,2.0,0.2
Damian Lillard,,O,PG,8400,POR,@LAL,0,99,30,23,105,103,9%,18,17,19,36,37,37,38.0,43.9,34.0,53.8,0.0,0.0,0.0,0,0.0,0.0
Marc Gasol,0,,C,8200,MEM,LAC,1,100,27,18,99,106,0%,17,16,16,37,36,35,40.3,40.3,30.3,50.3,33.5,37.0,4.5,35,47.3,5.8
Tyreke Evans,14,,PG/SG,7900,MEM,LAC,1,100,27,21,99,106,9%,19,17,15,33,34,31,33.1,34.2,22.9,45.5,34.0,38.4,4.9,38.5,64.8,8.2
Devin Booker,1,O,SG/SF,7900,PHO,MIN,1,104,29,20,98,108,4%,24,21,19,39,36,34,47.8,38.3,24.8,51.8,0.0,0.0,0.0,0,0.0,0.0
Bradley Beal,6,,SG,7800,WAS,ORL,0,112,28,20,102,108,8%,17,19,20,33,37,36,37.6,38.0,26.8,49.3,36.0,39.1,5.0,30.4,26.3,3.4
CJ McCollum,10,,PG/SG,7700,POR,@LAL,0,99,24,17,105,103,2%,20,19,18,36,37,37,30.1,33.0,25.7,40.2,39.0,39.4,5.1,35.5,33.3,4.3
LaMarcus Aldridge,6,,PF/C,7600,SAS,@SAC,1,101,27,24,97,109,7%,14,16,18,32,32,34,32.1,38.8,29.1,48.5,34.5,37.8,5.0,38.5,46.0,6.1
Khris Middleton,12,,SG/SF,7600,MIL,@CHA,0,101,24,18,101,104,4%,19,18,16,39,38,38,41.1,37.0,25.0,49.0,39.0,41.0,5.4,40.5,47.8,6.3
Nikola Jokic,16,,C,7600,DEN,@GSW,0,104,23,24,103,101,3%,17,12,12,37,29,31,35.5,41.4,28.6,54.3,34.0,44.5,5.9,36.6,38.3,5.0
Aaron Gordon,,O,SF/PF,7500,ORL,@WAS,0,100,20,20,99,103,-1%,11,13,13,27,35,34,29.8,36.1,22.7,49.5,0.0,0.0,0.0,0,0.0,0.0
Blake Griffin,1,O,PF/C,7500,LAC,@MEM,0,97,30,20,95,106,0%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0,0.0,0.0
Jrue Holiday,5,,PG/SG,7500,NOR,@MIA,0,106,22,16,98,104,-6%,13,16,15,33,38,37,43.8,35.5,24.2,46.7,35.5,33.7,4.5,31,28.0,3.7
DeAndre Jordan,8,,C,7400,LAC,@MEM,0,97,13,20,95,106,-6%,7,9,7,32,32,33,40.1,35.5,24.5,46.4,33.5,36.5,4.9,36.5,30.5,4.1
Dwight Howard,3,,C,7400,CHA,MIL,0,106,24,18,98,107,8%,9,11,11,28,31,30,37.5,36.1,23.8,48.3,32.0,39.3,5.3,32.3,47.5,6.4
Al Horford,4,,PF/C,7300,BOS,CHI,1,106,19,20,99,107,5%,13,13,11,34,33,33,35.6,36.0,27.8,44.2,33.0,35.3,4.8,27.7,29.5,4.0
Draymond Green,11,,PF/C,7200,GSW,DEN,0,112,17,17,99,108,-2%,8,8,8,34,35,33,41.4,36.6,28.2,44.9,33.0,37.3,5.2,33.3,32.8,4.6
Klay Thompson,2,,SG,7100,GSW,DEN,0,112,22,18,99,108,3%,17,19,17,36,38,34,33.8,33.2,26.2,40.2,35.0,34.8,4.9,34.1,32.3,4.5
Paul George,4,,SF,7100,OKC,@UTA,0,98,25,17,97,103,-7%,12,15,17,35,38,38,35.0,38.7,27.0,50.3,36.5,34.3,4.8,37.4,50.8,7.2
