Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Kevin Durant,16,,SF/PF,11600,GSW,@LAL,3,112,29,25,105,103,-8%,22,23,19,35,36,35,60.1,48.5,37.9,59.2,36.0,55.8,4.8,41,72.3,6.2
Russell Westbrook,25,,PG,11200,OKC,DEN,1,108,35,21,100,107,5%,26,24,21,44,41,37,58.4,55.0,43.1,66.9,36.5,59.5,5.3,36.8,65.3,5.8
James Harden,10,,PG/SG,10500,HOU,UTA,1,115,36,31,97,102,2%,20,21,21,36,35,36,55.4,56.9,44.9,68.8,34.5,51.7,4.9,37.9,48.0,4.6
Joel Embiid,,O,C,9900,PHI,@CHI,2,106,32,24,99,107,-1%,18,18,17,44,38,31,52.1,47.6,34.4,60.7,0.0,0.0,0.0,0,0.0,0.0
Ben Simmons,10,,PG/SF,9600,PHI,@CHI,2,106,24,18,99,107,4%,9,12,15,46,41,37,42.4,45.8,35.4,56.1,36.0,47.4,4.9,35,54.3,5.7
Stephen Curry,,O,PG/SG,9300,GSW,@LAL,3,112,30,28,105,103,9%,18,20,18,32,35,33,48.5,46.9,38.6,55.3,0.0,0.0,0.0,0,0.0,0.0
Kristaps Porzingis,1,O,PF/C,9000,NYK,@CHA,1,99,32,24,101,104,0%,18,21,20,29,33,33,40.7,42.7,29.8,55.5,0.0,0.0,0.0,0,0.0,0.0
Chris Paul,15,,PG/SG,9000,HOU,UTA,1,115,24,27,97,102,2%,16,16,13,34,34,32,51.5,44.4,33.1,55.7,34.0,44.2,4.9,34.6,52.3,5.8
Damian Lillard,6,,PG,8900,POR,@MIN,1,102,30,24,98,108,-1%,18,20,20,37,38,37,43.6,44.2,34.4,54.1,37.0,43.3,4.9,37.3,48.0,5.4
Karl-Anthony Towns,9,,C,8800,MIN,POR,1,106,22,23,99,102,-10%,17,16,15,38,40,37,58.1,45.4,35.0,55.8,37.5,44.9,5.1,40.6,33.5,3.8
