Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,11,,PG/SG,11600,HOU,IND,1,118,37,31,101,106,-1%,24,21,21,36,35,36,59.9,57.8,45.2,70.4,35.5,57.7,5.0,35.3,59.0,5.1
Russell Westbrook,18,,PG,11200,OKC,@ORL,3,110,34,21,103,108,7%,24,23,19,39,38,36,60.3,52.7,41.1,64.2,36.5,57.5,5.1,37.8,69.8,6.2
DeMarcus Cousins,6,,PF/C,11000,NOR,MIN,3,111,33,23,100,108,-1%,12,16,19,31,30,36,46.0,57.2,45.6,68.8,35.5,55.9,5.1,39.1,42.5,3.9
Anthony Davis,8,,PF/C,10800,NOR,MIN,3,111,25,29,100,108,-4%,17,16,17,32,33,38,47.4,53.4,41.5,65.3,38.0,52.5,4.9,17.7,22.3,2.1
Joel Embiid,7,,C,9800,PHI,WAS,1,109,33,24,100,104,-6%,21,18,17,31,30,29,42.1,45.6,31.5,59.6,32.0,49.4,5.0,32.2,58.5,6.0
Ben Simmons,4,,PG/SF,9700,PHI,WAS,1,109,25,20,100,104,-6%,16,17,16,37,37,36,47.6,46.6,38.2,55.0,36.0,47.8,4.9,40.6,66.0,6.8
Stephen Curry,8,,PG/SG,9600,GSW,@LAL,1,120,30,28,106,102,8%,22,21,17,32,32,32,51.5,46.4,37.7,55.0,32.5,49.3,5.1,39.4,43.8,4.6
Kevin Durant,3,,SF/PF,9300,GSW,@LAL,1,120,27,25,106,102,-2%,19,18,17,33,32,34,41.0,45.7,38.3,53.1,33.5,48.6,5.2,42.3,47.8,5.1
Andre Drummond,14,,C,9200,DET,PHO,1,114,21,23,106,109,1%,13,12,11,39,34,34,45.6,44.4,33.7,55.0,34.0,47.5,5.2,27.9,35.3,3.8
Karl-Anthony Towns,4,,C,8700,MIN,@NOR,0,105,22,24,103,105,-5%,23,16,15,40,37,36,42.9,43.9,35.2,52.6,38.0,45.0,5.2,20.7,27.0,3.1
Paul George,5,P,SF,8600,OKC,@ORL,3,110,25,18,103,108,10%,15,16,18,36,38,38,41.9,41.1,29.3,52.8,36.5,41.4,4.8,40.6,37.8,4.4
John Wall,,O,PG,8500,WAS,@PHI,0,102,29,22,105,103,3%,20,16,17,36,35,35,37.8,43.0,33.8,52.2,0.0,0.0,0.0,0,0.0,0.0
Victor Oladipo,4,,PG/SG,8400,IND,@HOU,1,106,29,22,102,102,7%,15,16,18,31,34,34,46.4,39.8,28.7,51.0,34.0,38.0,4.5,34.2,43.8,5.2
Marc Gasol,9,,C,8300,MEM,@SAS,2,93,27,18,97,101,1%,15,16,16,33,34,34,39.4,40.9,29.7,52.1,35.5,40.1,4.8,35.7,27.0,3.3
Kristaps Porzingis,8,,PF/C,8200,NYK,MIA,1,104,32,25,99,103,1%,17,18,20,35,34,33,38.2,43.2,31.7,54.7,34.0,42.0,5.1,2.5,3.5,0.4
Kawhi Leonard,,O,SF/PF,8200,SAS,MEM,1,102,,,97,103,-20%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Bradley Beal,9,,SG,8100,WAS,@PHI,0,102,28,21,105,103,4%,18,19,19,35,37,36,34.4,39.0,30.1,48.0,35.5,38.3,4.7,22.9,31.5,3.9
