Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,13,,SF/PF,11600,MIL,CHI,1,107,31,31,99,107,2%,23,21,21,41,40,39,57.3,56.3,49.0,63.7,38.5,56.9,4.9,39.7,58.5,5.0
Russell Westbrook,6,,PG,11400,OKC,@PHI,1,106,35,21,104,105,3%,20,24,21,36,38,37,58.8,54.4,42.8,65.9,36.0,56.8,5.0,52.1,78.5,6.9
James Harden,15,,PG/SG,11000,HOU,SAS,1,111,36,31,96,101,-7%,19,22,21,33,35,36,55.8,57.5,45.3,69.7,35.0,52.8,4.8,33,50.3,4.6
DeMarcus Cousins,17,,PF/C,10800,NOR,@DEN,1,110,32,23,100,108,3%,17,20,19,35,36,36,58.9,56.5,44.9,68.1,36.5,55.8,5.2,33.4,42.0,3.9
Anthony Davis,6,,PF/C,10300,NOR,@DEN,1,110,25,28,100,108,0%,18,15,17,38,31,36,38.9,50.3,36.7,63.8,37.0,51.7,5.0,43.8,56.5,5.5
Joel Embiid,4,,C,9800,PHI,OKC,2,107,32,24,99,101,-5%,17,17,17,38,35,31,53.1,47.3,33.9,60.7,34.0,52.1,5.3,48.6,53.5,5.5
Ben Simmons,7,,PG/SF,9500,PHI,OKC,2,107,25,19,99,101,-6%,12,14,15,38,38,37,43.0,46.2,35.8,56.6,36.0,42.9,4.5,51.5,47.8,5.0
Damian Lillard,11,,PG,9400,POR,@ORL,1,107,30,24,102,108,8%,21,23,20,39,40,38,48.2,44.5,34.4,54.6,37.0,46.7,5.0,35.8,35.0,3.7
Andre Drummond,12,,C,9100,DET,@IND,0,101,20,22,100,106,10%,8,9,10,29,32,34,40.9,43.9,32.4,55.4,33.5,44.0,4.8,32.1,49.8,5.5
Victor Oladipo,10,,PG/SG,8900,IND,DET,1,106,30,23,98,105,-11%,27,22,19,42,38,35,48.4,42.6,29.9,55.3,37.5,44.2,5.0,37.5,48.0,5.4
Chris Paul,15,,PG/SG,8600,HOU,SAS,1,111,24,26,96,101,-7%,17,16,13,34,35,32,50.3,43.1,32.2,54.1,33.5,42.9,5.0,32.2,62.0,7.2
Nikola Vucevic,6,,C,8500,ORL,POR,1,102,23,21,99,103,-11%,17,17,15,34,34,31,53.8,39.2,25.0,53.4,32.0,39.4,4.6,34.5,50.0,5.9
DeMar DeRozan,13,,SG/SF,8400,TOR,BKN,1,115,29,23,104,106,7%,19,17,19,36,36,36,44.4,41.3,33.5,49.1,35.0,40.9,4.9,29.1,40.3,4.8
