Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,33,,SF/PF,11700,CLE,@ATL,1,113,31,31,100,108,18%,20,18,19,30,32,37,56.7,56.2,41.4,70.9,36.0,56.5,4.8,37.6,59.0,5.0
Giannis Antetokounmpo,19,,SF/PF,11100,MIL,@POR,1,99,31,31,99,99,-9%,20,19,21,39,39,39,49.8,55.8,48.4,63.2,38.0,52.8,4.8,36.6,50.8,4.6
Joel Embiid,,O,C,9500,PHI,@BOS,0,101,33,24,99,98,-5%,20,18,17,33,30,30,46.7,46.3,32.3,60.3,0.0,0.0,0.0,0,0.0,0.0
Ben Simmons,25,,PG/SF,9300,PHI,@BOS,0,101,25,20,99,98,-10%,14,17,16,38,37,36,49.4,47.7,38.3,57.0,38.0,48.6,5.2,39.9,40.5,4.4
Nikola Jokic,19,,C,9100,DEN,CHI,1,110,23,25,99,108,-2%,12,11,12,31,30,31,40.4,42.2,28.6,55.8,33.0,47.3,5.2,15.9,19.0,2.1
Damian Lillard,15,,PG,8500,POR,MIL,2,103,31,25,98,106,-9%,19,20,19,39,37,37,43.5,44.1,33.8,54.4,36.5,43.2,5.1,39.6,35.8,4.2
Blake Griffin,,O,PF/C,8500,LAC,UTA,2,100,30,21,98,101,-8%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0,0.0,0.0
Kyrie Irving,16,,PG,8400,BOS,PHI,2,110,30,25,105,103,2%,18,19,18,35,33,33,42.6,40.4,31.5,49.2,34.5,42.0,5.0,32.5,47.0,5.6
Kevin Love,20,,PF/C,8000,CLE,@ATL,1,113,24,24,100,108,7%,14,13,13,25,28,30,37.5,38.3,26.4,50.3,31.0,39.7,5.0,33.4,49.0,6.1
Dennis Schroder,18,,PG,7500,ATL,CLE,4,105,30,19,100,108,6%,15,16,17,31,32,33,34.9,35.2,27.1,43.4,33.5,37.8,5.0,33,36.5,4.9
Rudy Gobert,,O,C,7500,UTA,@LAC,1,102,16,20,100,106,1%,8,8,8,36,35,35,39.9,36.3,26.4,46.3,0.0,0.0,0.0,0,0.0,0.0
