Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,10,,SF/PF,11600,CLE,PHI,0,115,30,31,104,104,5%,20,18,19,40,38,38,57.8,57.2,43.8,70.6,38.0,59.8,5.2,38.7,74.3,6.4
James Harden,8,,PG/SG,11300,HOU,@POR,1,112,36,31,99,101,-8%,21,22,21,35,36,36,59.4,57.2,45.0,69.4,35.0,54.5,4.8,37.3,69.5,6.2
Russell Westbrook,9,,PG,11000,OKC,@MEM,1,102,35,21,96,105,2%,26,24,21,37,37,36,59.9,54.2,42.0,66.4,36.5,55.9,5.1,43.1,60.3,5.5
Giannis Antetokounmpo,6,,SF/PF,10400,MIL,UTA,0,100,32,31,97,101,-7%,18,19,20,40,38,38,54.6,55.5,48.5,62.6,37.5,50.8,4.9,39.4,68.8,6.6
Joel Embiid,,O,C,10200,PHI,@CLE,1,108,32,24,100,108,2%,18,19,17,35,33,30,50.5,46.8,33.3,60.3,0.0,0.0,0.0,0,0.0,0.0
Ben Simmons,16,,PG/SF,9800,PHI,@CLE,1,108,25,19,100,108,3%,16,14,15,39,40,37,48.3,47.0,37.3,56.6,38.0,51.0,5.2,35.5,38.5,3.9
Damian Lillard,14,,PG,8700,POR,HOU,3,104,30,24,102,101,-14%,24,20,19,42,40,37,45.5,44.4,34.4,54.4,37.5,45.1,5.2,37.9,53.0,6.1
Aaron Gordon,,O,SF/PF,8500,ORL,@ATL,0,102,20,20,100,108,10%,14,15,13,37,37,34,34.0,36.6,23.1,50.1,0.0,0.0,0.0,0,0.0,0.0
Kristaps Porzingis,7,,PF/C,8400,NYK,@CHI,2,102,32,24,98,109,4%,18,19,20,34,34,33,38.9,42.4,30.8,54.1,34.0,42.0,5.0,36.1,32.5,3.9
LaMarcus Aldridge,13,,PF/C,8400,SAS,@PHO,0,106,27,25,105,110,15%,18,19,18,34,34,34,37.8,40.0,30.1,49.9,34.0,40.3,4.8,36,40.3,4.8
Bradley Beal,2,,SG,8400,WAS,@LAC,1,104,28,20,99,109,13%,30,19,19,40,33,36,33.4,37.8,26.4,49.3,36.0,38.9,4.6,37.2,36.0,4.3
Nikola Vucevic,8,,C,8300,ORL,@ATL,0,102,23,20,100,108,4%,19,15,15,36,32,31,45.6,37.7,24.6,50.7,33.0,41.4,5.0,37.6,71.8,8.7
Kemba Walker,10,,PG,8200,CHA,LAL,0,108,27,22,105,103,8%,19,17,17,40,36,36,38.2,38.8,27.9,49.7,35.0,41.5,5.1,28.9,35.8,4.4
Paul George,,O,SF,8200,OKC,@MEM,1,102,25,17,96,105,-22%,15,16,18,37,39,38,36.7,40.5,28.0,53.0,0.0,0.0,0.0,0,0.0,0.0
John Wall,,O,PG,8200,WAS,@LAC,1,104,30,22,99,109,0%,20,16,17,36,35,35,37.8,43.0,33.8,52.2,0.0,0.0,0.0,0,0.0,0.0
Kevin Love,2,O,PF/C,8000,CLE,PHI,0,115,25,24,104,104,-6%,16,15,13,28,29,30,41.3,38.9,27.9,49.9,0.0,0.0,0.0,0,0.0,0.0
Blake Griffin,,O,PF/C,8000,LAC,WAS,2,102,30,21,99,104,-1%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0,0.0,0.0
Dennis Schroder,9,,PG,7900,ATL,ORL,2,107,30,19,103,107,8%,22,19,18,35,32,33,34.6,35.8,28.0,43.6,33.5,40.8,5.2,35.4,35.0,4.4
Chris Paul,8,,PG/SG,7900,HOU,@POR,1,112,22,24,99,101,-8%,16,12,11,35,32,30,39.3,39.6,30.3,49.0,31.5,41.1,5.2,35,43.3,5.5
Devin Booker,1,O,SG/SF,7800,PHO,SAS,1,101,29,19,97,101,-6%,24,21,19,39,36,34,47.8,38.3,24.8,51.8,0.0,0.0,0.0,0,0.0,0.0
Marc Gasol,8,,C,7700,MEM,OKC,0,96,27,18,99,100,-5%,14,16,16,35,36,35,40.4,40.8,30.4,51.2,34.5,39.9,5.2,42.4,40.5,5.3
Kawhi Leonard,,O,SF/PF,7700,SAS,@PHO,0,106,,,105,110,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dwight Howard,13,,C,7600,CHA,LAL,0,108,24,17,105,103,1%,17,14,11,37,31,30,37.5,36.4,23.5,49.3,34.5,44.6,5.9,32,39.0,5.1
Lou Williams,3,,PG/SG,7600,LAC,WAS,2,102,28,20,99,104,0%,17,17,14,36,36,30,40.5,31.3,18.9,43.8,35.5,37.4,4.9,37,51.0,6.7
Hassan Whiteside,,O,C,7500,MIA,@BKN,2,107,21,26,105,107,8%,11,9,11,20,23,27,29.6,37.0,24.1,49.8,0.0,0.0,0.0,0,0.0,0.0
Donovan Mitchell,5,,PG/SG,7200,UTA,@MIL,1,98,28,16,97,106,-3%,21,19,16,36,34,30,41.0,30.8,19.5,42.0,34.5,33.4,4.6,36.8,23.3,3.2
Tyreke Evans,8,,SG/SF,7100,MEM,OKC,0,96,26,22,99,100,-5%,16,15,14,30,32,30,36.5,33.5,22.5,44.5,32.5,33.9,4.8,40.6,56.3,7.9
DeAndre Jordan,3,,C,7100,LAC,WAS,2,102,13,19,99,104,-2%,10,7,7,35,32,32,35.0,32.9,21.9,43.8,34.0,34.8,4.9,33.8,33.8,4.8
C.J. McCollum,6,,PG/SG,7000,POR,HOU,3,104,24,16,102,101,8%,19,19,18,36,37,36,29.8,33.2,25.4,41.1,36.0,33.7,4.8,38.7,37.0,5.3
Jusuf Nurkic,,O,C,7000,POR,HOU,3,104,28,15,102,101,0%,12,14,14,26,30,28,32.2,31.5,19.3,43.7,0.0,0.0,0.0,0,0.0,0.0
Brandon Ingram,5,,SG/SF,6900,LAL,@CHA,1,104,21,13,101,104,7%,19,16,13,38,36,34,36.9,30.4,19.8,41.0,35.5,32.0,4.6,35.7,27.0,3.9
D'Angelo Russell,,O,PG/SG,6800,BKN,MIA,1,105,35,19,99,105,-7%,18,17,18,31,30,29,37.6,38.1,30.1,46.0,0.0,0.0,0.0,0,0.0,0.0
Otto Porter Jr.,0,,SF/PF,6800,WAS,@LAC,1,104,17,19,99,109,2%,9,12,12,31,30,33,23.9,31.0,19.5,42.5,32.5,30.5,4.5,35.3,57.3,8.4
