Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,22,,SF/PF,11800,CLE,ATL,2,114,31,31,100,108,17%,23,20,19,39,39,38,60.9,57.9,44.3,71.4,37.5,60.8,5.2,35,64.8,5.5
Joel Embiid,5,,C,10100,PHI,@MIN,1,105,32,24,98,108,0%,18,19,17,35,33,30,50.5,46.8,33.3,60.3,33.5,50.9,5.0,39.4,58.0,5.7
Ben Simmons,12,,PG/SF,9800,PHI,@MIN,1,105,25,19,98,108,2%,15,13,15,36,38,37,44.5,47.3,38.1,56.5,36.0,45.5,4.6,40.3,21.3,2.2
Andre Drummond,15,,C,9400,DET,DEN,1,109,20,22,100,108,4%,7,9,10,33,34,34,43.3,44.2,33.3,55.2,34.0,45.3,4.8,26.8,23.0,2.4
Karl-Anthony Towns,18,,C,8700,MIN,PHI,1,110,22,22,104,105,4%,15,13,15,39,38,36,41.9,43.5,34.4,52.6,38.0,46.3,5.3,48.1,57.0,6.6
Bradley Beal,13,,SG,8600,WAS,@BKN,2,109,28,20,104,107,5%,22,21,19,37,36,36,34.3,37.8,26.5,49.0,36.5,40.5,4.7,36.3,39.5,4.6
Kristaps Porzingis,26,,PF/C,8500,NYK,LAL,1,107,32,24,105,103,2%,24,20,21,37,35,34,38.0,42.5,31.0,54.0,34.0,44.7,5.3,40.1,66.8,7.9
Nikola Jokic,,O,C,8400,DEN,@DET,1,102,23,25,98,105,-3%,7,11,12,21,28,30,36.5,41.1,26.8,55.3,0.0,0.0,0.0,0,0.0,0.0
LaMarcus Aldridge,8,,PF/C,8300,SAS,@DAL,2,103,27,25,98,106,-6%,19,18,18,35,34,34,35.3,40.0,30.3,49.7,34.0,36.0,4.3,38,42.3,5.1
John Wall,1,O,PG,8200,WAS,@BKN,2,109,30,22,104,107,10%,20,16,17,36,35,35,37.8,43.0,33.8,52.2,0.0,0.0,0.0,0,0.0,0.0
Kevin Love,2,,PF/C,8200,CLE,ATL,2,114,25,24,100,108,8%,16,15,13,28,29,30,41.3,38.9,27.9,49.9,30.0,39.7,4.8,28.4,37.5,4.6
Jimmy Butler,26,,SG,8000,MIN,PHI,1,110,23,20,104,105,4%,15,17,15,42,41,37,46.3,37.1,27.2,47.1,39.0,42.4,5.3,45.5,53.0,6.6
Devin Booker,,O,SG/SF,7800,PHO,@SAC,2,104,29,19,97,109,-4%,24,21,19,39,36,34,47.8,38.3,24.8,51.8,0.0,0.0,0.0,0,0.0,0.0
Dennis Schroder,8,,PG,7600,ATL,@CLE,1,102,30,19,99,108,3%,23,21,18,37,34,33,37.5,35.6,28.1,43.0,33.0,36.7,4.8,27.3,23.8,3.1
Will Barton,10,,SG/SF,7400,DEN,@DET,1,102,21,18,98,105,-11%,18,16,13,44,39,32,40.3,31.7,19.8,43.7,38.0,36.3,4.9,34.4,30.0,4.1
Kawhi Leonard,3,,SF/PF,7300,SAS,@DAL,2,103,,,98,106,8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24.5,30.6,4.2,15.8,26.5,3.6
Otto Porter Jr.,10,,SF/PF,7200,WAS,@BKN,2,109,18,19,104,107,-5%,13,12,12,34,32,33,31.2,32.0,19.6,44.5,33.0,33.6,4.7,29.8,21.8,3.0
Zach Randolph,17,,PF/C,7100,SAC,PHO,1,108,25,21,105,110,14%,17,17,13,34,33,26,45.1,29.0,16.0,42.0,28.5,31.8,4.5,27.6,34.8,4.9
T.J. Warren,15,,SF/PF,6900,PHO,@SAC,2,104,23,18,97,109,-2%,18,17,16,38,34,32,31.3,31.3,18.9,43.7,36.5,36.9,5.3,38.5,27.8,4.0
D'Angelo Russell,,O,PG/SG,6800,BKN,WAS,2,105,35,19,99,105,-5%,18,17,18,31,30,29,37.6,38.1,30.1,46.0,0.0,0.0,0.0,0,0.0,0.0
Gary Harris,6,,SG,6700,DEN,@DET,1,102,19,16,98,105,-11%,15,16,13,34,37,34,31.3,28.3,21.6,35.0,36.0,29.4,4.4,30.9,36.5,5.4
Brandon Ingram,7,,SG/SF,6700,LAL,@NYK,2,105,22,13,99,105,4%,19,18,14,37,37,34,36.1,30.3,19.8,40.7,35.5,30.8,4.6,41.4,22.8,3.4
Lonzo Ball,17,,PG,6600,LAL,@NYK,2,105,19,10,99,105,7%,8,8,11,32,33,33,29.8,32.2,18.0,46.5,33.5,32.0,4.8,39.5,43.0,6.5
Tobias Harris,7,,SF/PF,6600,DET,DEN,1,109,21,19,100,108,-4%,14,14,15,35,37,34,31.3,31.3,22.3,40.3,34.0,33.1,5.0,29.6,13.5,2.0
Paul Millsap,,O,PF/C,6600,DEN,@DET,1,102,24,18,98,105,3%,15,14,13,31,33,31,39.5,33.0,21.1,45.0,0.0,0.0,0.0,0,0.0,0.0
Isaiah Thomas,,O,PG,6500,CLE,ATL,2,114,,,100,108,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jeff Teague,9,,PG,6500,MIN,PHI,1,110,21,15,104,105,5%,12,9,11,37,35,35,26.4,32.6,21.8,43.5,34.5,31.5,4.8,37.8,23.8,3.7
Enes Kanter,10,,PF/C,6400,NYK,LAL,1,107,20,24,105,103,2%,10,10,10,23,25,26,27.4,30.4,20.6,40.1,27.0,32.5,5.1,26.7,28.8,4.5
Harrison Barnes,5,,SF/PF,6300,DAL,SAS,1,97,23,16,96,101,-3%,16,15,15,35,34,35,31.5,32.4,25.0,39.7,35.5,30.6,4.9,34.6,30.5,4.8
Tim Hardaway Jr.,,O,SG/SF,6300,NYK,LAL,1,107,23,16,105,103,-6%,15,17,15,34,36,35,32.8,32.1,17.4,46.9,0.0,0.0,0.0,0,0.0,0.0
Robert Covington,,O,SF/PF,6200,PHI,@MIN,1,105,18,16,98,108,-2%,11,13,12,36,35,33,35.4,32.3,22.4,42.2,0.0,0.0,0.0,0,0.0,0.0
Spencer Dinwiddie,14,,PG/SG,6100,BKN,WAS,2,105,22,18,99,105,-5%,11,11,10,26,29,26,32.0,28.6,17.6,39.6,31.0,32.7,5.4,32.3,43.0,7.0
Andrew Wiggins,12,,SF/PF,6000,MIN,PHI,1,110,22,14,104,105,4%,14,15,16,36,37,37,22.0,29.5,21.1,38.0,36.5,29.6,4.9,40,37.8,6.3
Taj Gibson,9,,PF/C,6000,MIN,PHI,1,110,14,15,104,105,-1%,7,8,8,35,37,34,28.1,27.3,18.1,36.6,36.0,28.3,4.7,39.7,32.5,5.4
Reggie Jackson,10,,PG,5900,DET,DEN,1,109,27,19,100,108,3%,15,15,13,30,30,28,27.3,29.1,21.5,36.6,28.5,28.9,4.9,24.6,21.5,3.6
Rondae Hollis-Jefferson,12,,SF/PF,5800,BKN,WAS,2,105,20,18,99,105,-6%,13,12,11,35,30,29,29.4,28.1,18.9,37.3,31.0,30.9,5.3,27,36.0,6.2
Rudy Gay,1,,SF/PF,5800,SAS,@DAL,2,103,24,19,98,106,8%,10,11,10,31,29,24,31.1,25.5,18.2,32.8,24.0,22.7,3.9,26.6,35.8,6.2
Dario Saric,4,,PF/C,5700,PHI,@MIN,1,105,18,12,98,108,-8%,17,14,11,31,32,29,33.0,26.0,16.5,35.5,32.0,27.7,4.9,39.9,30.5,5.4
Courtney Lee,5,,SG/SF,5700,NYK,LAL,1,107,16,15,105,103,5%,10,12,10,26,31,32,26.4,25.1,16.9,33.4,33.5,26.4,4.6,40.1,23.3,4.1
Pau Gasol,2,,PF/C,5700,SAS,@DAL,2,103,20,21,98,106,3%,10,9,9,23,27,26,27.7,29.6,21.0,38.1,25.0,27.1,4.8,22.4,13.8,2.4
Caris LeVert,4,,SG/SF,5600,BKN,WAS,2,105,21,13,99,105,2%,10,11,10,31,28,27,30.8,24.5,16.3,32.7,30.5,27.1,4.8,28.7,31.3,5.6
Buddy Hield,7,,SG/SF,5600,SAC,PHO,1,108,24,17,105,110,1%,13,12,11,31,28,24,28.8,23.5,13.3,33.8,26.5,25.2,4.5,25.1,17.5,3.1
Jamal Murray,,,PG/SG,5500,DEN,@DET,1,102,24,14,98,105,-4%,7,11,12,22,26,27,25.6,22.6,11.7,33.6,27.5,23.1,4.2,31.9,40.5,7.4
Kentavious Caldwell-Pope,7,,SG,5500,LAL,@NYK,2,105,17,12,99,105,-1%,12,16,12,35,37,35,30.6,28.1,20.2,36.1,34.5,26.1,4.7,38.4,41.0,7.5
John Collins,,O,PF/C,5500,ATL,@CLE,1,102,19,20,99,108,1%,6,8,8,23,29,23,26.9,24.2,14.6,33.8,0.0,0.0,0.0,0,0.0,0.0
DeMarre Carroll,5,,SF/PF,5500,BKN,WAS,2,105,19,14,99,105,-6%,11,11,11,29,30,30,25.1,28.3,20.8,35.7,31.0,27.8,5.1,28.6,29.0,5.3
