Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,12,,SF/PF,11600,CLE,UTA,1,110,31,31,98,102,-7%,16,19,19,37,39,38,67.5,58.5,45.0,72.0,37.5,55.5,4.8,36.8,62.3,5.4
Russell Westbrook,10,,PG,11500,OKC,@NYK,0,103,35,21,99,105,10%,25,26,21,44,41,37,59.0,55.3,43.3,67.3,35.5,56.7,4.9,35.6,46.3,4.0
James Harden,5,,PG/SG,11100,HOU,MIL,0,116,36,31,97,106,-9%,20,21,21,32,34,36,54.1,57.2,45.1,69.3,35.0,55.7,5.0,39.2,48.5,4.4
Giannis Antetokounmpo,12,,SF/PF,10800,MIL,@HOU,0,106,31,31,102,102,-11%,21,20,21,41,40,39,58.0,56.4,49.3,63.6,37.5,54.5,5.0,42.3,53.3,4.9
Karl-Anthony Towns,14,,C,9600,MIN,PHO,1,115,22,23,104,109,1%,16,13,15,42,40,36,52.4,45.0,34.6,55.4,36.0,45.8,4.8,40.1,56.8,5.9
Damian Lillard,9,,PG,9100,POR,@CHA,0,101,30,24,101,104,3%,15,21,20,36,39,37,45.0,44.2,34.1,54.3,36.5,43.8,4.8,38,45.8,5.0
Jimmy Butler,14,,SG,9000,MIN,PHO,1,115,23,21,104,109,4%,22,19,15,41,41,37,47.4,38.3,27.9,48.6,37.5,43.5,4.8,36.5,26.0,2.9
Kristaps Porzingis,,O,PF/C,9000,NYK,OKC,1,99,32,24,99,101,1%,18,21,20,29,33,33,40.7,42.7,29.8,55.5,0.0,0.0,0.0,0,0.0,0.0
Chris Paul,18,,PG/SG,8600,HOU,MIL,0,116,24,26,97,106,-9%,18,16,13,34,34,32,55.0,44.7,33.0,56.5,33.5,45.3,5.3,36,40.8,4.7
LaMarcus Aldridge,7,,PF/C,8000,SAS,DAL,0,102,27,25,97,106,-4%,22,20,18,32,34,34,35.5,39.7,30.0,49.3,32.5,36.7,4.6,34.1,43.5,5.4
Kevin Love,6,,PF/C,7900,CLE,UTA,1,110,25,25,98,102,-4%,14,15,14,32,28,30,42.1,39.5,28.5,50.4,30.0,37.5,4.7,28.2,27.3,3.5
Devin Booker,,O,SG/SF,7800,PHO,@MIN,2,103,29,19,98,108,6%,24,21,19,39,36,34,47.8,38.3,24.8,51.8,0.0,0.0,0.0,0,0.0,0.0
Kyrie Irving,9,,PG,7800,BOS,@MEM,0,100,30,26,96,106,3%,22,19,19,35,34,33,40.4,40.3,31.5,49.1,33.0,38.7,5.0,30.4,32.0,4.1
Dwight Howard,4,,C,7700,CHA,POR,0,104,25,18,99,103,-10%,14,16,11,34,35,31,47.5,37.3,24.9,49.7,31.5,38.2,5.0,34,38.3,5.0
Lou Williams,9,,PG/SG,7700,LAC,@MIA,0,100,28,21,98,105,-1%,18,19,15,33,35,31,42.4,33.0,20.5,45.5,34.5,37.9,4.9,36.3,21.8,2.8
Paul George,4,,SF,7600,OKC,@NYK,0,103,25,17,99,105,2%,19,16,18,39,37,38,29.4,39.4,27.2,51.6,35.0,36.3,4.8,36.9,42.3,5.6
Marc Gasol,4,,C,7500,MEM,BOS,0,94,27,18,98,100,-4%,13,14,15,35,37,35,33.1,39.7,29.5,49.8,35.0,37.7,5.0,33.1,54.0,7.2
Blake Griffin,,O,PF/C,7500,LAC,@MIA,0,100,30,21,98,105,-3%,23,20,19,37,36,36,45.9,43.5,35.3,51.6,0.0,0.0,0.0,0,0.0,0.0
DeAndre Jordan,9,,C,7300,LAC,@MIA,0,100,13,20,98,105,-1%,12,10,7,35,34,33,44.1,34.6,23.2,46.1,34.0,38.2,5.2,33.5,43.5,6.0
Kemba Walker,6,,PG,7200,CHA,POR,0,104,26,21,99,103,-9%,19,18,17,35,36,35,34.5,38.3,28.0,48.5,34.0,36.7,5.1,37.8,33.5,4.7
Kawhi Leonard,,O,SF/PF,7100,SAS,DAL,0,102,,,97,106,10%,11,11,11,16,16,16,26.3,26.3,25.9,26.6,0.0,0.0,0.0,0,0.0,0.0
Tyreke Evans,,,PG/SG,7000,MEM,BOS,0,94,27,21,98,100,-11%,16,18,14,31,33,30,33.5,33.7,22.0,45.4,32.5,33.6,4.8,38,41.8,6.0
Khris Middleton,12,,SG/SF,7000,MIL,@HOU,0,106,23,18,102,102,6%,19,16,16,39,38,38,40.3,36.9,24.2,49.6,36.5,35.2,5.0,34,38.0,5.4
Hassan Whiteside,,O,C,7000,MIA,LAC,0,106,21,26,99,107,0%,11,9,11,20,23,27,29.6,37.0,24.1,49.8,0.0,0.0,0.0,0,0.0,0.0
Carmelo Anthony,3,,SF/PF,7000,OKC,@NYK,0,103,24,14,99,105,-7%,16,17,16,41,38,34,29.6,32.2,24.9,39.4,33.5,30.5,4.4,32.3,21.3,3.0
Donovan Mitchell,13,,PG/SG,6900,UTA,@CLE,0,100,28,16,100,108,3%,22,20,16,37,36,31,39.3,31.4,20.1,42.7,35.5,35.2,5.1,36.4,31.5,4.6
Eric Bledsoe,4,,PG/SG,6900,MIL,@HOU,0,106,27,19,102,102,-11%,14,16,14,33,34,31,34.3,32.5,22.6,42.3,33.5,34.9,5.1,36.2,27.3,4.0
Enes Kanter,8,,PF/C,6800,NYK,OKC,1,99,20,23,99,101,-5%,10,10,10,27,26,26,27.0,30.2,20.8,39.6,28.5,33.5,4.9,23,18.3,2.7
CJ McCollum,5,,PG/SG,6800,POR,@CHA,0,101,24,17,101,104,2%,18,17,18,39,38,37,33.0,33.4,25.9,40.9,36.0,32.8,4.8,38.6,33.0,4.9
Clint Capela,0,O,C,6700,HOU,MIL,0,116,19,27,97,106,7%,8,8,9,25,23,25,32.4,34.3,24.0,44.6,0.0,0.0,0.0,0,0.0,0.0
Al Horford,7,,PF/C,6600,BOS,@MEM,0,100,19,20,96,106,1%,14,13,11,33,34,33,36.4,36.1,27.9,44.2,33.0,32.3,4.9,32.4,33.8,5.1
Harrison Barnes,4,,SF/PF,6500,DAL,@SAS,1,95,23,16,96,101,-3%,18,16,15,34,34,35,30.6,32.2,25.1,39.3,35.0,30.5,4.7,36.8,21.3,3.3
Steven Adams,2,O,C,6500,OKC,@NYK,0,103,16,22,99,105,-8%,12,11,9,43,38,33,32.4,30.0,20.9,39.2,0.0,0.0,0.0,0,0.0,0.0
Isaiah Thomas,,O,PG,6500,CLE,UTA,1,110,,,98,102,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jeff Teague,3,,PG,6500,MIN,PHO,1,115,21,15,104,109,13%,12,10,11,34,35,35,23.7,31.9,21.2,42.5,33.0,31.8,4.9,35,38.8,6.0
Rudy Gobert,,O,C,6500,UTA,@CLE,0,100,16,19,100,108,-1%,8,5,7,28,26,32,25.9,32.3,22.0,42.7,0.0,0.0,0.0,0,0.0,0.0
Jusuf Nurkic,,,C,6400,POR,@CHA,0,101,28,15,101,104,-6%,12,13,13,27,28,28,31.2,30.7,18.5,42.9,26.0,27.8,4.3,25.2,21.3,3.3
T.J. Warren,7,,SF/PF,6400,PHO,@MIN,2,103,24,18,98,108,-3%,20,17,16,32,32,32,25.1,30.9,18.7,43.0,35.0,34.3,5.4,31.9,25.8,4.0
Mike Conley,,O,PG,6300,MEM,BOS,0,94,26,16,98,100,-7%,12,15,14,30,31,31,27.4,28.8,20.0,37.6,0.0,0.0,0.0,0,0.0,0.0
Tim Hardaway Jr.,,O,SG/SF,6300,NYK,OKC,1,99,23,16,99,101,-8%,15,17,15,34,36,35,32.8,32.1,17.4,46.9,0.0,0.0,0.0,0,0.0,0.0
Goran Dragic,,,PG,6200,MIA,LAC,0,106,25,17,99,107,-2%,11,13,14,28,28,31,28.1,30.2,22.3,38.2,29.5,28.4,4.6,30.1,19.5,3.1
Taj Gibson,4,,PF/C,6200,MIN,PHO,1,115,14,15,104,109,15%,10,9,8,32,34,34,28.9,27.3,18.4,36.3,33.5,27.8,4.5,40.2,37.5,6.0
Andrew Wiggins,7,,SF/PF,6100,MIN,PHO,1,115,23,14,104,109,5%,21,17,16,37,37,37,23.9,29.6,21.3,38.0,35.5,30.9,5.1,36.5,23.3,3.8
James Johnson,6,,SF/PF,6000,MIA,LAC,0,106,20,15,99,107,7%,11,9,9,35,31,29,30.4,27.4,16.6,38.3,33.5,32.4,5.4,5.8,7.8,1.3
Rudy Gay,7,,SF/PF,5900,SAS,DAL,0,102,24,20,97,106,10%,9,10,10,22,28,24,29.9,25.7,18.4,33.1,26.5,27.0,4.6,27.7,16.5,2.8
Danilo Gallinari,,O,SF/PF,5800,LAC,@MIA,0,100,21,11,98,105,-6%,16,13,13,31,32,34,26.3,26.2,20.5,31.9,0.0,0.0,0.0,0,0.0,0.0
Austin Rivers,,O,PG/SG,5800,LAC,@MIA,0,100,21,12,98,105,-7%,15,15,13,34,34,34,31.1,26.2,16.8,35.5,0.0,0.0,0.0,0,0.0,0.0
Nicolas Batum,6,,SG/SF,5700,CHA,POR,0,104,19,11,99,103,-5%,9,9,10,36,34,32,25.8,25.8,17.2,34.5,32.5,28.0,4.9,38.2,38.0,6.7
J.J. Barea,4,,PG/SG,5700,DAL,@SAS,1,95,27,19,96,101,-5%,10,9,10,25,25,23,26.1,25.4,18.2,32.5,25.5,26.9,4.7,25.6,23.5,4.1
Jayson Tatum,1,,SF/PF,5700,BOS,@MEM,0,100,17,17,96,106,-18%,8,8,9,27,30,31,23.2,26.7,19.3,34.1,30.0,24.1,4.2,34,40.8,7.2
Courtney Lee,5,,SG/SF,5700,NYK,OKC,1,99,17,15,99,101,-3%,17,16,11,38,36,33,31.3,26.4,18.7,34.1,35.0,26.7,4.7,31.6,34.3,6.0
Jaylen Brown,3,,SG/SF,5600,BOS,@MEM,0,100,20,15,96,106,-2%,10,11,12,33,31,32,26.1,27.9,20.8,34.9,32.5,25.4,4.5,33.2,21.3,3.8
Pau Gasol,0,,PF/C,5500,SAS,DAL,0,102,19,20,97,106,2%,4,8,8,20,23,25,23.9,27.7,18.0,37.4,21.5,23.9,4.3,14.8,2.8,0.5
Dion Waiters,7,,SG/SF,5400,MIA,LAC,0,106,25,11,99,107,10%,16,12,14,36,31,31,23.1,25.0,15.2,34.9,32.5,29.0,5.4,30.2,28.0,5.2
Rodney Hood,3,,SG/SF,5300,UTA,@CLE,0,100,27,16,100,108,3%,13,15,15,28,28,29,28.1,26.9,18.8,35.1,29.5,25.5,4.8,26.4,19.8,3.7
Derrick Favors,1,O,PF/C,5300,UTA,@CLE,0,100,18,19,100,108,1%,7,7,9,29,26,28,19.6,26.2,15.1,37.3,0.0,0.0,0.0,0,0.0,0.0
Greg Monroe,2,,PF/C,5300,PHO,@MIN,2,103,22,20,98,108,1%,9,7,8,26,25,22,29.4,24.5,13.0,36.1,21.5,23.8,4.5,0,0.0,0.0
Kyle Anderson,,O,PG/SF,5200,SAS,DAL,0,102,15,17,97,106,10%,4,6,7,23,28,27,24.9,24.5,16.6,32.3,0.0,0.0,0.0,0,0.0,0.0
Jabari Parker,,O,SF/PF,5200,MIL,@HOU,0,106,,,102,102,-11%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dwyane Wade,,,PG/SG,5100,CLE,UTA,1,110,24,17,98,102,-10%,10,9,10,23,25,24,21.9,24.5,13.6,35.4,23.0,22.2,4.4,19.5,22.5,4.4
Marcus Smart,3,,SG/SF,5100,BOS,@MEM,0,100,20,9,96,106,3%,10,9,10,33,31,31,19.1,24.8,16.8,32.8,32.0,24.9,4.9,30.2,22.0,4.3
Danny Green,,O,SG/SF,5000,SAS,DAL,0,102,16,12,97,106,-5%,5,6,9,22,25,28,19.0,21.4,11.2,31.5,0.0,0.0,0.0,0,0.0,0.0
Jeremy Lamb,,,SG/SF,5000,CHA,POR,0,104,23,17,99,103,-5%,9,11,12,21,24,28,15.9,27.4,18.0,36.8,22.0,21.4,4.3,23.6,20.0,4.0
Ricky Rubio,10,,PG,5000,UTA,@CLE,0,100,23,13,100,108,3%,14,9,10,30,31,29,25.4,27.1,16.8,37.3,30.5,27.2,5.4,25.2,18.5,3.7
Al-Farouq Aminu,4,,SF/PF,5000,POR,@CHA,0,101,13,14,101,104,1%,10,9,8,34,32,30,26.0,24.8,15.1,34.4,31.5,24.2,4.8,22.8,9.3,1.9
Dennis Smith Jr.,,O,PG/SG,5000,DAL,@SAS,1,95,29,12,96,101,-5%,16,14,15,28,27,29,24.6,28.0,20.2,35.7,0.0,0.0,0.0,0,0.0,0.0
Kelly Olynyk,3,,PF/C,4900,MIA,LAC,0,106,19,15,99,107,0%,8,7,6,26,26,21,20.8,20.6,11.9,29.3,27.5,25.8,5.3,34.4,33.3,6.8
Yogi Ferrell,5,,PG/SG,4800,DAL,@SAS,1,95,16,10,96,101,-5%,13,10,8,30,30,28,22.5,18.3,10.9,25.6,32.0,20.8,4.3,38.5,43.8,9.1
Trevor Ariza,3,,SG/SF,4800,HOU,MIL,0,116,13,13,97,106,-1%,13,9,9,38,37,35,24.1,24.4,18.0,30.8,36.0,25.6,5.3,41.8,24.3,5.1
Joe Ingles,5,,SG/SF,4800,UTA,@CLE,0,100,16,14,100,108,8%,7,9,8,35,34,31,26.4,25.4,19.1,31.7,31.5,25.6,5.3,33.9,31.0,6.5
Milos Teodosic,6,,PG/SG,4700,LAC,@MIA,0,100,,,98,105,-7%,11,8,8,23,20,20,19.0,19.0,10.5,27.5,27.5,24.9,5.3,27.7,28.5,6.1
Wesley Matthews,2,,SG/SF,4700,DAL,@SAS,1,95,17,10,96,101,-6%,14,13,11,33,34,35,23.7,23.2,12.9,33.5,33.5,22.7,4.8,38.7,22.0,4.7
Eric Gordon,5,,SG,4700,HOU,MIL,0,116,25,15,97,106,-2%,11,10,14,27,31,31,22.2,27.0,18.3,35.8,31.0,25.5,5.4,29.9,18.8,4.0
Dirk Nowitzki,2,,PF/C,4600,DAL,@SAS,1,95,19,15,96,101,-12%,11,11,10,27,27,25,23.3,23.5,16.4,30.6,25.5,22.3,4.8,24.8,27.5,6.0
Alec Burks,1,,PG/SG,4600,UTA,@CLE,0,100,22,17,100,108,3%,10,11,8,22,24,20,23.9,18.8,7.0,30.7,21.0,18.3,4.0,10.3,8.8,1.9
Marcus Morris,,O,SF/PF,4600,BOS,@MEM,0,100,22,15,96,106,1%,8,10,11,25,25,25,21.9,23.7,18.0,29.4,0.0,0.0,0.0,0,0.0,0.0
Michael Kidd-Gilchrist,,,SF,4600,CHA,POR,0,104,15,14,99,103,3%,10,9,9,28,30,29,28.1,21.9,13.3,30.5,28.0,20.4,4.4,28.3,21.0,4.6
Alex Len,1,D,PF/C,4600,PHO,@MIN,2,103,16,19,98,108,1%,5,5,6,18,17,22,23.0,23.9,14.3,33.5,0.0,0.0,0.0,28,50.3,10.9
